source_qid,target_qid,property_type,identifier
Q101480,Q89801,P62,6000000029176898980
Q103186,Q91506,P62,6000000029176914332
Q104285,Q92613,P62,6000000029176921011
Q100899,Q89219,P62,6000000029176921789
Q103334,Q91654,P62,6000000029176947841
Q103336,Q91656,P62,6000000029176951839
Q101060,Q89381,P62,6000000029176960006
Q103348,Q91668,P62,6000000029177010863
Q100907,Q89227,P62,6000000029177037578
Q100909,Q89229,P62,6000000029177117464
Q103088,Q91408,P62,6000000029177150138
Q101514,Q89835,P62,6000000029177156653
Q100905,Q89225,P62,6000000029177174333
Q103176,Q91496,P62,6000000029177187441
Q103174,Q91494,P62,6000000029177250366
Q100903,Q89223,P62,6000000029177263023
Q101300,Q89620,P62,6000000029177290512
Q103098,Q91418,P62,6000000029177304424
Q100911,Q89231,P62,6000000029177353120
Q101504,Q89825,P62,6000000029177364300
Q101056,Q89377,P62,6000000029177372099
Q101072,Q89393,P62,6000000029177409946
Q103592,Q91916,P62,6000000029177436240
Q101498,Q89819,P62,6000000029177444260
Q101054,Q89375,P62,6000000029177512900
Q101254,Q89574,P62,6000000029177542215
Q103180,Q91500,P62,6000000029177576030
Q101510,Q89831,P62,6000000029177642169
Q101500,Q89821,P62,6000000029177656912
Q101506,Q89827,P62,6000000029177702973
Q103370,Q91690,P62,6000000029177708143
Q101508,Q89829,P62,6000000029177710132
Q103340,Q91660,P62,6000000029177715832
Q103857,Q92182,P62,6000000029177719057
Q103096,Q91416,P62,6000000029177765951
Q103594,Q91918,P62,6000000029177815952
Q101082,Q89403,P62,6000000029177827844
Q101542,Q89863,P62,6000000029177827873
Q101256,Q89576,P62,6000000029178028134
Q104858,Q93193,P62,6000000029178053386
Q101518,Q89839,P62,6000000029178060037
Q101266,Q89586,P62,6000000029178074251
Q103580,Q91903,P62,6000000029178080900
Q101268,Q89588,P62,6000000029178093892
Q103184,Q91504,P62,6000000029178094043
Q103598,Q91922,P62,6000000029178096901
Q101482,Q89803,P62,6000000029178098909
Q101062,Q89383,P62,6000000029178099014
Q101064,Q89385,P62,6000000029178101138
Q103588,Q91912,P62,6000000029178109113
Q103178,Q91498,P62,6000000029178109993
Q104862,Q93197,P62,6000000029178112547
Q103586,Q91910,P62,6000000029178126965
Q104277,Q92605,P62,6000000029178145800
Q101490,Q89811,P62,6000000029178162185
Q103350,Q91670,P62,6000000029178162727
Q101486,Q89807,P62,6000000029178164948
Q103346,Q91666,P62,6000000029178165279
Q104295,Q92623,P62,6000000029178180605
Q104297,Q92625,P62,6000000029178183366
Q104275,Q92603,P62,6000000029178191815
Q101262,Q89582,P62,6000000029178220082
Q103861,Q92186,P62,6000000029178221912
Q101270,Q89590,P62,6000000029178232092
Q101258,Q89578,P62,6000000029178234104
Q101528,Q89849,P62,6000000029178235232
Q101484,Q89805,P62,6000000029178248973
Q103188,Q91508,P62,6000000029178249895
Q101492,Q89813,P62,6000000029178253120
Q101488,Q89809,P62,6000000029178286960
Q104293,Q92621,P62,6000000029178301460
Q103182,Q91502,P62,6000000029178338129
Q103352,Q91672,P62,6000000029178357925
Q103354,Q91674,P62,6000000029178369194
Q101066,Q89387,P62,6000000029178376281
Q103584,Q91908,P62,6000000029178396987
Q101272,Q89592,P62,6000000029178397069
Q103582,Q91905,P62,6000000029178467990
Q103873,Q92198,P62,6000000029178481301
Q101276,Q89596,P62,6000000029178491184
Q104269,Q92597,P62,6000000029178513025
Q103344,Q91664,P62,6000000029178517357
Q104289,Q92617,P62,6000000029178539548
Q101260,Q89580,P62,6000000029178577009
Q101274,Q89594,P62,6000000029178585056
Q101516,Q89837,P62,6000000029178596228
Q104860,Q93195,P62,6000000029178716027
Q104279,Q92607,P62,6000000029178720568
Q101086,Q89407,P62,6000000029178732245
Q101310,Q89631,P62,6000000029178749820
Q104852,Q93187,P62,6000000029178763393
Q103895,Q92220,P62,6000000029178765698
Q104848,Q93183,P62,6000000029178822270
Q104281,Q92609,P62,6000000029178841125
Q103875,Q92200,P62,6000000029178843102
Q103620,Q91944,P62,6000000029178895223
Q104287,Q92615,P62,6000000029178912001
Q104299,Q92627,P62,6000000029178950907
Q101556,Q89877,P62,6000000029178957126
Q103897,Q92222,P62,6000000029178964666
Q101090,Q89411,P62,6000000029178989726
Q101316,Q89637,P62,6000000029179046727
Q103202,Q91522,P62,6000000029179051873
Q103378,Q91698,P62,6000000029179106850
Q101308,Q89629,P62,6000000029179142825
Q101092,Q89413,P62,6000000029179155772
Q101558,Q89879,P62,6000000029179200507
Q101318,Q89639,P62,6000000029179294645
Q103624,Q91948,P62,6000000029179381201
Q103356,Q91676,P62,6000000029179390759
Q101088,Q89409,P62,6000000029179423197
Q103206,Q91526,P62,6000000029179448217
Q101282,Q89602,P62,6000000029179448505
Q101314,Q89635,P62,6000000029179454191
Q103208,Q91528,P62,6000000029179475774
Q101524,Q89845,P62,6000000029179476443
Q101312,Q89633,P62,6000000029179495286
Q101280,Q89600,P62,6000000029179508645
Q101068,Q89389,P62,6000000029179536597
Q103190,Q91510,P62,6000000029179577514
Q101562,Q89883,P62,6000000029179580080
Q103204,Q91524,P62,6000000029179592029
Q101564,Q89885,P62,6000000029179601946
Q101526,Q89847,P62,6000000029179618265
Q101560,Q89881,P62,6000000029179626948
Q101284,Q89604,P62,6000000029179681373
Q101070,Q89391,P62,6000000029179725358
Q103877,Q92202,P62,6000000029179770080
Q101522,Q89843,P62,6000000029179792430
Q103881,Q92206,P62,6000000029179808286
Q103879,Q92204,P62,6000000029179814123
Q101520,Q89841,P62,6000000029179855505
Q101286,Q89606,P62,6000000029179861429
Q104300,Q92629,P62,6000000029179890880
Q103192,Q91512,P62,6000000029179966293
Q101278,Q89598,P62,6000000029179986009
Q103358,Q91678,P62,6000000029180046022
Q101074,Q89395,P62,6000000029180577039
Q103094,Q91414,P62,6000000029180814846
Q101076,Q89397,P62,6000000029180819821
Q103194,Q91514,P62,6000000029180849845
Q103362,Q91682,P62,6000000029180873904
Q101290,Q89610,P62,6000000029180889876
Q101292,Q89612,P62,6000000029180895881
Q103360,Q91680,P62,6000000029180897958
Q101080,Q89401,P62,6000000029180939847
Q101078,Q89399,P62,6000000029180977826
Q103092,Q91412,P62,6000000029181022837
Q101294,Q89614,P62,6000000029181219871
Q101532,Q89853,P62,6000000029181297899
Q103885,Q92210,P62,6000000029181297987
Q103889,Q92214,P62,6000000029181306091
Q103604,Q91928,P62,6000000029181306858
Q101296,Q89616,P62,6000000029181341141
Q103612,Q91936,P62,6000000029181342059
Q103614,Q91938,P62,6000000029181343074
Q101546,Q89867,P62,6000000029181347271
Q104304,Q92633,P62,6000000029181360050
Q103198,Q91518,P62,6000000029181362914
Q103606,Q91930,P62,6000000029181369868
Q103372,Q91692,P62,6000000029181372080
Q101084,Q89405,P62,6000000029181377189
Q101544,Q89865,P62,6000000029181390117
Q103366,Q91686,P62,6000000029181398165
Q103368,Q91688,P62,6000000029181399066
Q103616,Q91940,P62,6000000029181425508
Q103887,Q92212,P62,6000000029181441009
Q101548,Q89869,P62,6000000029181446231
Q103364,Q91684,P62,6000000029181447203
Q103602,Q91926,P62,6000000029181451920
Q101306,Q89627,P62,6000000029181470349
Q103618,Q91942,P62,6000000029181471775
Q101302,Q89622,P62,6000000029181476335
Q103610,Q91934,P62,6000000029181489901
Q103196,Q91516,P62,6000000029181500072
Q103893,Q92218,P62,6000000029181500488
Q101538,Q89859,P62,6000000029181543008
Q101536,Q89857,P62,6000000029181587019
Q101534,Q89855,P62,6000000029181593870
Q103608,Q91932,P62,6000000029181636037
Q101540,Q89861,P62,6000000029181793983
Q103891,Q92216,P62,6000000029181853105
Q101552,Q89873,P62,6000000029181861929
Q101550,Q89871,P62,6000000029181874920
Q101304,Q89624,P62,6000000029181876076
Q103376,Q91696,P62,6000000029181916115
Q103374,Q91694,P62,6000000029181929007
Q103849,Q92174,P62,6000000029183812477
Q103960,Q92286,P62,6000000029187085545
Q103134,Q91454,P62,6000000029262127804
Q104824,Q93158,P62,6000000029280852080
Q106424,Q94763,P62,6000000029375066178
Q109947,Q98287,P62,6000000029447455912
Q100839,Q89159,P62,6000000029515739783
Q102974,Q91294,P62,6000000029554370238
Q102934,Q91254,P62,6000000029554535010
Q105448,Q93782,P62,6000000029575811789
Q104886,Q93221,P62,6000000029576285086
Q102756,Q91076,P62,6000000029578806959
Q102578,Q90898,P62,6000000029619503929
Q102682,Q91002,P62,6000000029620239427
Q102886,Q91206,P62,6000000029621243220
Q108226,Q96567,P62,6000000029622939591
Q107619,Q95958,P62,6000000029623156269
Q109618,Q97959,P62,6000000029623379843
Q108907,Q97248,P62,6000000029623405826
Q102914,Q91234,P62,6000000029638576280
Q102558,Q90877,P62,6000000029782997265
Q109344,Q97686,P62,6000000029783214404
Q105480,Q93814,P62,6000000029945061735
Q105460,Q93794,P62,6000000029945626825
Q106460,Q94798,P62,6000000029982804933
Q102546,Q90865,P62,6000000030020260736
Q111072,Q99410,P62,6000000030330460852
Q112387,Q100726,P62,6000000030331875821
Q111005,Q99344,P62,6000000030347310371
Q103996,Q92322,P62,6000000030412441582
Q111032,Q99370,P62,6000000030477965775
Q111050,Q99388,P62,6000000030478001644
Q111024,Q99362,P62,6000000030478066636
Q111066,Q99404,P62,6000000030478362042
Q116095,Q104439,P62,6000000030484394694
Q116099,Q104443,P62,6000000030484622143
Q116097,Q104441,P62,6000000030484667308
Q110989,Q99328,P62,6000000030546687334
Q115595,Q103936,P62,6000000030548080797
Q111343,Q99681,P62,6000000030549398525
Q106462,Q94800,P62,6000000030595118844
Q103042,Q91362,P62,6000000030620311778
Q103046,Q91366,P62,6000000030620529580
Q103923,Q92248,P62,6000000030774902982
Q103915,Q92240,P62,6000000030774920940
Q103917,Q92242,P62,6000000030774943910
Q103921,Q92246,P62,6000000030775005944
Q103919,Q92244,P62,6000000030775124912
Q110139,Q98479,P62,6000000030803419798
Q107571,Q95910,P62,6000000030803574425
Q109538,Q97879,P62,6000000030803658285
Q108168,Q96508,P62,6000000030803813927
Q108839,Q97181,P62,6000000030803825951
Q110667,Q99006,P62,6000000030803833909
Q112872,Q101211,P62,6000000030855335566
Q112874,Q101213,P62,6000000030855589240
Q115577,Q103918,P62,6000000030855757059
Q115579,Q103920,P62,6000000030855828901
Q102422,Q90741,P62,6000000031113930920
Q109528,Q97869,P62,6000000031301024537
Q110129,Q98469,P62,6000000031301135326
Q116822,Q105169,P62,6000000031415265184
Q116354,Q104700,P62,6000000031415373985
Q116812,Q105159,P62,6000000031415931844
Q116820,Q105167,P62,6000000031415987874
Q116830,Q105177,P62,6000000031416051316
Q112445,Q100784,P62,6000000031734629721
Q112465,Q100804,P62,6000000031734850638
Q113228,Q101567,P62,6000000031734949565
Q112463,Q100802,P62,6000000031735143142
Q113078,Q101417,P62,6000000031735355084
Q114420,Q102755,P62,6000000031735699507
Q114424,Q102759,P62,6000000031735806472
Q113230,Q101569,P62,6000000031735849425
Q113234,Q101573,P62,6000000031735963194
Q113236,Q101575,P62,6000000031735963219
Q114422,Q102757,P62,6000000031736045141
Q113232,Q101571,P62,6000000031736086043
Q102582,Q90902,P62,6000000031808159822
Q114960,Q103297,P62,6000000031879872916
Q114356,Q102691,P62,6000000031963917171
Q112788,Q101127,P62,6000000032129351000
Q112007,Q100344,P62,6000000032170819892
Q111928,Q100266,P62,6000000032176754239
Q115903,Q104246,P62,6000000032178869882
Q116230,Q104575,P62,6000000032281670459
Q116232,Q104577,P62,6000000032281813000
Q116228,Q104573,P62,6000000032281856171
Q116524,Q104871,P62,6000000032319889584
Q111054,Q99392,P62,6000000032574200314
Q104562,Q92894,P62,6000000032841493097
Q117565,Q105910,P62,6000000033146688595
Q105072,Q93407,P62,6000000033193620205
Q105102,Q93437,P62,6000000033222836929
Q105156,Q93491,P62,6000000033398875858
Q104669,Q93002,P62,6000000033546783453
Q103259,Q91578,P62,6000000033653682456
Q105244,Q93578,P62,6000000033654326655
Q104820,Q93154,P62,6000000033654565438
Q105246,Q93580,P62,6000000033654767128
Q102644,Q90964,P62,6000000033936838544
Q105933,Q94269,P62,6000000034059943597
Q105715,Q94048,P62,6000000034060606292
Q105623,Q93957,P62,6000000034060796147
Q102392,Q90712,P62,6000000034061059980
Q104026,Q92352,P62,6000000034075590536
Q104249,Q92577,P62,6000000034121088654
Q105182,Q93516,P62,6000000034140672007
Q112381,Q100720,P62,6000000034398126803
Q117080,Q105427,P62,6000000034564049331
Q102878,Q91198,P62,6000000034590754631
Q110793,Q99133,P62,6000000034590789251
Q102736,Q91056,P62,6000000034844988442
Q110821,Q99160,P62,6000000034848798951
Q109973,Q98313,P62,6000000034848881022
Q110817,Q99156,P62,6000000034848910795
Q110513,Q98852,P62,6000000034848995832
Q110819,Q99158,P62,6000000034848997686
Q110843,Q99182,P62,6000000034848998724
Q102694,Q91014,P62,6000000034849182705
Q110873,Q99212,P62,6000000034849244443
Q110849,Q99188,P62,6000000034849363316
Q110841,Q99180,P62,6000000034849557914
Q110845,Q99184,P62,6000000034849720835
Q110847,Q99186,P62,6000000034849730833
Q110851,Q99190,P62,6000000034849754835
Q110871,Q99210,P62,6000000034849767145
Q110515,Q98854,P62,6000000034850252927
Q109975,Q98315,P62,6000000034850491881
Q109340,Q97682,P62,6000000034850539874
Q116730,Q105077,P62,6000000034851552594
Q114751,Q103087,P62,6000000034851921157
Q109338,Q97680,P62,6000000034866532297
Q102586,Q90906,P62,6000000034866625223
Q102785,Q91106,P62,6000000034986885183
Q102844,Q91164,P62,6000000034987244019
Q102700,Q91020,P62,6000000035051591329
Q102698,Q91018,P62,6000000035051823917
Q102460,Q90779,P62,6000000035137271314
Q102458,Q90777,P62,6000000035137681994
Q102890,Q91210,P62,6000000035157379845
Q102842,Q91162,P62,6000000035157654404
Q100554,Q88871,P62,6000000035157869355
Q100680,Q88998,P62,6000000035157964133
Q100556,Q88874,P62,6000000035158282967
Q109186,Q97528,P62,6000000035284162943
Q113224,Q101563,P62,6000000035549206549
Q113222,Q101561,P62,6000000035549392306
Q112457,Q100796,P62,6000000035549457325
Q112459,Q100798,P62,6000000035549531319
Q112455,Q100794,P62,6000000035549549040
Q113226,Q101565,P62,6000000035549857848
Q104400,Q92730,P62,6000000035552970044
Q112389,Q100728,P62,6000000035573113547
Q116858,Q105205,P62,6000000035573175384
Q104076,Q92402,P62,6000000035595284454
Q109024,Q97366,P62,6000000035768059459
Q109034,Q97376,P62,6000000035768076510
Q109042,Q97384,P62,6000000035768446340
Q109028,Q97370,P62,6000000035768483100
Q109040,Q97382,P62,6000000035768532274
Q109030,Q97372,P62,6000000035768552082
Q109036,Q97378,P62,6000000035768609176
Q109038,Q97380,P62,6000000035768644058
Q109026,Q97368,P62,6000000035768653016
Q109032,Q97374,P62,6000000035768712957
Q116187,Q104531,P62,6000000036115277939
Q115587,Q103928,P62,6000000036139284228
Q115783,Q104125,P62,6000000036850725175
Q117733,Q106079,P62,6000000037157932208
Q104814,Q93148,P62,6000000037343838594
Q104844,Q93179,P62,6000000037469803443
Q104273,Q92601,P62,6000000037470061040
Q104271,Q92599,P62,6000000037473056095
Q103865,Q92190,P62,6000000037473314423
Q100851,Q89171,P62,6000000037513635353
Q100983,Q89303,P62,6000000037513789106
Q114472,Q102807,P62,6000000037544423526
Q114474,Q102809,P62,6000000037544482570
Q116330,Q104676,P62,6000000037544746134
Q113188,Q101527,P62,6000000037545097946
Q112503,Q100842,P62,6000000037545165599
Q112047,Q100384,P62,6000000037545194236
Q101444,Q89765,P62,6000000037604639918
Q103460,Q91781,P62,6000000037604695858
Q104062,Q92388,P62,6000000037618004193
Q107567,Q95906,P62,6000000037896349792
Q108835,Q97177,P62,6000000037896771635
Q109534,Q97875,P62,6000000037896967181
Q110663,Q99002,P62,6000000037897094116
Q108165,Q96504,P62,6000000037897165120
Q110135,Q98475,P62,6000000037897384838
Q104568,Q92900,P62,6000000038130384588
Q105240,Q93574,P62,6000000038130384613
Q104570,Q92902,P62,6000000038130438396
Q104572,Q92904,P62,6000000038130754058
Q116620,Q104967,P62,6000000038598374952
Q105216,Q93550,P62,6000000038638970198
Q105218,Q93552,P62,6000000038639065936
Q106807,Q95145,P62,6000000038979230687
Q106795,Q95133,P62,6000000038979901944
Q110477,Q98816,P62,6000000038983676179
Q106086,Q94421,P62,6000000039105066963
Q110387,Q98726,P62,6000000039106016711
Q106510,Q94848,P62,6000000039106295607
Q109851,Q98191,P62,6000000039106547949
Q108605,Q96946,P62,6000000039106564657
Q109288,Q97630,P62,6000000039106745693
Q108615,Q96956,P62,6000000039106770717
Q108611,Q96952,P62,6000000039106820679
Q109302,Q97644,P62,6000000039107020027
Q109304,Q97646,P62,6000000039107021105
Q106520,Q94858,P62,6000000039107024333
Q109286,Q97628,P62,6000000039107025125
Q109300,Q97642,P62,6000000039107028042
Q108617,Q96958,P62,6000000039107045307
Q108613,Q96954,P62,6000000039107046252
Q106522,Q94860,P62,6000000039107306979
Q109847,Q98187,P62,6000000039107808954
Q110385,Q98725,P62,6000000039107969099
Q106129,Q94467,P62,6000000039108017711
Q106406,Q94745,P62,6000000039108069553
Q106410,Q94749,P62,6000000039108177538
Q106412,Q94751,P62,6000000039108385019
Q106390,Q94729,P62,6000000039108472411
Q106404,Q94743,P62,6000000039108504940
Q106797,Q95135,P62,6000000039108732522
Q106440,Q94778,P62,6000000039108841218
Q110475,Q98814,P62,6000000039109028438
Q106821,Q95159,P62,6000000039109033729
Q106823,Q95161,P62,6000000039109049795
Q106438,Q94776,P62,6000000039109095515
Q110479,Q98818,P62,6000000039109164167
Q106815,Q95153,P62,6000000039109287279
Q106436,Q94774,P62,6000000039109371966
Q106811,Q95149,P62,6000000039109440052
Q106422,Q94761,P62,6000000039109654828
Q106370,Q94709,P62,6000000039110009184
Q105915,Q94251,P62,6000000039110315828
Q106883,Q95221,P62,6000000039110390508
Q106502,Q94840,P62,6000000039110594128
Q106881,Q95219,P62,6000000039110666785
Q106885,Q95223,P62,6000000039110925862
Q106388,Q94727,P62,6000000039111008996
Q105905,Q94241,P62,6000000039132447997
Q117468,Q105813,P62,6000000039132993749
Q106380,Q94719,P62,6000000039133122159
Q115198,Q103535,P62,6000000039133478868
Q117466,Q105811,P62,6000000039133498891
Q105881,Q94217,P62,6000000039133520719
Q106769,Q95107,P62,6000000039133533847
Q106112,Q94449,P62,6000000039134928108
Q109282,Q97624,P62,6000000039136764158
Q109306,Q97648,P62,6000000039137071886
Q106871,Q95209,P62,6000000039137210146
Q106865,Q95203,P62,6000000039137273141
Q106777,Q95115,P62,6000000039137332166
Q106785,Q95123,P62,6000000039137488935
Q106879,Q95217,P62,6000000039141938475
Q106877,Q95215,P62,6000000039143291913
Q106857,Q95195,P62,6000000039146456821
Q110467,Q98806,P62,6000000039147023374
Q106887,Q95225,P62,6000000039147268460
Q108595,Q96936,P62,6000000039148774105
Q107396,Q95736,P62,6000000039149505618
Q106901,Q95239,P62,6000000039149577267
Q105729,Q94062,P62,6000000039149623331
Q106542,Q94880,P62,6000000039149678214
Q107394,Q95734,P62,6000000039149727295
Q106175,Q94513,P62,6000000039149746125
Q105613,Q93947,P62,6000000039149813976
Q106540,Q94878,P62,6000000039149869936
Q105950,Q94285,P62,6000000039149894882
Q106903,Q95241,P62,6000000039149960895
Q107973,Q96312,P62,6000000039149966903
Q105763,Q94096,P62,6000000039150554091
Q105792,Q94124,P62,6000000039151387267
Q109937,Q98277,P62,6000000039153436182
Q109931,Q98271,P62,6000000039153511047
Q114378,Q102713,P62,6000000039156777947
Q114380,Q102715,P62,6000000039156825839
Q107883,Q96222,P62,6000000039178692687
Q107857,Q96196,P62,6000000039179060471
Q108529,Q96870,P62,6000000039179335061
Q109949,Q98289,P62,6000000039179786481
Q106606,Q94944,P62,6000000039181445216
Q107005,Q95343,P62,6000000039181453043
Q107007,Q95345,P62,6000000039181519119
Q107009,Q95347,P62,6000000039181665844
Q106582,Q94920,P62,6000000039182539506
Q106937,Q95275,P62,6000000039182581349
Q106201,Q94539,P62,6000000039182697189
Q116274,Q104620,P62,6000000039182794204
Q107079,Q95418,P62,6000000039183071867
Q102520,Q90839,P62,6000000039184901764
Q105931,Q94267,P62,6000000039185088925
Q108388,Q96729,P62,6000000039185880453
