source_qid,target_qid,property_type,identifier
Q116752,Q105099,P62,6000000003828345202
Q116015,Q104359,P62,6000000003828371074
Q116017,Q104361,P62,6000000003828371081
Q110999,Q99338,P62,6000000003828371880
Q111391,Q99729,P62,6000000003828385088
Q111084,Q99422,P62,6000000003828385371
Q111395,Q99733,P62,6000000003828385658
Q111399,Q99737,P62,6000000003828385665
Q111401,Q99739,P62,6000000003828385672
Q111329,Q99667,P62,6000000003828396513
Q110973,Q99312,P62,6000000003828399844
Q105883,Q94219,P62,6000000003847835904
Q116107,Q104451,P62,6000000003866006703
Q114486,Q102821,P62,6000000003883434008
Q116123,Q104467,P62,6000000003892089735
Q104661,Q92994,P62,6000000003896286934
Q117635,Q105981,P62,6000000003914347093
Q116117,Q104461,P62,6000000003924288481
Q112870,Q101209,P62,6000000003927531422
Q115573,Q103914,P62,6000000003927542201
Q115571,Q103912,P62,6000000003927637163
Q101370,Q89691,P62,6000000003933480146
Q101144,Q89465,P62,6000000003933499315
Q114569,Q102905,P62,6000000003937192237
Q116470,Q104817,P62,6000000003937192400
Q116300,Q104646,P62,6000000003937192930
Q114434,Q102769,P62,6000000003937199003
Q114432,Q102767,P62,6000000003937199008
Q116302,Q104648,P62,6000000003937199019
Q116304,Q104650,P62,6000000003937199024
Q115628,Q103969,P62,6000000003948146698
Q115622,Q103963,P62,6000000003948371045
Q111538,Q99875,P62,6000000003949725220
Q111630,Q99967,P62,6000000003949725225
Q107364,Q95704,P62,6000000003949959364
Q110207,Q98547,P62,6000000003962865274
Q105410,Q93744,P62,6000000003966276313
Q115737,Q104079,P62,6000000003978749772
Q102484,Q90803,P62,6000000003979860846
Q102724,Q91044,P62,6000000003980375583
Q102446,Q90765,P62,6000000003980678544
Q102466,Q90785,P62,6000000003980972256
Q102414,Q90733,P62,6000000003981074906
Q115899,Q104242,P62,6000000003982965838
Q114763,Q103099,P62,6000000003982973629
Q116848,Q105195,P62,6000000003983314953
Q113240,Q101579,P62,6000000003983557511
Q112910,Q101249,P62,6000000003983559795
Q112369,Q100708,P62,6000000003983647397
Q111884,Q100222,P62,6000000003983732451
Q113084,Q101423,P62,6000000003983755091
Q111848,Q100186,P62,6000000003983855600
Q116045,Q104389,P62,6000000003985124471
Q112271,Q100609,P62,6000000004005980627
Q111904,Q100242,P62,6000000004006012229
Q111860,Q100198,P62,6000000004006139924
Q112653,Q100993,P62,6000000004015507665
Q116684,Q105031,P62,6000000004015510072
Q102504,Q90823,P62,6000000004016126057
Q107119,Q95458,P62,6000000004026648173
Q108256,Q96597,P62,6000000004026961113
Q114630,Q102967,P62,6000000004032256496
Q111498,Q99835,P62,6000000004034836930
Q107143,Q95483,P62,6000000004035696437
Q115467,Q103808,P62,6000000004036252525
Q117943,Q106288,P62,6000000004036463613
Q115855,Q104198,P62,6000000004036479514
Q114516,Q102851,P62,6000000004045532001
Q111954,Q100292,P62,6000000004045537384
Q111952,Q100290,P62,6000000004045685126
Q112021,Q100358,P62,6000000004052729589
Q112371,Q100710,P62,6000000004052772407
Q111942,Q100280,P62,6000000004052772413
Q112513,Q100852,P62,6000000004054767925
Q112515,Q100854,P62,6000000004054767931
Q112517,Q100856,P62,6000000004054767937
Q112519,Q100858,P62,6000000004054767943
Q111742,Q100080,P62,6000000004054970276
Q112037,Q100374,P62,6000000004056791182
Q112489,Q100828,P62,6000000004058800000
Q112497,Q100836,P62,6000000004058953728
Q117945,Q106290,P62,6000000004064467894
Q111520,Q99857,P62,6000000004065608412
Q111474,Q99811,P62,6000000004065623188
Q116025,Q104369,P62,6000000004085591308
Q116023,Q104367,P62,6000000004085849237
Q116816,Q105163,P62,6000000004095669337
Q113030,Q101369,P62,6000000004099064858
Q111666,Q100003,P62,6000000004110119785
Q111926,Q100264,P62,6000000004110298137
Q111930,Q100268,P62,6000000004110298149
Q111924,Q100262,P62,6000000004110298155
Q111746,Q100084,P62,6000000004119938046
Q111975,Q100312,P62,6000000004142190907
Q111708,Q100046,P62,6000000004142267987
Q112111,Q100449,P62,6000000004149785601
Q112001,Q100338,P62,6000000004149823715
Q111580,Q99917,P62,6000000004150139220
Q111578,Q99915,P62,6000000004150139250
Q111987,Q100324,P62,6000000004150184231
Q110203,Q98543,P62,6000000004161013406
Q109629,Q97969,P62,6000000004161171592
Q114825,Q103161,P62,6000000004172599875
Q115967,Q104311,P62,6000000004187307656
Q117607,Q105953,P62,6000000004250458441
Q117563,Q105908,P62,6000000004250582050
Q114659,Q102995,P62,6000000004250858860
Q116634,Q104981,P62,6000000004250858867
Q116310,Q104656,P62,6000000004250873011
Q114661,Q102997,P62,6000000004250955805
Q115619,Q103961,P62,6000000004251428481
Q111892,Q100230,P62,6000000004262219780
Q111886,Q100224,P62,6000000004262219786
Q111672,Q100009,P62,6000000004262283309
Q111544,Q99881,P62,6000000004262299912
Q111546,Q99883,P62,6000000004262299924
Q112415,Q100754,P62,6000000004262323150
Q112876,Q101215,P62,6000000004262353841
Q112353,Q100692,P62,6000000004283028432
Q112087,Q100425,P62,6000000004283167081
Q111778,Q100116,P62,6000000004283193362
Q112539,Q100878,P62,6000000004284828886
Q112399,Q100738,P62,6000000004304723931
Q118027,Q106373,P62,6000000004306450650
Q115543,Q103884,P62,6000000004306626215
Q115541,Q103882,P62,6000000004306661170
Q115509,Q103850,P62,6000000004306725569
Q105478,Q93812,P62,6000000004308798782
Q112015,Q100352,P62,6000000004313804007
Q102994,Q91314,P62,6000000004318178341
Q116636,Q104983,P62,6000000004325353952
Q116628,Q104975,P62,6000000004325427789
Q116632,Q104979,P62,6000000004325427803
Q116638,Q104985,P62,6000000004325456354
Q114663,Q102999,P62,6000000004325521430
Q114444,Q102780,P62,6000000004325639137
Q114571,Q102907,P62,6000000004333146461
Q111940,Q100278,P62,6000000004333375349
Q114418,Q102753,P62,6000000004333499623
Q112904,Q101243,P62,6000000004335278126
Q112896,Q101235,P62,6000000004335287604
Q100841,Q89161,P62,6000000004339504530
Q112095,Q100433,P62,6000000004343334912
Q116219,Q104563,P62,6000000004343508479
Q112313,Q100651,P62,6000000004343543900
Q111934,Q100272,P62,6000000004343638705
Q112407,Q100746,P62,6000000004343682610
Q112205,Q100543,P62,6000000004343721763
Q112211,Q100549,P62,6000000004343865698
Q112309,Q100647,P62,6000000004343865705
Q115957,Q104301,P62,6000000004383043944
Q114644,Q102981,P62,6000000004383531253
Q114642,Q102979,P62,6000000004383533327
Q114646,Q102983,P62,6000000004383585528
Q111526,Q99863,P62,6000000004404422467
Q111530,Q99867,P62,6000000004404422473
Q109254,Q97596,P62,6000000004533305112
Q111922,Q100260,P62,6000000004533589845
Q114638,Q102975,P62,6000000004533613148
Q113064,Q101403,P62,6000000004533651416
Q113250,Q101589,P62,6000000004533672090
Q116682,Q105029,P62,6000000004533735647
Q114703,Q103039,P62,6000000004533735654
Q111586,Q99923,P62,6000000004533735676
Q111798,Q100136,P62,6000000004533735685
Q110757,Q99096,P62,6000000004533831055
Q110249,Q98589,P62,6000000004533831061
Q109689,Q98029,P62,6000000004533831067
Q107673,Q96012,P62,6000000004533831073
Q108306,Q96647,P62,6000000004533831085
Q106665,Q95003,P62,6000000004533831103
Q106289,Q94627,P62,6000000004533831109
Q106287,Q94625,P62,6000000004533831115
Q106012,Q94347,P62,6000000004533831121
Q105796,Q94128,P62,6000000004533831127
Q102684,Q91004,P62,6000000004552034259
Q102646,Q90966,P62,6000000004552104289
Q102726,Q91046,P62,6000000004552341180
Q115116,Q103453,P62,6000000004555002292
Q116430,Q104777,P62,6000000004555128510
Q117609,Q105955,P62,6000000004570543627
Q115646,Q103987,P62,6000000004570903681
Q116342,Q104688,P62,6000000004570936489
Q116053,Q104397,P62,6000000004570936496
Q110785,Q99125,P62,6000000004585975199
Q102802,Q91122,P62,6000000004585975603
Q102672,Q90992,P62,6000000004585975613
Q102632,Q90952,P62,6000000004585975618
Q102752,Q91072,P62,6000000004587992160
Q110783,Q99122,P62,6000000004588409336
Q110797,Q99137,P62,6000000004588409342
Q111846,Q100184,P62,6000000004589777528
Q116157,Q104501,P62,6000000004638307049
Q114761,Q103097,P62,6000000004670056962
Q116740,Q105087,P62,6000000004672805602
Q114753,Q103089,P62,6000000004672879999
Q112690,Q101029,P62,6000000004672977234
Q116742,Q105089,P62,6000000004673021707
Q116744,Q105091,P62,6000000004673021713
Q116746,Q105093,P62,6000000004673021719
Q114537,Q102873,P62,6000000004673207320
Q116063,Q104407,P62,6000000004674021249
Q109162,Q97504,P62,6000000004827244897
Q110367,Q98706,P62,6000000004827378636
Q109823,Q98163,P62,6000000004827495133
Q110963,Q99302,P62,6000000004827499446
Q108483,Q96825,P62,6000000004827515077
Q104328,Q92657,P62,6000000004828881008
Q115278,Q103617,P62,6000000004846930902
Q117575,Q105920,P62,6000000004846930916
Q117577,Q105922,P62,6000000004846930922
Q117583,Q105928,P62,6000000004846930928
Q115280,Q103619,P62,6000000004847196045
Q117533,Q105878,P62,6000000004848146833
Q111634,Q99971,P62,6000000004848651515
Q111844,Q100182,P62,6000000004848651522
Q105158,Q93492,P62,6000000004850433566
Q109821,Q98161,P62,6000000004858772487
Q107289,Q95629,P62,6000000004858772588
Q110961,Q99300,P62,6000000004858884211
Q110365,Q98704,P62,6000000004858885779
Q108481,Q96823,P62,6000000004858909161
Q109160,Q97502,P62,6000000004858917179
Q106337,Q94675,P62,6000000004858925106
Q107819,Q96159,P62,6000000004858949123
Q115983,Q104327,P62,6000000004868825768
Q115981,Q104325,P62,6000000004868825790
Q115985,Q104329,P62,6000000004868825798
Q109462,Q97803,P62,6000000004869028228
Q110073,Q98414,P62,6000000004869028242
Q110573,Q98912,P62,6000000004869037139
Q110047,Q98388,P62,6000000004869037145
Q109414,Q97755,P62,6000000004869037151
Q108731,Q97073,P62,6000000004869037157
Q108063,Q96402,P62,6000000004869037163
Q107504,Q95844,P62,6000000004869037169
Q107013,Q95351,P62,6000000004869037175
Q106614,Q94952,P62,6000000004869037181
Q116664,Q105011,P62,6000000004869049188
Q105943,Q94279,P62,6000000004869157598
Q105946,Q94281,P62,6000000004869157604
Q105948,Q94283,P62,6000000004869157611
Q106171,Q94509,P62,6000000004869157618
Q106173,Q94511,P62,6000000004869157626
Q106536,Q94874,P62,6000000004869157633
Q106538,Q94876,P62,6000000004869157641
Q115995,Q104339,P62,6000000004869186726
Q115989,Q104333,P62,6000000004869186756
Q115987,Q104331,P62,6000000004869186780
Q116003,Q104347,P62,6000000004869193637
Q116658,Q105005,P62,6000000004869200025
Q116648,Q104995,P62,6000000004869208842
Q111628,Q99965,P62,6000000004869217795
Q111840,Q100178,P62,6000000004869217803
Q111838,Q100176,P62,6000000004869217831
Q111532,Q99869,P62,6000000004869217852
Q103662,Q91986,P62,6000000004953348031
Q105132,Q93467,P62,6000000004953348178
Q103992,Q92318,P62,6000000004953348448
Q104474,Q92805,P62,6000000004953348977
Q112073,Q100411,P62,6000000004954958423
Q115626,Q103967,P62,6000000004959549912
Q113170,Q101509,P62,6000000004965041297
Q116125,Q104469,P62,6000000004978951394
Q115913,Q104256,P62,6000000004988365636
Q114547,Q102883,P62,6000000004988735770
Q112810,Q101149,P62,6000000004996208829
Q112812,Q101151,P62,6000000004996208836
Q112938,Q101277,P62,6000000004998795352
Q112940,Q101279,P62,6000000004998795364
Q112942,Q101281,P62,6000000004998795377
Q112944,Q101283,P62,6000000004998795383
Q112934,Q101273,P62,6000000004998795389
Q112946,Q101285,P62,6000000004998795395
Q112355,Q100694,P62,6000000004999097855
Q112357,Q100696,P62,6000000004999097862
Q114809,Q103145,P62,6000000005006227919
Q116810,Q105157,P62,6000000005006374142
Q114613,Q102949,P62,6000000005006583004
Q111842,Q100180,P62,6000000005038481512
Q111648,Q99985,P62,6000000005039088371
Q114721,Q103057,P62,6000000005039335406
Q115369,Q103709,P62,6000000005222293166
Q115371,Q103711,P62,6000000005222341077
Q117763,Q106107,P62,6000000005222341084
Q117262,Q105608,P62,6000000005222364034
Q117264,Q105610,P62,6000000005222364041
Q109903,Q98243,P62,6000000005246799099
Q116167,Q104511,P62,6000000005251096322
Q116165,Q104509,P62,6000000005251138428
Q104657,Q92990,P62,6000000005392037002
Q109260,Q97602,P62,6000000005437664794
Q106139,Q94477,P62,6000000005438444117
Q106630,Q94968,P62,6000000005439858830
Q106207,Q94545,P62,6000000005439883766
Q106245,Q94583,P62,6000000005439954373
Q106221,Q94559,P62,6000000005440561460
Q109464,Q97805,P62,6000000005442543901
Q107117,Q95456,P62,6000000005566799921
Q107135,Q95474,P62,6000000005566975216
Q116596,Q104943,P62,6000000005585704301
Q111918,Q100256,P62,6000000005597706401
Q104428,Q92758,P62,6000000005599098959
Q109372,Q97714,P62,6000000005687577589
Q110533,Q98872,P62,6000000005687679204
Q110001,Q98341,P62,6000000005690793001
Q108677,Q97018,P62,6000000005691692009
Q107430,Q95770,P62,6000000005692068010
Q108005,Q96344,P62,6000000005692095001
Q106933,Q95271,P62,6000000005692111011
Q106191,Q94529,P62,6000000005692117016
Q106578,Q94916,P62,6000000005692139005
Q116564,Q104911,P62,6000000005739181918
Q105414,Q93748,P62,6000000005747683218
Q105416,Q93750,P62,6000000005747683223
Q105432,Q93766,P62,6000000005747683233
Q111407,Q99745,P62,6000000005747683308
Q111405,Q99743,P62,6000000005747683317
Q111403,Q99741,P62,6000000005747683336
Q102944,Q91264,P62,6000000005747693218
Q102714,Q91034,P62,6000000005747693254
Q102812,Q91132,P62,6000000005747693279
Q102852,Q91172,P62,6000000005747693299
Q102898,Q91218,P62,6000000005747693309
Q102718,Q91038,P62,6000000005747693324
Q102760,Q91080,P62,6000000005747693329
Q102762,Q91082,P62,6000000005747693334
Q105388,Q93722,P62,6000000005747693469
Q105390,Q93724,P62,6000000005747693474
Q105408,Q93742,P62,6000000005747693489
Q105430,Q93764,P62,6000000005747693499
Q105406,Q93740,P62,6000000005747693514
Q105404,Q93738,P62,6000000005747693530
Q105428,Q93762,P62,6000000005747693540
Q105438,Q93772,P62,6000000005747693550
Q105446,Q93780,P62,6000000005747693560
Q105454,Q93788,P62,6000000005747693570
Q105468,Q93802,P62,6000000005747693585
Q105529,Q93862,P62,6000000005747693590
Q105531,Q93864,P62,6000000005747693596
Q105502,Q93836,P62,6000000005747693726
Q105504,Q93838,P62,6000000005747693731
Q105506,Q93840,P62,6000000005747693736
Q105508,Q93842,P62,6000000005747693741
Q105510,Q93844,P62,6000000005747693746
Q105512,Q93846,P62,6000000005747693751
Q105516,Q93850,P62,6000000005747693761
Q105514,Q93848,P62,6000000005747693766
Q111319,Q99657,P62,6000000005747740634
Q111333,Q99671,P62,6000000005747740638
Q111341,Q99679,P62,6000000005747740643
Q111367,Q99705,P62,6000000005747740686
Q111363,Q99701,P62,6000000005747740853
Q111365,Q99703,P62,6000000005747740863
Q111353,Q99691,P62,6000000005747740902
Q111331,Q99669,P62,6000000005747740914
Q111347,Q99685,P62,6000000005747740919
Q111355,Q99693,P62,6000000005747740924
Q111359,Q99697,P62,6000000005747740929
Q111361,Q99699,P62,6000000005747740939
Q111369,Q99707,P62,6000000005747740979
Q111377,Q99715,P62,6000000005747740989
Q111385,Q99723,P62,6000000005747740999
Q111379,Q99717,P62,6000000005747744019
Q111373,Q99711,P62,6000000005747744039
Q111375,Q99713,P62,6000000005747744049
Q111383,Q99721,P62,6000000005747744059
Q104884,Q93219,P62,6000000005747744909
Q105492,Q93826,P62,6000000005747744914
Q105494,Q93828,P62,6000000005747744919
Q105518,Q93852,P62,6000000005747744934
Q111001,Q99340,P62,6000000005778447793
Q109452,Q97793,P62,6000000005785426226
Q110065,Q98406,P62,6000000005785750038
Q113066,Q101405,P62,6000000005789329209
Q114894,Q103230,P62,6000000005789365172
Q112201,Q100539,P62,6000000005790658979
Q112253,Q100591,P62,6000000005790986904
Q111858,Q100196,P62,6000000005791174546
Q115611,Q103953,P62,6000000005791677093
Q111612,Q99949,P62,6000000005791707018
Q111068,Q99406,P62,6000000005807125036
Q115172,Q103509,P62,6000000005811088010
Q115174,Q103511,P62,6000000005811199001
Q117442,Q105788,P62,6000000005811306006
Q111524,Q99861,P62,6000000005819406013
Q104671,Q93004,P62,6000000005859245001
Q115861,Q104204,P62,6000000005931710162
Q111030,Q99368,P62,6000000005953845689
Q111094,Q99432,P62,6000000006079790328
Q111090,Q99428,P62,6000000006079916148
Q117877,Q106222,P62,6000000006092186261
Q111007,Q99346,P62,6000000006097769262
Q116614,Q104961,P62,6000000006101348871
Q105727,Q94060,P62,6000000006101430231
Q113014,Q101353,P62,6000000006174872773
Q114711,Q103047,P62,6000000006175034780
Q116408,Q104755,P62,6000000006175152630
Q116215,Q104559,P62,6000000006175152646
Q114527,Q102863,P62,6000000006175180939
Q114709,Q103045,P62,6000000006175282418
Q114781,Q103117,P62,6000000006175282468
Q112714,Q101053,P62,6000000006175404311
Q114520,Q102855,P62,6000000006175662350
Q113108,Q101447,P62,6000000006175746012
Q108817,Q97159,P62,6000000006177116220
Q108121,Q96460,P62,6000000006177123068
Q110639,Q98978,P62,6000000006177169101
Q110637,Q98976,P62,6000000006177183050
Q110115,Q98455,P62,6000000006177190095
Q110641,Q98980,P62,6000000006177197064
Q110643,Q98982,P62,6000000006177226044
Q109516,Q97857,P62,6000000006177243094
Q111170,Q99508,P62,6000000006196458559
Q111552,Q99889,P62,6000000006206887948
Q108123,Q96462,P62,6000000006207491010
Q115797,Q104139,P62,6000000006211793351
Q115164,Q103501,P62,6000000006242293627
Q112718,Q101057,P62,6000000006250201541
Q116776,Q105123,P62,6000000006250333608
Q114791,Q103127,P62,6000000006250462273
Q114777,Q103113,P62,6000000006250482371
Q114789,Q103125,P62,6000000006250491482
Q114795,Q103131,P62,6000000006250777188
Q114793,Q103129,P62,6000000006250803145
Q112716,Q101055,P62,6000000006250867049
Q107543,Q95882,P62,6000000006251516737
Q106644,Q94982,P62,6000000006251652961
Q106648,Q94986,P62,6000000006251962817
Q106259,Q94597,P62,6000000006252490108
Q106261,Q94599,P62,6000000006252624040
Q112700,Q101039,P62,6000000006270130045
Q100604,Q88922,P62,6000000006275273405
Q100586,Q88904,P62,6000000006275514426
Q100703,Q89023,P62,6000000006275899033
Q100602,Q88920,P62,6000000006276064025
Q112563,Q100902,P62,6000000006277511164
Q112467,Q100806,P62,6000000006277535391
Q114589,Q102925,P62,6000000006277537320
Q117284,Q105630,P62,6000000006277537870
Q113238,Q101577,P62,6000000006277563486
Q116027,Q104371,P62,6000000006277812007
Q111716,Q100054,P62,6000000006277824294
Q112009,Q100346,P62,6000000006277848287
Q112409,Q100748,P62,6000000006277856253
Q111720,Q100058,P62,6000000006280847332
Q115915,Q104258,P62,6000000006281002268
Q115917,Q104260,P62,6000000006281205099
Q111944,Q100282,P62,6000000006281290006
Q110251,Q98591,P62,6000000006285876036
Q113088,Q101427,P62,6000000006290748579
Q112067,Q100405,P62,6000000006290748620
Q112583,Q100922,P62,6000000006290748732
Q113012,Q101351,P62,6000000006290748819
Q111560,Q99897,P62,6000000006290773223
Q115617,Q103959,P62,6000000006311684001
Q112493,Q100832,P62,6000000006322709728
Q113026,Q101365,P62,6000000006323188959
Q112367,Q100706,P62,6000000006323412723
Q112363,Q100702,P62,6000000006323535187
Q113024,Q101363,P62,6000000006323615093
Q117160,Q105507,P62,6000000006332418252
Q117214,Q105560,P62,6000000006365596303
Q105198,Q93532,P62,6000000006367764277
Q104534,Q92866,P62,6000000006367856093
Q113132,Q101471,P62,6000000006410990497
Q110731,Q99070,P62,6000000006414488610
Q105126,Q93461,P62,6000000006421192755
Q104468,Q92799,P62,6000000006421338583
Q104470,Q92801,P62,6000000006421380692
Q117651,Q105997,P62,6000000006508606460
Q117817,Q106162,P62,6000000006515983001
Q105112,Q93447,P62,6000000006581111670
Q111427,Q99765,P62,6000000006591438787
Q115583,Q103924,P62,6000000006591877138
Q112930,Q101269,P62,6000000006591901100
Q109294,Q97636,P62,6000000006591947413
Q112886,Q101225,P62,6000000006591976147
Q114843,Q103179,P62,6000000006592313034
Q100979,Q89299,P62,6000000006709474915
Q103990,Q92316,P62,6000000006709488755
Q102830,Q91150,P62,6000000006712152479
Q114932,Q103268,P62,6000000006719774273
Q112179,Q100517,P62,6000000006719808183
Q107161,Q95501,P62,6000000006735482841
Q106667,Q95005,P62,6000000006736072092
Q110205,Q98545,P62,6000000006759422050
Q109631,Q97971,P62,6000000006759466067
Q114876,Q103213,P62,6000000006763084350
Q105034,Q93369,P62,6000000006763647063
Q107348,Q95688,P62,6000000006775131628
Q105290,Q93624,P62,6000000006775527271
Q107923,Q96262,P62,6000000006775549919
Q106464,Q94802,P62,6000000006776646203
Q106368,Q94707,P62,6000000006776676160
Q107340,Q95680,P62,6000000006776800034
Q117775,Q106119,P62,6000000006783575928
Q115481,Q103822,P62,6000000006783803767
Q117967,Q106312,P62,6000000006783887495
Q117971,Q106316,P62,6000000006783933412
Q112782,Q101121,P62,6000000006784151163
Q117040,Q105387,P62,6000000006784190103
Q117008,Q105355,P62,6000000006784211061
Q117006,Q105353,P62,6000000006784281059
Q114984,Q103321,P62,6000000006784294033
Q114611,Q102947,P62,6000000006784412086
Q117194,Q105540,P62,6000000006788972615
Q104582,Q92914,P62,6000000006789602342
Q110439,Q98778,P62,6000000006802511612
Q109258,Q97600,P62,6000000006809414611
Q109915,Q98255,P62,6000000006809664127
Q104492,Q92823,P62,6000000006810325016
Q108589,Q96930,P62,6000000006814669215
Q116364,Q104710,P62,6000000006816739430
Q117745,Q106091,P62,6000000006816808313
Q116370,Q104716,P62,6000000006816844228
Q114496,Q102831,P62,6000000006816915069
Q106851,Q95189,P62,6000000006829609772
Q111036,Q99374,P62,6000000006857916009
Q105122,Q93457,P62,6000000006885597027
Q112643,Q100982,P62,6000000006907008471
Q112041,Q100378,P62,6000000006907800135
Q112017,Q100354,P62,6000000006908086076
Q112019,Q100356,P62,6000000006908193359
Q114831,Q103167,P62,6000000006911702298
Q104637,Q92970,P62,6000000006920568628
Q111421,Q99759,P62,6000000006942687132
Q112593,Q100932,P62,6000000006951629328
Q113080,Q101419,P62,6000000006954278036
Q102948,Q91268,P62,6000000006955024525
Q102980,Q91300,P62,6000000006955328062
Q115749,Q104091,P62,6000000006963884155
Q114648,Q102985,P62,6000000006977036908
Q116624,Q104971,P62,6000000006977349377
Q116950,Q105297,P62,6000000006978348319
Q115809,Q104152,P62,6000000006987940624
Q115511,Q103852,P62,6000000006988277433
Q118039,Q106385,P62,6000000006988277443
Q118041,Q106387,P62,6000000006988277447
Q118037,Q106383,P62,6000000006988277451
Q115507,Q103848,P62,6000000006988297553
Q112998,Q101337,P62,6000000006988332452
Q116055,Q104399,P62,6000000006988340843
Q116340,Q104686,P62,6000000006988416823
Q115653,Q103995,P62,6000000006988431268
Q114884,Q103221,P62,6000000006988481419
Q115811,Q104154,P62,6000000006988492120
Q114498,Q102833,P62,6000000006988706172
Q116402,Q104749,P62,6000000006988925005
Q116338,Q104684,P62,6000000006988965155
Q116336,Q104682,P62,6000000006988965159
Q111536,Q99873,P62,6000000006994970922
Q112161,Q100499,P62,6000000007016138768
Q116840,Q105187,P62,6000000007016191767
Q115589,Q103930,P62,6000000007016579387
Q112894,Q101233,P62,6000000007016733239
Q103100,Q91420,P62,6000000007032495521
Q111758,Q100096,P62,6000000007052834304
Q115663,Q104005,P62,6000000007058569898
Q113124,Q101463,P62,6000000007058571963
Q116976,Q105323,P62,6000000007058745828
Q116974,Q105321,P62,6000000007058854753
Q114950,Q103286,P62,6000000007059069239
Q105482,Q93816,P62,6000000007066782737
Q111882,Q100220,P62,6000000007068521484
Q112924,Q101263,P62,6000000007068708192
Q114717,Q103053,P62,6000000007069097595
Q116844,Q105191,P62,6000000007078767466
Q116580,Q104927,P62,6000000007079214226
Q116153,Q104497,P62,6000000007079953080
Q105956,Q94291,P62,6000000007103056021
Q109348,Q97690,P62,6000000007103117067
Q106546,Q94884,P62,6000000007103156861
Q110525,Q98864,P62,6000000007103209815
Q107975,Q96314,P62,6000000007103269764
Q109989,Q98329,P62,6000000007103321677
Q108641,Q96982,P62,6000000007103450564
Q107398,Q95738,P62,6000000007103509463
Q106179,Q94517,P62,6000000007103509474
Q106909,Q95247,P62,6000000007103623273
Q111979,Q100316,P62,6000000007150774373
Q116001,Q104345,P62,6000000007150774919
Q111983,Q100320,P62,6000000007150815578
Q112373,Q100712,P62,6000000007150827754
Q112379,Q100718,P62,6000000007150846578
Q112267,Q100605,P62,6000000007150861989
Q101170,Q89491,P62,6000000007150865900
Q114665,Q103001,P62,6000000007150899481
Q111956,Q100294,P62,6000000007150899697
Q112375,Q100714,P62,6000000007150950849
Q115999,Q104343,P62,6000000007151018800
Q112377,Q100716,P62,6000000007151025470
Q101014,Q89335,P62,6000000007151025719
Q116019,Q104363,P62,6000000007151112923
Q103231,Q91550,P62,6000000007151138986
Q112269,Q100607,P62,6000000007151166308
Q105088,Q93423,P62,6000000007151316986
Q113102,Q101441,P62,6000000007151322733
Q113116,Q101455,P62,6000000007151379980
Q112385,Q100724,P62,6000000007151711870
Q113100,Q101439,P62,6000000007151750224
Q111600,Q99937,P62,6000000007151785822
Q116021,Q104365,P62,6000000007151852239
Q115393,Q103733,P62,6000000007151939725
Q115789,Q104131,P62,6000000007152117469
Q111514,Q99851,P62,6000000007152129568
Q111472,Q99809,P62,6000000007152159319
Q112173,Q100511,P62,6000000007152166394
Q111812,Q100150,P62,6000000007152232364
Q115200,Q103537,P62,6000000007152235217
Q112351,Q100690,P62,6000000007159015355
Q102808,Q91128,P62,6000000007169798667
Q114994,Q103331,P62,6000000007175649943
Q114992,Q103329,P62,6000000007175849546
Q115058,Q103395,P62,6000000007176072225
Q111124,Q99462,P62,6000000007177486846
Q111088,Q99426,P62,6000000007177490851
Q111104,Q99442,P62,6000000007177618613
Q111122,Q99460,P62,6000000007177777542
Q111134,Q99472,P62,6000000007177791864
Q111098,Q99436,P62,6000000007177853683
Q111108,Q99446,P62,6000000007177935621
Q111138,Q99476,P62,6000000007177954808
Q111118,Q99456,P62,6000000007177971808
Q111114,Q99452,P62,6000000007177976262
Q111100,Q99438,P62,6000000007177991418
Q111146,Q99484,P62,6000000007178012940
Q111110,Q99448,P62,6000000007178085294
Q111092,Q99430,P62,6000000007178086212
Q111126,Q99464,P62,6000000007178114860
Q111116,Q99454,P62,6000000007178121265
Q111106,Q99445,P62,6000000007178201225
Q111128,Q99466,P62,6000000007178205323
Q111120,Q99458,P62,6000000007178255359
Q111112,Q99450,P62,6000000007178268218
Q111136,Q99474,P62,6000000007178302265
Q111148,Q99486,P62,6000000007178328224
Q111154,Q99492,P62,6000000007178350211
Q116434,Q104781,P62,6000000007183279647
Q116031,Q104375,P62,6000000007186435218
Q116540,Q104887,P62,6000000007190454203
Q115685,Q104027,P62,6000000007191398255
Q111644,Q99981,P62,6000000007191415972
Q111862,Q100200,P62,6000000007192013315
Q116051,Q104395,P62,6000000007209070059
Q110075,Q98416,P62,6000000007225037885
Q117314,Q105660,P62,6000000007248373650
Q117026,Q105373,P62,6000000007248448614
Q102710,Q91030,P62,6000000007250051617
Q112686,Q101025,P62,6000000007305683029
Q104894,Q93229,P62,6000000007307713681
Q105543,Q93876,P62,6000000007307724757
Q105561,Q93895,P62,6000000007310989980
Q104320,Q92649,P62,6000000007330732472
Q104890,Q93225,P62,6000000007330736458
Q104322,Q92651,P62,6000000007330741307
Q105524,Q93858,P62,6000000007330811201
Q116047,Q104391,P62,6000000007335906838
Q116332,Q104678,P62,6000000007335981362
Q109564,Q97905,P62,6000000007351373167
Q110161,Q98501,P62,6000000007351413848
Q103263,Q91582,P62,6000000007360223893
Q103710,Q92034,P62,6000000007360549770
Q103462,Q91783,P62,6000000007360583984
Q101446,Q89767,P62,6000000007360875527
