Primary_QID,Secondary_QID,Primary_Name,Secondary_Name,Similarity,Reason,Primary_Properties,Secondary_Properties,Action,Status
Q153496,Q2105,VISHVĀMITRA Gādhi,VISHVĀMITRA Gādhi,1.000,name_similarity,10,1,MERGE,PENDING
Q153497,Q2107,Devan DEVKSHETRA,Devan DEVKSHETRA,1.000,name_similarity,8,7,MERGE,PENDING
Q153498,Q2110,Queen Lysandra the Sugar Mama Anthophila (bees),Queen Lysandra the Sugar Mama Anthophila (bees),1.000,name_similarity,10,6,MERGE,PENDING
Q153499,Q2113,SVARABHĀNU aka RĀHU Dānav,SVARABHĀNU aka RĀHU Dānav,1.000,name_similarity,9,1,MERGE,PENDING
Q153500,Q2114,PURŪRAVAS Budha,PURŪRAVAS Budha,1.000,name_similarity,10,1,MERGE,PENDING
Q153501,Q2115,URVASHI Purūrava,URVASHI Purūrava,1.000,name_similarity,9,1,MERGE,PENDING
Q153503,Q2119,UTTANAPĀDA Manu,UTTANAPĀDA Manu,1.000,name_similarity,10,1,MERGE,PENDING
Q153506,Q2124,Devkshetra DEVRAT,Devkshetra DEVRAT,1.000,name_similarity,8,7,MERGE,PENDING
Q153508,Q2130,Ila-Ilā (Male-Female alternate months) Budha,Ila-Ilā (Male-Female alternate months) Budha,1.000,name_similarity,10,1,MERGE,PENDING
Q153509,Q2131,BUDHA (planet Mercury) Chandra,BUDHA (planet Mercury) Chandra,1.000,name_similarity,10,8,MERGE,PENDING
Q153510,Q2132,Nara-Narayana twin Dharma,Nara-Narayana twin Dharma,1.000,name_similarity,9,7,MERGE,PENDING
Q153511,Q2133,Honey Son-Husband of Lysandra,Honey Son-Husband of Lysandra,1.000,name_similarity,9,6,MERGE,PENDING
Q153514,Q2138,KUSHANĀBHA Kusha,KUSHANĀBHA Kusha,1.000,name_similarity,8,1,MERGE,PENDING
Q153515,Q2141,Devrat KURAMBHI,Devrat KURAMBHI,1.000,name_similarity,8,7,MERGE,PENDING
Q153516,Q2142,ANGĪRA aka ANGIRASA Brahma,ANGĪRA aka ANGIRASA Brahma,1.000,name_similarity,10,1,MERGE,PENDING
Q153518,Q2144,Vasu Dharma,Vasu Dharma,1.000,name_similarity,10,7,MERGE,PENDING
Q153519,Q2145,ĀYATI Meru,ĀYATI Meru,1.000,name_similarity,10,1,MERGE,PENDING
Q153520,Q2146,DHĀTĀ,DHĀTĀ,1.000,name_similarity,9,1,MERGE,PENDING
Q153522,Q2148,Son-Husband of Aurora,Son-Husband of Aurora,1.000,name_similarity,9,6,MERGE,PENDING
Q153524,Q2153,Formex Formicoidea (ants),Formex Formicoidea (ants),1.000,name_similarity,8,6,MERGE,PENDING
Q153526,Q2155,KUSHA Ajak,KUSHA Ajak,1.000,name_similarity,8,7,MERGE,PENDING
Q153527,Q2157,Kurambhi SAKUNI,Kurambhi SAKUNI,1.000,name_similarity,8,7,MERGE,PENDING
Q153531,Q2162,Son-Husband of Zephyra,Son-Husband of Zephyra,1.000,name_similarity,9,6,MERGE,PENDING
Q153533,Q2166,RAUDRĀŚVA Ahamyāti,RAUDRĀŚVA Ahamyāti,1.000,name_similarity,10,1,MERGE,PENDING
Q153534,Q2167,Son-Husband of Lumina,Son-Husband of Lumina,1.000,name_similarity,9,6,MERGE,PENDING
Q153535,Q2168,AJAK Balakāshva,AJAK Balakāshva,1.000,name_similarity,8,1,MERGE,PENDING
Q153536,Q2169,Vatsavyuha Arukshay,Vatsavyuha Arukshay,1.000,name_similarity,9,8,MERGE,PENDING
Q153537,Q2170,SHAKUNI EKADASHRATH,SHAKUNI EKADASHRATH,1.000,name_similarity,8,7,MERGE,PENDING
Q153538,Q2171,SVADHA Pitras,SVADHA Pitras,1.000,name_similarity,10,7,MERGE,PENDING
Q153541,Q2174,Son-Husband of Velvex,Son-Husband of Velvex,1.000,name_similarity,9,6,MERGE,PENDING
Q153542,Q2176,AHAMYĀTI Samyāti,AHAMYĀTI Samyāti,1.000,name_similarity,10,1,MERGE,PENDING
Q153543,Q2177,BALAKASHVA JAHNU,BALAKASHVA JAHNU,1.000,name_similarity,8,7,MERGE,PENDING
Q153544,Q2179,Ekadashrath DASHRATH,Ekadashrath DASHRATH,1.000,name_similarity,8,7,MERGE,PENDING
Q153545,Q2180,Son-Husband of Aculeata,Son-Husband of Aculeata,1.000,name_similarity,9,6,MERGE,PENDING
Q153546,Q2182,SAMYĀTI Bahugava,SAMYĀTI Bahugava,1.000,name_similarity,9,1,MERGE,PENDING
Q153547,Q2185,Son-Husband of Serenia,Son-Husband of Serenia,1.000,name_similarity,9,6,MERGE,PENDING
Q153548,Q2184,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,9,4,MERGE,PENDING
Q2186,Q153548,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,11,9,MERGE,PENDING
Q153548,Q50777,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,9,8,MERGE,PENDING
Q153548,Q69746,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,9,6,MERGE,PENDING
Q2186,Q2184,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,11,4,MERGE,PENDING
Q50777,Q2184,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,8,4,MERGE,PENDING
Q69746,Q2184,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,6,4,MERGE,PENDING
Q2186,Q50777,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,11,8,MERGE,PENDING
Q2186,Q69746,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,11,6,MERGE,PENDING
Q50777,Q69746,BRIHATKSHATRA BRIHADBAL,BRIHATKSHATRA BRIHADBAL,1.000,name_similarity,8,6,MERGE,PENDING
Q153549,Q2187,Dashrath NAVRATH,Dashrath NAVRATH,1.000,name_similarity,8,7,MERGE,PENDING
Q153550,Q2189,BAHUGAVA Sudyu,BAHUGAVA Sudyu,1.000,name_similarity,8,7,MERGE,PENDING
Q153551,Q2190,Son-Husband of Celestia,Son-Husband of Celestia,1.000,name_similarity,9,6,MERGE,PENDING
Q153552,Q2191,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,9,4,MERGE,PENDING
Q2192,Q153552,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,11,9,MERGE,PENDING
Q153552,Q50817,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,9,8,MERGE,PENDING
Q153552,Q69770,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,9,6,MERGE,PENDING
Q2192,Q2191,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,11,4,MERGE,PENDING
Q50817,Q2191,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,8,4,MERGE,PENDING
Q69770,Q2191,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,6,4,MERGE,PENDING
Q2192,Q50817,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,11,8,MERGE,PENDING
Q2192,Q69770,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,11,6,MERGE,PENDING
Q50817,Q69770,BRIHADBAL TAKSHAKA,BRIHADBAL TAKSHAKA,1.000,name_similarity,8,6,MERGE,PENDING
Q153553,Q2193,Navrath RATHVAR,Navrath RATHVAR,1.000,name_similarity,8,7,MERGE,PENDING
Q153554,Q2195,Son-Husband of Apiana,Son-Husband of Apiana,1.000,name_similarity,9,6,MERGE,PENDING
Q153555,Q2196,SUDYUmna Chārupada,SUDYUmna Chārupada,1.000,name_similarity,8,1,MERGE,PENDING
Q153556,Q2197,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,8,4,MERGE,PENDING
Q2198,Q153556,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,10,8,MERGE,PENDING
Q153556,Q50857,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,8,8,MERGE,PENDING
Q153556,Q69794,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,8,6,MERGE,PENDING
Q2198,Q2197,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,10,4,MERGE,PENDING
Q50857,Q2197,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,8,4,MERGE,PENDING
Q69794,Q2197,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,6,4,MERGE,PENDING
Q2198,Q50857,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,10,8,MERGE,PENDING
Q2198,Q69794,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,10,6,MERGE,PENDING
Q50857,Q69794,TAKSHAKA PRASENJIT-1,TAKSHAKA PRASENJIT-1,1.000,name_similarity,8,6,MERGE,PENDING
Q153557,Q2199,Rathvar BHIMRATH,Rathvar BHIMRATH,1.000,name_similarity,8,7,MERGE,PENDING
Q153558,Q2201,CHĀRUPADA Manusyu,CHĀRUPADA Manusyu,1.000,name_similarity,9,1,MERGE,PENDING
Q153559,Q2202,Son-Husband of Honeydew,Son-Husband of Honeydew,1.000,name_similarity,9,6,MERGE,PENDING
Q153560,Q2203,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,8,4,MERGE,PENDING
Q2204,Q153560,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,10,8,MERGE,PENDING
Q153560,Q50888,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,8,8,MERGE,PENDING
Q153560,Q69812,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,8,6,MERGE,PENDING
Q2204,Q2203,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,10,4,MERGE,PENDING
Q50888,Q2203,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,8,4,MERGE,PENDING
Q69812,Q2203,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,6,4,MERGE,PENDING
Q2204,Q50888,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,10,8,MERGE,PENDING
Q2204,Q69812,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,10,6,MERGE,PENDING
Q50888,Q69812,PRASENJIT-1,PRASENJIT-1,1.000,name_similarity,8,6,MERGE,PENDING
Q153561,Q2205,Bhimrath VIKRUTI,Bhimrath VIKRUTI,1.000,name_similarity,8,7,MERGE,PENDING
Q153562,Q2207,Manasyu Pravīra,Manasyu Pravīra,1.000,name_similarity,10,1,MERGE,PENDING
Q153563,Q2208,Son-Husband of Flora,Son-Husband of Flora,1.000,name_similarity,9,6,MERGE,PENDING
Q153564,Q2209,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,8,4,MERGE,PENDING
Q2210,Q153564,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,10,8,MERGE,PENDING
Q153564,Q50923,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,8,8,MERGE,PENDING
Q153564,Q69833,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,8,6,MERGE,PENDING
Q2210,Q2209,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,10,4,MERGE,PENDING
Q50923,Q2209,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,8,4,MERGE,PENDING
Q69833,Q2209,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,6,4,MERGE,PENDING
Q2210,Q50923,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,10,8,MERGE,PENDING
Q2210,Q69833,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,10,6,MERGE,PENDING
Q50923,Q69833,Vishwabahu VISHRUTWAN,Vishwabahu VISHRUTWAN,1.000,name_similarity,8,6,MERGE,PENDING
Q153565,Q2211,Vikruti JIMUT,Vikruti JIMUT,1.000,name_similarity,8,7,MERGE,PENDING
Q153566,Q2213,PRAVĪRA,PRAVĪRA,1.000,name_similarity,9,1,MERGE,PENDING
Q153567,Q2214,Son-Husband of Parasita,Son-Husband of Parasita,1.000,name_similarity,9,6,MERGE,PENDING
Q153568,Q2216,Jimut VYOM,Jimut VYOM,1.000,name_similarity,8,7,MERGE,PENDING
Q153569,Q2218,PURU Yayati,PURU Yayati,1.000,name_similarity,10,7,MERGE,PENDING
Q153570,Q2220,Son-Husband of Proctotra,Son-Husband of Proctotra,1.000,name_similarity,9,6,MERGE,PENDING
Q153571,Q2221,Vyom DASHAI,Vyom DASHAI,1.000,name_similarity,8,7,MERGE,PENDING
Q153572,Q2223,Son-Husband of Pollenia,Son-Husband of Pollenia,1.000,name_similarity,9,6,MERGE,PENDING
Q153573,Q2225,Dashai NIVRUTTI,Dashai NIVRUTTI,1.000,name_similarity,8,7,MERGE,PENDING
Q153574,Q2228,Nivrutti DHASHTI,Nivrutti DHASHTI,1.000,name_similarity,8,7,MERGE,PENDING
Q153575,Q2230,Son-Husband of Nectarine,Son-Husband of Nectarine,1.000,name_similarity,9,6,MERGE,PENDING
Q153576,Q2232,DHASHTI KUNTI,DHASHTI KUNTI,1.000,name_similarity,8,7,MERGE,PENDING
Q153577,Q2235,Kunti KRAY,Kunti KRAY,1.000,name_similarity,8,7,MERGE,PENDING
Q153579,Q2238,Kray VIDARBH,Kray VIDARBH,1.000,name_similarity,8,7,MERGE,PENDING
Q153580,Q2242,VIDARBH JAYAMADH,VIDARBH JAYAMADH,1.000,name_similarity,8,7,MERGE,PENDING
Q153581,Q2246,Jayamadh PARAVRUSHTA,Jayamadh PARAVRUSHTA,1.000,name_similarity,8,7,MERGE,PENDING
Q153582,Q2251,Paravrushta RUKMAKAVACH,Paravrushta RUKMAKAVACH,1.000,name_similarity,8,7,MERGE,PENDING
Q153583,Q2256,Son-Husband of Unicalcarida,Son-Husband of Unicalcarida,1.000,name_similarity,9,6,MERGE,PENDING
Q153584,Q2257,Rukmakavach KAMHALHARHIS,Rukmakavach KAMHALHARHIS,1.000,name_similarity,8,7,MERGE,PENDING
Q153585,Q2262,KAMBALBARHIS MARUTA,KAMBALBARHIS MARUTA,1.000,name_similarity,8,7,MERGE,PENDING
Q153586,Q2265,Son-Husband 67174f8f64d7d1efbc0b9822ef79916c,Son-Husband 67174f8f64d7d1efbc0b9822ef79916c,1.000,name_similarity,9,6,MERGE,PENDING
Q153587,Q2267,Maruta SHINEYU,Maruta SHINEYU,1.000,name_similarity,8,7,MERGE,PENDING
Q153588,Q2271,Shineyu USHANAS,Shineyu USHANAS,1.000,name_similarity,8,7,MERGE,PENDING
Q153589,Q2273,SHANKHANĀBHA Vajranābha,SHANKHANĀBHA Vajranābha,1.000,name_similarity,9,1,MERGE,PENDING
Q153590,Q2274,Son-Husband 67174fb264d7d1efbc0b9822ef79916c,Son-Husband 67174fb264d7d1efbc0b9822ef79916c,1.000,name_similarity,9,6,MERGE,PENDING
Q153591,Q2275,Ushanas SUYAJNA,Ushanas SUYAJNA,1.000,name_similarity,8,7,MERGE,PENDING
Q153592,Q2278,Suyajna ANTAR,Suyajna ANTAR,1.000,name_similarity,8,7,MERGE,PENDING
Q153593,Q2281,Antar PRUTHUSRAVAS,Antar PRUTHUSRAVAS,1.000,name_similarity,8,7,MERGE,PENDING
Q153594,Q2284,Son-Husband 67174fd464d7d1efbc0b9822ef79916c,Son-Husband 67174fd464d7d1efbc0b9822ef79916c,1.000,name_similarity,9,6,MERGE,PENDING
Q153595,Q2285,PRUTHUSRAVAS Shashabindu,PRUTHUSRAVAS Shashabindu,1.000,name_similarity,8,7,MERGE,PENDING
Q153596,Q125765,Ealdgyth (?),Ealdgyth (?),1.000,name_similarity,10,5,MERGE,PENDING
Q141370,Q153597,Sulpicia,Sulpicia,1.000,name_similarity,12,10,MERGE,PENDING
Q153597,Q144159,Sulpicia,Sulpicia,1.000,name_similarity,10,10,MERGE,PENDING
Q153597,Q71002,Sulpicia,Sulpicia,1.000,name_similarity,10,8,MERGE,PENDING
Q153597,Q73395,Sulpicia,Sulpicia,1.000,name_similarity,10,9,MERGE,PENDING
Q153597,Q86270,Sulpicia,Sulpicia,1.000,name_similarity,10,8,MERGE,PENDING
Q153597,Q87869,Sulpicia,Sulpicia,1.000,name_similarity,10,6,MERGE,PENDING
Q141370,Q144159,Sulpicia,Sulpicia,1.000,name_similarity,12,10,MERGE,PENDING
Q141370,Q71002,Sulpicia,Sulpicia,1.000,name_similarity,12,8,MERGE,PENDING
Q141370,Q73395,Sulpicia,Sulpicia,1.000,name_similarity,12,9,MERGE,PENDING
Q141370,Q86270,Sulpicia,Sulpicia,1.000,name_similarity,12,8,MERGE,PENDING
Q141370,Q87869,Sulpicia,Sulpicia,1.000,name_similarity,12,6,MERGE,PENDING
Q144159,Q71002,Sulpicia,Sulpicia,1.000,name_similarity,10,8,MERGE,PENDING
Q144159,Q73395,Sulpicia,Sulpicia,1.000,name_similarity,10,9,MERGE,PENDING
Q144159,Q86270,Sulpicia,Sulpicia,1.000,name_similarity,10,8,MERGE,PENDING
Q144159,Q87869,Sulpicia,Sulpicia,1.000,name_similarity,10,6,MERGE,PENDING
Q73395,Q71002,Sulpicia,Sulpicia,1.000,name_similarity,9,8,MERGE,PENDING
Q71002,Q86270,Sulpicia,Sulpicia,1.000,name_similarity,8,8,MERGE,PENDING
Q71002,Q87869,Sulpicia,Sulpicia,1.000,name_similarity,8,6,MERGE,PENDING
Q73395,Q86270,Sulpicia,Sulpicia,1.000,name_similarity,9,8,MERGE,PENDING
Q73395,Q87869,Sulpicia,Sulpicia,1.000,name_similarity,9,6,MERGE,PENDING
Q86270,Q87869,Sulpicia,Sulpicia,1.000,name_similarity,8,6,MERGE,PENDING
Q127511,Q153602,"Louis I, Duke of Bavaria","Louis I, Duke of Bavaria",1.000,name_similarity,14,11,MERGE,PENDING
Q127688,Q153603,Hellicha of Wittelsbach,Hellicha of Wittelsbach,1.000,name_similarity,13,11,MERGE,PENDING
Q153605,Q147467,Friedrich IV. von Goseck,Friedrich IV. von Goseck,1.000,name_similarity,12,7,MERGE,PENDING
Q127158,Q153605,Friedrich IV. von Goseck,Friedrich IV. von Goseck,1.000,name_similarity,14,12,MERGE,PENDING
Q127158,Q147467,Friedrich IV. von Goseck,Friedrich IV. von Goseck,1.000,name_similarity,14,7,MERGE,PENDING
Q153606,Q147468,Sizzo I von Käfernburg,Sizzo I von Käfernburg,1.000,name_similarity,8,6,MERGE,PENDING
Q153607,Q147469,Heinrich der Fromme vom Gleißberg,Heinrich der Fromme vom Gleißberg,1.000,name_similarity,10,7,MERGE,PENDING
Q153608,Q147470,Henri II de Weida,Henri II de Weida,1.000,name_similarity,8,5,MERGE,PENDING
Q153609,Q147471,Friedrich I. Prague,Friedrich I. Prague,1.000,name_similarity,11,7,MERGE,PENDING
Q153610,Q147472,Jordana von Putelendorf,Jordana von Putelendorf,1.000,name_similarity,8,5,MERGE,PENDING
Q102284,Q102288,(Female),(Female),1.000,name_similarity,6,6,MERGE,PENDING
Q75204,Q102284,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75234,Q102284,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q102284,Q89076,(Female),(Female),1.000,name_similarity,6,6,MERGE,PENDING
Q102284,Q89096,(Female),(Female),1.000,name_similarity,6,6,MERGE,PENDING
Q90604,Q102284,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q90608,Q102284,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75204,Q102288,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75234,Q102288,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q102288,Q89076,(Female),(Female),1.000,name_similarity,6,6,MERGE,PENDING
Q102288,Q89096,(Female),(Female),1.000,name_similarity,6,6,MERGE,PENDING
Q90604,Q102288,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q90608,Q102288,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75204,Q75234,(Female),(Female),1.000,name_similarity,8,8,MERGE,PENDING
Q75204,Q89076,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75204,Q89096,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75204,Q90604,(Female),(Female),1.000,name_similarity,8,8,MERGE,PENDING
Q75204,Q90608,(Female),(Female),1.000,name_similarity,8,8,MERGE,PENDING
Q75234,Q89076,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75234,Q89096,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q75234,Q90604,(Female),(Female),1.000,name_similarity,8,8,MERGE,PENDING
Q75234,Q90608,(Female),(Female),1.000,name_similarity,8,8,MERGE,PENDING
Q89076,Q89096,(Female),(Female),1.000,name_similarity,6,6,MERGE,PENDING
Q90604,Q89076,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q90608,Q89076,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q90604,Q89096,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q90608,Q89096,(Female),(Female),1.000,name_similarity,8,6,MERGE,PENDING
Q90604,Q90608,(Female),(Female),1.000,name_similarity,8,8,MERGE,PENDING
Q15426,Q26714,Nene,Nene,1.000,name_similarity,11,10,MERGE,PENDING
Q29486,Q15429,Kai-hime,Kai-hime,1.000,name_similarity,11,9,MERGE,PENDING
Q27272,Q15440,Hashiba Hidekatsu,Hashiba Hidekatsu,1.000,name_similarity,10,9,MERGE,PENDING
Q15445,Q73231,Matsudaira Yasutoshi,Matsudaira Yasutoshi,1.000,name_similarity,9,9,MERGE,PENDING
Q47141,Q15463,Shinjuin,Shinjuin,1.000,name_similarity,11,7,MERGE,PENDING
Q34174,Q15463,Shinjuin,Shinjuin,1.000,name_similarity,11,7,MERGE,PENDING
Q47141,Q34174,Shinjuin,Shinjuin,1.000,name_similarity,11,11,MERGE,PENDING
Q15468,Q27059,Matsudaira Nobuyasu,Matsudaira Nobuyasu,1.000,name_similarity,10,7,MERGE,PENDING
Q63135,Q15471,Matsudaira Tadayoshi,Matsudaira Tadayoshi,1.000,name_similarity,10,9,MERGE,PENDING
Q15478,Q27332,Kame-hime,Kame-hime,1.000,name_similarity,11,10,MERGE,PENDING
Q15530,Q48776,Takeda Nobuharu,Takeda Nobuharu,1.000,name_similarity,9,9,MERGE,PENDING
Q28550,Q15584,Ren Mu Yi Zheng,Ren Mu Yi Zheng,1.000,name_similarity,7,1,MERGE,PENDING
Q68475,Q15606,Ichijō Saneaki,Ichijō Saneaki,1.000,name_similarity,8,1,MERGE,PENDING
Q15618,Q22884,De Chuan Qin Ji,De Chuan Qin Ji,1.000,name_similarity,1,1,MERGE,PENDING
Q39968,Q15618,De Chuan Qin Ji,De Chuan Qin Ji,1.000,name_similarity,10,1,MERGE,PENDING
Q39968,Q22884,De Chuan Qin Ji,De Chuan Qin Ji,1.000,name_similarity,10,1,MERGE,PENDING
Q15652,Q24857,Wu Sip Ji Zhong,Wu Sip Ji Zhong,1.000,name_similarity,1,1,MERGE,PENDING
Q43675,Q15652,Wu Sip Ji Zhong,Wu Sip Ji Zhong,1.000,name_similarity,9,1,MERGE,PENDING
Q43675,Q24857,Wu Sip Ji Zhong,Wu Sip Ji Zhong,1.000,name_similarity,9,1,MERGE,PENDING
Q46688,Q15695,Konoe Hisako,Konoe Hisako,1.000,name_similarity,13,11,MERGE,PENDING
Q46692,Q15696,Shimizudani Iwako,Shimizudani Iwako,1.000,name_similarity,11,9,MERGE,PENDING
Q46696,Q15697,Sono Tsuneko,Sono Tsuneko,1.000,name_similarity,9,8,MERGE,PENDING
Q46700,Q15698,Kuze Natsuko,Kuze Natsuko,1.000,name_similarity,11,8,MERGE,PENDING
Q46704,Q15699,Hiroko Gojō,Hiroko Gojō,1.000,name_similarity,9,1,MERGE,PENDING
Q15701,Q46711,Sakuramachi,Sakuramachi,1.000,name_similarity,13,13,MERGE,PENDING
Q46715,Q15702,Kōjun-hosshinnō,Kōjun-hosshinnō,1.000,name_similarity,10,1,MERGE,PENDING
Q15724,Q32023,Li Feng,Li Feng,1.000,name_similarity,11,10,MERGE,PENDING
Q15724,Q41144,Li Feng,Li Feng,1.000,name_similarity,11,8,MERGE,PENDING
Q15724,Q44544,Li Feng,Li Feng,1.000,name_similarity,11,9,MERGE,PENDING
Q15724,Q46444,Li Feng,Li Feng,1.000,name_similarity,11,9,MERGE,PENDING
Q15724,Q46669,Li Feng,Li Feng,1.000,name_similarity,11,8,MERGE,PENDING
