Primary_QID,Secondary_QID,Primary_Name,Secondary_Name,Similarity,Reason,Primary_Properties,Secondary_Properties,Action,Status
Q96839,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96843,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97233,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97276,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97386,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97494,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97694,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97949,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98003,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98013,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98021,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98113,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98137,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98175,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98337,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98555,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98557,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98621,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98627,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98687,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98691,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98699,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q99064,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99090,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99240,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99242,Q108300,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q108350,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108493,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108497,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108501,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108891,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q108935,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109044,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109152,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109352,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109608,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109663,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109673,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109681,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109773,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109797,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109835,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q109997,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110215,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110217,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110281,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110287,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110347,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110351,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110359,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110725,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110751,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110901,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108350,Q110903,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q95750,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q95762,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95766,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95942,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96328,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96561,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96641,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96691,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96771,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96781,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96809,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96827,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96835,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96839,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96843,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97233,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97276,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97386,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97494,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97694,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97949,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98003,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98013,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98021,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98113,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98137,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98175,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98337,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98555,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98557,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98621,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98627,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98687,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98691,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98699,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q99064,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99090,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99240,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99242,Q108350,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q108429,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q108493,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q108497,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q108501,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q108891,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q108935,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109044,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109152,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109352,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109608,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109663,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109673,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109681,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109773,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109797,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109835,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q109997,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110215,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110217,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110281,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110287,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110347,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110351,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110359,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110725,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110751,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110901,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108429,Q110903,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q95750,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q95762,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95766,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95942,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96328,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96561,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96641,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96691,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96771,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96781,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96809,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96827,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96835,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96839,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96843,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97233,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97276,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97386,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97494,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97694,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97949,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98003,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98013,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98021,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98113,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98137,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98175,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98337,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98555,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98557,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98621,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98627,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98687,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98691,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98699,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q99064,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99090,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99240,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99242,Q108429,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q108439,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q108493,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q108497,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q108501,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q108891,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q108935,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109044,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109152,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109352,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109608,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109663,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109673,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109681,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109773,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109797,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109835,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q109997,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110215,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110217,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110281,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110287,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110347,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110351,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110359,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110725,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110751,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110901,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108439,Q110903,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q95750,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q95762,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95766,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95942,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96328,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96561,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96641,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96691,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96771,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96781,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96809,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96827,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96835,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96839,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96843,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97233,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97276,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97386,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97494,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97694,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97949,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98003,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98013,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98021,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98113,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98137,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98175,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98337,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98555,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98557,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98621,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98627,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98687,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98691,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98699,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q99064,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99090,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99240,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q99242,Q108439,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q108467,Q108493,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q108497,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q108501,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q108891,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q108935,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109044,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109152,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109352,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109608,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109663,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109673,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109681,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109773,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109797,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109835,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q109997,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110215,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110217,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110281,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110287,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110347,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110351,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110359,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110725,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110751,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110901,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q108467,Q110903,alHassan  .,alHassan  .,1.000,name_similarity,7,7,MERGE,PENDING
Q95750,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q95762,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95766,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q95942,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96328,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96561,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96641,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96691,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96771,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96781,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96809,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96827,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96835,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q96839,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q96843,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97233,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97276,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97386,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q97494,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97694,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q97949,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98003,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98013,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98021,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98113,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98137,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98175,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98337,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98555,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98557,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98621,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
Q98627,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,8,7,MERGE,PENDING
Q98687,Q108467,alHassan  .,alHassan  .,1.000,name_similarity,9,7,MERGE,PENDING
