from_qid	to_qid
Q57177	Q425
Q57178	Q33955
Q57179	Q44479
Q57181	Q33959
Q57182	Q44483
Q57184	Q33963
Q57185	Q42449
Q57187	Q33967
Q57188	Q44487
Q57190	Q33971
Q57191	Q44491
Q57193	Q33975
Q57194	Q44690
Q57196	Q33979
Q57197	Q47596
Q57199	Q33983
Q57200	Q47725
Q57202	Q33987
Q57203	Q47620
Q57205	Q33991
Q57206	Q42072
Q57208	Q33995
Q57209	Q37017
Q57210	Q380
Q57211	Q1
Q57212	Q42080
Q57214	Q34003
Q57215	Q42084
Q57217	Q34007
Q57218	Q42088
Q57220	Q34011
Q57221	Q42092
Q57223	Q34015
Q57224	Q42096
Q57226	Q34019
Q57227	Q42100
Q57229	Q34023
Q57230	Q44024
Q57232	Q34027
Q57233	Q39934
Q57235	Q34031
Q57236	Q39938
Q57237	Q381
Q57238	Q34035
Q57239	Q39942
Q57241	Q34039
Q57242	Q39946
Q57245	Q39950
Q57247	Q34047
Q57248	Q39954
Q57250	Q34051
Q57251	Q39958
Q57253	Q34055
Q57254	Q39962
Q57256	Q34059
Q57257	Q39966
Q57259	Q34063
Q57260	Q39970
Q57262	Q34067
Q57263	Q39978
Q57264	Q34071
Q57267	Q34075
Q57268	Q395
Q57270	Q34079
Q57273	Q34083
Q57279	Q34091
Q57282	Q34095
Q57285	Q34099
Q57288	Q34103
Q57290	Q48293
Q57291	Q34107
Q57294	Q34111
Q57296	Q52429
Q57297	Q34115
Q57300	Q34119
Q57301	Q396
Q57303	Q34123
Q57309	Q34131
Q57312	Q34135
Q57315	Q34139
Q57318	Q34143
Q57321	Q34147
Q57324	Q34151
Q57327	Q34155
Q57328	Q26292
Q57330	Q34159
Q57333	Q34163
Q57334	Q410
Q57336	Q34167
Q57342	Q34175
Q57345	Q34179
Q57348	Q34183
Q57351	Q34187
Q57354	Q34191
Q57357	Q34195
Q57360	Q34199
Q57363	Q34203
Q57364	Q411
Q57366	Q34207
Q57369	Q1
Q57372	Q1
Q57375	Q34219
Q57378	Q34223
Q57380	Q52265
Q57381	Q34227
Q57384	Q34231
Q57387	Q34235
Q57390	Q34239
Q57393	Q34243
Q57394	Q426
Q57396	Q34247
Q57399	Q34251
Q57402	Q34255
Q57404	Q51408
Q57405	Q34259
Q57408	Q34263
Q57411	Q34267
Q57414	Q34271
Q57416	Q52381
Q57417	Q34275
Q57420	Q34279
Q57421	Q427
Q57422	Q1
Q57423	Q34283
Q57426	Q34287
Q57429	Q34291
Q57432	Q34295
Q57435	Q34299
Q57438	Q34303
Q57441	Q34307
Q57444	Q34311
Q57447	Q34315
Q57449	Q52269
Q57450	Q34319
Q57453	Q34323
Q57454	Q438
Q57455	Q44722
Q57456	Q34327
Q57458	Q34331
Q57459	Q42044
Q57461	Q34336
Q57462	Q44726
Q57464	Q34340
Q57465	Q44730
Q57467	Q34344
Q57468	Q44734
Q57470	Q34348
Q57471	Q42020
Q57473	Q34352
Q57474	Q44738
Q57476	Q34356
Q57477	Q48402
Q57479	Q34360
Q57482	Q34364
Q57485	Q34368
Q57487	Q439
Q57488	Q1
Q57491	Q34376
Q57494	Q34380
Q57497	Q34384
Q57500	Q1
Q57503	Q1
Q57508	Q34396
Q57511	Q34400
Q57514	Q34404
Q57517	Q34408
Q57518	Q440
Q57520	Q34412
Q57522	Q34416
Q57525	Q34420
Q57528	Q34424
Q57531	Q34428
Q57534	Q34432
Q57537	Q34436
Q57540	Q34440
Q57543	Q34444
Q57545	Q34448
Q57548	Q34452
Q57551	Q34456
Q57552	Q441
Q57554	Q34460
Q57557	Q34464
Q57559	Q51865
Q57560	Q34468
Q57563	Q34472
Q57566	Q34476
Q57569	Q34480
Q57572	Q34484
Q57575	Q34488
Q57578	Q34492
Q57581	Q34496
Q57582	Q458
Q57584	Q34500
Q57587	Q34504
Q57589	Q51122
Q57590	Q34508
Q57592	Q51127
Q57593	Q34512
Q57595	Q51132
Q57596	Q34517
Q57599	Q34521
Q57602	Q34525
Q57605	Q34529
Q57608	Q34533
Q57611	Q34537
Q57612	Q459
Q57614	Q34541
Q57615	Q34545
Q57618	Q34549
Q57621	Q34553
Q57624	Q34557
Q57627	Q34561
Q57630	Q34565
Q57633	Q34569
Q57636	Q34573
Q57639	Q34577
Q57642	Q34581
Q57643	Q474
Q57645	Q34585
Q57648	Q34589
Q57651	Q34593
Q57654	Q34597
Q57657	Q34601
Q57660	Q34605
Q57663	Q34609
Q57666	Q34613
Q57669	Q34617
Q57672	Q34621
Q57673	Q475
Q57675	Q34625
Q57678	Q34629
Q57681	Q34633
Q57684	Q34637
Q57686	Q48370
Q57687	Q34641
Q57689	Q45088
Q57690	Q34644
Q57692	Q36973
Q57693	Q34648
Q57696	Q34652
Q57699	Q34656
Q57702	Q34660
Q57705	Q34664
Q57706	Q476
Q57708	Q34668
Q57711	Q34672
Q57714	Q34676
Q57717	Q34681
Q57720	Q34685
Q57723	Q34689
Q57726	Q34693
Q57729	Q34697
Q57732	Q34701
Q57735	Q34705
Q57738	Q34709
Q57739	Q491
Q57741	Q1
Q57743	Q1
Q57744	Q34717
Q57746	Q1
Q57747	Q34721
Q57750	Q34725
Q57753	Q34729
Q57756	Q34733
Q57759	Q34737
Q57763	Q34741
Q57766	Q34745
Q57768	Q492
Q57769	Q34749
Q57772	Q34753
Q57775	Q34757
Q57778	Q34761
Q57781	Q34765
Q57784	Q34769
Q57787	Q34773
Q57790	Q34777
Q57793	Q34781
Q57796	Q34785
Q57799	Q34789
Q57802	Q34793
Q57803	Q52923
Q57805	Q34797
Q57808	Q34801
Q57811	Q34805
Q57814	Q34809
Q57817	Q34813
Q57820	Q34818
Q57823	Q34822
Q57826	Q34826
Q57829	Q34832
Q57832	Q34836
Q57835	Q34840
Q57838	Q34844
Q57841	Q34848
Q57844	Q34852
Q57847	Q34856
Q57850	Q34860
Q57853	Q34864
Q57856	Q34868
Q57859	Q34872
Q57862	Q34876
Q57865	Q34880
Q57868	Q34884
Q57871	Q34888
Q57874	Q34892
Q57877	Q34896
Q57880	Q34900
Q57883	Q34904
Q57886	Q34908
Q57889	Q34912
Q57891	Q34916
Q57895	Q34920
Q57898	Q34924
Q57901	Q34928
Q57904	Q34932
Q57907	Q34936
Q57910	Q34940
Q57913	Q34944
Q57916	Q34948
Q57919	Q34952
Q57922	Q34956
Q57925	Q34960
Q57928	Q34964
Q57931	Q34968
Q57934	Q34972
Q57937	Q34976
Q57940	Q34980
Q57943	Q34984
Q57946	Q34988
Q57949	Q34992
Q57952	Q34996
Q57955	Q35000
Q57958	Q35005
Q57961	Q35009
Q57964	Q35013
Q57967	Q35017
Q57970	Q35021
Q57973	Q35025
Q57976	Q35029
Q57978	Q1
Q57979	Q35033
Q57982	Q35037
Q57985	Q35041
Q57988	Q35045
Q57991	Q35049
Q57994	Q35053
Q57997	Q35057
Q58000	Q35061
Q58003	Q35065
Q58006	Q35071
Q58009	Q35075
Q58011	Q1
Q58012	Q35079
Q58015	Q35083
Q58018	Q35087
Q58021	Q35091
Q58024	Q35095
Q58027	Q35099
Q58030	Q35103
Q58033	Q35107
Q58036	Q35111
Q58039	Q35115
Q58042	Q35120
Q58044	Q1
Q58045	Q35124
Q58048	Q35128
Q58051	Q35132
Q58052	Q52165
Q58054	Q35136
Q58055	Q52169
Q58057	Q35140
Q58058	Q52173
Q58060	Q35144
Q58061	Q52177
Q58063	Q35148
Q58064	Q52181
Q58066	Q35152
Q58067	Q52185
Q58069	Q35156
Q58070	Q52193
Q58072	Q35160
Q58075	Q35164
Q58078	Q35168
Q58081	Q35172
Q58084	Q35176
Q58087	Q35180
Q58088	Q1
Q58090	Q35184
Q58091	Q1
Q58093	Q35188
Q58096	Q35192
Q58099	Q35196
Q58102	Q35200
Q58105	Q35204
Q58108	Q35208
Q58111	Q35212
Q58114	Q35216
Q58117	Q35220
Q58120	Q35224
Q58123	Q35228
Q58126	Q35232
Q58129	Q35236
Q58130	Q52069
Q58132	Q35240
Q58133	Q52073
Q58135	Q35244
Q58136	Q51953
Q58138	Q35248
Q58139	Q45069
Q58141	Q35252
Q58142	Q48297
Q58144	Q35256
Q58145	Q44923
Q58147	Q35260
Q58148	Q47592
Q58150	Q35264
Q58151	Q47600
Q58153	Q35268
Q58154	Q47604
Q58156	Q35272
Q58157	Q47608
Q58159	Q35276
Q58160	Q47612
Q58162	Q35280
Q58163	Q47616
Q58165	Q35284
Q58166	Q47624
Q58167	Q43
Q58168	Q35288
Q58169	Q47628
Q58171	Q35292
Q58172	Q47632
Q58174	Q35296
Q58175	Q47636
Q58177	Q35300
Q58178	Q52013
Q58180	Q35304
Q58181	Q1
Q58183	Q35308
Q58185	Q47956
Q58186	Q35312
Q58188	Q1
Q58189	Q35316
Q58191	Q1
Q58192	Q35320
Q58195	Q35324
Q58197	Q51137
Q58198	Q35328
Q58200	Q44674
Q58201	Q35332
Q58203	Q40019
Q58204	Q35336
Q58206	Q40023
Q58207	Q35340
Q58209	Q40027
Q58210	Q35344
Q58211	Q40031
Q58213	Q35348
Q58214	Q40035
Q58216	Q35352
Q58217	Q40039
Q58219	Q35356
Q58220	Q40043
Q58222	Q35360
Q58223	Q40047
Q58225	Q35364
Q58226	Q40051
Q58228	Q35368
Q58229	Q40055
Q58231	Q35371
Q58232	Q40059
Q58233	Q1
Q58234	Q35375
Q58235	Q1
Q58237	Q35379
Q58238	Q1
Q58240	Q35383
Q58241	Q36985
Q58243	Q35387
Q58244	Q36989
Q58246	Q35391
Q58247	Q36993
Q58249	Q35395
Q58250	Q36997
Q58252	Q35399
Q58253	Q37001
Q58255	Q35403
Q58256	Q37005
Q58258	Q35407
Q58259	Q37009
Q58261	Q35411
Q58262	Q37021
Q58264	Q35415
Q58265	Q34722
Q58267	Q35419
Q58268	Q34942
Q58270	Q35423
Q58271	Q34978
Q58273	Q35427
Q58274	Q34982
Q58276	Q35431
Q58278	Q34986
Q58279	Q35435
Q58280	Q34994
Q58282	Q35439
Q58283	Q35770
Q58285	Q35443
Q58286	Q38384
Q58288	Q35448
Q58289	Q40099
Q58291	Q35452
Q58292	Q40103
Q58294	Q35456
Q58295	Q41988
Q58297	Q35460
Q58298	Q41992
Q58300	Q35464
Q58301	Q44439
Q58303	Q35468
Q58304	Q44443
Q58306	Q35472
Q58307	Q44447
Q58309	Q35476
Q58310	Q44451
Q58312	Q35480
Q58313	Q44686
Q58315	Q35484
Q58316	Q44694
Q58318	Q35488
Q58319	Q42509
Q58321	Q35492
Q58322	Q42513
Q58324	Q35496
Q58325	Q44619
Q58327	Q35500
Q58328	Q44627
Q58330	Q35504
Q58331	Q40192
Q58333	Q35508
Q58334	Q40200
Q58336	Q35512
Q58337	Q1
Q58339	Q35516
Q58340	Q40212
Q58342	Q35520
Q58343	Q44698
Q58345	Q35524
Q58346	Q38432
Q58348	Q35528
Q58351	Q35532
Q58354	Q35536
Q58357	Q35540
Q58358	Q52943
Q58360	Q35544
Q58363	Q35548
Q58366	Q35552
Q58367	Q1
Q58369	Q35556
Q58372	Q35560
Q58373	Q47507
Q58375	Q35564
Q58376	Q1
Q58378	Q35568
Q58381	Q35572
Q58384	Q35576
Q58387	Q35580
Q58390	Q35584
Q58391	Q47515
Q58393	Q35588
Q58394	Q47824
Q58396	Q35592
Q58397	Q47832
Q58399	Q35596
Q58400	Q47836
Q58402	Q35600
Q58403	Q47418
Q58405	Q35604
Q58406	Q47421
Q58408	Q35608
Q58409	Q47425
Q58411	Q35612
Q58412	Q47430
Q58414	Q35616
Q58415	Q47434
Q58417	Q35620
Q58418	Q47438
Q58420	Q35624
Q58421	Q47442
Q58423	Q35628
Q58424	Q47446
Q58426	Q35632
Q58427	Q47450
Q58429	Q35636
Q58430	Q47454
Q58432	Q35640
Q58433	Q47458
Q58435	Q35644
Q58436	Q47463
Q58438	Q35648
Q58439	Q47471
Q58441	Q35652
Q58442	Q47479
Q58444	Q35656
Q58445	Q47483
Q58447	Q35660
Q58448	Q47491
Q58450	Q35664
Q58451	Q47495
Q58453	Q35668
Q58454	Q47503
Q58456	Q35672
Q58457	Q47511
Q58459	Q35676
Q58460	Q42176
Q58462	Q35680
Q58463	Q42180
Q58465	Q35684
Q58466	Q38420
Q58468	Q35688
Q58469	Q40228
Q58471	Q35692
Q58472	Q40220
Q58474	Q35696
Q58475	Q40224
Q58477	Q35700
Q58478	Q52029
Q58480	Q35704
Q58481	Q1
Q58483	Q35708
Q58484	Q1
Q58486	Q35712
Q58487	Q52041
Q58489	Q35716
Q58490	Q52045
Q58492	Q35720
Q58493	Q52049
Q58495	Q35724
Q58496	Q47856
Q58498	Q35728
Q58499	Q51413
Q58501	Q35732
Q58504	Q35736
Q58507	Q35740
Q58510	Q35744
Q58513	Q35748
Q58516	Q35752
Q58519	Q35756
Q58522	Q35760
Q58523	Q48378
Q58525	Q35764
Q58526	Q40241
Q58528	Q35769
Q58529	Q38368
Q58531	Q35773
Q58532	Q38372
Q58534	Q35777
Q58537	Q35781
Q58540	Q35785
Q58541	Q1
Q58543	Q35789
Q58544	Q1
Q58546	Q35793
Q58547	Q1
Q58549	Q35797
Q58552	Q35801
Q58555	Q35805
Q58558	Q35809
Q58559	Q52609
Q58561	Q35813
Q58562	Q52613
Q58564	Q35817
Q58565	Q52617
Q58567	Q35821
Q58568	Q42172
Q58570	Q35825
Q58573	Q35829
Q58576	Q35833
Q58578	Q42289
Q58579	Q35837
Q58581	Q42293
Q58582	Q35841
Q58584	Q45073
Q58585	Q35845
Q58587	Q45076
Q58588	Q35849
Q58590	Q45080
Q58591	Q35853
Q58593	Q45084
Q58594	Q35857
Q58596	Q45156
Q58597	Q35861
Q58599	Q45160
Q58600	Q35865
Q58602	Q48117
Q58603	Q35869
Q58605	Q52645
Q58606	Q35873
Q58609	Q35877
Q58612	Q35881
Q58615	Q35886
Q58618	Q35889
Q58621	Q35893
Q58624	Q35897
Q58627	Q35901
Q58630	Q35905
Q58633	Q35909
Q58636	Q35913
Q58639	Q35917
Q58642	Q35921
Q58644	Q42835
Q58645	Q35925
Q58647	Q45576
Q58648	Q35929
Q58650	Q42867
Q58651	Q35935
Q58653	Q42871
Q58654	Q35939
Q58656	Q42875
Q58657	Q35943
Q58659	Q40582
Q58660	Q35947
Q58663	Q35951
Q58666	Q35955
Q58669	Q35959
Q58672	Q35963
Q58675	Q35967
Q58678	Q35971
Q58681	Q35975
Q58684	Q35979
Q58687	Q35983
Q58690	Q35987
Q58693	Q35991
Q58696	Q35995
Q58699	Q35999
Q58702	Q36003
Q58705	Q36007
Q58708	Q36011
Q58711	Q36015
Q58714	Q36019
Q58717	Q36023
Q58720	Q36027
Q58723	Q36031
Q58726	Q36035
Q58729	Q36039
Q58732	Q36043
Q58735	Q36047
Q58738	Q36051
Q58741	Q36055
Q58744	Q36059
Q58747	Q36063
Q58750	Q36067
Q58753	Q36071
Q58756	Q36075
Q58759	Q36079
Q58762	Q36083
Q58765	Q36087
Q58768	Q36091
Q58771	Q36095
Q58774	Q36099
Q58777	Q36103
Q58780	Q36107
Q58783	Q36111
Q58785	Q1
Q58786	Q36115
Q58789	Q36119
Q58792	Q36123
Q58795	Q36127
Q58798	Q36131
Q58801	Q36135
Q58804	Q36139
Q58807	Q36143
Q58810	Q36147
Q58813	Q36151
Q58816	Q36155
Q58819	Q36159
Q58822	Q36163
Q58825	Q36167
Q58828	Q36171
Q58831	Q36175
Q58834	Q36179
Q58837	Q36184
Q58840	Q36188
Q58843	Q36192
Q58846	Q36196
Q58849	Q36200
Q58852	Q36204
Q58855	Q36208
Q58858	Q36212
Q58861	Q36216
Q58864	Q36220
Q58867	Q36224
Q58870	Q36228
Q58876	Q36236
Q58879	Q36240
Q58882	Q36244
Q58885	Q36248
Q58888	Q36252
Q58891	Q36256
Q58894	Q36260
Q58897	Q36264
Q58900	Q36268
Q58903	Q36272
Q58909	Q36280
Q58912	Q36285
Q58915	Q36289
Q58918	Q36293
Q58921	Q36297
Q58924	Q36301
Q58927	Q36305
Q58930	Q36309
Q58933	Q36313
Q58936	Q36318
Q58939	Q36322
Q58942	Q36326
Q58945	Q36330
Q58948	Q36334
Q58951	Q36338
Q58954	Q36342
Q58957	Q36346
Q58960	Q36350
Q58963	Q36354
Q58966	Q36359
Q58969	Q36363
Q58972	Q36367
Q58975	Q36371
Q58978	Q36375
Q58981	Q36379
Q58984	Q36383
Q58987	Q36387
Q58990	Q36391
Q58993	Q36395
Q58996	Q1
Q58999	Q1
Q59002	Q36407
Q59005	Q1
Q59008	Q36415
Q59011	Q36419
Q59014	Q36423
Q59017	Q36427
Q59020	Q36431
Q59023	Q36435
Q59026	Q36439
Q59029	Q36443
Q59032	Q36447
Q59035	Q36451
Q59038	Q1
Q59041	Q36459
Q59044	Q36464
Q59047	Q36468
Q59050	Q36472
Q59053	Q36476
Q59056	Q36480
Q59059	Q36484
Q59062	Q36488
Q59065	Q36492
Q59068	Q36496
Q59074	Q36504
Q59077	Q36508
Q59080	Q36512
Q59083	Q36516
Q59086	Q36520
Q59089	Q36524
Q59092	Q36528
Q59095	Q36532
Q59101	Q36540
Q59104	Q36544
Q59107	Q36548
Q59110	Q36552
Q59113	Q36556
Q59116	Q36560
Q59119	Q36564
Q59122	Q36568
Q59125	Q36572
Q59128	Q1
Q59134	Q36584
Q59137	Q36588
Q59140	Q36592
Q59143	Q36596
Q59146	Q36600
Q59149	Q36604
Q59152	Q36608
Q59155	Q36612
Q59158	Q36616
Q59161	Q36620
Q59167	Q36628
Q59171	Q36632
Q59174	Q36637
Q59177	Q36641
Q59180	Q36645
Q59183	Q36649
Q59186	Q36653
Q59189	Q36657
Q59192	Q36661
Q59195	Q36665
Q59201	Q36674
Q59204	Q36678
Q59207	Q36682
Q59210	Q36686
Q59213	Q36690
Q59216	Q36694
Q59219	Q36698
Q59222	Q36702
Q59225	Q36706
Q59228	Q36710
Q59234	Q36718
Q59237	Q36722
Q59241	Q36726
Q59244	Q36730
Q59250	Q36738
Q59253	Q36742
Q59256	Q36746
Q59259	Q36750
Q59262	Q36754
Q59265	Q36758
Q59268	Q36762
Q59271	Q36766
Q59274	Q36770
Q59280	Q36778
Q59283	Q36782
Q59286	Q36786
Q59289	Q36790
Q59292	Q36794
Q59295	Q36798
Q59298	Q36802
Q59301	Q36806
Q59304	Q36810
Q59307	Q36814
Q59313	Q36822
Q59315	Q36826
Q59318	Q36830
Q59321	Q36834
Q59324	Q36838
Q59327	Q36842
Q59330	Q36847
Q59333	Q36851
Q59336	Q36855
Q59339	Q36859
Q59345	Q36868
Q59348	Q36872
Q59351	Q36876
Q59354	Q36880
Q59357	Q36884
Q59360	Q36888
Q59362	Q36892
Q59365	Q36896
Q59368	Q36900
Q59371	Q36904
Q59377	Q36912
Q59381	Q36915
Q59383	Q36919
Q59386	Q36923
Q59388	Q166971
Q59389	Q36927
Q59392	Q36931
Q59395	Q36935
Q59398	Q36939
Q59401	Q36943
Q59404	Q36947
Q59410	Q36955
Q59413	Q36959
Q59416	Q36963
Q59419	Q36967
Q59422	Q36971
Q59425	Q36975
Q59428	Q36979
Q59431	Q36983
Q59434	Q36987
Q59437	Q36991
Q59443	Q37000
Q59446	Q37004
Q59449	Q37008
Q59452	Q37012
Q59455	Q37016
Q59458	Q37020
Q59461	Q37024
Q59464	Q37028
Q59467	Q37032
Q59470	Q37036
Q59476	Q37044
Q59479	Q37048
Q59482	Q37052
Q59485	Q37056
Q59488	Q37060
Q59491	Q37064
Q59494	Q37068
Q59497	Q37072
Q59500	Q37076
Q59503	Q37080
Q59509	Q37088
Q59512	Q37092
Q59515	Q37096
Q59518	Q37100
Q59521	Q37104
Q59524	Q37108
Q59527	Q37112
Q59530	Q37116
Q59533	Q37120
Q59536	Q37124
Q59542	Q37132
Q59545	Q37136
Q59548	Q37140
Q59551	Q37144
Q59554	Q37148
Q59557	Q37152
Q59560	Q37157
Q59563	Q37161
Q59566	Q37165
Q59569	Q37169
Q59575	Q37178
Q59578	Q37182
Q59581	Q37186
Q59584	Q37190
Q59587	Q37194
Q59590	Q37198
Q59593	Q37203
Q59596	Q37207
Q59599	Q37211
Q59602	Q37215
Q59608	Q37223
Q59611	Q37228
Q59614	Q37232
Q59617	Q37236
Q59620	Q37240
Q59623	Q37244
Q59626	Q37248
Q59629	Q37252
Q59632	Q37256
Q59635	Q37260
Q59641	Q37268
Q59644	Q37272
Q59647	Q37276
Q59650	Q37280
Q59653	Q37284
Q59656	Q37288
Q59659	Q37292
Q59662	Q37296
Q59665	Q37300
Q59668	Q37304
Q59675	Q37312
Q59677	Q37316
Q59680	Q37320
Q59683	Q37324
Q59686	Q37328
Q59690	Q37332
Q59693	Q37336
Q59696	Q37340
Q59699	Q37344
Q59702	Q37348
Q59705	Q37352
Q59708	Q37356
Q59711	Q37360
Q59714	Q37364
Q59717	Q37368
Q59720	Q37372
Q59723	Q37376
Q59726	Q37380
Q59729	Q37384
Q59732	Q37388
Q59735	Q37392
Q59738	Q37396
Q59741	Q37400
Q59744	Q37404
Q59747	Q37408
Q59750	Q37412
Q59753	Q37416
Q59756	Q37420
Q59759	Q37424
Q59762	Q37429
Q59765	Q37434
Q59768	Q37438
Q59771	Q37442
Q59774	Q37446
Q59777	Q37450
Q59780	Q37454
Q59783	Q37458
Q59786	Q37462
Q59789	Q37466
Q59792	Q37470
Q59795	Q37474
Q59798	Q37478
Q59801	Q37482
Q59804	Q37486
Q59807	Q37490
Q59810	Q37494
Q59813	Q37498
Q59816	Q37502
Q59819	Q37506
Q59822	Q37510
Q59825	Q37514
Q59828	Q37518
Q59831	Q37522
Q59834	Q37526
Q59837	Q37530
Q59840	Q37534
Q59843	Q37538
Q59846	Q37542
Q59849	Q37546
Q59852	Q37551
Q59853	Q1
Q59855	Q37555
Q59858	Q37559
Q59861	Q37563
Q59864	Q37567
Q59867	Q37571
Q59870	Q37575
Q59873	Q37579
Q59876	Q37583
Q59879	Q37587
Q59882	Q37591
Q59885	Q37595
Q59888	Q37599
Q59891	Q37603
Q59894	Q37607
Q59897	Q37611
Q59900	Q37615
Q59902	Q109832
Q59903	Q37619
Q59906	Q37623
Q59909	Q37627
Q59912	Q37631
Q59915	Q37635
Q59918	Q37639
Q59921	Q37644
Q59924	Q37648
Q59927	Q37652
Q59930	Q37656
Q59933	Q37660
Q59936	Q37664
Q59939	Q37668
Q59942	Q37672
Q59945	Q37676
Q59948	Q37680
Q59951	Q37684
Q59954	Q37688
Q59957	Q37692
Q59960	Q37696
Q59963	Q37700
Q59966	Q37704
Q59969	Q37708
Q59972	Q37712
Q59975	Q37716
Q59978	Q37720
Q59981	Q37724
Q59984	Q37728
Q59987	Q37732
Q59990	Q37736
Q59993	Q37740
Q59996	Q37744
Q59999	Q37748
Q60002	Q37752
Q60005	Q37756
Q60008	Q37760
Q60011	Q37764
Q60014	Q37768
Q60017	Q37772
Q60020	Q37776
Q60023	Q37780
Q60026	Q37784
Q60029	Q37788
Q60032	Q37792
Q60035	Q37796
Q60038	Q37800
Q60041	Q37804
Q60044	Q37808
Q60047	Q37812
Q60050	Q37816
Q60053	Q37820
Q60056	Q37824
Q60059	Q37828
Q60062	Q37834
Q60065	Q37838
Q60068	Q37842
Q60071	Q1
Q60074	Q37850
Q60077	Q37854
Q60080	Q37858
Q60083	Q37862
Q60086	Q37866
Q60089	Q37870
Q60092	Q37874
Q60095	Q37878
Q60098	Q37882
Q60101	Q37886
Q60104	Q37890
Q60107	Q37894
Q60110	Q37898
Q60113	Q37902
Q60116	Q37906
Q60119	Q37910
Q60122	Q37914
Q60125	Q37918
Q60128	Q37922
Q60131	Q37926
Q60134	Q37930
Q60137	Q37934
Q60140	Q37938
Q60143	Q37942
Q60146	Q37946
Q60150	Q37950
Q60153	Q37954
Q60156	Q37958
Q60159	Q37962
Q60162	Q37966
Q60165	Q37970
Q60168	Q37974
Q60171	Q37978
Q60174	Q37982
Q60177	Q37986
Q60180	Q37990
Q60183	Q37994
Q60186	Q37998
Q60189	Q38002
Q60192	Q38006
Q60201	Q1
Q60204	Q1
Q60207	Q1
Q60210	Q1
Q60213	Q1
Q60216	Q1
Q60219	Q1
Q60225	Q1
Q60228	Q4628
Q60231	Q1
Q60234	Q4630
Q60240	Q38070
Q60246	Q38078
Q60249	Q4635
Q60255	Q38090
Q60257	Q4638
Q60260	Q38098
Q60263	Q38102
Q60266	Q4641
Q60269	Q1
Q60272	Q38115
Q60278	Q38123
Q60281	Q1
Q60284	Q38131
Q60287	Q38135
Q60291	Q38139
Q60294	Q38143
Q60297	Q38146
Q60303	Q38154
Q60306	Q38158
Q60309	Q38162
Q60312	Q38166
Q60315	Q38170
Q60318	Q38174
Q60321	Q1
Q60324	Q38182
Q60327	Q38186
Q60330	Q1
Q60333	Q1
Q60336	Q38198
Q60339	Q38202
Q60342	Q38206
Q60345	Q38210
Q60348	Q38214
Q60351	Q1
Q60354	Q38222
Q60357	Q38226
Q60360	Q38230
Q60363	Q38234
Q60366	Q38238
Q60369	Q1
Q60375	Q1
Q60378	Q1
Q60387	Q1
Q60390	Q1
Q60393	Q38274
Q60396	Q38278
Q60399	Q38282
Q60402	Q38286
Q60405	Q1
Q60408	Q38294
Q60411	Q38298
Q60414	Q38302
Q60417	Q38306
Q60420	Q38310
Q60423	Q38315
Q60426	Q38319
Q60429	Q38323
Q60432	Q38327
Q60435	Q1
Q60438	Q1
Q60441	Q1
Q60444	Q38343
Q60447	Q1
Q60450	Q38351
Q60453	Q38355
Q60456	Q38359
Q60459	Q38363
Q60462	Q1
Q60465	Q38371
Q60468	Q38375
Q60471	Q1
Q60474	Q38383
Q60477	Q38387
Q60480	Q1
Q60483	Q38395
Q60486	Q1
Q60489	Q38403
Q60492	Q1
Q60495	Q1
Q60498	Q38415
Q60501	Q1
Q60504	Q1
Q60507	Q1
Q60510	Q38431
Q60513	Q1
Q60516	Q38439
Q60519	Q1
Q60522	Q38447
Q60525	Q1
Q60528	Q1
Q60531	Q1
Q60534	Q38463
Q60537	Q1
Q60540	Q38471
Q60543	Q38475
Q60546	Q1
Q60549	Q1
Q60552	Q1
Q60555	Q1
Q60558	Q1
Q60561	Q1
Q60564	Q38503
Q60567	Q38507
Q60570	Q1
Q60573	Q1
Q60576	Q38519
Q60577	Q1
Q60579	Q1
Q60582	Q1
Q60585	Q1
Q60588	Q1
Q60591	Q38539
Q60594	Q38543
Q60597	Q1
Q60600	Q1
Q60603	Q38555
Q60606	Q38559
Q60609	Q38563
Q60612	Q1
Q60615	Q1
Q60618	Q1
Q60621	Q1
Q60624	Q1
Q60627	Q1
Q60630	Q1
Q60633	Q1
Q60636	Q1
Q60639	Q38603
Q60642	Q1
Q60645	Q1
Q60648	Q38615
Q60651	Q1
Q60654	Q38623
Q60657	Q1
Q60660	Q38631
Q60663	Q1
Q60666	Q38639
Q60669	Q38643
Q60672	Q38647
Q60675	Q1
Q60678	Q1
Q60681	Q38659
Q60684	Q1
Q60687	Q38667
Q60690	Q38671
Q60693	Q38675
Q60696	Q38679
Q60699	Q38683
Q60702	Q38687
Q60705	Q38691
Q60708	Q38695
Q60711	Q38699
Q60714	Q38703
Q60717	Q38707
Q60720	Q1
Q60723	Q1
Q60726	Q1
Q60729	Q1
Q60732	Q1
Q60735	Q1
Q60738	Q1
Q60741	Q1
Q60744	Q38743
Q60747	Q1
Q60750	Q1
Q60753	Q1
Q60756	Q1
Q60759	Q38763
Q60762	Q1
Q60765	Q1
Q60768	Q1
Q60771	Q38779
Q60774	Q1
Q60777	Q4871
Q60780	Q1
Q60783	Q1
Q60786	Q1
Q60789	Q1
Q60792	Q1
Q60795	Q1
Q60798	Q1
Q60801	Q1
Q60804	Q1
Q60807	Q38827
Q60810	Q1
Q60813	Q1
Q60816	Q38839
Q60819	Q38843
Q60822	Q38847
Q60825	Q4832
