qid	label	wikidata_qid	wikidata_name	name_score
Q56167	Švitrigaila	Q392792	Свидригайло	1.00
Q56169	Li Shaozong	Q45484464	Li Shaozong	1.00
Q56171	Agrypina of Lithuania	Q4057085	Агриппина Ольгердовна	1.00
Q56173	Li Xingzong	Q45484595	Li Xingzong	1.00
Q56176	Li Xingchang	Q45484981	Li Xingchang	1.00
Q56179	Li Zhongyi	Q45485814	Li Zhongyi	1.00
Q56182	Li Quanjiao	Q45486961	Li Quanjiao	1.00
Q56185	Li Quanli	Q45487026	Li Quanli	1.00
Q56188	Li Quanjing	Q45487089	Li Quanjing	1.00
Q56191	Li Siqin	Q45487214	Li Siqin	1.00
Q56194	Li Sijie	Q45487280	Li Sijie	1.00
Q56197	Li Biao	Q45487665	Li Biao	1.00
Q56200	Li Haoran	Q45488050	Li Haoran	1.00
Q56203	Wei Chu	Q45418715	Wei Chu	1.00
Q56206	Wei Boyin	Q45681834	Wei Boyin	1.00
Q56209	Wei Dezhen	Q45682180	Wei Dezhen	1.00
Q56212	Wei Ming	Q45681927	Wei Ming	1.00
Q56215	Wei Sui	Q45682117	Wei Sui	1.00
Q56218	Wei Wan	Q45682148	Wei Wan	1.00
Q56221	Wei Zhan	Q45418729	Wei Zhan	1.00
Q56224	Liu Zao	Q45438307	Liu Zao	1.00
Q56227	Li Shi	Q65804806	李氏	1.00
Q56230	Liu Rufan	Q45422318	Liu Rufan	1.00
Q56233	Li Kongming	Q45501425	Li Kongming	1.00
Q56236	Liu Xian	Q45420196	Liu Xian	1.00
Q56239	Liu Gui	Q45673622	Liu Gui	1.00
Q56242	Liu Sengli	Q45420205	Liu Sengli	1.00
Q56245	Feng Shi	Q65800063	馮氏	1.00
Q56248	Li Shi	Q65800064	李氏	1.00
Q56251	Pei Datong	Q45420506	Pei Datong	1.00
Q56254	Pei Yi	Q45637553	Pei Yi	1.00
Q56257	Pei Yanxian	Q45637614	Pei Yanxian	1.00
Q56260	Nomi Kagetsugu	Q123415143	乃美景継	1.00
Q56263	Nomi Kageoki	Q123415134	乃美景興	1.00
Q56266	Miyoshi Isan	Q11242378	미요시 마사카쓰	1.00
Q56269	Miyoshi Sōi	Q5370666	三好政康	1.00
Q56272	Ikeda Sankurō	Q11551683	池田三九郎	1.00
Q56278	Asakura Ujikage	Q11068736	Asakura Ujikage	1.00
Q56281	Asakura Kagetake	Q2575281	朝仓景健	1.00
Q56284	Koyanagawa Morimune	Q108302254	小梁川盛宗	1.00
Q56287	Satake Yoshitomo	Q11383448	佐竹義智 (東家)	1.00
Q56290	Shiba Akizane	Q11500880	斯波詮真	1.00
Q56296	Yusa Nobunori	Q11640323	遊佐信教	1.00
Q56305	Matsudaira Koremasa	Q11239097	마쓰다이라 고레마사	1.00
Q56308	Aso Korezumi	Q11657646	阿蘇惟澄	1.00
Q56314	Yamaguchi Hirotaka	Q11466839	山口弘隆	1.00
Q56317	Shioya Tomomasa	Q29410917	塩谷奉正	1.00
Q56328	Naruse Masatora	Q11495574	成瀬正虎	1.00
Q56331	Naruse Yukinari	Q11495533	成瀬之成	1.00
Q56334	Hotta Masayasu	Q11427631	堀田正休	1.00
Q56337	Hotta Masakata	Q11427638	堀田正方	1.00
Q56343	Hotta Masatomo	Q11427641	堀田正朝	1.00
Q56346	Mitsuki Naotsuna	Q97636167	三木直綱	1.00
Q56352	Endō Tsunetomo	Q11642230	遠藤常友	1.00
Q56355	Naitō Kiyotsugu	Q10514870	Naitō Kiyotsugu	1.00
Q56358	Naitō Kiyomasa	Q10514864	Naitō Kiyomasa	1.00
Q56361	Naitō Shigeyori	Q10514885	Naitō Shigeyori	1.00
Q56367	Morikawa Shigetoshi	Q11539644	森川重俊	1.00
Q56370	Morikawa Shigekazu	Q11539649	森川重般	1.00
Q56373	Morikawa Shigenobu	Q11539646	森川重信	1.00
Q56379	Hanabusa Masanari	Q11615409	花房正成	1.00
Q56382	Hino Sukeyoshi	Q11510644	日野資栄	1.00
Q56385	Akizuki Tanetoki	Q11595124	秋月種時	1.00
Q56391	Hatano Kiyohide	Q11555490	波多野清秀	1.00
Q56424	Ishii Tadashige	Q11584956	石井忠繁	1.00
Q56430	Ishii Tadatoshi	Q11584948	石井忠俊	1.00
Q56433	Ogasawara Nagamoto	Q11463416	小笠原長基	1.00
Q56457	Ōtani Yoshifusa	Q11439029	大谷吉房	1.00
Q56460	Higashi-dono	Q118727154	東殿	1.00
Q56463	Katakura Kagetsuna	Q843226	片仓景纲	1.00
Q56469	Hirano Nagakatsu	Q11483739	平野長勝	1.00
Q56478	Aoyama Yoshihide	Q11069149	Aoyama Yoshihide	1.00
Q56484	Honda Tadayoshi	Q11520008	本多忠可	1.00
Q56490	Endō Yoshikatsu	Q11642252	遠藤慶勝	1.00
Q56502	Mori Yoshizumi	Q11539363	森可澄	1.00
Q56505	Hine Hiromasa	Q11509542	日根弘正	1.00
Q56523	Hoshiai Tomohira	Q22128392	星合具泰	1.00
Q56547	Shimotsuma Raigei	Q115587146	下間頼芸	1.00
Q56550	Shimotsuma Raisō	Q118747553	下間頼総	1.00
Q56553	Kyōgoku Takaakira	Q11374472	京極高朗	1.00
Q56562	Matsudaira Nobumasa	Q11530352	松平信正	1.00
Q56568	Matsudaira Masanori	Q11530478	松平正升	1.00
Q56571	Honjō Michinobu	Q11520307	本庄道信	1.00
Q56574	Matsudaira Suketsugu	Q10862091	Matsudaira Suketsugu	1.00
Q56577	Honda Masayoshi	Q10522808	Honda Masayoshi	1.00
Q56580	Mizoguchi Naoatsu	Q11564473	溝口直温	1.00
Q56583	Mizoguchi Naotsune	Q11564474	溝口直経	1.00
Q56589	Ikeda Masayoshi	Q11551940	池田政養	1.00
Q56592	Ikeda Nagayoshi	Q6529124	Ikeda Nagayoshi	1.00
Q56601	Ōzeki Masutomo	Q11439878	大関増備	1.00
Q56604	Date Muratomi	Q11380794	伊達村富	1.00
Q56607	Iwaki Takayoshi	Q8514831	이와키 다카요시	1.00
Q56613	Date Kuninori	Q11380874	伊達邦教	1.00
Q56616	Tamura Muneaki	Q8514085	다무라 무네아키	1.00
Q56619	Date Murakage	Q11231760	다테 무라카게	1.00
Q56625	Date Muratsugu	Q11380812	伊達村緝	1.00
Q56628	Date Muratoshi	Q11380799	伊達村敏	1.00
Q56640	Imaeda Yasunao	Q111976030	今枝易直	1.00
Q56655	Oda Nobutomo	Q11608309	織田信朝	1.00
Q56677	Nakayama Nobuharu	Q11364067	中山信治	1.00
Q56689	Nagai Naonobu	Q11549820	永井直陳	1.00
Q56695	Naitō Yoriyuki	Q10517393	Naitō Yoriyuki	1.00
Q56698	Nanbu Nobufusa	Q8513934	난부 노부후사	1.00
Q56710	Honda Yasumasa	Q11520000	本多康将	1.00
Q56713	Matsudaira Shigeyoshi	Q11530621	松平重栄	1.00
Q56716	Kikkawa-fujin	Q11412972	吉川夫人	1.00
Q56719	Ishi Tsunemori	Q128843813	石経守	1.00
Q56722	Ikada Tsunenori	Q128843818	筏経法	1.00
Q56725	Kikkawa Tsunekane	Q11413056	吉川経兼	1.00
Q56728	Andō Shigenobu	Q6527758	Andō Shigenobu	1.00
Q56731	Andō Nobuchika	Q6527782	Andō Nobuchika	1.00
Q56734	Akita Morisue	Q8514679	아키타 모리스에	1.00
Q56737	Akita Terusue	Q8514668	아키타 데루스에	1.00
Q56739	Matsudaira Naosumi	Q11530545	松平直純	1.00
Q56742	Ikeda Masanori	Q11551929	池田政範	1.00
Q56748	Ikeda Masayoshi	Q11551918	池田政徳	1.00
Q56751	Ikeda Narishige	Q11551947	池田斉成	1.00
Q56754	Ikeda Masatomo	Q11551907	池田政共	1.00
Q56768	Sagara Yorinao	Q11582403	相良頼直 (相良頼徳の三男)	1.00
Q56771	Suwa Yoritada	Q11631960	諏訪頼忠	1.00
Q56774	Suwa Yorikatsu	Q11631968	諏訪頼雄	1.00
Q56777	Suwa Yorisato	Q20040904	諏訪頼郷	1.00
Q56780	Inagaki Shigeaki	Q11596527	稲垣重昭	1.00
Q56783	Naitō Masakatsu	Q10514808	Naitō Masakatsu	1.00
Q56789	Kanbara Shigeharu	Q15829898	鎌原重春	1.00
Q56792	Uemura Ienobu	Q11540565	植村家言	1.00
Q56795	Matsura Takanobu	Q1052241	松浦隆信	1.00
Q56798	Matsura Chikashi	Q18235470	松浦親	1.00
Q56801	Goto Koreaki	Q11488493	後藤惟明	1.00
Q56807	Matsura Tadashi	Q11531852	松浦矩	1.00
Q56810	Munakata Masauji	Q11451864	宗像正氏	1.00
Q56816	Tachibana Tanenori	Q11598185	立花種徳	1.00
Q56819	Tachibana Taneyoshi	Q8514111	다치바나 다네요시	1.00
Q56822	Tani Morikazu	Q11633109	谷衛量	1.00
Q56834	Arima Tadayori	Q11516786	有馬忠頼	1.00
Q56837	Arima Yoritoshi	Q11516841	有馬頼利	1.00
Q56840	Arima Yorimune	Q11516847	有馬頼旨	1.00
Q56846	Kuki Takasada	Q11370517	九鬼隆貞	1.00
Q56849	Kuki Takayasu	Q11370511	九鬼隆恭	1.00
Q56861	Uemura Hisatomo	Q11540570	植村寿朝	1.00
Q56864	Honda Yasutomo	Q10521505	Honda Yasutomo	1.00
Q56867	Kanemaru Masanao	Q11646302	金丸昌直	1.00
Q56873	Kanemaru Sadamitsu	Q17228153	金丸定光	1.00
Q56876	Akiyama Genzaburō	Q11595052	秋山親久	1.00
Q56882	Kuwayama Takaharu	Q128865457	桑山孝晴	1.00
Q56885	Kuwayama Mototake	Q128865419	桑山元武	1.00
Q56888	Kuwayama Motoyuki	Q128865467	桑山元如	1.00
Q56891	Ryūzōji Takanobu	Q1076150	龙造寺隆信	1.00
Q56897	Gotō Takaaki	Q11488615	後藤貴明	1.00
Q56903	Nabeshima Shigenori	Q11650702	鍋島茂紀	1.00
Q56915	Takaya Kiyonobu	Q65095703	鷹屋清信	1.00
Q56918	Takaya Kiyotsugu	Q65095707	鷹屋清次	1.00
Q56921	Katō Yasutsura	Q11399371	加藤泰貫	1.00
Q56927	Katō Yasutoki	Q11399354	加藤泰候	1.00
Q56936	Katō Yasutake	Q11399362	加藤泰武	1.00
Q56939	Hosokawa Okitora	Q11605987	細川興虎	1.00
Q56942	Yanagisawa Nobutoshi	Q11534372	柳沢信俊	1.00
Q56948	Yanagisawa Nobuaki	Q11534379	柳沢信著	1.00
Q56954	Yanagisawa Yasuhiro	Q11534368	柳沢保泰	1.00
Q56957	Nakagawa Hisataka	Q11364748	中川久貴	1.00
Q56960	Yanagisawa Yasutami	Q11534367	柳沢保民	1.00
Q56972	Yagyū Toshitoyo	Q11534515	柳生俊豊	1.00
Q56993	Yanagisawa Nobutō	Q11534376	柳沢信有	1.00
Q57002	Naitō Masaatsu	Q8514914	나이토 마사아쓰	1.00
Q57008	Naitō Masamitsu	Q10514779	Naitō Masamitsu	1.00
Q57014	Misawanotsubone	Q17211860	三沢局	1.00
Q57019	Kobori Masayuki	Q11459510	小堀正之	1.00
Q57029	Honda Sadamasa	Q108803096	本多定正	1.00
Q57035	Maeno Tamesada	Q108701282	前野為定	1.00
Q57038	Maeno Nagayasu	Q1059898	前野长康	1.00
Q57044	Tsubouchi Hirotsuna	Q108703373	坪内広綱	1.00
Q57047	Ogasawara Sadayasu	Q10856561	Ogasawara Sadayasu	1.00
Q57050	Ogasawara Sadayoshi	Q10856566	Ogasawara Sadayoshi	1.00
Q57053	Ogasawara Tadahiro	Q10856533	Ogasawara Tadahiro	1.00
Q57059	Honda Tadakata	Q108780886	本多忠堅	1.00
Q57062	Honda Tadashige	Q8515486	혼다 다다시게	1.00
Q57065	Miguel Chijiwa	Q13476270	Miguel Chijiwa	1.00
Q57071	Oda Nagayasu	Q11608447	織田長恭	1.00
Q57074	Watarai Takahisa	Q11561895	渡会喬久	1.00
Q57077	Oda Nobusada	Q11608333	織田信貞	1.00
Q57080	Oda Nobuyoshi	Q11608295	織田信愛	1.00
Q57083	Hijikata Toyotaka	Q11423538	土方豊高	1.00
Q57086	Hijikata Katsufusa	Q11423545	土方雄房	1.00
Q57089	Hijikata Katsumasa	Q11423549	土方雄端	1.00
Q57095	Oda Nagahiro	Q11608463	織田長裕	1.00
Q57152	Ōkubo Norinobu	Q11432008	大久保教翅	1.00
Q57155	Taneyuki Tachibana	Q8514118	다치바나 다네유키	1.00
Q57164	Tatsuya Tsuji	Q11638327	辻達也	1.00
Q57167	Norio Matsumae	Q11529321	松前紀男	1.00
Q57269	Matsudaira Yoritsugu	Q6638199	Matsudaira Yoritsugu	1.00
Q57272	Katō Yasutada	Q11399365	加藤泰理	1.00
Q57278	Sakai Tadamichi	Q8515175	사카이 다다미치	1.00
Q57281	Naruse Masazumi	Q11495560	成瀬正住	1.00
Q57284	Inaba Chikamichi	Q11596928	稲葉幾通	1.00
Q57287	Shimazu Tadahiro	Q11162831	Shimazu Tadahiro	1.00
Q57293	Naitō Yorichika	Q10517340	Naitō Yorichika	1.00
Q57299	Hotta Masami	Q11427649	堀田正誠	1.00
Q57302	Matsudaira Yoshinori	Q11530455	松平慶憲	1.00
Q57311	Matsudaira Masakata	Q11530483	松平正敬	1.00
Q57314	Iwaki Takahiro	Q8514841	이와키 다카히로	1.00
Q57317	Takatsune Iwaki	Q11474334	岩城隆長	1.00
Q57320	Sanada Yukiyoshi	Q10729349	Sanada Yukiyoshi	1.00
Q57326	Toda Ujishige	Q10862060	Toda Ujishige	1.00
Q57329	Makino Yasushige	Q10860170	Makino Yasushige	1.00
Q57332	Makino Chikashige	Q6739697	Makino Chikashige	1.00
Q57335	Makino Tomishige	Q10860084	Makino Tomishige	1.00
Q57347	Miyoshi Shingorō	Q11354924	三好新五郎	1.00
Q57356	Date Murataka	Q11380826	伊達村高	1.00
Q57359	Date Murayoshi	Q11380818	伊達村芳	1.00
Q57365	Mori Masanori	Q11539911	森正典	1.00
Q57368	Matsudaira Sadaakira	Q10729368	Matsudaira Sadaakira	1.00
Q57371	Sōma Muratane	Q8514617	소마 무라타네	1.00
Q57374	Sōma Masutane	Q8514605	소마 마스타네	1.00
Q57383	Gotō Morishige	Q11372335	五島盛繁	1.00
Q57386	Matsudaira Naooki	Q11530549	松平直興	1.00
Q57389	Matsudaira Naritsugu	Q11530465	松平斉韶	1.00
Q57392	Masuda Fujikane	Q11581279	益田藤兼	1.00
Q57398	Naitō Motoyuki	Q30934063	内藤元幸	1.00
Q57407	Akira Toki	Q48764673	土岐章	1.00
Q57413	Kuroda Nagasada	Q11678711	黒田長貞	1.00
Q57419	Honda Tadaatsu	Q22119321	本多忠敬	1.00
Q57425	Ōinomikado Ietaka	Q11437715	大炊御門家孝	1.00
Q57428	Mizoguchi Naotoki	Q8514444	미조구치 나오토키	1.00
Q57434	Takagi Masakata	Q11670088	高木正剛	1.00
Q57440	Tsugaru Tsugumichi	Q7849983	Tsugaru Tsugumichi	1.00
Q57443	Nakanobu Ikeda	Q11551698	池田仲誠	1.00
Q57480	Honda Suketoshi	Q10517711	Honda Suketoshi	1.00
Q57483	Endō Tsunenori	Q10862095	Endō Tsunenori	1.00
Q57486	Matsudaira Mitsumasa	Q6832401	Matsudaira Mitsumasa	1.00
Q57489	Matsudaira Norisada	Q10729475	Matsudaira Norisada	1.00
Q57492	Sanada Nobuyasu	Q11583361	真田信安	1.00
Q57495	Yagyū Toshimine	Q11534510	柳生俊峯	1.00
Q57498	Honda Tadamitsu	Q10520199	Honda Tadamitsu	1.00
Q57501	Ikeda Masakazu	Q6529174	Ikeda Masakazu	1.00
Q57504	Matsudaira Katsumichi	Q10729358	Matsudaira Katsumichi	1.00
Q57510	Arima Shigezumi	Q11516832	有馬誉純	1.00
Q57516	Sase Masakatsu	Q11382588	佐世正勝	1.00
Q57526	Ninagawa Motochika	Q41699192	蜷川元親	1.00
Q57541	Higuchi Hisayasu	Q108780834	樋口寿康	1.00
Q57544	Ikeda Hironori	Q11551752	池田博教	1.00
Q57547	Ikeda Hirofumi	Q11551753	池田博文	1.00
Q57562	Nishio Tadayuki	Q7040697	Nishio Tadayuki	1.00
Q57565	Matsudaira Nobuhide	Q8515086	마쓰다이라 노부히데	1.00
Q57571	Teikyōin	Q11161550	Teikyōin	1.00
Q57577	Sō Yoshiaya	Q11452037	宗義章	1.00
Q57580	Sō Yoshiyori	Q7667561	Sō Yoshiyori	1.00
Q57583	Ogasawara Naganari	Q1150447	小笠原長生	1.00
Q57586	Ogasawara Nagatsugu	Q11463409	小笠原長世	1.00
Q57598	Matsudaira Tadatomo	Q11069442	Matsudaira Tadatomo	1.00
Q57604	Matsudaira Tadatoshi	Q11069496	Matsudaira Tadatoshi	1.00
Q57607	Kitsuregawa Shigeuji	Q11419263	喜連川茂氏	1.00
Q57610	Seki Naganobu	Q11656471	関長誠	1.00
Q57617	Akimoto Tsunetomo	Q8515285	아키모토 쓰네토모	1.00
Q57620	Honda Yasusada	Q10521627	Honda Yasusada	1.00
Q57626	Mōri Motoyoshi	Q11547559	毛利元美	1.00
Q57629	Saionji Hachirō	Q5214554	西園寺八郎	1.00
Q57632	Mōri Motoakira	Q11547547	毛利元昭	1.00
Q57638	Shirō Kobayakawa	Q51167116	小早川四郎	1.00
Q57641	Kyōgoku Takatoshi	Q11374487	京極高聡	1.00
Q57644	Fukubara Chikatoshi	Q11591884	福原親俊	1.00
Q57647	Shishido Chikamoto	Q11451800	宍戸親基	1.00
Q57653	Uchida Masanobu	Q11394304	内田正信	1.00
Q57656	Sakakibara Katsunao	Q11541678	榊原勝直	1.00
Q57659	Sakakibara Masasuke	Q11541706	榊原政祐	1.00
Q57662	Honda Tadashige	Q11520039	本多忠薫	1.00
Q57665	Hosokawa Toshiyuki	Q11605861	細川利致	1.00
Q57671	Okudaira Masao	Q11445778	奥平昌男	1.00
Q57680	Ishii Tadatsugu	Q11584955	石井忠次	1.00
Q57683	Ishii Tadamichi	Q11584949	石井忠修	1.00
Q57698	Horio Tadaharu	Q5903277	Horio Tadaharu	1.00
Q57701	Ōkubo Norioki	Q11432009	大久保教起	1.00
Q57707	Ōishi Yoshikatsu	Q11438256	大石良勝	1.00
Q57710	Ōishi Yoshishige	Q11438263	大石良重	1.00
Q57713	Ishizuka Tsuneyoshi	Q11586590	石束毎公	1.00
Q57716	Asano Naomichi	Q11557390	浅野直道	1.00
Q57722	Wakizaka Yasumoto	Q11612103	脇坂安元	1.00
Q57725	Wakisaka Yasutsune	Q11612115	脇坂安経	1.00
Q57728	Ikeda Masanaga	Q11551922	池田政永	1.00
Q57731	Ikeda Nagahisa	Q6529013	Ikeda Nagahisa	1.00
Q57734	Ikeda Kiyoyasu	Q6528759	Ikeda Kiyoyasu	1.00
Q57740	Watabe Mitsutsune	Q11396152	分部光庸	1.00
Q57749	Mōri Fuyō	Q118697762	毛利扶揺	1.00
Q57752	Igi Tadaoki	Q17192833	伊木忠興	1.00
Q57758	Katagiri Sadamasa	Q11569883	片桐貞昌	1.00
Q57761	Katagiri Sadaharu	Q11569882	片桐貞晴	1.00
Q57764	Isshiki Norikaze	Q11353148	一色範風	1.00
Q57767	Justa Takayama	Q11669306	高山ジュスタ	1.00
Q57770	Lucia Takayama	Q108690297	高山ルチヤ	1.00
Q57773	Sakuma Katsutoshi	Q17224534	佐久間勝利	1.00
Q57776	Kuwayama Kazunao	Q11537530	桑山一直	1.00
Q57779	Kuwayama Kazutada	Q11537527	桑山一尹	1.00
Q57791	Heki Tadahide	Q11510240	日置忠英	1.00
Q57806	Kuki Takayuki	Q11370506	九鬼隆幸	1.00
Q57818	Tachibana Dōsetsu	Q6379490	立花道雪	1.00
Q57827	Nagai Naotatsu	Q11549819	永井直達	1.00
Q57830	Nagai Naosuke	Q11549793	永井直亮	1.00
Q57833	Nagai Naozane	Q11549805	永井直期	1.00
Q57848	Ogasawara Tadayoshi	Q10856537	Ogasawara Tadayoshi	1.00
Q57857	Matsudaira Tadanaga	Q11069505	Matsudaira Tadanaga	1.00
Q57860	Makino Sadanaga	Q6739705	Makino Sadanaga	1.00
Q57863	Makino Tadataka	Q10860093	Makino Tadataka	1.00
Q57866	Makino Sadataka	Q10860154	Makino Sadataka	1.00
Q57869	Makino Tadatoshi	Q10860089	Makino Tadatoshi	1.00
Q57872	Makino Tadahiro	Q6739707	Makino Tadahiro	1.00
Q57887	Honda Toshitsugu	Q11519978	本多俊次	1.00
Q57890	Makino Tadatoki	Q10860106	Makino Tadatoki	1.00
Q57893	Makino Yasuzumi	Q10860177	Makino Yasuzumi	1.00
Q57899	Matsudaira Motochika	Q11239147	마쓰다이라 모토치카	1.00
Q57905	Abe Masanobu	Q10565467	Abe Masanobu	1.00
Q57908	Abe Masazane	Q10565423	Abe Masazane	1.00
Q57917	Matsudaira Tadamasa	Q11069882	Matsudaira Tadamasa	1.00
Q57962	Chōsokabe Fumikane	Q11365554	Chōsokabe Fumikane	1.00
Q57965	Yoshida Takayori	Q11413700	吉田孝頼	1.00
Q57968	Hewa Chikatake	Q11365429	Hewa Chikatake	1.00
Q57971	Hieyama Chikaoki	Q11365446	Hieyama Chikaoki	1.00
Q57974	Motoyama Shigemune	Q11520203	本山茂宗	1.00
Q57980	Haryū Morinobu	Q11648176	針生盛信	1.00
Q57986	Takahashi Okimitsu	Q11671570	高橋興光	1.00
Q57992	Shimazu Hisanobu	Q17224314	島津久信	1.00
Q57995	Kimotsuki Kanehisa	Q11611468	肝付兼久	1.00
Q57998	Kimotsuki Kanetake	Q11611474	肝付兼武	1.00
Q58001	Shimazu Hisayori	Q20040566	島津久頼	1.00
Q58007	Kii Nagafusa	Q11425979	城井長房	1.00
Q58010	Maeno Tadayuki	Q109288152	前野唯雪	1.00
Q58013	Maeno Yoriari	Q109288153	前野自有	1.00
Q58016	Shakunyo	Q6606211	Shakunyo	1.00
Q58022	Reizei Tamekage	Q24226656	冷泉為景	1.00
Q58028	Hosokawa Tsunemoto	Q128843805	細川常元	1.00
Q58031	Hitotsuyanagi Naooki	Q11352872	一柳直興	1.00
Q58034	Hitotsuyanagi Naoteru	Q108780953	一柳直照	1.00
Q58037	Matsudaira Yoshishige	Q12594628	마쓰다이라 요시시게	1.00
Q58076	Yoshinori Kazan'in	Q11615302	花山院愛徳	1.00
Q58082	Asukai Masayo	Q22124005	飛鳥井雅世	1.00
Q58085	Kutsuki Nobutsuna	Q11521627	朽木宣綱	1.00
Q58094	Shimoda Hirouji	Q11361182	下田広氏	1.00
Q58097	Kawakatsu Masauji	Q11367441	Kawakatsu Masauji	1.00
Q58100	Kawakatsu Hironari	Q11367505	Kawakatsu Hironari	1.00
Q58103	Kawakatsu Hiroari	Q11366174	Kawakatsu Hiroari	1.00
Q58349	Yasuda Zenjirō II	Q77808278	2代 安田善次郎	1.00
Q58352	Hajime Yasuda	Q11450968	安田一	1.00
Q58361	Tsugaru Tsunetoshi	Q11255681	쓰가루 쓰네토시	1.00
Q58364	Inaba Yasumichi	Q11596959	稲葉泰通	1.00
Q58370	Yagyū Toshihira	Q10729347	Yagyū Toshihira	1.00
Q58379	Nobumoto Sawa	Q11565855	澤宣元	1.00
Q58511	Wakisaka Yasunori	Q11612110	脇坂安教	1.00
Q58514	Wakisaka Yasutada	Q11612118	脇坂安董	1.00
Q58517	Rokkaku Hiroyasu	Q11392532	六角広胖	1.00
Q58572	Jimyōin Motoaki	Q52320152	持明院基哲	1.00
Q58575	Ōkubo Tadaaki	Q11431987	大久保忠顕	1.00
Q58611	Ōsawa Motoakira	Q10863139	Ōsawa Motoakira	1.00
Q58614	Mori Nagakuni	Q11540412	森長国	1.00
Q58623	Otagi Michiyasu	Q22128852	愛宕通祐	1.00
Q58629	King Dongmyeong of Goguryeo	Q378502	高朱蒙	1.00
Q58632	So Seo-no	Q715707	召西奴	1.00
Q58635	Yuri	Q498412	Yuri de Koguryo	1.00
Q58638	Biryu	Q1062720	Biryu	1.00
Q58641	Park Naemul	Q28776565	박내물	1.00
Q58662	Chang Pogo	Q493856	张保皋	1.00
Q58671	Ijinasi	Q12612819	이진아시왕	1.00
Q58674	Li Gao	Q712325	李暠	1.00
Q58677	Princess Dowager Yin	Q7244601	Princess Dowager Yin	1.00
Q58680	Princess Li Jingshou	Q6646368	李敬受	1.00
Q58683	Li Xun	Q708337	李恂	1.00
Q58686	Li Tan	Q16905421	李谭	1.00
Q58695	Li Fan	Q15916852	李翻	1.00
Q58698	Li Yu	Q15941897	李豫	1.00
Q58707	Li Liang	Q15952443	李亮	1.00
Q58710	Li Mou	Q45692318	Li Mou	1.00
Q58713	Li Shangshan	Q45691867	Li Shangshan	1.00
Q58716	Li Mou	Q45692090	Li Mou	1.00
Q58719	Li Lingkui	Q45691978	Li Lingkui	1.00
Q58722	Li Xuanze	Q45580413	Li Xuanze	1.00
Q58725	Li Xuan﹀	Q45462334	Li Xuan﹀	1.00
Q58728	Li Niang	Q45592907	Li Niang	1.00
Q58731	Li Ku	Q45692601	Li Ku	1.00
Q58734	Li Xi	Q45692627	Li Xi	1.00
Q58737	Li Shu	Q45615422	Li Shu	1.00
Q58740	Li Mou	Q65805382	李某	1.00
Q58743	Li Mou	Q45699639	Li Mou	1.00
Q58746	Li Wu	Q45699513	Li Wu	1.00
Q58749	Li Nong	Q45699537	Li Nong	1.00
Q58752	Li Han	Q45658381	Li Han	1.00
Q58755	Li Tao	Q45517347	Li Tao	1.00
Q58758	Li Mou	Q45700509	Li Mou	1.00
Q58761	Namri Songtsen	Q2258522	Namri Songtsen	1.00
Q58767	Bhrikuti	Q855075	Bhrikuti	1.00
Q58770	Gungsrong Gungtsen	Q673423	Gungri Gungtsen	1.00
Q58773	Li Mou	Q45699842	Li Mou	1.00
Q58776	Li Siyi	Q45700176	Li Siyi	1.00
Q58779	Murong Shun	Q8479149	慕容顺	1.00
Q58797	Murong Xuanchao	Q10296822	慕容宣超	1.00
Q58800	Li Tong	Q45438973	Li Tong	1.00
Q58803	Li Han	Q45439037	Li Han	1.00
Q58806	Li Can	Q45700985	Li Can	1.00
Q58809	Li Zhong	Q45701009	Li Zhong	1.00
Q58812	Li Lun	Q45701035	Li Lun	1.00
Q58815	Li June	Q45701108	Li June	1.00
Q58818	Li Qingjiang	Q45701523	Li Qingjiang	1.00
Q58821	Li Wanqian	Q45701546	Li Wanqian	1.00
Q58824	Li Gaoyan	Q45701571	Li Gaoyan	1.00
Q58827	Li Chengtan	Q45701595	Li Chengtan	1.00
Q58830	Li Fangyuan	Q45701619	Li Fangyuan	1.00
Q58833	Li Jiong	Q45701664	Li Jiong	1.00
Q58836	Li Gu	Q45701687	Li Gu	1.00
Q58839	Li Mingzhen	Q45701735	Li Mingzhen	1.00
Q58842	Li Xuanzhen	Q45436322	Li Xuanzhen	1.00
Q58845	Li Chengzhen	Q45436510	Li Chengzhen	1.00
Q58848	Li Xiu	Q45437835	Li Xiu	1.00
Q58851	Li ?	Q45437898	Li ?	1.00
Q58854	Li Yu	Q45437962	Li Yu	1.00
Q58857	Li Zu	Q45438027	Li Zu	1.00
Q58860	Li Yuan	Q45438090	Li Yuan	1.00
Q58863	Li Mou	Q45692909	Li Mou	1.00
Q58866	Helan Mou	Q45598952	Helan Mou	1.00
Q58869	Helan Heng	Q45500495	Helan Heng	1.00
Q58872	Helan Jin	Q45500556	Helan Jin	1.00
Q58875	Helan Lin	Q45500621	Helan Lin	1.00
Q58878	Helan Ben	Q45599267	Helan Ben	1.00
Q58881	Doulu Shi	Q65808204	Doulu Shi	1.00
Q58884	Li Xianhe	Q45599635	Li Xianhe	1.00
Q58887	Li Xianzhi	Q45599698	Li Xianzhi	1.00
Q58890	Li Xiantong	Q45599760	Li Xiantong	1.00
Q58893	Li Zhuo	Q45682965	Li Zhuo	1.00
Q58896	Li Xiao	Q45695493	Li Xiao	1.00
Q58899	Li Wang	Q45524556	Li Wang	1.00
Q58902	Li Zhao	Q45693130	Li Zhao	1.00
