parent	child
Q150640	Q150556
Q150641	Q146009
Q150646	Q150518
Q150647	Q146013
Q150647	Q146014
Q150647	Q146015
Q150647	Q146016
Q150649	Q150804
Q150655	Q146019
Q150659	Q146020
Q150661	Q146021
Q150663	Q146022
Q150665	Q146024
Q150667	Q146030
Q150668	Q146030
Q150670	Q146032
Q150671	Q146033
Q150673	Q146036
Q150677	Q146041
Q150679	Q146043
Q150680	Q146044
Q150682	Q150185
Q150683	Q146049
Q150684	Q146050
Q150685	Q146052
Q150687	Q150688
Q150687	Q150689
Q150690	Q146055
Q150694	Q150545
Q150698	Q150494
Q150699	Q146061
Q150703	Q146065
Q150704	Q150701
Q150705	Q150199
Q150705	Q150200
Q150706	Q146070
Q150707	Q150460
Q150707	Q150461
Q150707	Q150462
Q150708	Q146071
Q150710	Q146074
Q150711	Q146075
Q150712	Q146077
Q150714	Q146079
Q150714	Q146080
Q150714	Q146081
Q150716	Q146314
Q150717	Q146082
Q150718	Q146084
Q150719	Q146085
Q150720	Q146086
Q150722	Q146088
Q150723	Q146091
Q150723	Q148632
Q150723	Q150347
Q150727	Q146094
Q150729	Q146098
Q150732	Q146099
Q150733	Q146100
Q150737	Q146101
Q150738	Q146102
Q150740	Q146104
Q150745	Q150176
Q150745	Q150896
Q150746	Q150828
Q150747	Q150045
Q150748	Q146112
Q150748	Q146113
Q150749	Q150776
Q150749	Q150777
Q150751	Q146114
Q150752	Q146114
Q150753	Q146116
Q150759	Q146120
Q15076	Q15555
Q150764	Q146122
Q150766	Q146123
Q150767	Q146124
Q150769	Q146125
Q150771	Q146127
Q150771	Q146128
Q150773	Q150834
Q150775	Q146130
Q150779	Q146133
Q150780	Q146134
Q150786	Q146137
Q150788	Q150072
Q150789	Q150081
Q150790	Q150791
Q150790	Q150792
Q150790	Q150793
Q150790	Q150794
Q150790	Q150795
Q150790	Q150796
Q150796	Q150597
Q150797	Q146142
Q150797	Q150094
Q150799	Q146144
Q150800	Q146144
Q150801	Q146145
Q150803	Q146146
Q150809	Q146151
Q150809	Q150375
Q150809	Q150799
Q150810	Q146152
Q150812	Q146153
Q150813	Q150814
Q150813	Q150815
Q150813	Q150816
Q150813	Q150817
Q150813	Q150818
Q150819	Q150416
Q150819	Q150417
Q150823	Q146159
Q150824	Q150550
Q150824	Q150551
Q150824	Q150552
Q150827	Q150104
Q150828	Q146162
Q150828	Q146163
Q150830	Q146164
Q150830	Q150430
Q150833	Q146167
Q150837	Q150991
Q150839	Q146180
Q15084	Q15566
Q150840	Q146182
Q150841	Q146182
Q150842	Q146184
Q150844	Q146185
Q150846	Q146187
Q150846	Q146188
Q150849	Q146189
Q150850	Q146191
Q150851	Q146207
Q150852	Q146192
Q150853	Q146192
Q150854	Q146193
Q150854	Q146194
Q150858	Q150074
Q150858	Q150075
Q150859	Q146195
Q150860	Q146195
Q150861	Q146196
Q150865	Q146197
Q150867	Q146200
Q150870	Q146202
Q150870	Q146203
Q150871	Q150833
Q150873	Q146205
Q150873	Q146206
Q150877	Q146208
Q150879	Q146210
Q150881	Q146213
Q150881	Q146214
Q150881	Q146215
Q150881	Q146216
Q150881	Q146217
Q150892	Q149644
Q150896	Q146218
Q150898	Q146219
Q15090	Q15091
Q150902	Q146225
Q150905	Q146228
Q150906	Q146229
Q150907	Q150058
Q150911	Q146234
Q150911	Q146235
Q150912	Q150077
Q150912	Q150078
Q150913	Q150053
Q150914	Q146236
Q150915	Q146237
Q150917	Q146238
Q150920	Q146241
Q150920	Q146242
Q150922	Q150954
Q150928	Q150955
Q150929	Q146246
Q150929	Q150419
Q150929	Q150745
Q150930	Q146247
Q150931	Q146248
Q150932	Q146249
Q150935	Q146252
Q150938	Q146253
Q150940	Q146256
Q150941	Q146256
Q150942	Q146257
Q150942	Q146258
Q150942	Q146259
Q150946	Q148630
Q150946	Q148631
Q150947	Q150064
Q150956	Q146264
Q150957	Q146265
Q150959	Q146267
Q150960	Q146267
Q150962	Q146270
Q150964	Q146271
Q150965	Q146272
Q150967	Q150911
Q150969	Q146277
Q150972	Q146283
Q150974	Q146285
Q150975	Q146286
Q150980	Q146292
Q150981	Q146292
Q150984	Q146295
Q150984	Q146296
Q150984	Q146297
Q150992	Q150749
Q150993	Q146306
Q150993	Q146307
Q150996	Q146308
Q151	Q174
Q1510	Q153137
Q151004	Q146312
Q151005	Q150662
Q151006	Q150023
Q151007	Q146316
Q151008	Q150703
Q151009	Q146319
Q151010	Q146321
Q151011	Q146322
Q151013	Q146323
Q151015	Q146325
Q151016	Q150702
Q151024	Q146333
Q151024	Q146334
Q151026	Q151096
Q151028	Q151023
Q151029	Q146335
Q151033	Q146340
Q151034	Q146342
Q151036	Q146343
Q151036	Q146345
Q151037	Q146476
Q151037	Q146477
Q151038	Q146494
Q151039	Q148512
Q151040	Q149799
Q151043	Q148660
Q151045	Q146348
Q151046	Q150374
Q151047	Q149741
Q151048	Q148655
Q151048	Q148656
Q151049	Q146353
Q151050	Q146354
Q151051	Q146354
Q151053	Q150007
Q151053	Q150008
Q151054	Q146356
Q151058	Q146362
Q151061	Q151215
Q151061	Q151216
Q151061	Q151217
Q151061	Q151218
Q151061	Q151219
Q151062	Q146471
Q151062	Q146474
Q151063	Q150800
Q151068	Q146367
Q151068	Q146368
Q151070	Q150010
Q151070	Q150011
Q151071	Q146369
Q151074	Q146442
Q151075	Q146374
Q151075	Q146375
Q151084	Q146380
Q151085	Q146381
Q151089	Q146387
Q151089	Q148657
Q151092	Q150248
Q151092	Q150249
Q151092	Q150250
Q151093	Q146427
Q151095	Q146396
Q151099	Q146399
Q151099	Q148691
Q1511	Q1521
Q1511	Q153142
Q151100	Q149642
Q151101	Q149754
Q151102	Q149712
Q151102	Q149713
Q151104	Q146404
Q151106	Q149725
Q151108	Q146408
Q15111	Q15586
Q15111	Q15589
Q151110	Q146412
Q151112	Q148671
Q151116	Q146416
Q151121	Q146422
Q151122	Q146423
Q151123	Q146424
Q151126	Q146426
Q151127	Q148608
Q151131	Q151136
Q151135	Q150173
Q151136	Q151132
Q151139	Q146438
Q151139	Q148667
Q151142	Q146440
Q151143	Q146440
Q151144	Q146441
Q151145	Q146442
Q151148	Q146443
Q151149	Q146443
Q151150	Q146444
Q151151	Q146444
Q151152	Q146445
Q151158	Q146446
Q151161	Q146447
Q151163	Q146448
Q151165	Q146450
Q151168	Q146452
Q151169	Q149687
Q15117	Q15598
Q151171	Q146456
Q151172	Q146457
Q151174	Q146459
Q151176	Q148750
Q151177	Q151214
Q151180	Q150956
Q151182	Q146465
Q151186	Q146470
Q151191	Q148732
Q151191	Q148733
Q151200	Q146485
Q151201	Q146486
Q151201	Q146487
Q151204	Q146488
Q151204	Q146489
Q151204	Q146490
Q151204	Q146491
Q151204	Q146492
Q151204	Q146493
Q151206	Q149704
Q151207	Q149754
Q151208	Q151095
Q151210	Q150194
Q151211	Q146503
Q151214	Q146498
Q151220	Q146500
Q151226	Q149953
Q151228	Q151230
Q151231	Q151232
Q151233	Q146524
Q151234	Q124507
Q151234	Q124511
Q151235	Q151236
Q151235	Q151237
Q151236	Q149919
Q151238	Q128605
Q151241	Q151261
Q151242	Q151283
Q151242	Q151284
Q151253	Q151254
Q151253	Q151255
Q151253	Q151256
Q151258	Q146537
Q151260	Q146538
Q151267	Q146542
Q151268	Q151269
Q151268	Q151270
Q151268	Q151271
Q151286	Q151287
Q151286	Q78704
Q15130	Q15611
Q151302	Q148235
Q151305	Q151302
Q151306	Q148239
Q151307	Q151305
Q151308	Q151309
Q151308	Q151310
Q151308	Q151311
Q151308	Q151312
Q151310	Q151317
Q151312	Q151319
Q151312	Q151320
Q151312	Q151321
Q151312	Q151322
Q151313	Q151307
Q151313	Q151314
Q151315	Q151308
Q151316	Q151317
Q151317	Q151331
Q151318	Q151319
Q151318	Q151320
Q151318	Q151321
Q151318	Q151322
Q151324	Q151333
Q151324	Q151334
Q151325	Q148222
Q151326	Q151337
Q151327	Q151338
Q151327	Q151339
Q151329	Q151316
Q151329	Q151346
Q151329	Q151347
Q151330	Q151331
Q151331	Q151352
Q151335	Q151325
Q151337	Q151358
Q151341	Q148165
Q151341	Q151342
Q151341	Q151343
Q151342	Q151377
Q151342	Q151378
Q151343	Q151444
Q151343	Q151445
Q151343	Q151446
Q151348	Q151330
Q151348	Q151350
Q151349	Q151330
Q151349	Q151350
Q151350	Q151456
Q151350	Q151457
Q151351	Q151352
Q151352	Q151458
Q151353	Q148173
Q151355	Q123548
Q151356	Q151459
Q151356	Q151460
Q151357	Q151336
Q151361	Q148085
Q151362	Q148086
Q151362	Q151364
Q151362	Q151365
Q151363	Q148086
Q151363	Q151364
Q151363	Q151365
Q151366	Q151508
Q151367	Q151509
Q151368	Q148038
Q151370	Q151510
Q151371	Q148122
Q151371	Q148139
Q151372	Q148122
Q151372	Q148139
Q151375	Q151421
Q151378	Q151519
Q151380	Q148196
Q151382	Q148089
Q151383	Q148090
Q151383	Q151384
Q151384	Q148154
Q151385	Q148127
Q151387	Q78069
Q151388	Q148135
Q151389	Q148134
Q151390	Q151391
Q151390	Q151392
Q151391	Q151525
Q151392	Q151526
Q151394	Q151395
Q151395	Q148137
Q151396	Q151397
Q151396	Q151398
Q151397	Q151528
Q151401	Q148138
Q151401	Q151536
Q151402	Q148072
Q151402	Q151403
Q151403	Q151404
Q151405	Q151542
Q151406	Q148142
Q151406	Q148176
Q151408	Q148146
Q151408	Q151409
Q151408	Q151410
Q151411	Q148151
Q151412	Q148155
Q151413	Q151414
Q151413	Q151415
Q151413	Q151416
Q151414	Q151545
Q151417	Q151546
Q151418	Q148037
Q151419	Q148103
Q151420	Q151547
Q151425	Q151447
Q151425	Q151518
Q151425	Q151552
Q151425	Q151553
Q151426	Q151556
Q151426	Q151557
Q151428	Q148180
Q151428	Q151429
Q151430	Q148183
Q151430	Q151431
Q151433	Q148186
Q151433	Q151559
Q151437	Q148192
Q151438	Q148289
Q15144	Q15616
Q151440	Q148040
Q151441	Q151341
Q151443	Q151444
Q151443	Q151445
Q151443	Q151446
Q151444	Q151344
Q151444	Q151345
Q151447	Q151344
Q151447	Q151345
Q151448	Q68554
Q151449	Q151450
Q151449	Q68521
Q151451	Q151348
Q151452	Q151348
Q151455	Q151456
Q151455	Q151457
Q151462	Q151580
Q151464	Q151581
Q151466	Q151582
Q151467	Q148032
Q151468	Q148042
Q151469	Q148048
Q151469	Q151470
Q151470	Q151585
Q151474	Q151589
Q151474	Q151590
Q151476	Q148206
Q151476	Q151477
Q151476	Q73119
Q151478	Q148053
Q151478	Q151479
Q151479	Q148054
Q151483	Q151597
Q151485	Q151390
Q151485	Q151488
Q151485	Q151489
Q151485	Q151490
Q151487	Q148063
Q151487	Q151390
Q151487	Q151488
Q151487	Q151489
Q151487	Q151490
Q151488	Q151382
Q151488	Q151523
Q151491	Q148064
Q151491	Q151492
Q151492	Q151604
Q151492	Q151605
Q151494	Q148068
Q151495	Q148075
Q151496	Q151495
Q151496	Q151609
Q151498	Q148104
Q151500	Q151612
Q151501	Q148112
Q151502	Q148117
Q151503	Q151440
Q151504	Q151361
Q151505	Q151362
Q151505	Q151506
Q151507	Q151363
Q151508	Q151619
Q151509	Q151620
Q151511	Q151512
Q151512	Q151622
Q151512	Q151623
Q151513	Q151371
Q151513	Q151430
Q151514	Q151372
Q151514	Q151515
Q151515	Q151625
Q151516	Q70448
Q151517	Q151421
Q151518	Q151519
Q151519	Q151628
Q151519	Q151629
Q151520	Q151521
Q151520	Q66817
Q151522	Q151380
Q151527	Q72675
Q151528	Q151637
Q151532	Q151401
Q151532	Q151533
Q151532	Q151534
Q151537	Q151402
Q151537	Q151538
Q151539	Q151405
Q151539	Q151540
Q151541	Q151542
Q151543	Q151408
Q151543	Q151544
Q151546	Q151644
Q151547	Q151645
Q151551	Q151447
Q151551	Q151518
Q151551	Q151552
Q151551	Q151553
Q151552	Q151646
Q151554	Q151556
Q151555	Q151557
Q151556	Q148302
Q151556	Q151648
Q151557	Q151649
Q151558	Q151433
Q151561	Q148202
Q151564	Q148204
Q151564	Q151565
Q151565	Q151658
Q151566	Q148208
Q151566	Q148211
Q151567	Q151660
Q151568	Q148212
Q151568	Q151569
Q151569	Q151661
Q151569	Q151662
Q151570	Q151571
Q151573	Q148214
Q151574	Q151573
Q151576	Q151452
Q151576	Q76355
Q151578	Q151454
Q151580	Q151675
Q151583	Q151469
Q151583	Q151584
Q151588	Q151679
Q151588	Q151680
Q151589	Q151681
Q151590	Q151682
Q151591	Q151476
Q151592	Q151478
Q151600	Q151487
Q151602	Q151491
Q151603	Q151604
Q151603	Q151605
Q151604	Q151693
Q151607	Q151494
Q151607	Q151608
Q151608	Q151696
Q151609	Q151697
Q151610	Q151498
Q151611	Q151499
Q151616	Q151700
Q151617	Q151506
Q151619	Q151704
Q151620	Q151672
Q151621	Q151511
Q151624	Q151625
Q151626	Q151517
Q151627	Q151517
Q151628	Q151708
Q151628	Q151709
Q151632	Q151522
Q151633	Q73275
Q151634	Q151524
Q151635	Q151527
Q151638	Q151639
Q151638	Q78423
Q151640	Q151532
Q151641	Q151537
Q151642	Q151543
Q151643	Q151644
Q151647	Q151555
Q151649	Q151711
Q151650	Q151558
Q151654	Q151563
Q151654	Q151655
Q151656	Q151564
Q151657	Q151658
Q151658	Q151723
Q151658	Q151724
Q151659	Q151566
Q151659	Q151574
Q151661	Q151725
Q151662	Q151726
Q151662	Q151727
Q151663	Q151570
Q151663	Q151664
Q151663	Q151665
Q151664	Q151666
Q151664	Q151729
Q151664	Q151730
Q151667	Q148299
Q151669	Q151736
Q151670	Q151737
Q151671	Q151739
Q151672	Q151578
Q151675	Q151742
Q151676	Q151582
Q151677	Q151583
Q151681	Q151744
Q151683	Q151591
Q151684	Q151592
Q151684	Q151685
Q151685	Q151747
Q151687	Q151749
Q151689	Q151751
Q15169	Q15640
Q151692	Q151601
Q151692	Q151753
Q151694	Q151607
Q151694	Q151695
Q151698	Q151610
Q151701	Q151617
Q151702	Q151617
Q151703	Q151618
Q151704	Q151757
Q151705	Q151626
Q151706	Q151626
Q151707	Q151708
Q151707	Q151709
Q151708	Q151761
Q151708	Q151762
Q151712	Q151633
Q151713	Q151634
Q151714	Q151635
Q151714	Q151715
Q151716	Q151638
Q151717	Q151768
Q151718	Q151641
Q151719	Q151643
Q15172	Q15644
Q151720	Q151654
Q151722	Q151657
Q151728	Q151663
Q151729	Q151780
Q15173	Q14788
Q151730	Q151731
Q151732	Q151781
Q151733	Q148309
Q151733	Q151734
Q151734	Q151783
Q151735	Q151736
Q151738	Q151739
Q151739	Q151786
Q15174	Q15645
Q151740	Q151791
Q151743	Q73970
Q151745	Q151683
Q151745	Q151746
Q151747	Q151793
Q151750	Q151751
Q151751	Q151794
Q151752	Q151692
Q151754	Q151702
Q151754	Q151756
Q151755	Q151702
Q151755	Q151756
Q151757	Q151797
Q151758	Q151705
Q151759	Q151706
Q151760	Q151761
Q151760	Q151762
Q151764	Q70388
Q151765	Q151713
Q151767	Q151802
Q151767	Q151803
Q151768	Q151804
Q151769	Q151718
Q151769	Q151770
Q151771	Q151807
Q151774	Q151720
Q151774	Q151775
Q151776	Q151722
Q151776	Q151777
Q151778	Q151728
Q151782	Q151783
Q151784	Q151735
Q151785	Q151786
Q151788	Q148348
Q151789	Q151790
Q151792	Q151743
Q151793	Q151824
Q151793	Q151825
Q151795	Q151752
Q151797	Q151828
Q151798	Q151759
Q151799	Q151760
Q1518	Q153139
Q15180	Q15649
Q151800	Q151763
Q151801	Q151765
Q151801	Q151766
Q151801	Q151767
Q151802	Q151830
Q151802	Q151831
Q151805	Q151769
Q151806	Q151807
Q151807	Q151836
Q151810	Q151774
Q151813	Q151778
Q151814	Q151815
Q151814	Q151816
Q151814	Q151817
Q151821	Q151789
Q151822	Q151792
Q151822	Q151823
Q151824	Q151847
Q151826	Q151795
Q151826	Q151849
Q151827	Q151796
Q151828	Q151850
Q151829	Q151801
Q151833	Q151805
Q151833	Q151834
Q151835	Q151836
Q151836	Q151853
Q151838	Q151811
Q151839	Q151814
Q151839	Q151840
Q151840	Q151873
Q151842	Q151820
Q151844	Q151822
Q151844	Q151845
Q151844	Q151846
Q151847	Q151875
Q151848	Q151826
Q151850	Q151879
Q151850	Q151880
Q151850	Q151881
Q151851	Q151832
Q151852	Q151833
Q151854	Q148324
Q15186	Q15653
Q151863	Q148330
Q151864	Q148329
Q151864	Q4681
Q151869	Q148332
Q15187	Q15654
Q151870	Q148333
Q151871	Q151872
Q151872	Q151878
Q151874	Q151844
Q151875	Q151901
Q151876	Q151848
Q151876	Q151877
Q151878	Q151879
Q151879	Q151904
Q151882	Q151852
Q151882	Q151883
Q151890	Q151912
Q151891	Q151861
Q151891	Q151862
Q151896	Q151863
Q151896	Q151897
Q151897	Q151915
Q151898	Q151865
Q151898	Q151866
Q151899	Q151867
Q151902	Q151876
Q151902	Q151903
Q151904	Q166540
Q151904	Q166541
Q151905	Q151906
Q151906	Q151921
Q151907	Q151882
Q151911	Q151896
Q151912	Q151926
Q151914	Q151915
Q151915	Q151931
Q151916	Q151899
Q151918	Q151902
Q151918	Q151919
Q151918	Q151920
Q151920	Q151936
Q151925	Q151926
Q151928	Q151914
Q151928	Q151929
Q151930	Q151931
Q151932	Q151916
Q151933	Q151918
Q151933	Q151934
Q151933	Q151935
Q151936	Q151944
Q151936	Q151945
Q151938	Q123601
Q151940	Q151928
Q151941	Q151932
Q151942	Q151933
Q151947	Q151938
Q151948	Q151957
Q151949	Q151939
Q151949	Q151950
Q151951	Q151943
Q151955	Q75573
Q15196	Q15661
Q15197	Q15668
Q152	Q160
Q152	Q161
Q1521	Q1522
Q1521	Q1523
Q15217	Q15680
Q15217	Q15681
Q15217	Q15682
Q15217	Q15683
Q15217	Q15684
Q15218	Q15686
Q15218	Q15687
Q15237	Q15701
Q15237	Q15703
Q15237	Q46715
Q15240	Q14826
Q15240	Q15242
Q15241	Q14826
Q15241	Q15242
Q15243	Q14830
Q15244	Q14830
Q15245	Q14831
Q15246	Q14831
Q15247	Q14832
Q15248	Q14832
Q15249	Q15716
Q15250	Q15717
Q15251	Q15715
Q15251	Q15718
Q15251	Q15719
Q15253	Q14845
Q15253	Q15254
Q15256	Q14854
Q15259	Q15715
Q15259	Q15718
Q15259	Q15719
Q15260	Q15723
Q152613	Q152614
Q152614	Q152615
Q152615	Q152616
Q152616	Q152617
Q152617	Q152618
Q152618	Q152619
Q152618	Q152620
Q152619	Q152621
Q152619	Q152622
Q15262	Q14863
Q152622	Q152623
Q152622	Q152624
Q152623	Q152625
Q152623	Q152626
Q152624	Q152627
Q152624	Q152628
Q15263	Q15725
Q15263	Q15726
Q15263	Q15727
Q15263	Q15728
Q15264	Q15729
Q152643	Q152644
Q152643	Q282
Q152645	Q152646
Q152645	Q152647
Q152646	Q152648
Q152646	Q152649
Q152647	Q152662
Q152647	Q152663
Q152649	Q152650
Q152649	Q152653
Q152650	Q152651
Q152650	Q152652
Q152653	Q152654
Q152653	Q152655
Q152655	Q152656
Q152655	Q152657
Q152657	Q152658
Q152657	Q152659
Q152659	Q152660
Q152659	Q152661
Q152663	Q152664
Q152664	Q152665
Q152665	Q152666
Q152665	Q152669
Q152666	Q152667
Q152667	Q152668
Q152669	Q152670
Q152669	Q152675
Q152670	Q152671
Q152670	Q152672
Q152672	Q152673
Q152672	Q152674
Q152674	Q152938
Q152675	Q152676
Q152675	Q152677
Q152676	Q152678
Q152678	Q152679
Q152685	Q152911
Q152685	Q152912
Q152686	Q152690
Q152686	Q152691
Q152686	Q152692
Q152687	Q152688
Q152687	Q152689
Q152690	Q152695
Q152690	Q152696
Q152690	Q152697
Q152690	Q152698
Q152691	Q152693
Q152691	Q152694
Q152695	Q152703
Q152695	Q152704
Q152696	Q152699
Q152696	Q152700
Q152697	Q152701
Q152697	Q152702
Q152703	Q152705
Q152703	Q152706
Q152705	Q283
Q152705	Q284
Q152705	Q285
Q152706	Q152707
Q152706	Q152708
Q152718	Q152719
Q152718	Q152720
Q152718	Q152721
Q152718	Q302
Q152719	Q152722
Q152719	Q152723
Q152725	Q152726
Q152725	Q152727
Q152725	Q152728
Q152725	Q152729
Q152728	Q152731
Q152728	Q152732
Q152729	Q152730
Q152733	Q152736
Q152733	Q152737
Q152734	Q152735
Q152737	Q152738
Q152738	Q152739
Q152739	Q152740
Q152739	Q152741
Q152739	Q152742
Q152740	Q152743
Q152740	Q152744
Q152743	Q152745
Q152743	Q152746
Q152745	Q152747
Q152745	Q152748
Q152747	Q152749
Q152748	Q152751
Q152748	Q152752
Q152749	Q152750
Q152751	Q152753
Q152751	Q152754
Q152751	Q152755
Q152752	Q152756
Q152752	Q152757
Q152753	Q152810
Q152753	Q152811
Q152756	Q152758
Q152756	Q152759
Q152757	Q152760
Q152757	Q152761
Q152757	Q152762
Q152757	Q152763
Q152758	Q152778
Q152760	Q152764
Q152760	Q152765
Q152760	Q152766
Q152760	Q152767
Q152764	Q152768
Q152764	Q152769
Q152768	Q152770
Q152768	Q152771
Q152770	Q152772
Q152771	Q152774
Q152771	Q152775
Q152771	Q152776
Q152771	Q152777
Q152772	Q152773
Q152778	Q152779
Q152778	Q152780
Q152779	Q152799
Q152779	Q152800
Q152780	Q152781
Q152780	Q152782
Q152781	Q152783
Q152781	Q152784
Q152783	Q152786
Q152783	Q152789
Q152785	Q152787
Q152785	Q152788
Q152786	Q152793
Q152786	Q152794
Q152789	Q152785
Q152789	Q152790
Q152790	Q152791
Q152790	Q152792
Q152794	Q152795
Q152794	Q152796
Q152796	Q152797
Q152796	Q152798
Q152799	Q152801
Q152799	Q152802
Q152800	Q152859
Q152800	Q152860
Q152802	Q152803
Q152802	Q152804
Q152804	Q152805
Q152804	Q152806
Q152805	Q152807
Q152807	Q152808
Q152808	Q152809
Q152810	Q152813
Q152810	Q152814
Q152811	Q152812
Q152813	Q152815
Q152813	Q152816
Q152814	Q152821
Q152814	Q152822
Q152816	Q152817
Q152816	Q152818
Q152817	Q152819
Q152817	Q152820
Q152818	Q297
Q152821	Q152823
Q152821	Q152824
Q152824	Q152825
Q152824	Q152826
Q152825	Q153122
Q152825	Q153123
Q152826	Q152827
Q152826	Q152828
Q152826	Q152829
Q152828	Q152830
Q152828	Q152831
Q152828	Q152832
Q152830	Q152833
Q152830	Q152834
Q152832	Q152835
Q152832	Q152836
Q152835	Q152837
Q152835	Q152838
Q152837	Q152839
Q152837	Q152840
Q152839	Q152846
Q152839	Q152853
Q152840	Q152841
Q152840	Q286
Q152843	Q152844
Q152844	Q152845
Q152846	Q152847
Q152846	Q152848
Q152848	Q152849
Q152848	Q152850
Q152849	Q152851
Q152849	Q152852
Q15285	Q15754
Q15285	Q15755
Q152853	Q152854
Q152853	Q152855
Q152853	Q152856
Q152859	Q152861
Q152859	Q152862
Q152861	Q152863
Q152861	Q152864
Q152863	Q152865
Q152863	Q152866
Q152866	Q152867
Q152866	Q152868
Q152868	Q152869
Q152883	Q152885
Q152883	Q287
Q152885	Q152886
Q152885	Q152887
Q152888	Q30369
Q152897	Q152899
Q152898	Q152900
Q152898	Q152901
Q152900	Q1451
Q152900	Q1452
Q152901	Q279
Q152902	Q152903
Q152903	Q152904
Q152904	Q152905
Q152905	Q152906
Q152906	Q299
Q15293	Q15769
Q15293	Q15770
Q152931	Q152932
Q152931	Q152933
Q152932	Q272
Q152932	Q273
Q152933	Q152934
Q152933	Q274
Q152934	Q152935
Q152934	Q275
Q152935	Q276
Q152935	Q30743
Q152938	Q152939
Q152938	Q152940
Q152940	Q152941
Q152940	Q152942
Q152943	Q152944
Q152943	Q280
Q152943	Q30767
Q152943	Q54336
Q152944	Q152945
Q152945	Q152946
Q152945	Q153660
Q152946	Q1004
Q152946	Q1005
Q152946	Q1006
Q152946	Q152954
Q152946	Q30771
Q152946	Q54340
Q15295	Q14895
Q15295	Q15308
Q152954	Q30775
Q152954	Q30779
Q152955	Q1017
Q152955	Q152956
Q152956	Q1019
Q152956	Q1020
Q152956	Q152957
Q152956	Q30792
Q152956	Q54360
Q152957	Q30804
Q152957	Q54368
Q152959	Q1026
Q152959	Q153663
Q152961	Q1031
Q152961	Q1032
Q152962	Q1035
Q152962	Q153664
Q152964	Q1049
Q152964	Q153665
Q152966	Q1066
Q152966	Q1067
Q152967	Q1071
Q152967	Q1072
Q152968	Q1083
Q152968	Q1084
Q15297	Q15771
Q152970	Q1101
Q152970	Q1102
Q152971	Q1127
Q152971	Q1128
Q152971	Q152972
Q152972	Q1129
Q152972	Q1130
Q152973	Q1137
Q152973	Q1138
Q152973	Q134512
Q152973	Q134513
Q152973	Q134514
Q152973	Q134515
Q152973	Q134747
Q152973	Q134748
Q152973	Q134752
Q152973	Q16001278
Q152973	Q47088829
Q152978	Q1147
Q152978	Q1148
Q152979	Q1156
Q152980	Q1157
Q152981	Q29758
Q152981	Q53330
Q152982	Q29650
Q152982	Q29654
Q152982	Q53221
Q152982	Q53225
Q152983	Q1174
Q152983	Q152985
Q152984	Q2564
Q152984	Q29710
Q152984	Q53282
Q152984	Q53286
Q152985	Q1176
Q152985	Q152986
Q152986	Q29786
Q152987	Q152988
Q152987	Q152989
Q152988	Q29726
Q152988	Q53298
Q152989	Q53562
Q152989	Q53606
Q152990	Q1186
Q152990	Q1187
Q152991	Q1184
Q152991	Q1185
Q152992	Q1411
Q152992	Q1481
Q152994	Q152995
Q152995	Q153645
Q152998	Q1284
Q152999	Q1341
Q153000	Q152999
Q153001	Q153000
Q153002	Q153001
Q153003	Q153002
Q153004	Q153003
Q153005	Q153004
Q153006	Q153005
Q153007	Q153006
Q153008	Q153007
Q153009	Q153008
Q153010	Q153009
Q153011	Q153010
Q153012	Q153011
Q153013	Q153012
Q153014	Q153013
Q153015	Q153014
Q153016	Q153015
Q153017	Q153016
Q153018	Q153017
Q153019	Q153018
Q15302	Q15782
Q153020	Q153019
Q153021	Q153020
Q153022	Q153021
Q153023	Q153022
Q153024	Q153023
Q153025	Q153024
Q153026	Q153025
Q153027	Q153026
Q153028	Q153027
Q153029	Q153028
Q153030	Q153029
Q153031	Q153030
Q153032	Q153031
Q153033	Q153032
Q153034	Q153033
Q153035	Q153034
Q153036	Q153035
Q153037	Q153036
Q153038	Q153037
Q153039	Q153038
Q153040	Q153039
Q153041	Q153040
Q153042	Q153041
Q153043	Q153042
Q153044	Q153043
Q153045	Q153044
Q153046	Q153045
Q153047	Q153046
Q153048	Q153047
Q153049	Q153048
Q153050	Q153049
Q153051	Q153050
Q153052	Q153051
Q153053	Q2521
Q153053	Q53113
Q153054	Q1345
Q153054	Q153055
Q153056	Q153054
Q153057	Q153056
Q153059	Q1350
Q15306	Q15787
Q15306	Q15788
Q153060	Q153059
Q153061	Q153060
Q153061	Q153062
Q153063	Q153061
Q153064	Q153063
Q153065	Q153064
Q153066	Q153065
Q153067	Q153066
Q153068	Q153067
Q153069	Q153068
Q153070	Q153069
Q153071	Q153070
Q153072	Q153071
Q153073	Q153072
Q153074	Q153073
Q153075	Q153074
Q153076	Q153075
Q153077	Q153076
Q153078	Q153077
Q153079	Q153078
Q153080	Q153079
Q153081	Q153080
Q153082	Q153081
Q153083	Q153082
Q153084	Q153083
Q153085	Q153084
Q153086	Q153085
Q153087	Q153086
Q153088	Q153087
Q153089	Q153088
Q15309	Q15793
Q15309	Q15794
Q153090	Q153089
Q153091	Q153090
Q153092	Q153091
Q153093	Q153092
Q153094	Q153093
Q153095	Q153094
Q153096	Q153095
Q153097	Q153096
Q153098	Q153097
Q153099	Q153098
Q153100	Q153099
Q153101	Q153100
Q153102	Q153101
Q153103	Q153102
Q153104	Q153103
Q153105	Q153104
Q153106	Q153105
Q153107	Q153106
Q153108	Q153107
Q153109	Q153108
Q153110	Q153109
Q153111	Q153110
Q153112	Q153111
Q153113	Q153112
