child_qid	child_label	n_parents	parent_qids
Q28425	SAUDAS (MITRASAH)  SUDAAS	3	Q2343,Q51437,Q52392
Q28913	ROHITASHVA (Yuvanashva)	3	Q28921,Q51471,Q52488
Q29002	MANDHATA of Ikshvaku Dynasty	3	Q2389,Q51520,Q52576
Q29014	Prasenajit 1  Ikshvaku	3	Q2391,Q51532,Q52584
Q29136	Zoroaster	3	Q29184,Q51580,Q52749
Q29212	Arej  Darshane	3	Q2440,Q51588,Q52780
Q29453	of the Hittites	3	Q2497,Q51890,Q53018
Q29457	of the Hittites	3	Q2497,Q51890,Q53018
Q29461	Zannanza, King of the Hittites	3	Q2497,Q51890,Q53018
Q29473	? Ulmi-Teshub \ Teszub (Niewolnica Teszuba)  Teszub (Niewolnica Teszuba)	3	Q2495,Q51878,Q53010
Q29529	Princess of the Hittites	3	Q2521,Q51946,Q53113
Q29533	of KHATTI (1465-1420bc)	3	Q29525,Q51930,Q53097
Q29646	Bhagiratha  Solar Dynasty	3	Q28388,Q51412,Q52344
Q30011	BHAGIRATHA  son of Dilipa	3	Q28388,Q51412,Q52344
Q30743	Polyneoptera	3	Q152935,Q30735,Q54304
Q30775	Latimeria	3	Q152954,Q30771,Q54340
Q30779	Diplocercides	3	Q152954,Q30771,Q54340
Q31010	Diego  de Cervantes	3	Q89995,Q91765,Q92006
Q31014	Maria  de Saavedra Cervantes	3	Q89995,Q91765,Q92006
Q31018	Juana  de Avellaneda	3	Q89995,Q91765,Q92006
Q31034	Leonel  de Cervantes Saavedra y Tello	3	Q90003,Q91769,Q92010
Q31166	Leonor Catalina  de Salazar y de la Cadena	3	Q90029,Q91793,Q92044
Q31178	de Salazar	3	Q90029,Q91793,Q92044
Q31182	de Salazar	3	Q90029,Q91793,Q92044
Q31235	Francisco  Alonso de Maluenda y de la Pena	3	Q90039,Q91797,Q92058
Q31239	Lope  Alonso de Maluenda y de la Pena	3	Q90039,Q91797,Q92058
Q31553	Francisco  de Maluenda	3	Q90173,Q91962,Q92260
Q31557	Andres  de Maluenda y Garcia de Castro	3	Q90173,Q91962,Q92260
Q31561	Beatriz  de Maluenda y Garcia de Castro	3	Q90173,Q91962,Q92260
Q31877	Alonso  Martinez de Lerma Cartagena	3	Q89977,Q90241,Q91478
Q32234	Maria  Diaz de Cuellar	3	Q31154,Q31166,Q92400
Q32238	maria  de la pena	3	Q31158,Q92046,Q92410
Q32302	Francisca  Velasquez de Salazar y de la Cadena	3	Q31174,Q92050,Q92418
Q32310	Gonzalo  de Salazar ( Velasquez de Salazar )	3	Q31174,Q92050,Q92418
Q32323	Marina  de Saavedra Guzman	3	Q31195,Q31721,Q92290
Q32335	Luis  Saavedra de la Cadena	3	Q31195,Q31721,Q92290
Q32339	Antonia  Saavedra de la Cadena	3	Q31195,Q31721,Q92290
Q32379	Juan  Rodriguez de Salamanca	3	Q31243,Q92062,Q92436
Q32383	Diego  Rodriguez de Salamanca	3	Q31243,Q92062,Q92436
Q32427	Juan Antonio  Funes de Villalpando y Arino	3	Q31287,Q32411,Q92591
Q32431	Garcia  Funes de Villalpando y Arino	3	Q31287,Q32411,Q92591
Q32435	Isabel  Funes de Villalpando y Arino	3	Q31287,Q32411,Q92591
Q32495	Jaime  Cerdan	3	Q31352,Q92613,Q92617
Q32812	Mayor of Cadiz Capt. Diego  Polanco	3	Q31593,Q92266,Q92686
Q32816	Catalina  de Polanco	3	Q31593,Q92266,Q92686
Q32969	Brianda de  Bazan y Castro	3	Q31625,Q92714,Q92718
Q33266	Verena (Veronica)  Wyss	3	Q31857,Q92306,Q92787
Q33552	Pedro  Ramirez de Arellano y Zuniga	3	Q32146,Q92386,Q92908
Q33556	Gaspar  Ramirez de Arellano y Zuniga	3	Q32146,Q92386,Q92908
Q33833	Maria  Rangel Perguero y Rosales	3	Q32298,Q92426,Q93010
Q33857	Juan  Velazquez de Salazar y de Montejo	3	Q32306,Q92420,Q93006
Q33861	Diego  Velazquez del Castillo	3	Q32306,Q92422,Q93008
Q33881	Juan  de Saavedra Guzman y Villafane	3	Q32327,Q33129,Q92404
Q34023	Matias  Marin de Resende Francia y de Ciria	3	Q32439,Q92601,Q93179
Q34492	Beatriz  de Santa Cruz Polanco	3	Q32776,Q32780,Q93277
Q34496	Juan  de Santa Cruz Polanco	3	Q32776,Q32780,Q93277
Q34500	Feliciano  Santa Cruz Polanco	3	Q32776,Q32780,Q93277
Q34504	Pedro  de Santa Cruz Polanco	3	Q32776,Q32780,Q93277
Q34512	Estefania  Santa Cruz Polanco	3	Q32776,Q32780,Q93277
Q34573	Francisco  Lopez de Polanco	3	Q32796,Q92688,Q93285
Q34577	Gregorio  de Polanco	3	Q32796,Q92688,Q93285
Q34581	Diego  Polanco	3	Q32796,Q92688,Q93285
Q34585	Nicolas  Polanco	3	Q32796,Q92688,Q93285
Q34589	Juan  Polanco	3	Q32796,Q92688,Q93285
Q34593	Fernando  de Polanco	3	Q32796,Q92688,Q93285
Q34601	Beatriz  de Polanco	3	Q32800,Q92690,Q93287
Q34605	Alonso  de Polanco	3	Q32800,Q92690,Q93287
Q34609	Beltran  Polanco de Castro	3	Q32800,Q92690,Q93287
Q34709	Maria  de Castro y Polanco	3	Q32929,Q92708,Q93323
Q35580	Beatriz  de Cervantes y Alarcon	3	Q33486,Q93530,Q93532
Q35785	Maria  de Castro y Zuniga	3	Q33680,Q92930,Q93634
Q35793	N.  de Castro y Zuniga	3	Q33680,Q92930,Q93634
Q35889	Juan Andres  de Zaldivar	3	Q33733,Q39329,Q4948
Q38238	Bethuel	3	Q4675,Q4676,Q60372
Q39309	Petronila  Sotelo de Moctezuma	3	Q39168,Q39305,Q39413
Q4238	María Manrique de Lara	3	Q106950,Q115806,Q118603
Q46167	Manuel I of Trebizond	3	Q167261,Q50033,Q50038
Q46179	Andronikos II of Trebizond	3	Q167291,Q46167,Q50050
Q4881	Daughter	3	Q2497,Q51906,Q53018
Q49428	Arjuna	3	Q153367,Q153368,Q1906
Q51818	Ptolemy Memphites	3	Q73035,Q73038,Q73194
Q51870	Mursili	3	Q2497,Q51890,Q53018
Q51894	Arnuwanda II	3	Q2497,Q51890,Q53018
Q51910	Muwatti	3	Q2497,Q51906,Q53018
Q51914	Daughter	3	Q2497,Q51906,Q53018
Q54368	Unnamed clade 2 Eotetrapodiformes	3	Q152957,Q30792,Q30796
Q55608	Manuel III of Trebizond	3	Q167388,Q50087,Q55599
Q55919	Alexios IV of Trebizond	3	Q167352,Q50295,Q55608
Q60944	Justus	3	Q137789,Q61173,Q61202
Q60974	Julia Galla	3	Q61235,Q61301,Q99314
Q61355	正約  范陽涿縣	3	Q60740,Q60749,Q61418
Q61532	Flavia Maximiana Theodora	3	Q61598,Q61631,Q61891
Q61933	欽仁  廣平列人	3	Q61211,Q61505,Q61508
Q62555	Constantine the Great	3	Q61565,Q61664,Q62552
Q63625	Qurt (Quraat) bin Raza al-Adawi'	3	Q63254,Q97606,Q98255
Q63780	Marcus Aurelius	3	Q139826,Q64549,Q64582
Q64026	Hubba bint Hulail	3	Q64447,Q90676,Q95688
Q64062	'Umar bin Makhzum	3	Q63577,Q64059,Q95649
Q64065	'Imran bin Makhzum	3	Q63577,Q64059,Q95649
Q64074	BASIS  AS	3	Q63577,Q64059,Q95649
Q64077	Amr  Banu Taym	3	Q63592,Q63607,Q64089
Q64080	Ka'ab bin  Sa'ad at-Taymi	3	Q63592,Q63607,Q64089
Q6429	Shaohao	3	Q6420,Q6425,Q87834
Q6445	Zhuanxu	3	Q6430,Q6443,Q70032
Q64453	Abu Ghabshan al-Muhtarish son of Hulail al-Khuzaa	3	Q64447,Q90676,Q95688
Q64516	Antoninus Pius	3	Q65423,Q65456,Q65489
Q64600	'Amr bin  Ka'ab at-Taymi	3	Q64080,Q64196,Q64597
Q6462	Xu Fu	3	Q153772,Q6491,Q6493
Q6478	Hou Ji	3	Q6453,Q6470,Q87823
Q6480	Xie of Shang	3	Q6453,Q6472,Q87823
Q64849	Hilal son of Faalij	3	Q64379,Q64846,Q96270
Q64990	'Abd al-'Uzza bin Sayyidi 'Abd Shams	3	Q64471,Q94808,Q95189
Q64993	Habib son of  Abd Shams	3	Q64471,Q94808,Q95189
Q64999	Umayyah al-Akbar bin Sayyidi 'Abd Shams	3	Q64471,Q94808,Q95189
Q6513	Shun	3	Q2453,Q6529,Q6531
Q65192	Gaius Annianus Verus	3	Q141756,Q66425,Q66455
Q65225	Annia Cornificia Faustina	3	Q139826,Q64549,Q64582
Q65555	'Adnaan Bin  Imaam 'Udd	3	Q66382,Q66385,Q66394
Q65585	Julius	3	Q66976,Q66991,Q67024
Q65750	Abdullah  Banu Hashim	3	Q65008,Q65909,Q94219
Q65808	Abu al-'As ibn Umayya	3	Q108181,Q64987,Q95187
Q65831	Harb son of Umayyah Ibn  Umayyah	3	Q64999,Q65075,Q95704
Q66140	Warraqa'	3	Q65237,Q96266,Q96922
Q6616	Taibo	3	Q6605,Q6612,Q87737
Q66164	Petronius Probinus	3	Q123588,Q75610,Q75613
Q6618	Zhongyong of Wu	3	Q6605,Q6612,Q87737
Q66363	Abu Bakr son of Maulana Ali	3	Q65450,Q66360,Q94016
Q66385	Imaam 'Udd \ Add Ben  Add Ben ?'Udadh	3	Q67549,Q67552,Q67555
Q66530	"Arwaa' ""Umm-e-Jamil"" binte Harb"	3	Q65708,Q65831,Q95706
Q66536	Safi son of Harith son of Harb	3	Q65708,Q66533,Q94405
Q66590	Amir son of  Hamza	3	Q65732,Q94413,Q94749
Q66662	Abu al-'As bin ar-Rabeea'	3	Q65817,Q66128,Q96276
Q66670	Fatimah binte Shaibah ar-Rabi'ah	3	Q65820,Q95700,Q96278
Q66682	Amir son of  Kurayz	3	Q65825,Q65876,Q94223
Q66688	Talha son of  Kurayz	3	Q65825,Q65876,Q94223
Q66691	Umm Talha daughter of  Kurayz	3	Q65825,Q65876,Q94223
Q66706	Naufal son of al-Haarith	3	Q65861,Q94403,Q94709
Q66709	Arwah binte al-Haarith	3	Q65861,Q94403,Q94719
Q66712	'Abd Shams bin al-Haarith	3	Q65861,Q94403,Q94709
Q66724	Rabeea' bin al-Haarith	3	Q65861,Q94403,Q94709
Q66727	Abu Sufyaan son of al-Haarith	3	Q65861,Q94403,Q94709
Q66739	Utaybah bin Abu Lahab	3	Q65867,Q66530,Q94227
Q66742	Uzza bin  Abd al-'Uzza (Abu Lahab)	3	Q65867,Q66530,Q94227
Q66745	MU'ATTIB bin  Abd al-'Uzza (Abu Lahab)	3	Q65867,Q66530,Q94227
Q66751	Publius Aelius Hadrianus Afer	3	Q68157,Q68190,Q70095
Q66754	Khalid bin  Abd al-'Uzza (Abu Lahab)	3	Q65867,Q66530,Q94227
Q66763	Utbah son of Abu Lahab  Abu Lahab	3	Q65867,Q66530,Q94227
Q66766	Masruh bin  Abd al-'Uzza (Abu Lahab)	3	Q65867,Q94227,Q94467
Q66784	Andhra Pradesh	3	Q68223,Q68256,Q68283
Q66796	Arwa daughter of  Kurayz	3	Q65876,Q94223,Q94447
Q66799	Duba'ah bint  Az-Zubayr	3	Q65882,Q94225,Q94449
Q66802	Umm Hakim daughter of  Az-Zubayr	3	Q65882,Q94225,Q94449
Q66805	Safiya daughter of  Az-Zubayr	3	Q65882,Q94225,Q94449
Q66808	Umm al-Zubayr daughter of  Az-Zubayr	3	Q65882,Q94225,Q94449
Q66817	Pompeia Plotina	3	Q151520,Q68317,Q68335
Q66826	Tulayb son of  Umayr	3	Q65885,Q94229,Q94469
Q66829	Abu Salma 'Abdullah bin 'Abdul Asad	3	Q65888,Q94237,Q94491
Q66832	Abu Sabra son of  Abu Ruhm	3	Q65888,Q94237,Q94491
Q66838	Abdullah son of  Jahsh	3	Q65900,Q94235,Q94483
Q66844	Hammanah binte Jahash al-Asadi	3	Q65900,Q94235,Q94483
Q66847	Abu Ahmad	3	Q65900,Q94235,Q94483
Q66853	Habiba (Umm Habib) daughter of  Jahsh	3	Q65900,Q94235,Q94483
Q66895	Zaynab (daughter of Jahsh)  Banu Asad-Mudar	3	Q65933,Q94235,Q94479
Q66940	Umme Katheer binte al-Abbas	3	Q86888,Q94415,Q94772
Q66943	Safiya binte al-Abbas	3	Q86888,Q94415,Q94772
Q66949	Amina daughter of  al-Abbas	3	Q86888,Q94415,Q94772
Q66952	Katheer son of al-Abbas	3	Q86888,Q94415,Q94772
Q66955	Tamaam son of al-Abbas	3	Q86888,Q94415,Q94772
Q66958	al-Faraa daughter of  al-Abbas	3	Q86888,Q94415,Q94778
Q66961	al-Abbas son of  al-Abbas	3	Q86888,Q94415,Q94778
Q66964	Mushir son of  al-Abbas	3	Q86888,Q94415,Q94778
Q66967	Awn son of  Abbas	3	Q86888,Q94415,Q94778
Q66991	Gaius Julius Longinus Soaemus of Emesa	3	Q67024,Q99322,Q99324
Q67486	Yahya son of  Maulana Ali	3	Q66360,Q66566,Q66874
Q67492	Awn son of  Maulana Ali	3	Q66360,Q66566,Q66874
Q67672	"Muhammad bin ""Abu Salma"" 'Abdullah"	3	Q66506,Q66829,Q94475
Q67675	"Salma bin ""Abu Salma"" 'Abdullah"	3	Q66506,Q66829,Q94475
Q67678	Umar son of  Abu Salama	3	Q66506,Q66829,Q94475
Q67681	Durah daughter of  Abu Salama	3	Q66506,Q66829,Q94475
Q67684	Zainab daughter of  Abu Salama	3	Q66506,Q66829,Q94475
Q67690	Umayna daughter of  Sakhr (Abu Sufyan)	3	Q66527,Q66659,Q96284
Q67693	Hind daughter of  Sakhr (Abu Sufyan)	3	Q66527,Q66659,Q96284
Q67696	Sakhra daughter of  Sakhr (Abu Sufyan)	3	Q66527,Q66659,Q96284
Q67702	'Amr bin Abu Sufyaan	3	Q66527,Q66659,Q96284
Q67768	Juwayriya daughter of  Sakhr (Abu Sufyan)	3	Q66527,Q66673,Q96284
Q67771	Umm Hakam daughter of  Sakhr (Abu Sufyan)	3	Q66527,Q66673,Q96284
Q67774	Utbah son of  Sakhr (Abu Sufyan)	3	Q66527,Q66673,Q96284
Q67777	Hanzala son of Abu Sufyaan	3	Q66527,Q66673,Q96284
Q67780	Maimoona binte Abu Sufyaan	3	Q66527,Q96284,Q96950
Q67789	Harith son of  Sakhr (Abu Sufyan)	3	Q66527,Q96284,Q96958
Q67792	Azzah daughter of  Sakhr (Abu Sufyan)	3	Q66527,Q96284,Q96958
Q67834	Khalid son of  Zubayr	3	Q66539,Q94723,Q95135
Q67837	Umar son of  Zubayr	3	Q66539,Q94723,Q95135
Q67840	Habiba daughter of  Zubayr	3	Q66539,Q94723,Q95135
Q67843	Sawda daughter of  Zubayr	3	Q66539,Q94723,Q95135
Q67846	Hind daughter of  Zubayr	3	Q66539,Q94723,Q95135
Q67855	Ramlah daughter of  Zubayr	3	Q66539,Q94723,Q95139
Q67858	Hamzah son of  Zubayr	3	Q66539,Q94723,Q95139
Q67885	Abdullah bin  Ja'afar ut-Tayyar	3	Q66566,Q66775,Q66877
Q67932	Asma binte Sayyidna Aqeel	3	Q66670,Q66772,Q94034
Q67935	Zainab binte Sayyidna Aqeel	3	Q66670,Q66772,Q94034
Q67938	Muhammad son of Sayyidna Aqeel	3	Q66670,Q66772,Q94034
Q67941	'Isa bin Sayyidna Aqeel	3	Q66670,Q66772,Q94034
Q67944	al-Hasan son of Sayyidna Aqeel	3	Q66670,Q66772,Q94034
Q67947	Yazid son of Sayyidna Aqeel	3	Q66670,Q66772,Q94034
Q67983	Utbah son of  Nawfal	3	Q66706,Q66748,Q94461
Q67986	Walid son of  Naufal	3	Q66706,Q66748,Q94461
Q67989	Abu Muslim son of  Naufal	3	Q66706,Q66748,Q94461
Q68016	Abdullah son of Abu Sufyaan son of al-Haarith	3	Q66727,Q66787,Q94040
Q68019	Ali son of Abu Sufyaan son of al-Haarith	3	Q66727,Q66787,Q94040
Q68022	NN Daughter of Abu Sufyan daughter of  Abu Sufyan	3	Q66727,Q66787,Q94040
Q68028	Ja'afar bin Abu Sufyaan bin al-Haarith	3	Q66727,Q66787,Q94040
Q68079	Abdullah son of  Aqeel	3	Q66772,Q67241,Q94034
Q68082	Abu Said son of  Aqeel	3	Q66772,Q67241,Q94034
Q68085	Ramlah binte Sayyidna Aqeel	3	Q66772,Q67241,Q94034
Q68088	Abdul Rahman son of  Aqeel	3	Q66772,Q67241,Q94034
Q68094	Ja'far bin  Aqeel	3	Q66772,Q67241,Q94034
Q68097	Musa son of  Aqeel	3	Q66772,Q67241,Q94034
Q68118	Arwa bint Kurayz	3	Q107397,Q66796,Q67965
Q68148	Usama son of  Abu Ahmad	3	Q66847,Q67786,Q94858
Q68293	Muhammad son of  Abdullah	3	Q86876,Q94757,Q95155
Q68302	al-Fadl son of  Abdullah	3	Q86876,Q94757,Q95155
Q68308	Asma daughter of  Abdullah	3	Q86876,Q94757,Q95159
Q68617	Umar bin Khaththab (Amirul mu'minin)	3	Q67142,Q67148,Q67364
Q69170	Fatimah bint Husayn	3	Q67465,Q68782,Q68815
Q69413	Muhammad son of  Abdur Rahman	3	Q67651,Q94836,Q94862
Q69416	Humayd son of  Abdur Rahman	3	Q67651,Q94836,Q94862
Q69425	Amat ar-Rahman son of  Abdur Rahman	3	Q67651,Q94836,Q94862
Q69428	Ibrahim son of Abdul Rahman son of al-Awf	3	Q67651,Q94836,Q94862
Q69431	Hamida daughter of  Abdur Rahman	3	Q67651,Q94836,Q94862
Q69434	Yahya son of Abdul Rahman son of al-Awf	3	Q67651,Q94836,Q94862
Q69437	Urwa son of  Abdur Rahman	3	Q67651,Q94836,Q94862
Q69440	Bilal son of  Abdur Rahman	3	Q67651,Q94836,Q94862
Q69503	Abu Sufyan son of Huwaithib	3	Q67708,Q96932,Q97632
Q69535	Hisham bin 'Urwah	3	Q67801,Q95113,Q95651
Q69589	Muhammad son of Marwan I son of al-Hakam	3	Q67906,Q94363,Q98269
Q69706	Plancina  Munatia	3	Q141581,Q70331,Q70334
Q70152	Rubellia Bassa	3	Q70718,Q70751,Q77386
Q70340	Lucius Scribonius Libo	3	Q139746,Q70988,Q71002
Q70361	Marcus Junius Silanus	3	Q144099,Q71137,Q71146
Q70439	Shu-Ilishu	3	Q129841,Q70436,Q70475
Q70910	Arrecina Clementina	3	Q71882,Q71915,Q77257
Q71137	Marcus Junius Silanus	3	Q72287,Q72290,Q72439
Q72434	Marcus Aemilius Lepidus	3	Q72615,Q72618,Q72693
Q72457	Gnaeus Pompeius Strabo	3	Q72645,Q72648,Q73020
Q72624	Livia	3	Q72798,Q72801,Q73284
Q72798	Marcus Livius Drusus	3	Q72951,Q72954,Q73431
Q72801	Cornelia	3	Q72957,Q73017,Q73428
Q72888	Tryphaena	3	Q73035,Q73038,Q78719
Q72933	Marcus Licinius Crassus	3	Q72657,Q73083,Q73098
Q72957	Consul (138 BC) - Publius Cornelius Scipio Nasica Serapio	3	Q73128,Q73131,Q99368
Q72972	Publius Licinius Crassus Dives	3	Q72912,Q73665,Q99408
Q73020	Lucilia	3	Q139727,Q72645,Q72648
Q73035	Cleopatra III of Egypt	3	Q73038,Q73194,Q73197
Q73044	Cleopatra Thea	3	Q73038,Q73194,Q73197
Q73101	Consul (182 & 168 BC) - Lucius Aemilius Paullus Macedonicus	3	Q73266,Q73269,Q99378
Q73113	Marcus Aemilius Lepidus	3	Q73275,Q73278,Q73419
Q73128	Publius Cornelius Scipio Nasica Corculum	3	Q73293,Q99384,Q99386
Q73275	Marcus Aemilius Lepidus	3	Q151633,Q73419,Q73422
Q73284		3	Q72951,Q72954,Q73431
Q73296	Aemilia Tertia	3	Q73266,Q73269,Q99378
Q73377	Nysa	3	Q135914,Q73368,Q73380
Q73389	Sextus Julius Caesar	3	Q144027,Q73524,Q73527
Q73503	Laodice II	3	Q73635,Q73638,Q73746
Q73515	Laodice	3	Q133344,Q134310,Q73380
Q73563	Publius Claudius Pulcher	3	Q73677,Q73680,Q73782
Q73970	Appius Claudius Crassus Inregillensis	3	Q151743,Q74091,Q78752
Q74067	Darius II	3	Q74126,Q74129,Q99426
Q74201	Numa Marcius  Numae	3	Q74258,Q74261,Q74509
Q74252	Tatia	3	Q74311,Q74314,Q74317
Q74255	King of Rome II - Numa Pompilius (716-672 BC)	3	Q134935,Q74320,Q74323
Q74494		3	Q74629,Q74632,Q99494
Q74717	Erebos	3	Q130496,Q131426,Q131428
Q74804	Latinus Silvius	3	Q134044,Q74813,Q74816
Q74861	"Faunus ""Lupercus""  ben Picus"	3	Q74873,Q74876,Q90259
Q74909	Tros  King of Troy	3	Q74940,Q74943,Q90464
Q74973	Danaus	3	Q131024,Q74701,Q90576
Q74991	Abas	3	Q132482,Q133142,Q75039
Q75012	Electra 	3	Q74970,Q74973,Q90309
Q75087	"Enarete, ""Aenarete"", ""Enareta"", ""Aegiale"""	3	Q75120,Q75123,Q90470
Q75138	Ladon	3	Q74970,Q74973,Q90309
Q75201	Cambo Blascon (Jupiter II)  Janigenae	3	Q75231,Q75234,Q90608
Q75231	Blascon King Of Janigenae  of the Janigenae	3	Q75270,Q75273,Q90610
Q75279	Pelasgus	3	Q74656,Q75315,Q90359
Q75336	Phoroneus	3	Q75357,Q75360,Q90325
Q75348	Tithonus	3	Q132332,Q74656,Q75369
Q75357	Melia	3	Q74970,Q74973,Q90309
Q75360	Inachus	3	Q74970,Q74973,Q90309
Q75495	Maria  de Rome	3	Q75498,Q75501,Q99627
Q76355	Appia Veturia Aurelia Coeciva Sabinilla	3	Q151576,Q76577,Q76580
Q76475	Sergius Octavius  Laenas Paullus	3	Q76693,Q76696,Q99659
Q76625	Gaius Neratius	3	Q76864,Q77083,Q99665
Q77257	Julia	3	Q72374,Q77485,Q77722
Q77791	Lucius Cassius Longinus	3	Q153597,Q77958,Q77961
Q78027	Glaphyra	3	Q78192,Q78195,Q99709
Q78189	Herod the Great	3	Q78348,Q78351,Q99725
Q78393	Appius Claudius Pulcher	3	Q78396,Q78525,Q78528
Q78582	Attalus I, king of Pergamon	3	Q78685,Q78688,Q78691
Q78603	Archelaus	3	Q74228,Q78710,Q79010
Q78691	King of Pergamon II - Eumenes I (263241 BC)	3	Q78764,Q78767,Q78770
Q78704	John Hyrcanus	3	Q151286,Q78776,Q85148
Q79114	Epiphania	3	Q113001,Q79102,Q99508
Q82390	Fernao  Soares de Moscoso	3	Q81587,Q82362,Q82364
Q85240	Nitocris  Princess of Egypt	3	Q195013,Q85249,Q85251
Q85247	Neferibre Psamtek Psammetichus last king of Judah	3	Q195013,Q85249,Q85251
Q85253	Psamtek Wahibre	3	Q195390,Q85261,Q85263
Q85380	Shoshenq D . 	3	Q195124,Q85374,Q85392
Q85438	Maatkare	3	Q195446,Q85416,Q85418
Q85654	Mentuhotep III (IV), King of Egypt 	3	Q85662,Q85664,Q85985
Q85664	Mentuhotep II Nebhepetra, King of Egypt 	3	Q85668,Q85670,Q85678
Q85674	Inyotef II, King of Egypt 	3	Q85680,Q85682,Q85903
Q85686	Ankhfn-Khonsu, Prince of Egypt 	3	Q85692,Q85694,Q85704
Q85740	Neferirkare Kakai 	3	Q195152,Q85744,Q85746
Q85754	Menkaure Khet	3	Q195158,Q85756,Q85758
Q85808	Djet	3	Q195273,Q85810,Q85812
Q86189	Senusret-sonbe . 	3	Q195205,Q86147,Q86159
Q86191	Khakhaure Senusret III	3	Q195205,Q86147,Q86149
Q86193	Sithathoryunet . 	3	Q195205,Q86147,Q86157
Q86197	Hetshepsut . 	3	Q195205,Q86147,Q86155
Q86199	Atmuneferu . 	3	Q195205,Q86147,Q86155
Q86269	Intef the Elder	3	Q195814,Q85686,Q85688
Q86565	Nachum  ben Achaya	3	Q86573,Q86575,Q91032
Q86567	Hobah  bat Rab	3	Q86577,Q86579,Q91038
Q86605	Hunya  ben Nathan	3	Q86613,Q86615,Q91216
Q86665	bat Hizkiya ibn Nearya	3	Q86675,Q86677,Q92232
Q86683	Hizkiya  ben Shehanya	3	Q86695,Q86697,Q92659
Q86836	Hazrat Syed Imam Muhammad Baqer RH son of  Imam Zainal Abidin	3	Q86852,Q86854,Q86856
Q86975	Lu'ay born of Ghalib	3	Q153797,Q62689,Q85847
Q87322	劉	3	Q87314,Q87342,Q87344
Q87340	Elchishye Bektur  	3	Q60233,Q87362,Q87364
Q87428	  	3	Q58889,Q87434,Q87436
Q87448	Cheng Kung  of Yan	3	Q58290,Q87452,Q87454
Q87513	 Kung  	3	Q58281,Q87523,Q87525
Q87533	 Kung  	3	Q57987,Q87543,Q87545
Q87535	 Kung  	3	Q57183,Q87547,Q87549
Q87727	Ji Li , 39  Ji 	3	Q6605,Q87737,Q87739
Q87821	 	3	Q6453,Q87823,Q87825
Q87896	Adda (or Addoi) daughter of Bustenai	3	Q86519,Q87872,Q90684
Q87906	"Mar Sutra I ""Guriya""  ben Mar Zutra III"	3	Q68341,Q87880,Q90759
Q88032	Nechemya  ben Magis	3	Q88006,Q90821,Q90845
Q88144	David Avraham  ben Hazub	3	Q88096,Q88216,Q90849
Q88146	"Abu Zakkai ""Yehudah""  ben David"	3	Q88096,Q88216,Q90849
Q88184	Avin ben Eliyahu	3	Q88136,Q90873,Q99125
Q88248	Yehuda ben Yosef  ibn Ezra Ibn Shaprut	3	Q88172,Q90867,Q90904
Q88250	Yitzhak ben Hasdai  ibn Ezra ibn Shaprut	3	Q88172,Q90867,Q90904
Q88448	Sitt al-Muna  bat Nathan	3	Q88370,Q88374,Q90976
Q88604	"David ""Ya'ish"" ibn Hiyya"	3	Q88526,Q88532,Q88536
Q88606	Shmuel  ben Yehudah	3	Q88526,Q88532,Q88536
Q88630	Avraham II  ben Ezra. HaLevi	3	Q88550,Q88650,Q91112
Q88644	Shmuel  Abravanel	3	Q88566,Q88628,Q91098
Q88646	????  Daughter of Isaac ibn Muhajir	3	Q88566,Q88628,Q91098
Q88827	Perfet Nasi	3	Q88741,Q88978,Q91240
Q89371	Gonzalo  Garcia de Santa Maria	3	Q89215,Q89309,Q91378
Q89491	Alonzo  Gutierrez de La Caballeria	3	Q89327,Q89369,Q91406
Q89493	Gonzalo  Gutierrez de la Caballeria	3	Q89327,Q89369,Q91406
Q89495	Pedro  Gutierrez de la Cavalleria	3	Q89327,Q89369,Q91406
Q89497	Diego  Gutierrez de la Cavalleria	3	Q89327,Q89369,Q91406
Q89498	Rodrigo  Gutierrez	3	Q89327,Q89369,Q91406
Q89540	Teresa  Rodriguez de Maluenda	3	Q89353,Q91458,Q91460
Q89570	N.  de la Cavalleria	3	Q89373,Q91494,Q91496
Q89777	Lope  Perez de Maluenda	3	Q89544,Q91464,Q91596
Q89779	Diego  Perez de Maluenda	3	Q89544,Q91464,Q91596
Q89781	Alvar  Perez de Maluenda	3	Q89544,Q91464,Q91596
Q89823	N.  de Maluenda	3	Q89570,Q89572,Q91662
Q89993	Gonzalo  de Cervantes Avellaneda	3	Q89759,Q91574,Q91763
Q89999	hernando  arias de Cervantes	3	Q89759,Q91574,Q91763
Q90001	Luisa de Avellaneda y Cervantes	3	Q89759,Q91574,Q91763
Q90031	Antonio  de la Cadena Maluenda	3	Q89775,Q91594,Q91791
Q90033	Luis  de la Cadena Maluenda	3	Q89775,Q91594,Q91791
Q90223	Clara  de Bocanegra Gutierrez Cavalleria	3	Q89951,Q91733,Q91976
Q90225	Juan  Gutierrez de Bocanegra	3	Q89951,Q91733,Q91976
Q90227	Marcos  Mexia de Bocanegera	3	Q89951,Q91733,Q91976
Q90283	Creusa  Zauja Ascanius	3	Q90301,Q90303,Q90672
Q90293	Perseis  Goddess	3	Q74970,Q74973,Q90309
Q90325	Inachus	3	Q74970,Q74973,Q90309
Q90353	Placia (Strymo)	3	Q74937,Q90329,Q90414
Q90402	Themisto	3	Q75138,Q90321,Q90400
Q90462	Eurybia	3	Q74701,Q74997,Q90460
Q90482	Leukon	3	Q75039,Q90291,Q90402
