verdict	side	parent	parent_kind	child	child_kind
BOTH-REAL	child-only	Q119028	real	Q107522	real
BOTH-REAL	child-only	Q119028	real	Q107524	real
BOTH-REAL	child-only	Q119028	real	Q107526	real
BOTH-REAL	child-only	Q119028	real	Q107528	real
BOTH-REAL	child-only	Q119034	real	Q66515	real
BOTH-REAL	child-only	Q119489	real	Q205254	real
BOTH-REAL	child-only	Q119489	real	Q207250	real
BOTH-REAL	child-only	Q119489	real	Q207251	real
BOTH-REAL	child-only	Q119489	real	Q207252	real
BOTH-REAL	child-only	Q119519	real	Q205212	real
BOTH-REAL	child-only	Q121951	real	Q107333	real
BOTH-REAL	child-only	Q123440	real	Q101439	real
BOTH-REAL	child-only	Q123443	real	Q101439	real
BOTH-REAL	child-only	Q123443	real	Q104005	real
BOTH-REAL	child-only	Q123443	real	Q104007	real
BOTH-REAL	child-only	Q123443	real	Q104009	real
BOTH-REAL	child-only	Q123443	real	Q104011	real
BOTH-REAL	child-only	Q123443	real	Q104013	real
BOTH-REAL	child-only	Q123443	real	Q104015	real
BOTH-REAL	child-only	Q123509	real	Q102831	real
BOTH-REAL	child-only	Q123509	real	Q102833	real
BOTH-REAL	child-only	Q123509	real	Q102835	real
BOTH-REAL	child-only	Q123509	real	Q102837	real
BOTH-REAL	child-only	Q123509	real	Q102839	real
BOTH-REAL	child-only	Q123509	real	Q102841	real
BOTH-REAL	child-only	Q123528	real	Q119242	real
BOTH-REAL	child-only	Q124235	real	Q102139	real
BOTH-REAL	child-only	Q124235	real	Q102147	real
BOTH-REAL	child-only	Q124249	real	Q102363	real
BOTH-REAL	child-only	Q124249	real	Q102365	real
BOTH-REAL	child-only	Q124249	real	Q102367	real
BOTH-REAL	child-only	Q124257	real	Q106144	real
BOTH-REAL	child-only	Q124281	real	Q103846	real
BOTH-REAL	child-only	Q124281	real	Q103850	real
BOTH-REAL	child-only	Q124281	real	Q103852	real
BOTH-REAL	child-only	Q124281	real	Q103854	real
BOTH-REAL	child-only	Q124281	real	Q103858	real
BOTH-REAL	child-only	Q124281	real	Q103860	real
BOTH-REAL	child-only	Q124295	real	Q105195	real
BOTH-REAL	child-only	Q124295	real	Q107347	real
BOTH-REAL	child-only	Q124326	real	Q104371	real
BOTH-REAL	child-only	Q124326	real	Q104375	real
BOTH-REAL	child-only	Q130322	real	Q153494	real
BOTH-REAL	child-only	Q130322	real	Q153520	real
BOTH-REAL	child-only	Q130392	real	Q74698	real
BOTH-REAL	child-only	Q130392	real	Q74701	real
BOTH-REAL	child-only	Q130496	real	Q74720	real
BOTH-REAL	child-only	Q131024	real	Q74973	real
BOTH-REAL	child-only	Q131430	real	Q74698	real
BOTH-REAL	child-only	Q131430	real	Q74701	real
BOTH-REAL	child-only	Q131902	real	Q75123	real
BOTH-REAL	child-only	Q132332	real	Q132333	real
BOTH-REAL	child-only	Q132332	real	Q132455	real
BOTH-REAL	child-only	Q132332	real	Q133162	real
BOTH-REAL	child-only	Q132332	real	Q133286	real
BOTH-REAL	child-only	Q132332	real	Q133645	real
BOTH-REAL	child-only	Q132332	real	Q133651	real
BOTH-REAL	child-only	Q132332	real	Q133652	real
BOTH-REAL	child-only	Q132332	real	Q133653	real
BOTH-REAL	child-only	Q132332	real	Q133654	real
BOTH-REAL	child-only	Q132332	real	Q133655	real
BOTH-REAL	child-only	Q132332	real	Q133656	real
BOTH-REAL	child-only	Q132332	real	Q133657	real
BOTH-REAL	child-only	Q132332	real	Q133658	real
BOTH-REAL	child-only	Q132332	real	Q75348	real
BOTH-REAL	child-only	Q132482	real	Q74991	real
BOTH-REAL	child-only	Q132730	real	Q130496	real
BOTH-REAL	child-only	Q132823	real	Q73380	real
BOTH-REAL	child-only	Q132880	real	Q134107	real
BOTH-REAL	child-only	Q133062	real	Q75123	real
BOTH-REAL	child-only	Q135746	real	Q2618	real
BOTH-REAL	child-only	Q144298	real	Q99725	real
BOTH-REAL	child-only	Q151476	real	Q73119	real
BOTH-REAL	child-only	Q152973	real	Q16001278	real
BOTH-REAL	child-only	Q152973	real	Q47088829	real
BOTH-REAL	child-only	Q153399	real	Q28320	real
BOTH-REAL	child-only	Q153469	real	Q28296	real
BOTH-REAL	child-only	Q153769	real	Q70137	real
BOTH-REAL	child-only	Q153770	real	Q70137	real
BOTH-REAL	child-only	Q153794	real	Q153738	real
BOTH-REAL	child-only	Q16420	real	Q28184	real
BOTH-REAL	child-only	Q16432	real	Q28257	real
BOTH-REAL	child-only	Q16440	real	Q28329	real
BOTH-REAL	child-only	Q18257	real	Q28241	real
BOTH-REAL	child-only	Q19213	real	Q28261	real
BOTH-REAL	child-only	Q19217	real	Q28265	real
BOTH-REAL	child-only	Q19225	real	Q28289	real
BOTH-REAL	child-only	Q221674	real	Q45071026	real
BOTH-REAL	child-only	Q221674	real	Q53326	real
BOTH-REAL	child-only	Q221674	real	Q934533	real
BOTH-REAL	child-only	Q2464	real	Q51668	real
BOTH-REAL	child-only	Q28026	real	Q28193	real
BOTH-REAL	child-only	Q28356	real	Q28344	real
BOTH-REAL	child-only	Q28798	real	Q28201	real
BOTH-REAL	child-only	Q28802	real	Q28201	real
BOTH-REAL	child-only	Q30606	real	Q2781	real
BOTH-REAL	child-only	Q30626	real	Q152931	real
BOTH-REAL	child-only	Q31353	real	Q28241	real
BOTH-REAL	child-only	Q31690	real	Q28142	real
BOTH-REAL	child-only	Q31758	real	Q28175	real
BOTH-REAL	child-only	Q31883	real	Q28245	real
BOTH-REAL	child-only	Q31907	real	Q28261	real
BOTH-REAL	child-only	Q31911	real	Q28269	real
BOTH-REAL	child-only	Q31915	real	Q28281	real
BOTH-REAL	child-only	Q31947	real	Q28325	real
BOTH-REAL	child-only	Q337	real	Q345	real
BOTH-REAL	child-only	Q337	real	Q346	real
BOTH-REAL	child-only	Q41344	real	Q28154	real
BOTH-REAL	child-only	Q41344	real	Q28157	real
BOTH-REAL	child-only	Q41344	real	Q28160	real
BOTH-REAL	child-only	Q41344	real	Q28163	real
BOTH-REAL	child-only	Q41344	real	Q28166	real
BOTH-REAL	child-only	Q41344	real	Q28172	real
BOTH-REAL	child-only	Q43763	real	Q28196	real
BOTH-REAL	child-only	Q48161	real	Q28273	real
BOTH-REAL	child-only	Q51331	real	Q28300	real
BOTH-REAL	child-only	Q51341	real	Q28308	real
BOTH-REAL	child-only	Q51352	real	Q28320	real
BOTH-REAL	child-only	Q51387	real	Q28332	real
BOTH-REAL	child-only	Q52172	real	Q153595	real
BOTH-REAL	child-only	Q52172	real	Q29006	real
BOTH-REAL	child-only	Q52184	real	Q2288	real
BOTH-REAL	child-only	Q52196	real	Q28227	real
BOTH-REAL	child-only	Q52212	real	Q28239	real
BOTH-REAL	child-only	Q52224	real	Q28255	real
BOTH-REAL	child-only	Q52228	real	Q2299	real
BOTH-REAL	child-only	Q52228	real	Q51321	real
BOTH-REAL	child-only	Q52236	real	Q28268	real
BOTH-REAL	child-only	Q52252	real	Q28280	real
BOTH-REAL	child-only	Q52256	real	Q28284	real
BOTH-REAL	child-only	Q52288	real	Q28324	real
BOTH-REAL	child-only	Q52300	real	Q28332	real
BOTH-REAL	child-only	Q52308	real	Q2319	real
BOTH-REAL	child-only	Q52312	real	Q28344	real
BOTH-REAL	child-only	Q52324	real	Q28356	real
BOTH-REAL	child-only	Q52328	real	Q28364	real
BOTH-REAL	child-only	Q52336	real	Q28368	real
BOTH-REAL	child-only	Q52340	real	Q2327	real
BOTH-REAL	child-only	Q52340	real	Q51407	real
BOTH-REAL	child-only	Q52348	real	Q28380	real
BOTH-REAL	child-only	Q52352	real	Q2330	real
BOTH-REAL	child-only	Q52360	real	Q28388	real
BOTH-REAL	child-only	Q52364	real	Q28392	real
BOTH-REAL	child-only	Q52368	real	Q2333	real
BOTH-REAL	child-only	Q52372	real	Q2335	real
BOTH-REAL	child-only	Q52376	real	Q28408	real
BOTH-REAL	child-only	Q52380	real	Q28412	real
BOTH-REAL	child-only	Q52384	real	Q28416	real
BOTH-REAL	child-only	Q52388	real	Q28420	real
BOTH-REAL	child-only	Q52400	real	Q28433	real
BOTH-REAL	child-only	Q52404	real	Q2343	real
BOTH-REAL	child-only	Q52404	real	Q51437	real
BOTH-REAL	child-only	Q52412	real	Q28445	real
BOTH-REAL	child-only	Q52416	real	Q2346	real
BOTH-REAL	child-only	Q52428	real	Q28457	real
BOTH-REAL	child-only	Q52432	real	Q2349	real
BOTH-REAL	child-only	Q52440	real	Q28473	real
BOTH-REAL	child-only	Q52444	real	Q28477	real
BOTH-REAL	child-only	Q52448	real	Q2354	real
BOTH-REAL	child-only	Q52448	real	Q51467	real
BOTH-REAL	child-only	Q52452	real	Q28485	real
BOTH-REAL	child-only	Q52456	real	Q2356	real
BOTH-REAL	child-only	Q52460	real	Q2357	real
BOTH-REAL	child-only	Q52468	real	Q28497	real
BOTH-REAL	child-only	Q52476	real	Q28901	real
BOTH-REAL	child-only	Q52484	real	Q28909	real
BOTH-REAL	child-only	Q52492	real	Q28917	real
BOTH-REAL	child-only	Q52504	real	Q28925	real
BOTH-REAL	child-only	Q52512	real	Q28938	real
BOTH-REAL	child-only	Q52520	real	Q28946	real
BOTH-REAL	child-only	Q52528	real	Q28954	real
BOTH-REAL	child-only	Q52556	real	Q28986	real
BOTH-REAL	child-only	Q52556	real	Q51508	real
BOTH-REAL	child-only	Q52564	real	Q28994	real
BOTH-REAL	child-only	Q52572	real	Q28998	real
BOTH-REAL	child-only	Q52576	real	Q29002	real
BOTH-REAL	child-only	Q52580	real	Q2389	real
BOTH-REAL	child-only	Q52636	real	Q2403	real
BOTH-REAL	child-only	Q52649	real	Q29080	real
BOTH-REAL	child-only	Q52669	real	Q2449	real
BOTH-REAL	child-only	Q52669	real	Q29108	real
BOTH-REAL	child-only	Q52705	real	Q29100	real
BOTH-REAL	child-only	Q52705	real	Q29288	real
BOTH-REAL	child-only	Q52788	real	Q2441	real
BOTH-REAL	child-only	Q52788	real	Q51592	real
BOTH-REAL	child-only	Q52792	real	Q2442	real
BOTH-REAL	child-only	Q52800	real	Q2446	real
BOTH-REAL	child-only	Q52800	real	Q29232	real
BOTH-REAL	child-only	Q52804	real	Q2448	real
BOTH-REAL	child-only	Q52804	real	Q51596	real
BOTH-REAL	child-only	Q52970	real	Q5864	real
BOTH-REAL	child-only	Q52974	real	Q2485	real
BOTH-REAL	child-only	Q52974	real	Q2487	real
BOTH-REAL	child-only	Q52986	real	Q2490	real
BOTH-REAL	child-only	Q52986	real	Q2491	real
BOTH-REAL	child-only	Q52986	real	Q2493	real
BOTH-REAL	child-only	Q52986	real	Q2515	real
BOTH-REAL	child-only	Q52986	real	Q29425	real
BOTH-REAL	child-only	Q53006	real	Q2489	real
BOTH-REAL	child-only	Q53006	real	Q2495	real
BOTH-REAL	child-only	Q53097	real	Q29533	real
BOTH-REAL	child-only	Q53105	real	Q29550	real
BOTH-REAL	child-only	Q53121	real	Q29554	real
BOTH-REAL	child-only	Q53282	real	Q29810	real
BOTH-REAL	child-only	Q54433	real	Q51954	real
BOTH-REAL	child-only	Q61301	real	Q166510	real
BOTH-REAL	child-only	Q61301	real	Q166512	real
BOTH-REAL	child-only	Q61301	real	Q166515	real
BOTH-REAL	child-only	Q61301	real	Q166516	real
BOTH-REAL	child-only	Q61301	real	Q166517	real
BOTH-REAL	child-only	Q61301	real	Q166518	real
BOTH-REAL	child-only	Q61532	real	Q99314	real
BOTH-REAL	child-only	Q61565	real	Q99314	real
BOTH-REAL	child-only	Q68650	real	Q99322	real
BOTH-REAL	child-only	Q70032	real	Q6441	real
BOTH-REAL	child-only	Q70904	real	Q85786	real
BOTH-REAL	child-only	Q73197	real	Q135918	real
BOTH-REAL	child-only	Q73197	real	Q165392	real
BOTH-REAL	child-only	Q73197	real	Q165393	real
BOTH-REAL	child-only	Q73197	real	Q165394	real
BOTH-REAL	child-only	Q73197	real	Q165395	real
BOTH-REAL	child-only	Q73197	real	Q165396	real
BOTH-REAL	child-only	Q73197	real	Q165397	real
BOTH-REAL	child-only	Q73197	real	Q165399	real
BOTH-REAL	child-only	Q73197	real	Q165403	real
BOTH-REAL	child-only	Q73197	real	Q165405	real
BOTH-REAL	child-only	Q73197	real	Q165406	real
BOTH-REAL	child-only	Q73197	real	Q165408	real
BOTH-REAL	child-only	Q73197	real	Q165409	real
BOTH-REAL	child-only	Q73197	real	Q78713	real
BOTH-REAL	child-only	Q73197	real	Q78716	real
BOTH-REAL	child-only	Q73485	real	Q73182	real
BOTH-REAL	child-only	Q74003	real	Q165340	real
BOTH-REAL	child-only	Q74003	real	Q165341	real
BOTH-REAL	child-only	Q74003	real	Q165441	real
BOTH-REAL	child-only	Q74698	real	Q75054	real
BOTH-REAL	child-only	Q74698	real	Q90309	real
BOTH-REAL	child-only	Q74698	real	Q90368	real
BOTH-REAL	child-only	Q74698	real	Q90372	real
BOTH-REAL	child-only	Q74698	real	Q90376	real
BOTH-REAL	child-only	Q74701	real	Q75054	real
BOTH-REAL	child-only	Q74701	real	Q90309	real
BOTH-REAL	child-only	Q74701	real	Q90368	real
BOTH-REAL	child-only	Q74701	real	Q90372	real
BOTH-REAL	child-only	Q74701	real	Q90376	real
BOTH-REAL	child-only	Q74701	real	Q90410	real
BOTH-REAL	child-only	Q74701	real	Q90460	real
BOTH-REAL	child-only	Q74720	real	Q131432	real
BOTH-REAL	child-only	Q74720	real	Q131434	real
BOTH-REAL	child-only	Q74720	real	Q74698	real
BOTH-REAL	child-only	Q74900	real	Q90259	real
BOTH-REAL	child-only	Q74931	real	Q90271	real
BOTH-REAL	child-only	Q74970	real	Q90311	real
BOTH-REAL	child-only	Q74970	real	Q90313	real
BOTH-REAL	child-only	Q74970	real	Q90315	real
BOTH-REAL	child-only	Q74970	real	Q90317	real
BOTH-REAL	child-only	Q74970	real	Q90319	real
BOTH-REAL	child-only	Q74970	real	Q90321	real
BOTH-REAL	child-only	Q74970	real	Q90323	real
BOTH-REAL	child-only	Q74970	real	Q90327	real
BOTH-REAL	child-only	Q74970	real	Q90329	real
BOTH-REAL	child-only	Q74970	real	Q90331	real
BOTH-REAL	child-only	Q74985	real	Q90538	real
BOTH-REAL	child-only	Q74988	real	Q90538	real
BOTH-REAL	child-only	Q75009	real	Q90468	real
BOTH-REAL	child-only	Q75012	real	Q90366	real
BOTH-REAL	child-only	Q75030	real	Q90460	real
BOTH-REAL	child-only	Q75048	real	Q90526	real
BOTH-REAL	child-only	Q75189	real	Q90450	real
BOTH-REAL	child-only	Q75201	real	Q90600	real
BOTH-REAL	child-only	Q75279	real	Q90394	real
BOTH-REAL	child-only	Q75357	real	Q90406	real
BOTH-REAL	child-only	Q75537	real	Q166408	real
BOTH-REAL	child-only	Q75537	real	Q166410	real
BOTH-REAL	child-only	Q78006	real	Q165628	real
BOTH-REAL	child-only	Q78006	real	Q165629	real
BOTH-REAL	child-only	Q78192	real	Q165669	real
BOTH-REAL	child-only	Q78354	real	Q99709	real
BOTH-REAL	child-only	Q78357	real	Q165613	real
BOTH-REAL	child-only	Q78357	real	Q165614	real
BOTH-REAL	child-only	Q85218	real	Q129797	real
BOTH-REAL	child-only	Q85218	real	Q129799	real
BOTH-REAL	child-only	Q85218	real	Q129801	real
BOTH-REAL	child-only	Q85220	real	Q129690	real
BOTH-REAL	child-only	Q85220	real	Q129694	real
BOTH-REAL	child-only	Q85220	real	Q129696	real
BOTH-REAL	child-only	Q85220	real	Q129698	real
BOTH-REAL	child-only	Q85222	real	Q129680	real
BOTH-REAL	child-only	Q85222	real	Q129682	real
BOTH-REAL	child-only	Q85222	real	Q129684	real
BOTH-REAL	child-only	Q85228	real	Q129307	real
BOTH-REAL	child-only	Q85228	real	Q129311	real
BOTH-REAL	child-only	Q85228	real	Q129313	real
BOTH-REAL	child-only	Q85228	real	Q129315	real
BOTH-REAL	child-only	Q85228	real	Q129317	real
BOTH-REAL	child-only	Q85228	real	Q129319	real
BOTH-REAL	child-only	Q85228	real	Q129321	real
BOTH-REAL	child-only	Q85228	real	Q129323	real
BOTH-REAL	child-only	Q85253	real	Q195013	real
BOTH-REAL	child-only	Q85253	real	Q195030	real
BOTH-REAL	child-only	Q85253	real	Q195032	real
BOTH-REAL	child-only	Q85253	real	Q195336	real
BOTH-REAL	child-only	Q85253	real	Q195544	real
BOTH-REAL	child-only	Q85255	real	Q195013	real
BOTH-REAL	child-only	Q85255	real	Q195030	real
BOTH-REAL	child-only	Q85255	real	Q195032	real
BOTH-REAL	child-only	Q85255	real	Q195336	real
BOTH-REAL	child-only	Q85255	real	Q195544	real
BOTH-REAL	child-only	Q85261	real	Q195035	real
BOTH-REAL	child-only	Q85273	real	Q195133	real
BOTH-REAL	child-only	Q85277	real	Q195390	real
BOTH-REAL	child-only	Q85279	real	Q195390	real
BOTH-REAL	child-only	Q85289	real	Q195031	real
BOTH-REAL	child-only	Q85289	real	Q195493	real
BOTH-REAL	child-only	Q85291	real	Q195493	real
BOTH-REAL	child-only	Q85305	real	Q195096	real
BOTH-REAL	child-only	Q85305	real	Q195779	real
BOTH-REAL	child-only	Q85305	real	Q195780	real
BOTH-REAL	child-only	Q85305	real	Q195781	real
BOTH-REAL	child-only	Q85307	real	Q195096	real
BOTH-REAL	child-only	Q85307	real	Q195779	real
BOTH-REAL	child-only	Q85307	real	Q195780	real
BOTH-REAL	child-only	Q85307	real	Q195781	real
BOTH-REAL	child-only	Q85344	real	Q195339	real
BOTH-REAL	child-only	Q85346	real	Q195085	real
BOTH-REAL	child-only	Q85346	real	Q195329	real
BOTH-REAL	child-only	Q85346	real	Q195653	real
BOTH-REAL	child-only	Q85346	real	Q195661	real
BOTH-REAL	child-only	Q85346	real	Q195662	real
BOTH-REAL	child-only	Q85346	real	Q195663	real
BOTH-REAL	child-only	Q85346	real	Q195833	real
BOTH-REAL	child-only	Q85352	real	Q195135	real
BOTH-REAL	child-only	Q85352	real	Q195655	real
BOTH-REAL	child-only	Q85352	real	Q195656	real
BOTH-REAL	child-only	Q85352	real	Q195657	real
BOTH-REAL	child-only	Q85352	real	Q195658	real
BOTH-REAL	child-only	Q85352	real	Q195659	real
BOTH-REAL	child-only	Q85352	real	Q195660	real
BOTH-REAL	child-only	Q85354	real	Q195135	real
BOTH-REAL	child-only	Q85354	real	Q195656	real
BOTH-REAL	child-only	Q85354	real	Q195657	real
BOTH-REAL	child-only	Q85354	real	Q195658	real
BOTH-REAL	child-only	Q85354	real	Q195659	real
BOTH-REAL	child-only	Q85354	real	Q195660	real
BOTH-REAL	child-only	Q85356	real	Q195124	real
BOTH-REAL	child-only	Q85358	real	Q195124	real
BOTH-REAL	child-only	Q85360	real	Q195036	real
BOTH-REAL	child-only	Q85360	real	Q195343	real
BOTH-REAL	child-only	Q85360	real	Q195345	real
BOTH-REAL	child-only	Q85360	real	Q195511	real
BOTH-REAL	child-only	Q85360	real	Q195518	real
BOTH-REAL	child-only	Q85360	real	Q195519	real
BOTH-REAL	child-only	Q85360	real	Q195523	real
BOTH-REAL	child-only	Q85362	real	Q195036	real
BOTH-REAL	child-only	Q85362	real	Q195511	real
BOTH-REAL	child-only	Q85364	real	Q195071	real
BOTH-REAL	child-only	Q85364	real	Q195072	real
BOTH-REAL	child-only	Q85368	real	Q195426	real
BOTH-REAL	child-only	Q85368	real	Q195647	real
BOTH-REAL	child-only	Q85368	real	Q195648	real
BOTH-REAL	child-only	Q85368	real	Q195650	real
BOTH-REAL	child-only	Q85370	real	Q195648	real
BOTH-REAL	child-only	Q85376	real	Q195347	real
BOTH-REAL	child-only	Q85376	real	Q195348	real
BOTH-REAL	child-only	Q85378	real	Q195347	real
BOTH-REAL	child-only	Q85378	real	Q195348	real
BOTH-REAL	child-only	Q85384	real	Q195073	real
BOTH-REAL	child-only	Q85384	real	Q195074	real
BOTH-REAL	child-only	Q85384	real	Q195480	real
BOTH-REAL	child-only	Q85386	real	Q195073	real
BOTH-REAL	child-only	Q85386	real	Q195074	real
BOTH-REAL	child-only	Q85386	real	Q195480	real
BOTH-REAL	child-only	Q85416	real	Q195016	real
BOTH-REAL	child-only	Q85430	real	Q195125	real
BOTH-REAL	child-only	Q85430	real	Q195126	real
BOTH-REAL	child-only	Q85430	real	Q195749	real
BOTH-REAL	child-only	Q85432	real	Q195125	real
BOTH-REAL	child-only	Q85432	real	Q195126	real
BOTH-REAL	child-only	Q85432	real	Q195749	real
BOTH-REAL	child-only	Q85434	real	Q195446	real
BOTH-REAL	child-only	Q85436	real	Q195446	real
BOTH-REAL	child-only	Q85444	real	Q195396	real
BOTH-REAL	child-only	Q85444	real	Q195495	real
BOTH-REAL	child-only	Q85444	real	Q195705	real
BOTH-REAL	child-only	Q85446	real	Q195396	real
BOTH-REAL	child-only	Q85446	real	Q195495	real
BOTH-REAL	child-only	Q85446	real	Q195705	real
BOTH-REAL	child-only	Q85448	real	Q195845	real
BOTH-REAL	child-only	Q85462	real	Q195009	real
BOTH-REAL	child-only	Q85464	real	Q195009	real
BOTH-REAL	child-only	Q85578	real	Q195100	real
BOTH-REAL	child-only	Q85580	real	Q195100	real
BOTH-REAL	child-only	Q85604	real	Q195063	real
BOTH-REAL	child-only	Q85626	real	Q195205	real
BOTH-REAL	child-only	Q85626	real	Q195713	real
BOTH-REAL	child-only	Q85626	real	Q195714	real
BOTH-REAL	child-only	Q85626	real	Q195715	real
BOTH-REAL	child-only	Q85626	real	Q195716	real
BOTH-REAL	child-only	Q85626	real	Q195717	real
BOTH-REAL	child-only	Q85640	real	Q195182	real
BOTH-REAL	child-only	Q85640	real	Q195719	real
BOTH-REAL	child-only	Q85640	real	Q195720	real
BOTH-REAL	child-only	Q85640	real	Q195721	real
BOTH-REAL	child-only	Q85640	real	Q195722	real
BOTH-REAL	child-only	Q85640	real	Q195723	real
BOTH-REAL	child-only	Q85640	real	Q86089	real
BOTH-REAL	child-only	Q85642	real	Q195205	real
BOTH-REAL	child-only	Q85642	real	Q195710	real
BOTH-REAL	child-only	Q85642	real	Q195711	real
BOTH-REAL	child-only	Q85642	real	Q195713	real
BOTH-REAL	child-only	Q85642	real	Q195714	real
BOTH-REAL	child-only	Q85642	real	Q195715	real
BOTH-REAL	child-only	Q85642	real	Q195716	real
BOTH-REAL	child-only	Q85642	real	Q195717	real
BOTH-REAL	child-only	Q85664	real	Q195107	real
BOTH-REAL	child-only	Q85664	real	Q195177	real
BOTH-REAL	child-only	Q85668	real	Q195143	real
BOTH-REAL	child-only	Q85682	real	Q195483	real
BOTH-REAL	child-only	Q85710	real	Q195183	real
BOTH-REAL	child-only	Q85710	real	Q195190	real
BOTH-REAL	child-only	Q85710	real	Q195620	real
BOTH-REAL	child-only	Q85710	real	Q195622	real
BOTH-REAL	child-only	Q85710	real	Q195628	real
BOTH-REAL	child-only	Q85710	real	Q195630	real
BOTH-REAL	child-only	Q85710	real	Q195631	real
BOTH-REAL	child-only	Q85710	real	Q195634	real
BOTH-REAL	child-only	Q85710	real	Q195639	real
BOTH-REAL	child-only	Q85710	real	Q195641	real
BOTH-REAL	child-only	Q85710	real	Q195684	real
BOTH-REAL	child-only	Q85710	real	Q195698	real
BOTH-REAL	child-only	Q85710	real	Q195700	real
BOTH-REAL	child-only	Q85710	real	Q195703	real
BOTH-REAL	child-only	Q85722	real	Q195678	real
BOTH-REAL	child-only	Q85724	real	Q195183	real
BOTH-REAL	child-only	Q85724	real	Q195190	real
BOTH-REAL	child-only	Q85724	real	Q195622	real
BOTH-REAL	child-only	Q85724	real	Q195630	real
BOTH-REAL	child-only	Q85724	real	Q195639	real
BOTH-REAL	child-only	Q85724	real	Q195684	real
BOTH-REAL	child-only	Q85724	real	Q195703	real
BOTH-REAL	child-only	Q85726	real	Q195689	real
BOTH-REAL	child-only	Q85726	real	Q195690	real
BOTH-REAL	child-only	Q85726	real	Q195691	real
BOTH-REAL	child-only	Q85726	real	Q195692	real
BOTH-REAL	child-only	Q85726	real	Q195693	real
BOTH-REAL	child-only	Q85726	real	Q195696	real
BOTH-REAL	child-only	Q85726	real	Q195697	real
BOTH-REAL	child-only	Q85726	real	Q195765	real
BOTH-REAL	child-only	Q85728	real	Q195689	real
BOTH-REAL	child-only	Q85728	real	Q195690	real
BOTH-REAL	child-only	Q85728	real	Q195691	real
BOTH-REAL	child-only	Q85728	real	Q195692	real
BOTH-REAL	child-only	Q85728	real	Q195693	real
BOTH-REAL	child-only	Q85728	real	Q195696	real
BOTH-REAL	child-only	Q85728	real	Q195697	real
BOTH-REAL	child-only	Q85728	real	Q195765	real
BOTH-REAL	child-only	Q85730	real	Q195633	real
BOTH-REAL	child-only	Q85730	real	Q195678	real
BOTH-REAL	child-only	Q85730	real	Q195679	real
BOTH-REAL	child-only	Q85730	real	Q195680	real
BOTH-REAL	child-only	Q85730	real	Q195681	real
BOTH-REAL	child-only	Q85732	real	Q195694	real
BOTH-REAL	child-only	Q85732	real	Q195695	real
BOTH-REAL	child-only	Q85734	real	Q195694	real
BOTH-REAL	child-only	Q85734	real	Q195695	real
BOTH-REAL	child-only	Q85736	real	Q195237	real
BOTH-REAL	child-only	Q85736	real	Q195677	real
BOTH-REAL	child-only	Q85736	real	Q195686	real
BOTH-REAL	child-only	Q85738	real	Q195237	real
BOTH-REAL	child-only	Q85738	real	Q195677	real
BOTH-REAL	child-only	Q85738	real	Q195686	real
BOTH-REAL	child-only	Q85740	real	Q195148	real
BOTH-REAL	child-only	Q85740	real	Q195149	real
BOTH-REAL	child-only	Q85742	real	Q195148	real
BOTH-REAL	child-only	Q85742	real	Q195149	real
BOTH-REAL	child-only	Q85744	real	Q195153	real
BOTH-REAL	child-only	Q85744	real	Q195589	real
BOTH-REAL	child-only	Q85754	real	Q195023	real
BOTH-REAL	child-only	Q85754	real	Q195154	real
BOTH-REAL	child-only	Q85754	real	Q195232	real
BOTH-REAL	child-only	Q85760	real	Q195162	real
BOTH-REAL	child-only	Q85760	real	Q195163	real
BOTH-REAL	child-only	Q85760	real	Q195185	real
BOTH-REAL	child-only	Q85760	real	Q195186	real
BOTH-REAL	child-only	Q85760	real	Q195187	real
BOTH-REAL	child-only	Q85760	real	Q195307	real
BOTH-REAL	child-only	Q85760	real	Q195309	real
BOTH-REAL	child-only	Q85760	real	Q195311	real
BOTH-REAL	child-only	Q85760	real	Q195411	real
BOTH-REAL	child-only	Q85760	real	Q195574	real
BOTH-REAL	child-only	Q85760	real	Q195575	real
BOTH-REAL	child-only	Q85760	real	Q195580	real
BOTH-REAL	child-only	Q85760	real	Q195582	real
BOTH-REAL	child-only	Q85760	real	Q195584	real
BOTH-REAL	child-only	Q85760	real	Q195585	real
BOTH-REAL	child-only	Q85760	real	Q195826	real
BOTH-REAL	child-only	Q85760	real	Q85758	real
BOTH-REAL	child-only	Q85762	real	Q195186	real
BOTH-REAL	child-only	Q85762	real	Q195584	real
BOTH-REAL	child-only	Q85770	real	Q195664	real
BOTH-REAL	child-only	Q85770	real	Q195665	real
BOTH-REAL	child-only	Q85770	real	Q195674	real
BOTH-REAL	child-only	Q85782	real	Q195227	real
BOTH-REAL	child-only	Q85782	real	Q195228	real
BOTH-REAL	child-only	Q85808	real	Q195214	real
BOTH-REAL	child-only	Q85810	real	Q195212	real
BOTH-REAL	child-only	Q85839	real	Q166168	real
BOTH-REAL	child-only	Q85853	real	Q129648	real
BOTH-REAL	child-only	Q85853	real	Q129650	real
BOTH-REAL	child-only	Q85867	real	Q129652	real
BOTH-REAL	child-only	Q85867	real	Q129654	real
BOTH-REAL	child-only	Q85867	real	Q129656	real
BOTH-REAL	child-only	Q85867	real	Q129658	real
BOTH-REAL	child-only	Q86065	real	Q195182	real
BOTH-REAL	child-only	Q86065	real	Q195719	real
BOTH-REAL	child-only	Q86065	real	Q195720	real
BOTH-REAL	child-only	Q86065	real	Q195721	real
