verdict	side	parent	parent_kind	child	child_kind
BOTH-REAL	parent-only	Q73038	real	Q165406	real
BOTH-REAL	parent-only	Q73038	real	Q165408	real
BOTH-REAL	parent-only	Q73038	real	Q165409	real
BOTH-REAL	parent-only	Q73038	real	Q72888	real
BOTH-REAL	parent-only	Q73038	real	Q73035	real
BOTH-REAL	parent-only	Q73038	real	Q73044	real
BOTH-REAL	parent-only	Q73041	real	Q72891	real
BOTH-REAL	parent-only	Q73044	real	Q72891	real
BOTH-REAL	parent-only	Q73266	real	Q151485	real
BOTH-REAL	parent-only	Q73380	real	Q132139	real
BOTH-REAL	parent-only	Q73380	real	Q133346	real
BOTH-REAL	parent-only	Q73380	real	Q134311	real
BOTH-REAL	parent-only	Q73380	real	Q134312	real
BOTH-REAL	parent-only	Q73380	real	Q134313	real
BOTH-REAL	parent-only	Q73380	real	Q134314	real
BOTH-REAL	parent-only	Q73380	real	Q134315	real
BOTH-REAL	parent-only	Q73380	real	Q134316	real
BOTH-REAL	parent-only	Q73380	real	Q134317	real
BOTH-REAL	parent-only	Q73380	real	Q134318	real
BOTH-REAL	parent-only	Q73380	real	Q134319	real
BOTH-REAL	parent-only	Q73380	real	Q134320	real
BOTH-REAL	parent-only	Q73380	real	Q134321	real
BOTH-REAL	parent-only	Q74677	real	Q132030	real
BOTH-REAL	parent-only	Q74677	real	Q90454	real
BOTH-REAL	parent-only	Q74680	real	Q130572	real
BOTH-REAL	parent-only	Q74680	real	Q130670	real
BOTH-REAL	parent-only	Q74680	real	Q132030	real
BOTH-REAL	parent-only	Q74680	real	Q132031	real
BOTH-REAL	parent-only	Q74680	real	Q132033	real
BOTH-REAL	parent-only	Q74680	real	Q132731	real
BOTH-REAL	parent-only	Q74680	real	Q133253	real
BOTH-REAL	parent-only	Q74680	real	Q133254	real
BOTH-REAL	parent-only	Q74680	real	Q133255	real
BOTH-REAL	parent-only	Q74680	real	Q133256	real
BOTH-REAL	parent-only	Q74680	real	Q133257	real
BOTH-REAL	parent-only	Q74680	real	Q90454	real
BOTH-REAL	parent-only	Q74698	real	Q90317	real
BOTH-REAL	parent-only	Q74701	real	Q131432	real
BOTH-REAL	parent-only	Q74701	real	Q131434	real
BOTH-REAL	parent-only	Q74701	real	Q132732	real
BOTH-REAL	parent-only	Q74701	real	Q74973	real
BOTH-REAL	parent-only	Q74701	real	Q90317	real
BOTH-REAL	parent-only	Q74717	real	Q129997	real
BOTH-REAL	parent-only	Q74717	real	Q130392	real
BOTH-REAL	parent-only	Q74717	real	Q131430	real
BOTH-REAL	parent-only	Q74717	real	Q131552	real
BOTH-REAL	parent-only	Q74717	real	Q131554	real
BOTH-REAL	parent-only	Q74717	real	Q131556	real
BOTH-REAL	parent-only	Q74717	real	Q131560	real
BOTH-REAL	parent-only	Q74717	real	Q131562	real
BOTH-REAL	parent-only	Q74717	real	Q131566	real
BOTH-REAL	parent-only	Q74717	real	Q131568	real
BOTH-REAL	parent-only	Q74717	real	Q131570	real
BOTH-REAL	parent-only	Q74717	real	Q131574	real
BOTH-REAL	parent-only	Q74717	real	Q131578	real
BOTH-REAL	parent-only	Q74717	real	Q131580	real
BOTH-REAL	parent-only	Q74717	real	Q131582	real
BOTH-REAL	parent-only	Q74717	real	Q131584	real
BOTH-REAL	parent-only	Q74717	real	Q131586	real
BOTH-REAL	parent-only	Q74717	real	Q131588	real
BOTH-REAL	parent-only	Q74717	real	Q131590	real
BOTH-REAL	parent-only	Q74717	real	Q131592	real
BOTH-REAL	parent-only	Q74717	real	Q131594	real
BOTH-REAL	parent-only	Q74717	real	Q132107	real
BOTH-REAL	parent-only	Q74717	real	Q132108	real
BOTH-REAL	parent-only	Q74720	real	Q129997	real
BOTH-REAL	parent-only	Q74720	real	Q130392	real
BOTH-REAL	parent-only	Q74720	real	Q130472	real
BOTH-REAL	parent-only	Q74720	real	Q130538	real
BOTH-REAL	parent-only	Q74720	real	Q130608	real
BOTH-REAL	parent-only	Q74720	real	Q130620	real
BOTH-REAL	parent-only	Q74720	real	Q130622	real
BOTH-REAL	parent-only	Q74720	real	Q130624	real
BOTH-REAL	parent-only	Q74720	real	Q131430	real
BOTH-REAL	parent-only	Q74720	real	Q131552	real
BOTH-REAL	parent-only	Q74720	real	Q131554	real
BOTH-REAL	parent-only	Q74720	real	Q131556	real
BOTH-REAL	parent-only	Q74720	real	Q131560	real
BOTH-REAL	parent-only	Q74720	real	Q131562	real
BOTH-REAL	parent-only	Q74720	real	Q131564	real
BOTH-REAL	parent-only	Q74720	real	Q131566	real
BOTH-REAL	parent-only	Q74720	real	Q131568	real
BOTH-REAL	parent-only	Q74720	real	Q131570	real
BOTH-REAL	parent-only	Q74720	real	Q131572	real
BOTH-REAL	parent-only	Q74720	real	Q131574	real
BOTH-REAL	parent-only	Q74720	real	Q131576	real
BOTH-REAL	parent-only	Q74720	real	Q131578	real
BOTH-REAL	parent-only	Q74720	real	Q131580	real
BOTH-REAL	parent-only	Q74720	real	Q131582	real
BOTH-REAL	parent-only	Q74720	real	Q131584	real
BOTH-REAL	parent-only	Q74720	real	Q131586	real
BOTH-REAL	parent-only	Q74720	real	Q131588	real
BOTH-REAL	parent-only	Q74720	real	Q131590	real
BOTH-REAL	parent-only	Q74720	real	Q131592	real
BOTH-REAL	parent-only	Q74720	real	Q131594	real
BOTH-REAL	parent-only	Q74720	real	Q131596	real
BOTH-REAL	parent-only	Q74720	real	Q132786	real
BOTH-REAL	parent-only	Q74798	real	Q74777	real
BOTH-REAL	parent-only	Q74798	real	Q74786	real
BOTH-REAL	parent-only	Q74816	real	Q74804	real
BOTH-REAL	parent-only	Q74937	real	Q90353	real
BOTH-REAL	parent-only	Q74946	real	Q90560	real
BOTH-REAL	parent-only	Q74949	real	Q90560	real
BOTH-REAL	parent-only	Q74970	real	Q90476	real
BOTH-REAL	parent-only	Q74970	real	Q90584	real
BOTH-REAL	parent-only	Q74973	real	Q132271	real
BOTH-REAL	parent-only	Q74973	real	Q132272	real
BOTH-REAL	parent-only	Q74973	real	Q132273	real
BOTH-REAL	parent-only	Q74973	real	Q132274	real
BOTH-REAL	parent-only	Q74973	real	Q132275	real
BOTH-REAL	parent-only	Q74973	real	Q132276	real
BOTH-REAL	parent-only	Q74973	real	Q132277	real
BOTH-REAL	parent-only	Q74973	real	Q132278	real
BOTH-REAL	parent-only	Q74973	real	Q132279	real
BOTH-REAL	parent-only	Q74973	real	Q132280	real
BOTH-REAL	parent-only	Q74973	real	Q132281	real
BOTH-REAL	parent-only	Q74973	real	Q132282	real
BOTH-REAL	parent-only	Q74973	real	Q132380	real
BOTH-REAL	parent-only	Q74973	real	Q133009	real
BOTH-REAL	parent-only	Q74973	real	Q133038	real
BOTH-REAL	parent-only	Q74973	real	Q133104	real
BOTH-REAL	parent-only	Q74973	real	Q133168	real
BOTH-REAL	parent-only	Q74973	real	Q133374	real
BOTH-REAL	parent-only	Q74973	real	Q133387	real
BOTH-REAL	parent-only	Q74973	real	Q133471	real
BOTH-REAL	parent-only	Q74973	real	Q133472	real
BOTH-REAL	parent-only	Q74973	real	Q133473	real
BOTH-REAL	parent-only	Q74973	real	Q133474	real
BOTH-REAL	parent-only	Q74973	real	Q133475	real
BOTH-REAL	parent-only	Q74973	real	Q133476	real
BOTH-REAL	parent-only	Q74973	real	Q133477	real
BOTH-REAL	parent-only	Q74973	real	Q133478	real
BOTH-REAL	parent-only	Q74973	real	Q133479	real
BOTH-REAL	parent-only	Q74973	real	Q133480	real
BOTH-REAL	parent-only	Q74973	real	Q133481	real
BOTH-REAL	parent-only	Q74973	real	Q133482	real
BOTH-REAL	parent-only	Q74973	real	Q133483	real
BOTH-REAL	parent-only	Q74973	real	Q133484	real
BOTH-REAL	parent-only	Q74973	real	Q133485	real
BOTH-REAL	parent-only	Q74973	real	Q133486	real
BOTH-REAL	parent-only	Q74973	real	Q133487	real
BOTH-REAL	parent-only	Q74973	real	Q133488	real
BOTH-REAL	parent-only	Q74973	real	Q133489	real
BOTH-REAL	parent-only	Q74973	real	Q133490	real
BOTH-REAL	parent-only	Q74973	real	Q133491	real
BOTH-REAL	parent-only	Q74973	real	Q133492	real
BOTH-REAL	parent-only	Q74973	real	Q133493	real
BOTH-REAL	parent-only	Q74973	real	Q133494	real
BOTH-REAL	parent-only	Q74973	real	Q133495	real
BOTH-REAL	parent-only	Q74973	real	Q133496	real
BOTH-REAL	parent-only	Q74973	real	Q133497	real
BOTH-REAL	parent-only	Q74973	real	Q133498	real
BOTH-REAL	parent-only	Q74973	real	Q133499	real
BOTH-REAL	parent-only	Q74973	real	Q133500	real
BOTH-REAL	parent-only	Q74973	real	Q133501	real
BOTH-REAL	parent-only	Q74973	real	Q133502	real
BOTH-REAL	parent-only	Q74973	real	Q133503	real
BOTH-REAL	parent-only	Q74973	real	Q133504	real
BOTH-REAL	parent-only	Q74973	real	Q133505	real
BOTH-REAL	parent-only	Q74973	real	Q133506	real
BOTH-REAL	parent-only	Q74973	real	Q133507	real
BOTH-REAL	parent-only	Q74973	real	Q133508	real
BOTH-REAL	parent-only	Q74973	real	Q133509	real
BOTH-REAL	parent-only	Q74973	real	Q133510	real
BOTH-REAL	parent-only	Q74973	real	Q133511	real
BOTH-REAL	parent-only	Q74973	real	Q133512	real
BOTH-REAL	parent-only	Q74973	real	Q133513	real
BOTH-REAL	parent-only	Q74973	real	Q133514	real
BOTH-REAL	parent-only	Q74973	real	Q133515	real
BOTH-REAL	parent-only	Q74973	real	Q133516	real
BOTH-REAL	parent-only	Q74973	real	Q133517	real
BOTH-REAL	parent-only	Q74973	real	Q133518	real
BOTH-REAL	parent-only	Q74973	real	Q133519	real
BOTH-REAL	parent-only	Q74973	real	Q133520	real
BOTH-REAL	parent-only	Q74973	real	Q133521	real
BOTH-REAL	parent-only	Q74973	real	Q133522	real
BOTH-REAL	parent-only	Q74973	real	Q133523	real
BOTH-REAL	parent-only	Q74973	real	Q133524	real
BOTH-REAL	parent-only	Q74973	real	Q133525	real
BOTH-REAL	parent-only	Q74973	real	Q133526	real
BOTH-REAL	parent-only	Q74973	real	Q133527	real
BOTH-REAL	parent-only	Q74973	real	Q134360	real
BOTH-REAL	parent-only	Q74973	real	Q90293	real
BOTH-REAL	parent-only	Q74973	real	Q90325	real
BOTH-REAL	parent-only	Q74973	real	Q90476	real
BOTH-REAL	parent-only	Q74973	real	Q90584	real
BOTH-REAL	parent-only	Q74997	real	Q90462	real
BOTH-REAL	parent-only	Q75039	real	Q90333	real
BOTH-REAL	parent-only	Q75039	real	Q90482	real
BOTH-REAL	parent-only	Q75039	real	Q90564	real
BOTH-REAL	parent-only	Q75051	real	Q90506	real
BOTH-REAL	parent-only	Q75054	real	Q130584	real
BOTH-REAL	parent-only	Q75054	real	Q130588	real
BOTH-REAL	parent-only	Q75054	real	Q130606	real
BOTH-REAL	parent-only	Q75054	real	Q130610	real
BOTH-REAL	parent-only	Q75054	real	Q130612	real
BOTH-REAL	parent-only	Q75054	real	Q130614	real
BOTH-REAL	parent-only	Q75054	real	Q130616	real
BOTH-REAL	parent-only	Q75054	real	Q130618	real
BOTH-REAL	parent-only	Q75054	real	Q130626	real
BOTH-REAL	parent-only	Q75054	real	Q130628	real
BOTH-REAL	parent-only	Q75054	real	Q130630	real
BOTH-REAL	parent-only	Q75054	real	Q130632	real
BOTH-REAL	parent-only	Q75054	real	Q130634	real
BOTH-REAL	parent-only	Q75054	real	Q130636	real
BOTH-REAL	parent-only	Q75054	real	Q130638	real
BOTH-REAL	parent-only	Q75054	real	Q90388	real
BOTH-REAL	parent-only	Q75108	real	Q90333	real
BOTH-REAL	parent-only	Q75138	real	Q90402	real
BOTH-REAL	parent-only	Q75192	real	Q130640	real
BOTH-REAL	parent-only	Q75192	real	Q130642	real
BOTH-REAL	parent-only	Q75192	real	Q130646	real
BOTH-REAL	parent-only	Q75192	real	Q130650	real
BOTH-REAL	parent-only	Q75192	real	Q130970	real
BOTH-REAL	parent-only	Q75192	real	Q132057	real
BOTH-REAL	parent-only	Q75192	real	Q132064	real
BOTH-REAL	parent-only	Q75192	real	Q74723	real
BOTH-REAL	parent-only	Q75195	real	Q132046	real
BOTH-REAL	parent-only	Q75195	real	Q132047	real
BOTH-REAL	parent-only	Q75195	real	Q132048	real
BOTH-REAL	parent-only	Q75195	real	Q132049	real
BOTH-REAL	parent-only	Q75225	real	Q130582	real
BOTH-REAL	parent-only	Q75225	real	Q130584	real
BOTH-REAL	parent-only	Q75225	real	Q130588	real
BOTH-REAL	parent-only	Q75225	real	Q130592	real
BOTH-REAL	parent-only	Q75225	real	Q90388	real
BOTH-REAL	parent-only	Q75321	real	Q90380	real
BOTH-REAL	parent-only	Q75432	real	Q99815	real
BOTH-REAL	parent-only	Q75441	real	Q99881	real
BOTH-REAL	parent-only	Q75441	real	Q99883	real
BOTH-REAL	parent-only	Q75441	real	Q99885	real
BOTH-REAL	parent-only	Q75441	real	Q99887	real
BOTH-REAL	parent-only	Q75441	real	Q99889	real
BOTH-REAL	parent-only	Q75441	real	Q99891	real
BOTH-REAL	parent-only	Q75441	real	Q99893	real
BOTH-REAL	parent-only	Q75441	real	Q99895	real
BOTH-REAL	parent-only	Q75441	real	Q99897	real
BOTH-REAL	parent-only	Q78609	real	Q70410	real
BOTH-REAL	parent-only	Q78719	real	Q72888	real
BOTH-REAL	parent-only	Q78776	real	Q151287	real
BOTH-REAL	parent-only	Q85263	real	Q136463	real
BOTH-REAL	parent-only	Q85654	real	Q85658	real
BOTH-REAL	parent-only	Q85664	real	Q85654	real
BOTH-REAL	parent-only	Q85704	real	Q85686	real
BOTH-REAL	parent-only	Q85794	real	Q85786	real
BOTH-REAL	parent-only	Q85847	real	Q86975	real
BOTH-REAL	parent-only	Q85847	real	Q98239	real
BOTH-REAL	parent-only	Q85903	real	Q85674	real
BOTH-REAL	parent-only	Q86213	real	Q85562	real
BOTH-REAL	parent-only	Q86271	real	Q85903	real
BOTH-REAL	parent-only	Q86403	real	Q49763	real
BOTH-REAL	parent-only	Q90259	real	Q74861	real
BOTH-REAL	parent-only	Q90267	real	Q74873	real
BOTH-REAL	parent-only	Q90269	real	Q74873	real
BOTH-REAL	parent-only	Q90309	real	Q130001	real
BOTH-REAL	parent-only	Q90309	real	Q130003	real
BOTH-REAL	parent-only	Q90309	real	Q130005	real
BOTH-REAL	parent-only	Q90309	real	Q130007	real
BOTH-REAL	parent-only	Q90309	real	Q130009	real
BOTH-REAL	parent-only	Q90309	real	Q130011	real
BOTH-REAL	parent-only	Q90309	real	Q130013	real
BOTH-REAL	parent-only	Q90309	real	Q130015	real
BOTH-REAL	parent-only	Q90309	real	Q130017	real
BOTH-REAL	parent-only	Q90309	real	Q130019	real
BOTH-REAL	parent-only	Q90309	real	Q130021	real
BOTH-REAL	parent-only	Q90309	real	Q130023	real
BOTH-REAL	parent-only	Q90309	real	Q130025	real
BOTH-REAL	parent-only	Q90309	real	Q130027	real
BOTH-REAL	parent-only	Q90309	real	Q130029	real
BOTH-REAL	parent-only	Q90309	real	Q130031	real
BOTH-REAL	parent-only	Q90309	real	Q130033	real
BOTH-REAL	parent-only	Q90309	real	Q130035	real
BOTH-REAL	parent-only	Q90309	real	Q130037	real
BOTH-REAL	parent-only	Q90309	real	Q130039	real
BOTH-REAL	parent-only	Q90309	real	Q130041	real
BOTH-REAL	parent-only	Q90309	real	Q130043	real
BOTH-REAL	parent-only	Q90309	real	Q130045	real
BOTH-REAL	parent-only	Q90309	real	Q130047	real
BOTH-REAL	parent-only	Q90309	real	Q130049	real
BOTH-REAL	parent-only	Q90309	real	Q130051	real
BOTH-REAL	parent-only	Q90309	real	Q130053	real
BOTH-REAL	parent-only	Q90309	real	Q130055	real
BOTH-REAL	parent-only	Q90309	real	Q130065	real
BOTH-REAL	parent-only	Q90309	real	Q130067	real
BOTH-REAL	parent-only	Q90309	real	Q130069	real
BOTH-REAL	parent-only	Q90309	real	Q130071	real
BOTH-REAL	parent-only	Q90309	real	Q130073	real
BOTH-REAL	parent-only	Q90309	real	Q130075	real
BOTH-REAL	parent-only	Q90309	real	Q130077	real
BOTH-REAL	parent-only	Q90309	real	Q130079	real
BOTH-REAL	parent-only	Q90309	real	Q130081	real
BOTH-REAL	parent-only	Q90309	real	Q130083	real
BOTH-REAL	parent-only	Q90309	real	Q130085	real
BOTH-REAL	parent-only	Q90309	real	Q130089	real
BOTH-REAL	parent-only	Q90309	real	Q130091	real
BOTH-REAL	parent-only	Q90309	real	Q130093	real
BOTH-REAL	parent-only	Q90309	real	Q130095	real
BOTH-REAL	parent-only	Q90309	real	Q130097	real
BOTH-REAL	parent-only	Q90309	real	Q130099	real
BOTH-REAL	parent-only	Q90309	real	Q130101	real
BOTH-REAL	parent-only	Q90309	real	Q130103	real
BOTH-REAL	parent-only	Q90309	real	Q130105	real
BOTH-REAL	parent-only	Q90309	real	Q130107	real
BOTH-REAL	parent-only	Q90309	real	Q130109	real
BOTH-REAL	parent-only	Q90309	real	Q130111	real
BOTH-REAL	parent-only	Q90309	real	Q130113	real
BOTH-REAL	parent-only	Q90309	real	Q130115	real
BOTH-REAL	parent-only	Q90309	real	Q130119	real
BOTH-REAL	parent-only	Q90309	real	Q130121	real
BOTH-REAL	parent-only	Q90309	real	Q130123	real
BOTH-REAL	parent-only	Q90309	real	Q130125	real
BOTH-REAL	parent-only	Q90309	real	Q130127	real
BOTH-REAL	parent-only	Q90309	real	Q130129	real
BOTH-REAL	parent-only	Q90309	real	Q130131	real
BOTH-REAL	parent-only	Q90309	real	Q130133	real
BOTH-REAL	parent-only	Q90309	real	Q130135	real
BOTH-REAL	parent-only	Q90309	real	Q130137	real
BOTH-REAL	parent-only	Q90309	real	Q130139	real
BOTH-REAL	parent-only	Q90309	real	Q130141	real
BOTH-REAL	parent-only	Q90309	real	Q130143	real
BOTH-REAL	parent-only	Q90309	real	Q130145	real
BOTH-REAL	parent-only	Q90309	real	Q130149	real
BOTH-REAL	parent-only	Q90309	real	Q130151	real
BOTH-REAL	parent-only	Q90309	real	Q130153	real
BOTH-REAL	parent-only	Q90309	real	Q130155	real
BOTH-REAL	parent-only	Q90309	real	Q130157	real
BOTH-REAL	parent-only	Q90309	real	Q130161	real
BOTH-REAL	parent-only	Q90309	real	Q130163	real
BOTH-REAL	parent-only	Q90309	real	Q130165	real
BOTH-REAL	parent-only	Q90309	real	Q130167	real
BOTH-REAL	parent-only	Q90309	real	Q130169	real
BOTH-REAL	parent-only	Q90309	real	Q130171	real
BOTH-REAL	parent-only	Q90309	real	Q130173	real
BOTH-REAL	parent-only	Q90309	real	Q130175	real
BOTH-REAL	parent-only	Q90309	real	Q130177	real
BOTH-REAL	parent-only	Q90309	real	Q130179	real
BOTH-REAL	parent-only	Q90309	real	Q130181	real
BOTH-REAL	parent-only	Q90309	real	Q130183	real
BOTH-REAL	parent-only	Q90309	real	Q130185	real
BOTH-REAL	parent-only	Q90309	real	Q130189	real
BOTH-REAL	parent-only	Q90309	real	Q130191	real
BOTH-REAL	parent-only	Q90309	real	Q130193	real
BOTH-REAL	parent-only	Q90309	real	Q130195	real
BOTH-REAL	parent-only	Q90309	real	Q130197	real
BOTH-REAL	parent-only	Q90309	real	Q130199	real
BOTH-REAL	parent-only	Q90309	real	Q130203	real
BOTH-REAL	parent-only	Q90309	real	Q130205	real
BOTH-REAL	parent-only	Q90309	real	Q130207	real
BOTH-REAL	parent-only	Q90309	real	Q130209	real
BOTH-REAL	parent-only	Q90309	real	Q130211	real
BOTH-REAL	parent-only	Q90309	real	Q130213	real
BOTH-REAL	parent-only	Q90309	real	Q130217	real
BOTH-REAL	parent-only	Q90309	real	Q130219	real
BOTH-REAL	parent-only	Q90309	real	Q130221	real
BOTH-REAL	parent-only	Q90309	real	Q130227	real
BOTH-REAL	parent-only	Q90309	real	Q130229	real
BOTH-REAL	parent-only	Q90309	real	Q130231	real
BOTH-REAL	parent-only	Q90309	real	Q130233	real
BOTH-REAL	parent-only	Q90309	real	Q130235	real
BOTH-REAL	parent-only	Q90309	real	Q130239	real
BOTH-REAL	parent-only	Q90309	real	Q130241	real
BOTH-REAL	parent-only	Q90309	real	Q130243	real
BOTH-REAL	parent-only	Q90309	real	Q130245	real
BOTH-REAL	parent-only	Q90309	real	Q130247	real
BOTH-REAL	parent-only	Q90309	real	Q130249	real
BOTH-REAL	parent-only	Q90309	real	Q130251	real
BOTH-REAL	parent-only	Q90309	real	Q130253	real
BOTH-REAL	parent-only	Q90309	real	Q130255	real
BOTH-REAL	parent-only	Q90309	real	Q130256	real
BOTH-REAL	parent-only	Q90309	real	Q130258	real
BOTH-REAL	parent-only	Q90309	real	Q130260	real
BOTH-REAL	parent-only	Q90309	real	Q130262	real
BOTH-REAL	parent-only	Q90309	real	Q130264	real
BOTH-REAL	parent-only	Q90309	real	Q130266	real
BOTH-REAL	parent-only	Q90309	real	Q130268	real
BOTH-REAL	parent-only	Q90309	real	Q130270	real
BOTH-REAL	parent-only	Q90309	real	Q130272	real
BOTH-REAL	parent-only	Q90309	real	Q130274	real
BOTH-REAL	parent-only	Q90309	real	Q130276	real
BOTH-REAL	parent-only	Q90309	real	Q130278	real
BOTH-REAL	parent-only	Q90309	real	Q130280	real
BOTH-REAL	parent-only	Q90309	real	Q130284	real
BOTH-REAL	parent-only	Q90309	real	Q130286	real
BOTH-REAL	parent-only	Q90309	real	Q130288	real
BOTH-REAL	parent-only	Q90309	real	Q130290	real
BOTH-REAL	parent-only	Q90309	real	Q130292	real
BOTH-REAL	parent-only	Q90309	real	Q130294	real
BOTH-REAL	parent-only	Q90309	real	Q130296	real
BOTH-REAL	parent-only	Q90309	real	Q132216	real
BOTH-REAL	parent-only	Q90309	real	Q75012	real
BOTH-REAL	parent-only	Q90309	real	Q75138	real
BOTH-REAL	parent-only	Q90309	real	Q75192	real
BOTH-REAL	parent-only	Q90309	real	Q75357	real
BOTH-REAL	parent-only	Q90309	real	Q75360	real
BOTH-REAL	parent-only	Q90309	real	Q90476	real
BOTH-REAL	parent-only	Q90309	real	Q90584	real
BOTH-REAL	parent-only	Q90311	real	Q74940	real
BOTH-REAL	parent-only	Q90313	real	Q74906	real
BOTH-REAL	parent-only	Q90313	real	Q75009	real
BOTH-REAL	parent-only	Q90329	real	Q134219	real
BOTH-REAL	parent-only	Q90329	real	Q74906	real
BOTH-REAL	parent-only	Q90329	real	Q75009	real
BOTH-REAL	parent-only	Q90359	real	Q75252	real
BOTH-REAL	parent-only	Q90359	real	Q75279	real
BOTH-REAL	parent-only	Q90382	real	Q75252	real
BOTH-REAL	parent-only	Q90386	real	Q74988	real
BOTH-REAL	parent-only	Q90394	real	Q75207	real
BOTH-REAL	parent-only	Q90406	real	Q75315	real
BOTH-REAL	parent-only	Q90464	real	Q74909	real
BOTH-REAL	parent-only	Q90474	real	Q74988	real
BOTH-REAL	parent-only	Q90478	real	Q130648	real
BOTH-REAL	parent-only	Q90478	real	Q132098	real
BOTH-REAL	parent-only	Q90478	real	Q132099	real
BOTH-REAL	parent-only	Q90478	real	Q132100	real
BOTH-REAL	parent-only	Q90478	real	Q132101	real
BOTH-REAL	parent-only	Q90478	real	Q132102	real
BOTH-REAL	parent-only	Q90478	real	Q132103	real
BOTH-REAL	parent-only	Q90478	real	Q132104	real
BOTH-REAL	parent-only	Q90478	real	Q132105	real
BOTH-REAL	parent-only	Q90480	real	Q75207	real
BOTH-REAL	parent-only	Q90484	real	Q75315	real
BOTH-REAL	parent-only	Q90486	real	Q75048	real
BOTH-REAL	parent-only	Q90526	real	Q74985	real
BOTH-REAL	parent-only	Q90538	real	Q74918	real
BOTH-REAL	parent-only	Q90544	real	Q75048	real
BOTH-REAL	parent-only	Q90558	real	Q74918	real
BOTH-REAL	parent-only	Q90562	real	Q75063	real
BOTH-REAL	parent-only	Q90572	real	Q74985	real
BOTH-REAL	parent-only	Q90608	real	Q75201	real
BOTH-REAL	parent-only	Q90610	real	Q75231	real
BOTH-REAL	parent-only	Q90612	real	Q75312	real
BOTH-REAL	parent-only	Q94559	real	Q108692	real
BOTH-REAL	parent-only	Q99314	real	Q136824	real
BOTH-REAL	parent-only	Q99314	real	Q136825	real
BOTH-REAL	parent-only	Q99314	real	Q136827	real
BOTH-REAL	parent-only	Q99314	real	Q60974	real
BOTH-REAL	parent-only	Q99322	real	Q66991	real
BOTH-REAL	parent-only	Q99426	real	Q74067	real
BOTH-REAL	parent-only	Q99709	real	Q78027	real
BOTH-REAL	parent-only	Q99725	real	Q141666	real
BOTH-REAL	parent-only	Q99725	real	Q141667	real
BOTH-REAL	parent-only	Q99725	real	Q141668	real
BOTH-REAL	parent-only	Q99725	real	Q141669	real
BOTH-REAL	parent-only	Q99725	real	Q78189	real
BOTH-REAL	parent-only	Q99725	real	Q78348	real
DANGLING	child-only	Q114350	missing	Q102689	real
DANGLING	child-only	Q114350	missing	Q102691	real
DANGLING	child-only	Q114350	missing	Q102693	real
DANGLING	child-only	Q54196	missing	Q1435	real
DANGLING	child-only	Q54196	missing	Q30715	real
DANGLING	child-only	Q65231	missing	Q65237	real
DANGLING	child-only	Q74656	missing	Q130402	real
DANGLING	child-only	Q74656	missing	Q130490	real
DANGLING	child-only	Q74656	missing	Q130516	real
DANGLING	child-only	Q74656	missing	Q130554	real
DANGLING	child-only	Q74656	missing	Q130606	real
DANGLING	child-only	Q74656	missing	Q130608	real
DANGLING	child-only	Q74656	missing	Q130610	real
DANGLING	child-only	Q74656	missing	Q130612	real
DANGLING	child-only	Q74656	missing	Q130614	real
DANGLING	child-only	Q74656	missing	Q130616	real
DANGLING	child-only	Q74656	missing	Q130618	real
DANGLING	child-only	Q74656	missing	Q130620	real
DANGLING	child-only	Q74656	missing	Q130622	real
DANGLING	child-only	Q74656	missing	Q130624	real
DANGLING	child-only	Q74656	missing	Q130626	real
DANGLING	child-only	Q74656	missing	Q130628	real
DANGLING	child-only	Q74656	missing	Q130630	real
DANGLING	child-only	Q74656	missing	Q130632	real
DANGLING	child-only	Q74656	missing	Q130634	real
DANGLING	child-only	Q74656	missing	Q130636	real
DANGLING	child-only	Q74656	missing	Q130638	real
DANGLING	child-only	Q74656	missing	Q130654	real
DANGLING	child-only	Q74656	missing	Q130678	real
DANGLING	child-only	Q74656	missing	Q130686	real
DANGLING	child-only	Q74656	missing	Q130972	real
DANGLING	child-only	Q74656	missing	Q130974	real
DANGLING	child-only	Q74656	missing	Q130976	real
DANGLING	child-only	Q74656	missing	Q130978	real
DANGLING	child-only	Q74656	missing	Q130980	real
DANGLING	child-only	Q74656	missing	Q130988	real
DANGLING	child-only	Q74656	missing	Q130990	real
DANGLING	child-only	Q74656	missing	Q130992	real
DANGLING	child-only	Q74656	missing	Q131152	real
DANGLING	child-only	Q74656	missing	Q131156	real
DANGLING	child-only	Q74656	missing	Q131228	real
DANGLING	child-only	Q74656	missing	Q131238	real
DANGLING	child-only	Q74656	missing	Q131376	real
DANGLING	child-only	Q74656	missing	Q131450	real
DANGLING	child-only	Q74656	missing	Q131520	real
DANGLING	child-only	Q74656	missing	Q131522	real
DANGLING	child-only	Q74656	missing	Q131524	real
DANGLING	child-only	Q74656	missing	Q131526	real
DANGLING	child-only	Q74656	missing	Q131528	real
DANGLING	child-only	Q74656	missing	Q131530	real
DANGLING	child-only	Q74656	missing	Q131532	real
DANGLING	child-only	Q74656	missing	Q131534	real
DANGLING	child-only	Q74656	missing	Q131536	real
DANGLING	child-only	Q74656	missing	Q131538	real
DANGLING	child-only	Q74656	missing	Q131540	real
DANGLING	child-only	Q74656	missing	Q131658	real
DANGLING	child-only	Q74656	missing	Q131660	real
DANGLING	child-only	Q74656	missing	Q131662	real
DANGLING	child-only	Q74656	missing	Q131664	real
DANGLING	child-only	Q74656	missing	Q131666	real
