qid	label	wikidata_qid	verdict	name_score	detail
Q143802	William de Lancaster	Q75242465	ok	1.00	matches 'William de Lancaster I'
Q143803	Avice de Lancaster	Q75242464	ok	1.00	matches 'Avice de Lancaster'
Q143804	Sir William de Lancaster, Lord of Kendal	Q75933619	ok	1.00	matches 'Sir William de Lancaster, Lord of Kendal'
Q143805	Gervase Paynell	Q75387964	ok	1.00	matches 'Gervase Paynell'
Q143806	Robert Paynell	Q75387965	ok	1.00	matches 'Robert Paynell'
Q143807	Simon III de Senlis	Q62210437	ok	1.00	matches 'Simon III. de Senlis'
Q143808	Izabella de Sanlis	Q61911582	ok	0.83	matches 'Изабелла де Санлис'
Q143809	Thurston de Montfort	Q75924057	ok	1.00	matches 'Thurston de Montfort'
Q143810	Sir Richard de Perceval	Q111452960	ok	1.00	matches 'Sir Richard de Perceval'
Q143812	Simon d'Oisy	Q3484481	ok	1.00	matches 'Simon d'Oisy'
Q143813	Hildiarde d'Oisy	Q107361543	ok	1.00	matches 'Hildiarde d'Oisy'
Q143816	Michael IV the Paphlagonian	Q41654	ok	1.00	matches 'Michał IV Paflagończyk'
Q143817	Marianos Argyros	Q20505258	ok	1.00	matches 'Marianos Argyros'
Q143818	Basil Argyros	Q3131727	ok	1.00	matches 'Василий Аргир'
Q143819	Maria Argyropoulina	Q6761017	ok	1.00	matches 'Мария Аргира'
Q143821	Sizzo II of Käfernburg	Q61139242	ok	1.00	matches 'Зицо II'
Q143822	Juliane von Schwarzburg	Q13568800	ok	1.00	matches 'Juliane von Schwarzburg'
Q143823	Gisela von Schwarzburg	Q13569229	ok	1.00	matches 'Gisela von Schwarzburg'
Q143825	Mechthild of Schwarzburg-Käfernburg	Q75288774	ok	1.00	matches 'Mechthild of Schwarzburg-Käfernburg'
Q143826	John Komnenos	Q3767041	ok	1.00	matches 'Giovanni Comneno'
Q143827	Anna Dalassene	Q641370	ok	1.00	matches 'Anna Dalassena'
Q143828	Isaac Komnenos	Q246434	ok	1.00	matches 'Исак Комнин'
Q143829	Adrianos Komnenos	Q3624362	ok	1.00	matches 'Адриан Комнин'
Q143830	Manuel Komnenos	Q3286784	ok	1.00	matches 'Manuel Comnène'
Q143831	Nikephoros Komnenos	Q52219392	ok	1.00	matches 'Νικηφόρος Κομνηνός'
Q143832	Theodora Komnene	Q12296185	ok	1.00	matches 'Теодора Комнина'
Q143833	Maria Komnene	Q60036404	ok	1.00	matches 'Μαρία Κομνηνή'
Q143834	Eudokia Komnene	Q61140127	ok	1.00	matches 'Евдокия Комнина'
Q143843	Petril of Novgorod	Q4360559	ok	1.00	matches 'Петрила Микульчич'
Q143844	Vladimir III Igorevich	Q4113047	ok	1.00	matches 'Владимир Игоревич'
Q143845	Roman II Igorevich	Q4397026	ok	1.00	matches 'Roman II Igorevich'
Q143846	Oleg Kursky	Q4333473	ok	1.00	matches 'Олег Курский'
Q143847	Oleg Igorevich	Q96480438	ok	1.00	matches 'Олег Игоревич'
Q143848	Rostislav Igorevich	Q97007690	ok	1.00	matches 'Ростислав Игоревич'
Q143849	Svyatoslav Vsevolodovich	Q4411631	ok	1.00	matches 'Святослав Всеволодович (князь трубчевский)'
Q143850	Otto gen. Stosch von Kunitz	Q131731705	ok	1.00	matches 'Otto gen. Stosch von Kunitz'
Q143851	Yury of Murom	Q4534857	ok	1.00	matches 'Юрий Владимирович'
Q143852	Andrey Glebovich	Q4065827	ok	1.00	matches 'Андрей Глебович'
Q143853	Roman Glebovich	Q4397023	ok	1.00	matches 'Роман Глебович (князь рязанский)'
Q143854	Vladimir Glebovich	Q4113038	ok	1.00	matches 'Владимир Глебович'
Q143855	Vsevolod Glebovich	Q4127280	ok	1.00	matches 'Всеволод Глебович'
Q143856	Svyatoslav Glebovich	Q4411636	ok	1.00	matches 'Святослав Глебович (князь рязанский)'
Q143857	Yaroslav Glebovich	Q4538772	ok	1.00	matches 'Ярослав Глебович'
Q143858	Ivan Rostislavich Berladnik	Q4195643	ok	1.00	matches 'Иван Ростиславич Берладник'
Q143859	Tore Tordsson	Q6149119	ok	1.00	matches 'Tore Tordsson'
Q143860	Toirdelbach Ua Briain	Q1588868	ok	1.00	matches 'Toirdelbach Ua Briain'
Q143861	Dearbforgail, of Ossory	Q112962480	ok	1.00	matches 'Dearbforgail, of Ossory'
Q143862	Mahon O'Brien, Prince of Corkobaskin	Q116073433	ok	1.00	matches 'Mahon O'Brien, Prince of Corkobaskin'
Q143863	Sigurd Magnusson	Q681228	ok	1.00	matches 'Sigurd Magnusson'
Q143864	Inge Magnusson	Q888200	ok	1.00	matches 'Inge Magnusson'
Q143865	Asa (?)	Q75393560	ok	1.00	matches 'Asa (?)'
Q143866	Magnus Eriksson	Q75291868	ok	1.00	matches 'Magnus Eriksson'
Q143867	Jon Torbergsson	Q11979186	ok	1.00	matches 'Jon Torbergsson'
Q143868	Eyjólfur Sæmundsson	Q8847180	ok	1.00	matches 'Eyjólfur Sæmundsson'
Q143869	Hálfdan Sæmundsson	Q9006142	ok	1.00	matches 'Hálfdan Sæmundsson'
Q14387	Michifuyu Nakanoin	Q17226891	ok	1.00	matches '中院通冬'
Q143870	Solveig Sæmundardóttir	Q16426945	ok	1.00	matches 'Solveig Sæmundardóttir'
Q143871	Ragnheiður Þórhallsdóttir	Q135527804	ok	1.00	matches 'Ragnheiður Þórhallsdóttir'
Q143872	Hallveig Ormsdóttir	Q16426752	ok	1.00	matches 'Hallveig Ormsdóttir'
Q143873	Thora	Q122961015	ok	1.00	matches 'Thora'
Q143874	Folkvid the Lawspeaker	Q5464626	ok	1.00	matches 'Folkvid the Lawspeaker'
Q143875	Haakon the Crazy	Q967845	ok	1.00	matches 'Håkon Galen'
Q143876	Gunnild Asgautsdatter	Q122961061	ok	1.00	matches 'Gunnild Asgautsdatter'
Q143877	Sigurd Lavard	Q920881	ok	1.00	matches 'Sigurd Lavard'
Q143878	Haakon III of Norway	Q343084	ok	1.00	matches 'Hákon Sverrisson'
Q143879	Cecilie (?)	Q75291880	ok	1.00	matches 'Cecilie (?)'
Q14388	Takatsukasa Morohira	Q3514228	ok	1.00	matches 'Takatsukasa Morohira'
Q143880	Ingeborg Sverkersdottir	Q75393602	ok	1.00	matches 'Ingeborg Sverkersdottir'
Q143881	Nicholas Mase	Q75393545	ok	1.00	matches 'Nicholas Mase'
Q143882	Filip Birgersson	Q16649220	ok	1.00	matches 'Filip Birgersson'
Q143883	John I of Sweden	Q320989	ok	1.00	matches 'João I da Suécia'
Q143885	Holmger Folkason, på Landsjö	Q5811401	ok	1.00	matches 'Holmger Folkesson'
Q143886	Sune Folkesson	Q2366364	ok	1.00	matches 'Sune Folkesson'
Q143887	NN Folkadotters (Folkunge)	Q101247376	ok	1.00	matches 'NN Folkadotters (Folkunge)'
Q143888	Magnus Broka	Q519386	ok	1.00	matches 'Magnus Broka'
Q143889	Cecilia Knutsdotter	Q62007901	ok	1.00	matches 'Cecilia Knutsdotter (Bjälboätten)'
Q143891	Dag Eilivsson	Q16187968	ok	1.00	matches 'Dag Eilivsson'
Q143892	Gregorius Dagsson	Q5770661	ok	1.00	matches 'Gregorius Dagsson'
Q143893	Baugeid Dagsdatter	Q16172172	ok	1.00	matches 'Baugeid Dagsdatter'
Q143894	Vatnorm Dagsson	Q25433328	ok	1.00	matches 'Vatnorm Dagsson'
Q143895	Alv Erlingssøn	Q11957619	ok	1.00	matches 'Alv Erlingssøn (l'ancien)'
Q143896	Erling Alvsson	Q5717887	ok	1.00	matches 'Erling Alvsson'
Q143897	NN Alvsdottir	Q101248199	ok	1.00	matches 'NN Alvsdottir'
Q143898	Ragnhild (?)	Q75291937	ok	1.00	matches 'Ragnhild (?)'
Q143899	Margrete Skulesdatter	Q438646	ok	1.00	matches 'Margarete Skulesdatter'
Q143900	Gyrith	Q75393563	ok	1.00	matches 'Gyrith'
Q143901	Guttorm Ingesson	Q75393565	ok	1.00	matches 'Guttorm Ingesson'
Q143902	Gellir Bölverksson	Q8963690	ok	1.00	matches 'Gellir Bölverksson'
Q143903	Eyjólf Bolverksson	Q5853722	ok	1.00	matches 'Eyjólf Bolverksson'
Q143904	Þorkell Þórðarson	Q24052596	ok	1.00	matches 'Þorkell Þórðarson'
Q143905	Colla mac Báirid	Q5777466	ok	1.00	matches 'Colla ua Báirid'
Q143906	Domnall mac Ailpín	Q312589	ok	1.00	matches '唐纳德一世'
Q143907	daughter of Kennet I	Q75382729	ok	1.00	matches 'daughter of Kennet I'
Q143908	Eochaid (?)	Q75385042	ok	1.00	matches 'Eochaid (?)'
Q143909	Dyfnwal II of Strathclyde	Q3035615	ok	1.00	matches 'Дональд II (король Стратклайда)'
Q14391	Saionji Kinshige	Q7223281	ok	1.00	matches 'Saionji Kinshige'
Q143910	Forbasach mac Ailella	Q5467211	ok	1.00	matches 'Forbasach mac Ailella'
Q143911	Niall Frossach	Q1143330	ok	1.00	matches 'Niall Frossach'
Q143912	Eithne of Brega	Q76121929	ok	1.00	matches 'Eithne of Brega'
Q143913	Maelduin, King of Ailech	Q76121937	ok	1.00	matches 'Maelduin, King of Ailech'
Q143914	Indrechtach mac Muiredaig	Q16199842	ok	1.00	matches 'Indrechtach mac Muiredaig'
Q143915	Ualgharg	Q76121950	ok	1.00	matches 'Ualgharg'
Q143916	Conaing mac Flainn	Q5158060	ok	1.00	matches 'Conaing mac Flainn'
Q143917	Domnall Midi	Q1277671	ok	1.00	matches 'Domnall Midi'
Q143918	Muiredach mac Domnaill Midi	Q2589416	ok	1.00	matches 'Муйредах мак Домнайлл Миди'
Q143919	Domnall mac Donnchada Midi	Q2112306	ok	1.00	matches 'Домналл мак Доннхада Миди'
Q143920	Ailill mac Donnchad	Q19918149	ok	1.00	matches 'Айлиль мак Доннхада'
Q143921	Domnall	Q76121966	ok	1.00	matches 'Domnall'
Q143922	Máel Ruanaid	Q75675840	ok	1.00	matches 'Máel Ruanaid'
Q143923	Flaithbertach mac Fergail	Q80246079	ok	1.00	matches 'Flaithbertach mac Fergail'
Q143924	Flaithbertach mac Conchobair	Q80239641	ok	1.00	matches 'Flaithbertach mac Conchobair'
Q143925	Tadg mac Conchobair	Q80239655	ok	1.00	matches 'Tadg mac Conchobair'
Q143926	Conn mac Conchobair	Q80239665	ok	1.00	matches 'Conn mac Conchobair'
Q143927	Cináed mac Conaing	Q2973039	ok	1.00	matches 'Cináed mac Conaing'
Q143928	Cennétig mac Lorcáin	Q2944246	ok	1.00	matches 'Cennétig mac Lorcáin'
Q143929	Muirecán mac Diarmata	Q6933204	ok	1.00	matches 'Muirecán mac Diarmata'
Q143930	Domnall mac Muirecáin	Q5291294	ok	1.00	matches 'Domnall mac Muirecáin'
Q143931	Tadg mac Cathail	Q7674563	ok	1.00	matches 'Tadg mac Cathail'
Q143932	Lochlainn	Q75451345	ok	1.00	matches 'Lochlainn'
Q143933	Muircheartach (?)	Q76121989	ok	1.00	matches 'Muircheartach (?)'
Q143934	Flaithbertach Ua Néill	Q3073239	ok	1.00	matches 'Flaithbertach Ua Néill'
Q143935	Kjartan Ólafsson	Q5960094	ok	1.00	matches 'Kjartan Ólafsson'
Q143936	Domnall mac Gilla Pátraic	Q106188307	ok	1.00	matches 'Domnall mac Gilla Pátraic'
Q143937	Diarmait mac Maíl na mBó	Q3026351	ok	1.00	matches 'Diarmait mac Mail na mBo'
Q143938	Þórarinn Þórisson	Q16652509	ok	1.00	matches 'Þórarinn Þórisson'
Q143939	Þórarinn Fálkason	Q133796451	ok	1.00	matches 'Þórarinn Fálkason'
Q143940	Naddodd	Q559109	ok	1.00	matches 'Naddodd'
Q143946	Walaho von Speyer	Q76300429	ok	1.00	matches 'Walaho von Speyer'
Q143947	Teotperga (?)	Q76298817	ok	1.00	matches 'Teotperga (?)'
Q143948	Söhne (?)	Q76298804	ok	1.00	matches 'Söhne (?)'
Q143949	Hildilenda (?)	Q76298684	ok	1.00	matches 'Hildilenda (?)'
Q143950	Starcfrid (?)	Q76298806	ok	1.00	matches 'Starcfrid (?)'
Q143951	Ratlind Erchenrat	Q76298977	ok	1.00	matches 'Ratlind Erchenrat'
Q143952	Thancrat (?)	Q76298833	ok	1.00	matches 'Thancrat (?)'
Q143953	Wigfrid (?)	Q76298890	ok	1.00	matches 'Wigfrid (?)'
Q143954	Adalbertus von Bussen	Q76298498	ok	1.00	matches 'Adalbertus von Bussen'
Q143955	Gozoldi von Bussen	Q76298649	ok	1.00	matches 'Gozoldi von Bussen'
Q143956	Hartpertus von Bussen	Q76298667	ok	1.00	matches 'Hartpertus von Bussen'
Q143957	Pratoldus von Bussen	Q76298773	ok	1.00	matches 'Pratoldus von Bussen'
Q143958	Ruatoldus (Ruadolti Palacii	Q76299175	ok	1.00	matches 'Ruatoldus (Ruadolti Palacii'
Q143959	Tanchras von Bussen	Q76298811	ok	1.00	matches 'Tanchras von Bussen'
Q143960	Hugh II of Vaudémont	Q825262	ok	1.00	matches 'Hugo II.'
Q143961	Hedwige of Raynel	Q22337634	ok	1.00	matches 'Hedwige de Raynel'
Q143962	Adelchisa	Q124459549	ok	1.00	matches 'Adelchisa'
Q143963	Guaimar I of Salerno	Q2706111	ok	1.00	matches 'Guaimaro I de Salerno'
Q143964	Guaimar II of Salerno	Q2705969	ok	1.00	matches 'Guaimaro II de Salerno'
Q143965	Radelchis I of Benevento	Q2344194	ok	1.00	matches 'Radelchis I de Benevento'
Q143966	Aiulf II of Benevento	Q2656257	ok	1.00	matches 'Aiulfo II de Benevento'
Q143967	Radelchis II of Benevento	Q2979288	ok	1.00	matches 'Radelchis II de Benevento'
Q143968	Boniface I, Margrave of Tuscany	Q2178216	ok	1.00	matches 'Bonifacio I di Toscana'
Q143969	Theophylact I	Q44975	ok	1.00	matches 'Teofilacto'
Q14397	Kintada Sanjo	Q24871943	ok	1.00	matches '三条公忠'
Q143970	Theodora	Q44978	ok	1.00	matches 'Teodora'
Q143971	Theodora II of Tusculum	Q1438630	ok	1.00	matches 'Theodora II. von Tusculum'
Q143972	Alberic I of Spoleto	Q433400	ok	1.00	matches 'Alberico I de Espoleto'
Q143973	John XI	Q181959	ok	1.00	matches '教宗若望十一世'
Q143974	Mainier (?)	Q76101983	ok	1.00	matches 'Mainier (?)'
Q143976	Berthold von Nellenburg	Q76300045	ok	1.00	matches 'Berthold von Nellenburg'
Q143977	Landolt von Nellenburg	Q76300096	ok	1.00	matches 'Landolt von Nellenburg'
Q143978	Graf Burkhard I von Nellenburg	Q76300050	ok	1.00	matches 'Graf Burkhard I von Nellenburg'
Q143979	Gottfried I Graf von Nellenburg	Q76300080	ok	1.00	matches 'Gottfried I Graf von Nellenburg'
Q143980	Uto I von Nellenburg	Q76300113	ok	1.00	matches 'Uto I von Nellenburg'
Q143981	Galéran Ier de Meulan	Q3094903	ok	1.00	matches 'Galéran Ier de Meulan'
Q143982	Galéran II de Meulan	Q3094902	ok	1.00	matches 'Galéran II de Meulan'
Q143983	Warmann of Dillingen	Q15048853	ok	1.00	matches 'Warmann von Konstanz'
Q143984	Eberhard I. von Konstanz	Q15621699	ok	1.00	matches 'Eberhard I. von Konstanz'
Q143985	Hedwig Herzogin von Sachsen	Q76300329	ok	1.00	matches 'Hedwig Herzogin von Sachsen'
Q143986	Avenelle de Montfort	Q56682591	ok	1.00	matches 'Авенель де Монфор'
Q143988	Hugh I, Viscount of Châteaudun	Q24970748	ok	1.00	matches 'Hugh I, Viscount of Châteaudun'
Q143990	Burkhard Graf von Veringen	Q76300701	ok	1.00	matches 'Burkhard Graf von Veringen'
Q143991	unknown Gräfin von Veringen	Q76300739	ok	1.00	matches 'unknown Gräfin von Veringen'
Q143992	Manegold II Graf von Veringen	Q76300728	ok	1.00	matches 'Manegold II Graf von Veringen'
Q143993	Wolfrad VI von Veringen	Q76300763	ok	1.00	matches 'Wolfrad VI von Veringen'
Q143994	Berchum von Nellenburg	Q76300044	ok	1.00	matches 'Berchum von Nellenburg'
Q143995	Berchum von Kirchberg	Q76299918	ok	1.00	matches 'Berchum von Kirchberg'
Q143996	Eberhard III von Nellenburg	Q65224637	ok	1.00	matches 'Еберхард фон Неленбург'
Q143997	Matilda of Wangen	Q76300797	ok	1.00	matches 'Matilda of Wangen'
Q143998	Frederic I. of Montfort	Q122191672	ok	1.00	matches 'Friedrich I. von Montfort'
Q143999	Rudolph I, Count of Werdenberg	Q61140443	ok	1.00	matches 'Рудолф I фон Верденберг'
Q14400	Konoe Tsunetada	Q3198729	ok	1.00	matches 'Konoe Tsunetada'
Q144000	Henry, Count of Montfort	Q1395529	ok	1.00	matches 'Heinrich I. von Montfort'
Q144001	Hugo II, Count of Montfort	Q66084646	ok	1.00	matches 'Хуго II фон Монфор-Брегенц'
Q144002	Emich II Wildgraf in Kyrburg und Schmidtburg	Q66115758	ok	1.00	matches 'Емих II фон Кирбург-Шмидтбург'
Q144003	Heinrich I, Landgraf im Elsass	Q76300803	ok	1.00	matches 'Heinrich I, Landgraf im Elsass'
Q144004	Gottfried II Graf von Kyborg	Q76299933	ok	1.00	matches 'Gottfried II Graf von Kyborg'
Q144005	Heinrich II Siegbert Graf von Werde-Unterelsass	Q64854635	ok	1.00	matches 'Хайнрих II Зигеберт фон Верд'
Q144006	Gisela of Kyrburg	Q116004938	ok	1.00	matches 'Gisela of Kyrburg'
Q144007	Friedrich Wildgraf von Kyrburg	Q17123235	ok	1.00	matches 'Friedrich Wildgraf von Kyrburg'
Q144008	Elisabeth Wildgräfin in Kyrburg und Schmidtburg	Q75398243	ok	1.00	matches 'Elisabeth Wildgräfin in Kyrburg und Schmidtburg'
Q144009	Emicho Wildgraf von Kyrburg	Q1335693	ok	1.00	matches 'Emicho Wildgraf von Kyrburg'
Q14401	Konoe Tsuneie	Q7137252	ok	1.00	matches 'Konoe Tsuneie'
Q144010	Konrad III von Schmidtburg	Q110260808	ok	1.00	matches 'Конрад III фон Шмидтбург'
Q144011	Æthelfrith of Mercia	Q5935468	ok	1.00	matches 'Etelfrido de Wessex'
Q144012	Æthelgifu	Q96087194	ok	1.00	matches 'Æthelgifu'
Q144013	Æthelflæd	Q96087192	ok	1.00	matches 'Æthelflæd'
Q144014	Wulfgifu	Q96087196	ok	1.00	matches 'Wulfgifu'
Q144015	Æthelweard of East Anglia	Q96087197	ok	1.00	matches 'Æthelweard of East Anglia'
Q144016	Osulf I of Bamburgh	Q3357482	ok	1.00	matches 'Osulf'
Q144017	Aldhun	Q1231359	ok	1.00	matches 'Aldhun von Durham'
Q144018	Udard (?)	Q76186270	ok	1.00	matches 'Udard (?)'
Q144019	Aeantides of Lampsacus	Q403403	ok	1.00	matches 'Aiantides von Lampsakos'
Q14402	Horikawa Tomochika	Q24873886	ok	1.00	matches '堀川具親'
Q144020	Cotys II	Q15483438	ok	1.00	matches 'Cotys II'
Q144021	Rhescuporis II	Q3111688	ok	1.00	matches 'Reskuporis III'
Q144022	Marcus Julius Alexander	Q2062146	ok	1.00	matches 'Марк Юлий Александър'
Q144023	Berenicianus	Q42297524	ok	1.00	matches 'Berenicianus'
Q144024	Hyrcanus	Q62056334	ok	1.00	matches 'Hyrcanus'
Q144025	Tiberius Julius Cotys II	Q2998634	ok	1.00	matches 'Cotis II del Bòsfor'
Q144026	Parnavaz II of Iberia	Q1269387	ok	1.00	matches 'Parnavazo la 2-a'
Q144027	Lucius Julius Caesar	Q89588511	ok	1.00	matches 'Lucio Julio César'
Q144029	Publius Sulpicius Rufus	Q712195	ok	1.00	matches 'Publius Sulpicius Rufus'
Q144030	Lucius Cornelius Lentulus Cruscellio	Q4269988	ok	1.00	matches 'Луций Корнелий Лентул Крусцеллион'
Q144031	Cornelia	Q15715169	ok	1.00	matches 'Cornelia'
Q144032	Gnaeus Domitius Ahenobarbus	Q725696	ok	1.00	matches 'Гней Домиций Ахенобарб'
Q144033	Gnaeus Domitius	Q11924399	ok	1.00	matches 'Gneu Domici Aenobarb (pretor)'
Q144035	Quintus Fabius Maximus Servilianus	Q939993	ok	1.00	matches 'Quintus Fabius Maximus Servilianus'
Q144036	Gnaeus Servilius Caepio	Q448195	ok	1.00	matches 'Gnaeus Servilius Caepio'
Q144038	Marcus Claudius Marcellus Aeserninus	Q4281788	ok	1.00	matches 'Марк Клавдий Марцелл Эзернин (контубернал)'
Q144039	Marcus Claudius Marcellus	Q4281785	ok	1.00	matches 'Марк Клавдий Марцелл XI'
Q144040	Gnaeus Cornelius Lentulus Clodianus	Q462249	ok	1.00	matches 'Cneu Cornélio Lêntulo Clodiano'
Q144041	Mummia Achaica	Q2577717	ok	1.00	matches 'Múmia Acaica'
Q144042	Porcia	Q255448	ok	1.00	matches 'Порцыя Катона'
Q144043	Marcus Porcius Cato	Q1359509	ok	1.00	matches 'Marcus Porcius Cato'
Q144044	Quintus Servilius Caepio	Q765997	ok	1.00	matches 'Quintus Servilius Caepio'
Q144045	Quintus Hortensius Corbio	Q20101622	ok	1.00	matches 'Quint Hortensi Corbió'
Q144046	Lucius Cornelius Lentulus Caudinus	Q934699	ok	1.00	matches 'Lucio Cornelio Lentulo Caudino'
Q144047	Gnaeus Cornelius Lentulus	Q868058	ok	1.00	matches 'Gnaeus Cornelius Lentulus'
Q144048	Lucius Cornelius Lentulus Caudinus	Q20005189	ok	1.00	matches 'Luci Corneli Lèntul Caudí'
Q144049	Publius Cornelius Lentulus	Q1236163	ok	1.00	matches 'Publius Cornelius Lentulus'
Q144050	Gaius Sempronius Tuditanus	Q1491515	ok	1.00	matches 'Gai Semproni Tudità (pretor)'
Q144051	Lucius Hortensius	Q11934104	ok	1.00	matches 'Luci Hortensi (pretor de Sicília)'
Q144053	Publius Claudius Pulcher	Q586046	ok	1.00	matches 'Publius Claudius Pulcher'
Q144054	Appius Claudius Pulcher	Q441474	ok	1.00	matches 'Ápio Cláudio Pulcro'
Q144055	Claudia	Q106042440	ok	1.00	matches 'Claudia'
Q144056	Tiberius Sempronius Gracchus	Q443505	ok	1.00	matches 'Tibério Semprônio Graco'
Q144057	Cornelia	Q234533	ok	1.00	matches 'Cornelia Africana'
Q144058	Sempronia	Q3656094	ok	1.00	matches 'Семпрония'
Q144059	Quintus Marcius Philippus	Q940162	ok	1.00	matches 'Квинт Марций Филип'
Q144060	Quintus Caecilius Metellus	Q929498	ok	1.00	matches 'Quintus Caecilius Metellus'
Q144062	Gaius Servilius Vatia	Q3655476	ok	1.00	matches 'Гай Сервилий Вация'
Q144064	Gaius Servilius Vatia	Q31200869	ok	1.00	matches 'Gaius Servilius Vatia'
Q144065	Marcus Servilius	Q31201175	ok	1.00	matches 'Marcus Servilius'
Q144067	Publius Cornelius Scipio Nasica Serapio	Q1241380	ok	1.00	matches 'Publius Cornelius Scipio Nasica Serapio'
Q144068	Titus Manlius Torquatus	Q114804199	ok	1.00	matches 'Titus Manlius Torquatus'
Q144069	Titus Manlius Torquatus	Q114804187	ok	1.00	matches 'Titus Manlius Torquatus'
Q14407	Fujiwara no Nakako	Q11485456	ok	1.00	matches '広橋仲子'
Q144070	Lucius Cornelius Lentulus Crus	Q521670	ok	1.00	matches 'لوسيوس كورنيليوس لينتولوس كروس'
Q144071	Marcus Octavius	Q716151	ok	1.00	matches 'Марк Октавий'
Q144074	Junia Tertia	Q442599	ok	1.00	matches 'Júnia Tércia'
Q144075	Junia Prima	Q12299554	ok	1.00	matches 'Юния Прима'
Q144077	Lucius Licinius Lucullus	Q691847	ok	1.00	matches 'Lucio Licinio Lucullo'
Q144078	Quintus Caecilius Metellus Numidicus	Q281025	ok	1.00	matches 'كوينتوس كيسيليوس متلوس'
Q144079	Sosia	Q95442176	ok	1.00	matches 'Sosia'
Q144080	Sextus Nonius Quinctilianus	Q1241440	ok	1.00	matches 'Sextus Nonius Quintilianus'
Q144081	Plautius Lateranus	Q11941997	ok	1.00	matches 'Plauci Laterà'
Q144082	Aulus Plautius	Q772930	ok	1.00	matches 'Aulus Plautius'
Q144083	Aulus Plautius	Q57329994	ok	1.00	matches 'Aulo Plaucio'
Q144084	Urgulanius	Q108941507	ok	1.00	matches 'Urgulanius'
Q144085	Lucius Apronius	Q1245038	ok	1.00	matches 'Lucius Apronius'
Q144086	Lucius Apronius Caesianus	Q1238506	ok	1.00	matches 'Lucius Apronius Caesianus'
Q144087	Apronia Cesenia	Q134349000	ok	1.00	matches 'Apronia Cesenia'
Q144088	Lucius Aelius Lamia	Q666605	ok	1.00	matches 'Луций Елий Ламия'
Q144090	Marcus Plautius Silvanus Aelianus	Q12286126	ok	1.00	matches 'Марк Плавций Силван Елиан'
Q144091	Plautia	Q108540685	ok	1.00	matches 'Plautia'
Q144092	Gaius Vibius Marsus	Q728527	ok	1.00	matches 'Gaius Vibius Marsus'
Q144093	Plautia Quinctilia	Q107588222	ok	1.00	matches 'Plautia Quinctilia'
Q144095	Gnaeus Octavius	Q1533142	ok	1.00	matches 'Gneu Octavi (pretor 205 aC)'
Q144096	Quintus Fabius Maximus Sanga	Q1283535	ok	1.00	matches 'Quintus Fabius Maximus'
Q144097	Africanus Fabius Maximus	Q384571	ok	1.00	matches 'Африкан Фабий Максим'
Q144098	Fabia Paullina	Q12297451	ok	1.00	matches 'Фабия Павлина'
Q144099	Manlia Torquata	Q114804519	ok	1.00	matches 'Manlia Torquata'
Q14410	Asin	Q497688	ok	1.00	matches 'Asin'
Q144101	Decimus Junius Silanus Gaetulicus	Q4159577	ok	1.00	matches 'Децим Юний Силан Гетулик'
Q144102	Atilia	Q2334126	ok	1.00	matches 'Атилия'
Q144104	Publius Cornelius Scipio	Q2116466	ok	1.00	matches 'Публий Корнелий Сципион (претор)'
Q144105	Publicius	Q97825598	ok	1.00	matches 'Publicio'
Q144106	Sempronia	Q97824749	ok	1.00	matches 'Sempronia'
Q144107	Gnaeus Cornelius Lentulus	Q542769	ok	1.00	matches 'Gnaeus Cornelius Lentulus'
Q144108	Gnaeus Cornelius Lentulus Vatia	Q378683	ok	1.00	matches 'Lêntulo Batiato'
Q144109	Publius Cornelius Dolabella	Q451597	ok	1.00	matches 'پوبليوس كورنيليوس دولابيلا'
Q14411	Buyeo Sin	Q16184905	ok	1.00	matches '부여신'
Q144110	Marcus Furius Camillus	Q666740	ok	1.00	matches 'Marcus Furius Camillus'
Q144111	Livia Medullina	Q435226	ok	1.00	matches 'Livia Medullina'
Q144112	Lucius Arruntius Camillus Scribonianus	Q710717	ok	1.00	matches 'Lucius Arruntius Camillus Scribonianus'
Q144116	Asinia Pollia	Q11907072	ok	1.00	matches 'Asínia Pol·lió'
Q144118	Marcus Claudius Marcellus	Q709926	ok	1.00	matches 'Марк Клавдий Марцел'
Q144120	Publius Junius Brutus	Q11033881	ok	1.00	matches 'Publi Juni Brutus'
Q144121	Marcus Junius Brutus	Q11935165	ok	1.00	matches 'Marc Juni Brutus l'Acusador'
Q144125	Aulus Postumius Albinus Magnus	Q773031	ok	1.00	matches 'Авл Постумий Альбин'
Q144126	Postumia	Q11942503	ok	1.00	matches 'Postúmia (amant de Cèsar)'
Q144127	Aulus Postumius Albinus	Q723230	ok	1.00	matches 'Авъл Постумий Албин'
Q144128	Paulla Valeria	Q20108618	ok	1.00	matches 'Paula Valèria'
Q14413	Kim Bok Ho	Q12598530	ok	1.00	matches '복호'
Q144130	Servius Sulpicius Galba	Q559871	ok	1.00	matches 'سيرڤيوس سولپيسيوس جالبا'
Q144131	Servius Sulpicius Galba	Q29523756	ok	1.00	matches 'Servius Sulpicius Galba'
Q144132	Licinius Macer Calvus	Q551668	ok	1.00	matches 'Gaius Licinius Calvus'
Q144133	Fabia	Q12297449	ok	1.00	matches 'Фабия (съпруга на Долабела)'
Q144134	Cornelius Dolabella	Q105870535	ok	1.00	matches 'Cornelius Dolabella'
Q144135	Cornelius Lentulus	Q105870746	ok	1.00	matches 'Cornelius Lentulus'
