qid	label	wikidata_qid	verdict	name_score	detail
Q130488	Athos	Q3314441	not_a_human	1.00	Wikidata item is 'Athos', instance of Q191192
Q130504	Typhon	Q180237	not_a_human	1.00	Wikidata item is 'Typhon', instance of Q191192
Q130526	Colophonus	Q58456671	not_a_human	1.00	Wikidata item is 'Colophómvs', instance of Q191192
Q130528	Corydon	Q58813570	not_a_human	1.00	Wikidata item is 'Corydon', instance of Q191192
Q130530	Damasen	Q3012621	not_a_human	1.00	Wikidata item is 'Damasène', instance of Q191192
Q130544	Effra	Q60236031	not_a_human	1.00	Wikidata item is 'Effra', instance of Q191192
Q130546	Emphytus	Q1339235	not_a_human	1.00	Wikidata item is 'Emphytos', instance of Q191192
Q130574	Chiron	Q183417	not_a_human	1.00	Wikidata item is '喀戎', instance of Q83203
Q130578	Moirae	Q180287	not_a_human	1.00	Wikidata item is 'Moiren', instance of Q3451071, Q16979650
Q130582	Atlas	Q130818	not_a_human	1.00	Wikidata item is '阿特拉斯', instance of Q45713
Q130584	Epimetheus	Q41054	not_a_human	1.00	Wikidata item is '厄庇墨透斯', instance of Q45713
Q130588	Menoetius	Q8140979	not_a_human	1.00	Wikidata item is 'Μενοίτιος', instance of Q45713
Q130682	Porus	Q966521	not_a_human	1.00	Wikidata item is 'Poros', instance of Q1157625
Q130686	Benfeld	Q22776	not_a_human	1.00	Wikidata item is '本费尔德', instance of Q484170
Q130704	Merope	Q735518	not_a_human	1.00	Wikidata item is 'Merope', instance of Q922942
Q130708	Maia	Q205233	not_a_human	1.00	Wikidata item is '迈亚', instance of Q922942
Q130714	Sterope	Q748963	not_a_human	1.00	Wikidata item is 'Стеропа', instance of Q922942
Q130716	Electra	Q858663	not_a_human	1.00	Wikidata item is '厄勒克特拉', instance of Q922942
Q130720	Pallas	Q457294	not_a_human	1.00	Wikidata item is '帕拉斯', instance of Q45713
Q130730	Fontes	Q61640774	not_a_human	1.00	Wikidata item is 'Fontes', instance of Q20830276
Q130996	Parthenope	Q179844	not_a_human	1.00	Wikidata item is 'Parthenope', instance of Q150986
Q131004	Pisinoë	Q536141	not_a_human	1.00	Wikidata item is 'Pisinoë', instance of Q150986
Q131010	Molpe	Q12901072	not_a_human	1.00	Wikidata item is 'Molpe (Siren)', instance of Q150986
Q131012	Ligeia	Q1245648	not_a_human	1.00	Wikidata item is 'Ligea', instance of Q150986
Q131084	Sagaritis	Q3948364	not_a_human	1.00	Wikidata item is 'Sangaride', instance of Q619300
Q131148	Syrinx	Q846129	not_a_human	1.00	Wikidata item is 'Sírinx', instance of Q619300
Q131162	Acholoë	Q21547793	not_a_human	1.00	Wikidata item is 'Acholoë', instance of Q181360
Q131166	Ocypete	Q3141720	not_a_human	1.00	Wikidata item is 'Okipeto', instance of Q20902363
Q131168	Podarge	Q2723576	not_a_human	1.00	Wikidata item is 'Podarge', instance of Q181360
Q131170	Celaeno	Q753903	not_a_human	1.00	Wikidata item is 'Celaeno', instance of Q181360
Q131172	Aellopoda	Q3605939	not_a_human	1.00	Wikidata item is 'Aellopoda', instance of Q181360
Q131326	Perses	Q660924	not_a_human	1.00	Wikidata item is '珀耳塞斯', instance of Q45713
Q131328	Carystus	Q5047755	not_a_human	1.00	Wikidata item is 'Карист', instance of Q23015925
Q131426	Chronos	Q272918	not_a_human	1.00	Wikidata item is '柯罗诺斯', instance of Q878099, Q7805266
Q131434	Aura	Q4072434	not_a_human	1.00	Wikidata item is 'Αύρες (νύμφες)', instance of Q476682
Q131468	Eryx	Q430157	not_a_human	1.00	Wikidata item is 'Eryx', instance of Q6949213, Q11338576
Q131508	Asteria	Q18642285	not_a_human	1.00	Wikidata item is 'Asteria', instance of Q45713
Q131510	Leto	Q12958119	not_a_human	1.00	Wikidata item is 'Latona', instance of Q124940323
Q131512	Lelantos	Q3270327	not_a_human	1.00	Wikidata item is 'Лелант', instance of Q45713
Q131518	Astraeus	Q250588	not_a_human	1.00	Wikidata item is 'Astraios', instance of Q45713
Q131548	Palici	Q591622	not_a_human	1.00	Wikidata item is 'Palikoi', instance of Q28061934
Q131564	Apate	Q617977	not_a_human	1.00	Wikidata item is 'Apate', instance of Q122966107, Q207174
Q131566	Geras	Q1052301	not_a_human	1.00	Wikidata item is '革剌斯', instance of Q122966107
Q131568	Oneiroi	Q578584	not_a_human	1.00	Wikidata item is 'Oneiroi', instance of Q16979650
Q131572	Philotes	Q975581	not_a_human	1.00	Wikidata item is 'Philotes', instance of Q205985, Q122966107
Q131576	Oizys	Q1365927	not_a_human	1.00	Wikidata item is 'Oizus', instance of Q122966107
Q131598	Zephyrus	Q467515	not_a_human	1.00	Wikidata item is '仄费罗斯', instance of Q476682
Q131614	Bannwil	Q66841	not_a_human	1.00	Wikidata item is 'Bannwil', instance of Q70208
Q131620	Aethon	Q1371462	not_a_human	1.00	Wikidata item is 'Éthon', instance of Q30301495, Q2092297
Q131622	Crommyonian Sow	Q1751992	not_a_human	1.00	Wikidata item is 'Phaia', instance of Q32012717
Q131654	Polemos	Q2713002	not_a_human	1.00	Wikidata item is 'Polemo', instance of Q1157625, Q207174
Q131666	Perseus	Q130832	not_a_human	1.00	Wikidata item is 'Perseus', instance of Q23015925, Q12502038
Q131667	Wushan	Q119463	not_a_human	1.00	Wikidata item is 'Wushan', instance of Q4167410
Q131669	Garamantis	Q1493870	not_a_human	1.00	Wikidata item is 'Garamantis', instance of Q38618822
Q131673	Atë	Q210871	not_a_human	1.00	Wikidata item is 'Ate', instance of Q122966107
Q131711	Scotus	Q4422449	not_a_human	1.00	Wikidata item is 'Скотос', instance of Q878099
Q131715	Heracles	Q122248	not_a_human	1.00	Wikidata item is 'Herakles', instance of Q23015925
Q131763	Libyan Sibyl	Q587457	not_a_human	1.00	Wikidata item is 'Sibila libia', instance of Q273320
Q131797	Balius	Q9164605	not_a_human	1.00	Wikidata item is 'Balios', instance of Q24296329
Q131799	Xanthus	Q21560612	not_a_human	1.00	Wikidata item is 'Xanthos', instance of Q24296329
Q131803	Aletheia	Q1317994	not_a_human	1.00	Wikidata item is 'Aletheia', instance of Q1157625, Q122966107
Q131841	Chrysus	Q5115016	not_a_human	1.00	Wikidata item is 'Chrysus', instance of Q1157625
Q131871	Opus II	Q111210877	not_a_human	1.00	Wikidata item is 'Opus II', instance of Q23015925
Q131884	Arion	Q842435	not_a_human	1.00	Wikidata item is '阿里翁', instance of Q24296329
Q131901	Polyphemus	Q193567	not_a_human	1.00	Wikidata item is '波吕斐摩斯', instance of Q128430
Q131959	Pegasus	Q162797	not_a_human	1.00	Wikidata item is '珀伽索斯', instance of Q2537829, Q24296329
Q131969	Canon EOS	Q62944	not_a_human	1.00	Wikidata item is 'Canon EOS', instance of Q20888711, Q20679033
Q132071	Notus	Q903273	not_a_human	1.00	Wikidata item is '诺托斯', instance of Q476682
Q132073	Apeliotes	Q2245728	not_a_human	1.00	Wikidata item is 'Apeliotes', instance of Q476682
Q132074	Euros	Q836518	not_a_human	1.00	Wikidata item is 'Euro', instance of Q476682
Q132075	Caecias	Q1721421	not_a_human	1.00	Wikidata item is 'Kaikias', instance of Q476682
Q132076	Lips	Q1740184	not_a_human	1.00	Wikidata item is 'Lips', instance of Q476682, Q8094
Q132077	Sciron	Q9337884	not_a_human	1.00	Wikidata item is 'Skiron (syn Astrajosa)', instance of Q476682
Q132078	Pyroeis	Q7263645	not_a_human	1.00	Wikidata item is 'Pyroeis', instance of Q5709717
Q132079	Phaenon	Q7180028	not_a_human	1.00	Wikidata item is 'Phaenon', instance of Q5709717
Q132080	Stilbon	Q7616947	not_a_human	1.00	Wikidata item is 'Stilbon', instance of Q45713
Q132084	Argestes	Q55529508	not_a_human	1.00	Wikidata item is 'Argestes', instance of Q476682
Q132093	Eusebia	Q61410291	not_a_human	1.00	Wikidata item is 'Eusebia', instance of Q1157625
Q132131	Leucaria	Q9021947	not_a_human	1.00	Wikidata item is 'Leukaria', instance of Q124940323
Q132137	Lavinia	Q1137364	not_a_human	1.00	Wikidata item is 'Lavínia', instance of Q124940323
Q132138	Praenestes	Q2107379	not_a_human	1.00	Wikidata item is 'Praenestes', instance of Q124940323
Q132142	Venilia	Q1133514	not_a_human	1.00	Wikidata item is 'Venília', instance of Q38618822
Q132190	Echo	Q207368	not_a_human	1.00	Wikidata item is '厄科', instance of Q242663
Q132197	Mytilene	Q6019598	not_a_human	1.00	Wikidata item is 'Mitilene (mitología)', instance of Q26214208
Q132530	Anigrus river	Q546636	not_a_human	1.00	Wikidata item is 'Anigros', instance of Q4022
Q132576	Eurydice	Q208588	not_a_human	1.00	Wikidata item is 'Eurydyka', instance of Q202474
Q132589	Cephisso	Q16826167	not_a_human	1.00	Wikidata item is 'Cephisso', instance of Q57245935
Q132590	Apollonis	Q4780401	not_a_human	1.00	Wikidata item is 'Apollonis', instance of Q57245935
Q132696	Athis	Q3514860	not_a_human	1.00	Wikidata item is 'Athis', instance of Q23015925
Q132730	Hydros	Q12656482	not_a_human	1.00	Wikidata item is 'Hidras', instance of Q878099, Q1308679
Q132759	Aemilia	Q125243728	not_a_human	1.00	Wikidata item is 'Aemilia', instance of Q124940323
Q132771	Lethe	Q1375734	not_a_human	1.00	Wikidata item is 'Lethe', instance of Q1157625, Q122966107
Q132772	Ponos	Q174190	not_a_human	1.00	Wikidata item is 'Ponos', instance of Q122966107, Q207174
Q132774	Dysnomia	Q1138207	not_a_human	1.00	Wikidata item is 'Disnomia', instance of Q122966107
Q132778	Androktasiai	Q4759471	not_a_human	1.00	Wikidata item is 'Androktasiai', instance of Q2803758
Q132783	Machai	Q1547161	not_a_human	1.00	Wikidata item is 'Maches', instance of Q20830276
Q132789	Corus	Q5173416	not_a_human	1.00	Wikidata item is 'Кор (митологија)', instance of Q1157625
Q132795	Calydonian Boar	Q654379	not_a_human	1.00	Wikidata item is 'Béier vu Kalydon', instance of Q32012717
Q132909	Anton	Q41510110	not_a_human	1.00	Wikidata item is 'Anton', instance of Q124940323
Q132975	Clytia	Q58318523	not_a_human	1.00	Wikidata item is 'Clytia', instance of Q26214208
Q132985	Erato	Q782764	not_a_human	1.00	Wikidata item is 'Erato', instance of Q202474
Q133254	Hymnus	Q32859452	not_a_human	1.00	Wikidata item is 'Hymnos', instance of Q124940323
Q133255	Felix	Q32859646	not_a_human	1.00	Wikidata item is 'Felix', instance of Q124940323
Q133256	Faustus	Q32859654	not_a_human	1.00	Wikidata item is 'Faustus', instance of Q124940323
Q133281	Haltern Hills	Q118206	not_a_human	1.00	Wikidata item is 'Halterner Berge', instance of Q46831
Q133348	Turnus	Q633549	not_a_human	1.00	Wikidata item is 'Turnus', instance of Q6949213, Q64520857
Q133377	Pholus	Q1135152	not_a_human	1.00	Wikidata item is 'Folo', instance of Q83203
Q133466	Phoebe	Q15631124	not_a_human	1.00	Wikidata item is 'Foibé (manželka Danaa)', instance of Q619300
Q133467	Atlantia	Q3626277	not_a_human	1.00	Wikidata item is 'Atlanteié', instance of Q619300
Q133659	Rotary International	Q109179	not_a_human	1.00	Wikidata item is '国际扶轮', instance of Q1194093, Q1897098, Q708676
Q133660	Malden	Q54149	not_a_human	1.00	Wikidata item is 'Malden', instance of Q1093829
Q133855	Astynome	Q12748550	not_a_human	1.00	Wikidata item is 'Астинома', instance of Q26214208
Q133955	Catillus	Q2942951	not_a_human	1.00	Wikidata item is 'Catillus', instance of Q124940323
Q134026	Thesis	Q3822612	not_a_human	1.00	Wikidata item is 'Thesis', instance of Q878099, Q1308679
Q134030	Crano	Q2875987	not_a_human	1.00	Wikidata item is 'Crano', instance of Q124940323
Q134043	Brutus of Troy	Q994929	not_a_human	1.00	Wikidata item is 'Брут Троянский', instance of Q20669579
Q134256	Caeculus	Q648537	not_a_human	1.00	Wikidata item is 'Caeculus', instance of Q124940323
Q134258	Aventinus	Q3625035	not_a_human	1.00	Wikidata item is 'Авентин', instance of Q124940323
Q134271	Cretan Bull	Q746198	not_a_human	1.00	Wikidata item is 'Touro de Creta', instance of Q1427313
Q134309	Pomona	Q171239	not_a_human	1.00	Wikidata item is 'Pomona', instance of Q38618822
Q134446	150 BC	Q4810	not_a_human	1.00	Wikidata item is '150 v. Chr.', instance of Q29964144
Q134489	Tiburtus	Q3528137	not_a_human	1.00	Wikidata item is 'Tiburtus', instance of Q124940323
Q134490	Coras	Q57038422	not_a_human	1.00	Wikidata item is 'Coras', instance of Q124940323
Q134491	Catillus	Q57038412	not_a_human	1.00	Wikidata item is 'Catillus', instance of Q124940323
Q134519	Innogen	Q132181471	not_a_human	1.00	Wikidata item is 'Innogen', instance of Q25810847
Q134524	Prima	Q21188702	not_a_human	1.00	Wikidata item is 'Prima', instance of Q124940323
Q134644	Praenesta	Q11942680	not_a_human	1.00	Wikidata item is 'Preneste', instance of Q124940323
Q134684	Tiberinus	Q937512	not_a_human	1.00	Wikidata item is 'Tibérinus', instance of Q1434313
Q134687	iCarly	Q3013	not_a_human	1.00	Wikidata item is 'iCarly', instance of Q5398426
Q134754	Pandrasus	Q115813683	not_a_human	1.00	Wikidata item is 'Pandrasus', instance of Q25810847
Q134759	Lausus	Q3219705	not_a_human	1.00	Wikidata item is 'Lausus', instance of Q64520857, Q124940323
Q134811	Ptelea	Q3410251	not_a_human	1.00	Wikidata item is 'Ptelea', instance of Q619300
Q134812	Ampelus	Q12748314	not_a_human	1.00	Wikidata item is 'Ампела', instance of Q619300
Q134813	Orea	Q21286562	not_a_human	1.00	Wikidata item is 'Orea', instance of Q619300
Q134814	Aigeiros	Q21286569	not_a_human	1.00	Wikidata item is 'Aigeiros', instance of Q619300
Q134815	Syke	Q21286572	not_a_human	1.00	Wikidata item is 'Syke', instance of Q619300
Q134816	Kraneia	Q21286585	not_a_human	1.00	Wikidata item is 'Кранија', instance of Q619300
Q134817	Balanus	Q21286610	not_a_human	1.00	Wikidata item is 'Balanos', instance of Q619300
Q134818	Carya	Q29490124	not_a_human	1.00	Wikidata item is 'Karya', instance of Q619300
Q134849	Acestes	Q128900251	not_a_human	1.00	Wikidata item is 'Acestes', instance of Q124940323
Q134881	Samael	Q779725	not_a_human	1.00	Wikidata item is 'Samael', instance of Q690175, Q178342
Q134886	Antho	Q2852749	not_a_human	1.00	Wikidata item is 'Antho', instance of Q124940323
Q134889	Pomponius	Q98356360	not_a_human	1.00	Wikidata item is 'Pompón', instance of Q64520857
Q134890	Pinus	Q98356753	not_a_human	1.00	Wikidata item is 'Pino', instance of Q64520857
Q134891	Calpus	Q18588408	not_a_human	1.00	Wikidata item is 'Calpus', instance of Q64520857
Q134892	Mamercus	Q11934764	not_a_human	1.00	Wikidata item is 'Mamerc (fill de Numa Pompili)', instance of Q64520857
Q134928	Saul	Q9302723	not_a_human	1.00	Wikidata item is 'Saul', instance of Q12308941
Q134938	Numa Marcius	Q764629	not_a_human	1.00	Wikidata item is 'Numa Marcio', instance of Q64520857
Q135188	Hilkiah	Q130270587	not_a_human	1.00	Wikidata item is 'Hilkiah', instance of Q12405827
Q135541	Mulek	Q6933911	not_a_human	1.00	Wikidata item is 'Mulek', instance of Q21976118
Q135812	Bran the Blessed	Q598810	not_a_human	1.00	Wikidata item is 'Bran', instance of Q3707571
Q135893	Skuld	Q3962596	not_a_human	1.00	Wikidata item is 'Skuld', instance of Q89048962, Q3658341
Q135949	list of municipalities in Barcelona	Q99084	not_a_human	1.00	Wikidata item is 'municipios de Barcelona', instance of Q13406463
Q136037	Gwawr ach Brychan	Q24558760	not_a_human	0.90	Wikidata item is 'Gwawr', instance of Q11879590
Q136161	Vistarino	Q39669	not_a_human	1.00	Wikidata item is '维斯塔里诺', instance of Q747074
Q136245	Nisien	Q1620097	not_a_human	1.00	Wikidata item is 'Nissyen', instance of Q106719020
Q136246	Efnysien	Q1296422	not_a_human	1.00	Wikidata item is 'Evnissyen', instance of Q106719020
Q136490	Euroswydd	Q3404342	not_a_human	1.00	Wikidata item is 'Euroswydd', instance of Q106719020
Q136690	Aun	Q3773422	not_a_human	1.00	Wikidata item is 'Aun den gamle', instance of Q6949213
Q136899	Laudine	Q3218591	not_a_human	1.00	Wikidata item is 'Laudine', instance of Q3658341
Q137081	Jorund	Q80518	not_a_human	1.00	Wikidata item is 'Jörund', instance of Q6949213
Q137082	Gaut	Q1402029	not_a_human	1.00	Wikidata item is 'Gaus', instance of Q16513881
Q137231	Artemia	Q107680478	not_a_human	1.00	Wikidata item is 'Artemia', instance of Q124940323
Q137579	Yngvi	Q20019277	not_a_human	1.00	Wikidata item is 'Yngvi', instance of Q6949213
Q138292	Alaric	Q20019270	not_a_human	1.00	Wikidata item is 'Alrik', instance of Q6949213
Q138293	Alf	Q20019278	not_a_human	1.00	Wikidata item is 'Alf', instance of Q6949213
Q138466	24 Themis	Q108361	not_a_human	1.00	Wikidata item is '24 Θέμις', instance of Q3863
Q139431	Agne	Q2436711	not_a_human	1.00	Wikidata item is 'Agni', instance of Q6949213
Q139432	Eric	Q20019271	not_a_human	1.00	Wikidata item is 'Erik', instance of Q6949213
Q141279	Dag the Wise	Q949122	not_a_human	1.00	Wikidata item is 'Dag le Sage', instance of Q6949213
Q141408	Chesapeake Bay Retriever	Q29084	not_a_human	1.00	Wikidata item is 'Chesapeake Bay Retriever', instance of Q39367
Q141706	Valle di Cadore	Q39717	not_a_human	1.00	Wikidata item is '卡多雷地区瓦莱', instance of Q747074
Q141711	Heavenly Mother	Q5694886	not_a_human	1.00	Wikidata item is 'Heavenly Mother', instance of Q205985
Q141712	God the Son	Q1141210	not_a_human	1.00	Wikidata item is 'Deus, o Filho', instance of Q825
Q143545	Miliana	Q48468	not_a_human	1.00	Wikidata item is 'Tamelyant', instance of Q2989398
Q143815	Thorngate's postulate of commensurate complexity	Q25053	not_a_human	1.00	Wikidata item is 'Thorngates Postulat der angemessenen Komplexität', instance of Q3239681
Q143941	Dyggvi	Q426684	not_a_human	1.00	Wikidata item is 'Dyggvi', instance of Q6949213
Q144028	Kobrinskoe	Q52485	not_a_human	1.00	Wikidata item is 'Кобринское', instance of Q2514025
Q147828	Hel	Q191589	not_a_human	1.00	Wikidata item is '赫尔', instance of Q2803758, Q16513881, Q205985
Q148248	Dyēus	Q796807	not_a_human	1.00	Wikidata item is 'Dyeus', instance of Q115210812, Q3512027
Q148249	Divine twins	Q4089480	not_a_human	1.00	Wikidata item is 'боги-близнецы', instance of Q253855, Q115282499
Q148266	368	Q48000	not_a_human	1.00	Wikidata item is '368', instance of Q577
Q149185	Les Révoires	Q55105	not_a_human	1.00	Wikidata item is 'Les Révoires', instance of Q55116, Q902814, Q99324125
Q151462	Lucius Julius Libo the Younger	Q3265887	not_a_human	1.00	Wikidata item is 'Lucius Julius Libo le Jeune', instance of Q64643615
Q151580	Numerius Julius Caesar	Q3346296	not_a_human	1.00	Wikidata item is 'Numerius Julius Caesar', instance of Q64643615
Q151675	Lucius Julius Caesar	Q3265882	not_a_human	1.00	Wikidata item is 'Lucius Julius Caesar', instance of Q64643615
Q151688	Lucius Cornelius Scipio	Q11934067	not_a_human	1.00	Wikidata item is 'Luci Corneli Escipió (germà de Publi i Gneu Escipió)', instance of Q64643615
Q152973	Adam Y Chromosomal Adam	Q351265	not_a_human	0.90	Wikidata item is 'plus récent ancêtre patrilinéaire commun', instance of Q1052390
Q153479	Nahusha	Q2633157	not_a_human	1.00	Wikidata item is 'Nahusa', instance of Q19896979
Q1924	Kashyapa	Q1513261	not_a_human	1.00	Wikidata item is 'कश्यप', instance of Q755990
Q1930	Diti	Q1230306	not_a_human	1.00	Wikidata item is 'Дити', instance of Q494511
Q1939	Marichi	Q241908	not_a_human	1.00	Wikidata item is 'Marichi', instance of Q755990, Q17061516, Q2017194
Q25058	Wakatakayori-hime no Mikoto	Q15707446	not_a_human	1.00	Wikidata item is '稚高依姫尊', instance of Q2345820
Q271	Aparaglossata	Q48970749	not_a_human	1.00	Wikidata item is 'Aparaglossata', instance of Q713623
Q273	Dermaptera	Q13676	not_a_human	1.00	Wikidata item is 'Dermaptera', instance of Q16521
Q278	Mantodea	Q131250	not_a_human	1.00	Wikidata item is '螳螂目', instance of Q16521
Q2981	Captorhinidae	Q141936	not_a_human	1.00	Wikidata item is '大鼻龙科', instance of Q23038290
Q2991	Diapsid	Q134688	not_a_human	1.00	Wikidata item is '双孔亚纲', instance of Q713623
Q3002	Paleothyris	Q385570	not_a_human	1.00	Wikidata item is 'Paleothyris', instance of Q23038290
Q35612	Haplogroup JT	Q2613923	not_a_human	1.00	Wikidata item is 'मातृवंश समूह जेटी', instance of Q1356230
Q42	Luca	Q849168	not_a_human	1.00	Wikidata item is 'último ancestral comum', instance of Q1052390
Q485	Halwaxiida	Q5643790	not_a_human	1.00	Wikidata item is 'Halwaxiida', instance of Q713623
Q49117	March 4	Q2396	not_a_human	1.00	Wikidata item is '4 mars', instance of Q14795564
Q50009	red squirrel	Q4388	not_a_human	1.00	Wikidata item is 'Eurasisches Eichhörnchen', instance of Q16521
Q52013	Hiki clan	Q11547377	not_a_human	1.00	Wikidata item is '比企氏', instance of Q211503
Q54275	Black tie	Q44045	not_a_human	1.00	Wikidata item is 'Black tie', instance of Q4167410
Q54338	Akbarabad	Q43524	not_a_human	1.00	Wikidata item is 'اکبرآباد', instance of Q532
Q54342	Walsh	Q40378	not_a_human	1.00	Wikidata item is 'Уолш', instance of Q4167410
Q55575	Dassam Falls	Q37918	not_a_human	1.00	Wikidata item is 'Шаршараи Дассам', instance of Q34038
Q56071	Voishvil	Q4228577	not_a_human	1.00	Wikidata item is 'Войшвил', instance of Q64520857
Q61151	Psych	Q48758	not_a_human	1.00	Wikidata item is 'साइक', instance of Q5398426
Q62662	Osiris	Q46491	not_a_human	1.00	Wikidata item is '俄西里斯', instance of Q146083, Q13405593, Q642405
Q6420	Yellow Emperor	Q29201	not_a_human	1.00	Wikidata item is '黃帝', instance of Q6949213, Q977690
Q6423	Yandi	Q3056696	not_a_human	1.00	Wikidata item is '炎帝', instance of Q6949213, Q977690
Q6431	Nuba	Q797424	not_a_human	1.00	Wikidata item is 'Ba', instance of Q205985
