qid	birth_precision	death_precision
Q70840	9	9
Q70843	9	9
Q70846	9	9
Q70849	11	11
Q70852	9	9
Q70855	9	9
Q70858	9	9
Q70861	11	11
Q70864	11	11
Q70867	11	11
Q70870	9	9
Q70873	11	11
Q70876	9	9
Q70879	9	9
Q70882	9	9
Q70885	11	
Q70888		11
Q70891		11
Q70894	9	9
Q70897		11
Q70900		11
Q70906	11	11
Q70909		11
Q70912		11
Q70913	11	11
Q70918	11	11
Q70921	11	
Q70922	9	9
Q70924	9	9
Q70933	9	9
Q70938	11	9
Q70944		11
Q70950		11
Q70953		11
Q70956		11
Q70959		11
Q70962		11
Q70965		11
Q70968		11
Q70970	9	9
Q70988	9	
Q70998		11
Q71010	11	11
Q71013		11
Q71016		11
Q71019		11
Q71022		11
Q71031		11
Q71037	11	11
Q71040		11
Q71055		11
Q71058	11	11
Q71066		11
Q71069	11	11
Q71072	11	11
Q71075	11	11
Q71078	11	11
Q71084		11
Q71087		11
Q71090		11
Q71099		11
Q71108		11
Q71111		11
Q71114		11
Q71117		11
Q71120		11
Q71126		11
Q71129		11
Q71132		11
Q71135		11
Q71137	9	9
Q71138		11
Q71141		11
Q71144		11
Q71147		11
Q71150		11
Q71156		11
Q71159		11
Q71161		9
Q71162		11
Q71165		11
Q71168		11
Q71171		11
Q71173	9	9
Q71174		11
Q71177		11
Q71180		11
Q71183		11
Q71186		11
Q71189		11
Q71192		11
Q71195		11
Q71198		11
Q71201		11
Q71204		11
Q71207		11
Q71210		11
Q71213		11
Q71216		11
Q71219		11
Q71222		11
Q71225		11
Q71228		11
Q71231		11
Q71234		11
Q71237		11
Q71240		11
Q71243		11
Q71246		11
Q71249		11
Q71252		11
Q71255		11
Q71258		11
Q71264	11	11
Q71267		11
Q71270	11	11
Q71276		11
Q71279	9	
Q71282		11
Q71285		11
Q71288		11
Q71291	9	9
Q71294	11	
Q71303		9
Q71312	11	11
Q71315	11	11
Q71318		11
Q71327	9	11
Q71330		11
Q71333		11
Q71336		11
Q71348		11
Q71351		11
Q71354		11
Q71357		11
Q71360		11
Q71363		11
Q71369		11
Q71372		11
Q71375	9	11
Q71381	9	9
Q71384		11
Q71387		11
Q71390	9	9
Q71393	9	9
Q71396		9
Q71399	11	11
Q71402		11
Q71405		11
Q71408		11
Q71411		11
Q71414		11
Q71417	11	11
Q71423		11
Q71426		11
Q71445	9	9
Q71447	11	11
Q71450		11
Q71453		11
Q71459	11	11
Q71462		11
Q71465		11
Q71468		11
Q71471		11
Q71474		11
Q71477		11
Q71480		11
Q71486	11	11
Q71495		11
Q71498		11
Q71501		11
Q71504		11
Q71507		11
Q71510	11	11
Q71513	11	11
Q71519	11	11
Q71528		11
Q71531		11
Q71534		11
Q71537	11	11
Q71543		11
Q71546		11
Q71549		11
Q71552		11
Q71558	11	11
Q71561		11
Q71564		11
Q71567	11	11
Q71573		11
Q71576		11
Q71579		11
Q71582		11
Q71585		11
Q71588		11
Q71591		11
Q71594		11
Q71597		11
Q71600		11
Q71603		11
Q71606		11
Q71609		11
Q71612		11
Q71615		11
Q71618		11
Q71621		11
Q71624		11
Q71627		11
Q71630		11
Q71633		11
Q71636		11
Q71639		11
Q71642		11
Q71645		11
Q71648		11
Q71651		11
Q71653		11
Q71656	11	11
Q71659	11	11
Q71681		11
Q71684		11
Q71687		11
Q71690	11	11
Q71693	11	11
Q71702	11	11
Q71705	11	11
Q71708		11
Q71711		11
Q71714		11
Q71716		11
Q71718		11
Q71719		11
Q71722		11
Q71725		11
Q71728		9
Q71731		11
Q71734		11
Q71737		11
Q71740		11
Q71743		11
Q71746		11
Q71749		11
Q71752		11
Q71755		11
Q71758	11	11
Q71761		11
Q71764		11
Q71766	9	
Q71767		11
Q71768	9	11
Q71770		11
Q71771	9	
Q71773		11
Q71776	11	11
Q71779		11
Q71782		11
Q71785		11
Q71786	9	9
Q71788		11
Q71791		11
Q71798	9	11
Q71803	11	11
Q71806		11
Q71807	9	9
Q71809	11	11
Q71815		11
Q71818	11	11
Q71821	11	11
Q71827	11	
Q71830	11	11
Q71833	9	11
Q71836	11	11
Q71839	11	11
Q71842	9	11
Q71845	9	11
Q71848	9	11
Q71851		11
Q71854	9	11
Q71857	9	11
Q71860	9	11
Q71863	11	11
Q71866		11
Q71869	9	11
Q71872	9	11
Q71875	9	11
Q71878		11
Q71887		11
Q71896		11
Q71902		11
Q71905		11
Q71908		11
Q71911		11
Q71920	11	11
Q71923		11
Q71926		11
Q71929		11
Q71932		11
Q71938	9	11
Q71941		11
Q71947	11	11
Q71950		11
Q71953		11
Q71959		11
Q71965		11
Q71968		11
Q71971		11
Q71977		11
Q71980	9	11
Q71983		11
Q71986		11
Q71989		11
Q71992		11
Q71995	9	9
Q72001		11
Q72011	9	11
Q72013	11	11
Q72015		11
Q72021		11
Q72023		11
Q72027		11
Q72030		11
Q72033		11
Q72041	9	11
Q72042		11
Q72057		11
Q72060		11
Q72063		11
Q72066		11
Q72069		9
Q72072	11	11
Q72075	11	9
Q72084	11	11
Q72087	11	11
Q72090	11	11
Q72093	11	9
Q72096	11	11
Q72099		11
Q72108		11
Q72111		11
Q72117	11	11
Q72120		11
Q72123		11
Q72126		11
Q72129		11
Q72132		11
Q72135		11
Q72138		11
Q72140	9	
Q72141		11
Q72144		11
Q72147		11
Q72150		11
Q72153		11
Q72156	9	11
Q72159		11
Q72162		11
Q72165		11
Q72177		11
Q72189		11
Q72192		11
Q72195		11
Q72204		11
Q72207		11
Q72210		11
Q72213		11
Q72216	11	11
Q72219		11
Q72222		11
Q72227	9	
Q72228	11	11
Q72231		11
Q72234		11
Q72236	11	11
Q72237		11
Q72239		11
Q72240		11
Q72242	9	9
Q72243		11
Q72246		11
Q72249		11
Q72252		11
Q72255		11
Q72258		11
Q72260	9	9
Q72261	11	11
Q72263	9	
Q72266	11	11
Q72269	9	11
Q72272	9	
Q72276		11
Q72278	9	
Q72281	11	9
Q72282		11
Q72285		11
Q72287	9	
Q72288		11
Q72291		11
Q72294		11
Q72296	9	9
Q72297		11
Q72299	9	9
Q72300		11
Q72308	9	
Q72309	11	11
Q72315	11	11
Q72318		11
Q72332	11	9
Q72333	9	11
Q72335	11	11
Q72336	9	11
Q72339		11
Q72345		11
Q72347		11
Q72348	11	11
Q72353	11	11
Q72354	11	9
Q72357		11
Q72359	9	11
Q72360		11
Q72363		11
Q72372	9	9
Q72375		11
Q72377	9	
Q72378		11
Q72381		11
Q72396	11	11
Q72404	11	9
Q72408		11
Q72411		11
Q72413	9	11
Q72414		11
Q72417		11
Q72420		11
Q72422	9	9
Q72423		11
Q72425	9	9
Q72426		11
Q72429		11
Q72432		11
Q72434	11	9
Q72435		11
Q72436	9	9
Q72438		11
Q72439	9	
Q72441		11
Q72444	11	11
Q72445	9	9
Q72448	9	9
Q72450	11	11
Q72451	9	9
Q72457	9	11
Q72463	9	
Q72465		11
Q72466	9	11
Q72468	11	11
Q72471		11
Q72474		11
Q72475	9	9
Q72477		11
Q72478	9	9
Q72480		11
Q72483		11
Q72484	9	9
Q72486		11
Q72489		11
Q72492	11	9
Q72493	9	11
Q72495		11
Q72496	9	10
Q72498		11
Q72499	9	
Q72501		11
Q72504		11
Q72505	9	9
Q72507		11
Q72510		11
Q72513		11
Q72516		11
Q72517	9	9
Q72521		11
Q72524		11
Q72527		11
Q72529	9	11
Q72530		11
Q72538	11	11
Q72539		11
Q72546	11	
Q72567	11	11
Q72570	9	9
Q72575		11
Q72578		11
Q72581		11
Q72584		11
Q72587		11
Q72590		11
Q72591		9
Q72593	11	11
Q72597	9	11
Q72599		11
Q72602		11
Q72605		11
Q72608		11
Q72611		11
Q72614	9	9
Q72617	9	9
Q72620	11	11
Q72621	9	11
Q72623		11
Q72624	9	9
Q72626		9
Q72630	9	9
Q72632		11
Q72633	9	9
Q72635	11	11
Q72638		11
Q72641		11
Q72644		11
Q72647		11
Q72648	9	9
Q72653		11
Q72656		11
Q72659		11
Q72660	9	9
Q72662		11
Q72665		11
Q72666		9
Q72668		11
Q72671		11
Q72674		11
Q72675		9
Q72677		11
Q72680		11
Q72683		11
Q72684	9	9
Q72686	11	
Q72689	11	
Q72692	11	
Q72695	11	
Q72699	9	9
Q72701	11	
Q72707	11	
Q72708	9	9
Q72711	9	9
Q72720	9	9
Q72722		11
Q72723	9	11
Q72725		11
Q72728		11
Q72729	9	9
Q72732	9	9
Q72734		11
Q72737		11
Q72740	11	
Q72743		11
Q72744	9	
Q72746		11
Q72747	9	9
Q72749		11
Q72752		11
Q72755		9
Q72758		11
Q72762	9	11
Q72764		11
Q72767	9	9
Q72770	11	11
Q72773		11
Q72779		11
Q72782		11
Q72785		11
Q72788		11
Q72791		11
Q72792	9	9
Q72793		11
Q72796		11
Q72798	9	9
Q72802	11	11
Q72805		11
Q72807	9	9
Q72808		11
Q72811		11
Q72814	11	11
Q72817		11
Q72826	11	11
Q72829		11
Q72831	9	
Q72834	9	9
Q72838	11	11
Q72841		11
Q72844	11	11
Q72847	9	9
Q72853	9	9
Q72855	9	9
Q72856	11	11
Q72858	9	9
Q72859		11
Q72871		11
Q72873	9	11
Q72876	9	
Q72877	11	11
Q72880		11
Q72883		11
Q72886	11	11
Q72889	11	11
Q72891	9	11
Q72892		11
Q72894	9	9
Q72898		9
Q72900	9	9
Q72901	11	11
Q72903	9	11
Q72909	9	9
Q72910		11
Q72913	9	11
Q72915	9	9
Q72916		11
Q72919		11
Q72922		11
Q72924	9	11
Q72925		11
Q72927	9	
Q72928		11
Q72931		11
Q72934		11
Q72937		11
Q72940		11
Q72943		11
Q72946		11
Q72948	9	
Q72949		11
Q72951	9	9
Q72952		11
Q72955		11
Q72957	9	9
Q72958		11
Q72961		11
Q72964		11
Q72967		11
Q72970		11
Q72973		11
Q72976		11
Q72979		11
Q72981	9	9
Q72982		11
Q72984	9	9
Q72985		11
Q72988		11
Q72991		11
Q72994		11
Q72997		11
Q73000		11
Q73002	9	9
Q73003		11
Q73005	9	9
Q73006		11
Q73009		11
Q73012		11
Q73015		11
Q73018		11
Q73021		11
Q73023	9	9
Q73024		11
Q73026	9	9
Q73027		11
Q73029	8	9
Q73030		11
Q73033		11
Q73036		11
Q73039		11
Q73041	9	9
Q73042		11
Q73044	9	9
Q73045		11
Q73047	9	9
Q73050	9	9
Q73053	9	11
Q73056	9	9
Q73059	9	9
Q73060		11
Q73066		11
Q73069		11
Q73071	9	
Q73074	9	
Q73075		11
Q73077	9	9
Q73078		11
Q73081		11
Q73086	11	11
Q73089	11	11
Q73092	9	
Q73095		9
Q73096	11	11
Q73099	11	11
Q73102	11	11
Q73105	9	11
Q73108	9	11
Q73114		11
Q73116	9	9
Q73117		9
Q73119	9	9
Q73120	11	11
Q73123	9	11
Q73126	11	11
Q73128	9	9
Q73129	11	11
Q73131	9	
Q73138	11	11
Q73141	9	11
Q73144	9	11
Q73146		9
Q73147	9	11
Q73150	9	11
Q73153	9	11
Q73156	11	11
Q73159	11	11
Q73162	9	11
Q73165	11	11
Q73167	9	9
Q73174	9	9
Q73177	9	9
Q73185	9	
Q73188	9	
Q73189	11	11
Q73192	9	11
Q73194	9	9
Q73195	11	
Q73197	9	9
Q73198	11	11
Q73201	9	9
Q73204	11	
Q73206	9	9
Q73207	11	11
Q73209	9	9
Q73210	9	9
Q73212	9	9
Q73213	9	9
Q73215	9	9
Q73216	9	9
Q73218	9	9
Q73219	11	11
Q73222	11	11
Q73224		9
Q73225	11	11
Q73228	11	11
Q73231	11	11
Q73237	11	11
Q73239	9	
Q73240	11	11
Q73243	11	11
Q73246	11	11
Q73258	11	11
Q73266		9
Q73267	11	11
Q73270	11	9
Q73276	9	9
Q73279	9	9
Q73282	9	11
Q73288	9	
Q73291		9
Q73293	9	9
Q73296	9	9
Q73299	9	9
Q73311	9	9
Q73315	11	11
Q73318	11	11
Q73321	11	11
Q73324	11	11
Q73327	11	11
Q73329	9	9
Q73330	11	11
Q73333	9	9
Q73336	11	11
Q73339	9	11
Q73342	11	11
Q73344	9	9
Q73345	9	11
Q73348	11	
Q73350	9	
Q73353	9	9
Q73356	9	9
Q73359	9	9
Q73362	9	9
Q73365	9	9
Q73368	9	9
Q73371		9
Q73374	9	9
Q73377	9	
Q73380	9	9
Q73384	11	11
Q73387	11	11
Q73389	9	
Q73390	9	11
Q73393	11	11
Q73396	9	9
Q73399	9	9
Q73402	11	11
Q73405	11	11
Q73408	11	11
Q73413	9	9
Q73414	9	
Q73417	11	11
Q73420	11	11
Q73423	11	11
Q73426	11	11
Q73429	11	11
Q73432	11	11
Q73443	9	9
Q73444	11	11
Q73446	9	9
Q73450	11	11
Q73453	11	11
Q73458	9	
Q73459	11	11
Q73465	11	11
Q73468	9	11
Q73471	9	11
Q73474	11	11
Q73477	11	11
Q73480	11	11
Q73483	11	11
Q73486	11	11
Q73488	9	9
Q73489	11	11
Q73491	9	9
Q73492	9	9
Q73494	9	9
Q73495	11	11
Q73497	9	9
Q73498	11	11
Q73500	9	9
Q73501	11	11
Q73503	9	9
Q73506	9	9
Q73507	11	
Q73509	9	9
Q73510	11	11
Q73512	9	9
Q73513	11	
Q73515	9	
Q73522	11	11
Q73540	9	11
Q73543	11	11
Q73546	11	
Q73551	9	9
Q73552	11	11
Q73555	11	11
Q73558	9	11
Q73561	11	11
Q73564	11	11
Q73567	9	11
Q73569	9	9
Q73573	11	11
Q73575		9
Q73576	11	11
Q73579	11	11
Q73582	11	11
Q73585	11	11
Q73591	11	11
Q73597	11	11
Q73603	9	11
Q73606	11	11
Q73608	9	9
Q73609	11	11
Q73611	9	9
Q73612	11	11
Q73614	9	9
Q73615	11	11
Q73617	9	9
Q73618	9	9
Q73620	9	9
Q73621	11	
Q73623	9	9
Q73624	9	11
Q73627	11	11
Q73629	9	9
Q73630	11	11
Q73632	9	9
Q73633	11	11
Q73636	11	11
Q73639	11	11
Q73641	9	9
Q73642	11	11
Q73645	11	11
Q73648	11	11
Q73651	11	11
Q73654	9	
Q73657	11	11
Q73660	11	11
Q73663	11	9
Q73692	9	9
Q73722	9	9
Q73725	9	9
Q73726	11	11
Q73728	9	
Q73731	9	9
Q73732	11	11
Q73735	11	11
Q73737	9	9
Q73738	11	11
Q73740	9	9
Q73741	10	11
Q73743	9	9
Q73746	9	9
Q73747	11	
Q73752	9	9
Q73753	11	11
Q73760	11	11
Q73763	9	11
Q73766	11	11
Q73769	11	11
Q73774	11	11
Q73778	11	11
Q73782	9	7
Q73787	11	11
Q73790	11	
Q73793	11	11
Q73796	11	11
Q73799	11	11
Q73802	11	11
Q73805	11	11
Q73808	11	9
Q73811	9	9
Q73814	11	11
Q73823	9	11
Q73824	9	9
Q73826	11	11
Q73829	11	
Q73830	9	9
Q73832	10	
Q73835	11	11
Q73836	9	9
Q73839	9	9
Q73844	11	11
Q73847	11	11
Q73850	11	11
Q73851	9	
Q73853	11	11
Q73854	9	9
Q73856	11	11
Q73857	9	9
Q73859	11	11
Q73860	9	9
Q73862	9	11
Q73865	11	11
Q73866		9
Q73868	9	9
Q73871	9	
Q73887	9	9
Q73893	9	9
Q73934	9	9
Q73940	9	9
Q73943	9	9
Q73946	9	9
Q73955	9	
Q73970	9	9
Q73999		11
Q74002		11
Q74005	9	11
Q74006	9	
Q74008	9	11
Q74013	9	9
Q74022	9	
Q74023	9	9
Q74026	9	
Q74029	9	9
Q74032	9	9
Q74035	9	9
Q74038	9	9
Q74041	9	
Q74047	11	11
Q74050		11
Q74056		11
Q74059		11
Q74065		11
Q74067	9	9
Q74068		11
Q74070	9	9
Q74071		11
Q74074		11
Q74083		11
Q74086		11
Q74095		11
Q74098		11
Q74101		11
Q74104		11
Q74107		11
Q74110		11
Q74113		11
Q74116	11	
Q74122		11
Q74125		11
Q74126	9	
Q74128		11
Q74129	9	9
Q74131		11
Q74132	9	
Q74134		11
Q74137		11
Q74140		11
Q74143		11
Q74146		11
Q74149		11
Q74152		11
Q74155		11
Q74167		11
Q74170		11
Q74173		11
Q74179	11	11
Q74192	9	9
Q74195	9	9
Q74197		11
Q74200		11
Q74203		11
Q74206		11
Q74209		11
Q74212		11
Q74215		11
Q74218		11
Q74221		11
Q74224	11	11
Q74227		11
Q74228	9	9
Q74230		11
Q74231	9	
Q74233		11
Q74236		11
Q74239		11
Q74242		11
Q74243	9	9
Q74245		11
Q74246	9	9
Q74248		11
Q74251		11
Q74254		11
Q74255	9	9
Q74257	11	11
Q74263		11
Q74266		11
Q74269		11
Q74272		11
Q74275		11
Q74278		11
Q74281	11	11
Q74282		9
Q74285	11	11
Q74294		11
Q74296	9	9
Q74297		11
Q74299	9	
Q74300		11
Q74303		11
Q74305	9	9
Q74306		11
Q74308	9	9
Q74309		11
Q74312		11
Q74315	11	11
Q74318		11
Q74321		11
Q74324		11
Q74327		11
Q74330		11
Q74333	11	11
Q74336		11
Q74339	9	9
Q74342		11
Q74344	9	9
Q74345		11
Q74351		11
Q74356	9	9
Q74365	9	9
Q74368	9	9
Q74375	11	11
Q74378	11	11
Q74381		11
Q74384		11
Q74387		11
Q74389	9	9
Q74390		11
Q74393	9	11
Q74398	9	9
Q74399	9	
Q74405		11
Q74407		9
Q74408		11
Q74410	9	9
Q74411		11
Q74413	9	9
Q74414		11
Q74417		11
Q74420		11
Q74423		11
Q74426		11
Q74432		11
Q74434	9	9
Q74438		11
Q74443		9
Q74447		11
Q74450		11
Q74455	9	9
Q74458	9	9
Q74459		11
Q74462		11
Q74465		11
Q74479	9	9
Q74480		11
Q74483		11
Q74485	9	9
Q74486		11
Q74489		11
Q74492		11
Q74497	9	9
Q74498		11
Q74510		11
Q74513		11
Q74516		11
Q74519		11
Q74521	9	9
Q74522		9
Q74531	9	11
Q74534		11
Q74537		9
Q74540		9
Q74542	9	9
Q74549	11	11
Q74552	9	11
Q74555	9	11
Q74561	11	
Q74564	11	
Q74570	9	9
Q74579	9	9
Q74582		9
Q74588	9	9
Q74594	9	9
Q74596		9
Q74600	9	9
Q74606	9	9
Q74610	9	9
Q74613	9	9
Q74619	9	9
Q74620	9	9
Q74631	11	
Q74637	9	9
Q74649		11
Q74652	11	11
Q74655		11
Q74662	9	9
Q74664		9
Q74667	9	11
Q74671		9
Q74676		11
Q74679	9	9
Q74683	9	9
Q74685	9	
Q74688	11	
Q74694	9	9
Q74700	11	11
Q74703		11
Q74709	11	9
Q74711	9	9
Q74715	9	9
Q74729		9
Q74730	11	
Q74736	9	9
Q74739		9
Q74742	9	9
Q74748	9	9
Q74754		11
Q74757		11
Q74760	9	9
Q74772	9	11
Q74775	11	
Q74778	11	
Q74781	9	9
Q74784	9	9
Q74799	9	11
Q74802		11
Q74805		11
Q74808		11
Q74811		11
Q74814		11
Q74823		11
Q74832	11	
Q74835		11
Q74838		11
Q74847		11
Q74850		11
Q74853		11
Q74859		11
Q74862		11
Q74865		11
Q74868		11
Q74871		11
Q74880		11
Q74883		11
Q74886		11
Q74889	11	11
Q74895	9	11
Q74907	9	
Q74910		11
Q74913		11
Q74916	9	9
Q74919	9	9
Q74922	9	9
Q74925	9	
Q74928		11
Q74936		11
Q74945		11
Q74948		11
Q74951		11
Q74954		11
Q74957	11	
Q74960		11
Q74963	11	
Q74972	9	
Q74975		11
Q74978	9	9
Q74984		11
Q74990		9
Q74993	9	9
Q74996	9	9
Q74999	9	9
Q75002		11
Q75008		11
Q75011		11
Q75014	11	11
Q75017	11	11
Q75020		11
Q75023		11
Q75026	11	11
Q75029	11	11
Q75041	11	11
Q75044	11	11
Q75047		11
Q75056		11
Q75059		11
Q75062		11
Q75065		11
Q75068		11
Q75074		11
Q75077	11	11
Q75083		11
Q75086		11
Q75092		11
Q75095		11
Q75098		11
Q75101	11	11
Q75107		11
Q75110		11
Q75113		11
Q75116		11
Q75119		11
Q75122		11
Q75128		11
Q75131		11
Q75134		11
Q75137		11
Q75140		11
Q75143		11
Q75152	11	11
Q75155		11
Q75161	11	
Q75164		11
Q75167		11
Q75170		11
Q75173		11
Q75176		11
Q75179	11	11
Q75185		11
Q75191		11
Q75194		11
Q75197		11
Q75200		11
Q75203		11
Q75206		11
Q75209		11
Q75212		11
Q75215		11
Q75221		11
Q75224		11
Q75230	11	11
Q75239		11
Q75242		11
Q75245		11
Q75248	11	11
Q75251		11
Q75257		11
Q75272	9	
Q75275	9	
Q75278	9	
Q75287		11
Q75290		11
Q75299		11
Q75302	11	11
Q75305	11	11
Q75311	11	
Q75317	9	
Q75338	11	11
Q75341	9	9
Q75344	9	9
Q75347	11	11
Q75350	9	11
Q75353	11	11
Q75356	9	9
Q75359	9	9
Q75362	11	11
Q75365	9	
Q75371	9	
Q75377		9
Q75392	9	9
Q75395	9	
Q75404	9	9
Q75413	9	9
Q75422	9	9
Q75428	11	11
Q75432	9	11
Q75437	9	9
Q75440	11	11
Q75446	9	
Q75449	11	
Q75452	11	
Q75455	9	9
Q75461		11
Q75467	11	11
Q75479	11	11
Q75485	9	
Q75488	11	9
Q75491	9	9
Q75494	11	
Q75497	9	9
Q75500	9	9
Q75503	9	9
Q75506	9	9
Q75507	9	9
Q75518	9	11
Q75524		9
Q75527	11	11
Q75530	9	9
Q75533	11	11
Q75536	11	
Q75539	11	9
Q75540	9	9
Q75542	9	9
Q75545	9	9
Q75548		9
Q75551	11	11
Q75563	11	
Q75569	11	11
Q75572	9	9
Q75573	9	9
Q75575	11	
Q75578	9	9
Q75579	9	9
Q75584		9
Q75587	11	9
Q75593	11	11
Q75596	9	9
Q75602	9	11
Q75605	9	9
Q75613	9	9
Q75626	9	9
Q75632	9	
Q75635	9	
Q75638	11	9
Q75650		11
Q75656	11	11
Q75659		11
Q75662		11
Q75665	11	11
Q75668	9	9
Q75671		9
Q75673	9	
Q75677	11	
Q75680	9	11
Q75686		11
Q75689		11
Q75692		11
Q75694		9
Q75695		11
Q75698	9	9
Q75701	11	
Q75713		11
Q75716		11
Q75719		11
Q75722		11
Q75725		11
Q75728		11
Q75731	11	11
Q75734		11
Q75737	11	11
Q75740		11
Q75746		11
Q75749		11
Q75752	11	11
Q75759	9	9
Q75762	11	11
Q75765	11	11
Q75768	11	11
Q75774		11
Q75777		11
Q75780		11
Q75783		11
Q75786	11	
Q75787	9	9
Q75789		11
Q75798	11	11
Q75801		11
Q75807	11	11
Q75810		11
Q75813	11	11
Q75816	11	11
Q75819		11
Q75822		11
Q75837		11
Q75853	11	11
Q75876		11
Q75882		11
Q75885		11
Q75888		11
Q75897		11
Q75906		11
Q75909		11
Q75912		11
Q75915		11
Q75918		11
Q75921		11
Q75924		11
Q75927		11
Q75930		11
Q75936		11
Q75945		11
Q75948		11
Q75951		11
Q75954		11
Q75957		11
Q75960		11
Q75963		11
Q75969		11
Q75972		11
Q75975		11
Q75978		11
Q75981		11
Q75984		11
Q75987		11
Q75990		11
Q75993		11
Q75994	11	11
Q75996		11
Q75997	9	9
Q75999		11
Q76002		11
Q76011		11
Q76017	11	11
Q76023		11
Q76026		11
Q76029		11
Q76032	11	
Q76047		11
Q76050		11
Q76053		11
Q76056		11
Q76059		11
Q76062		11
Q76065	11	11
Q76068		11
Q76071		11
Q76074		11
Q76080		11
Q76083		11
Q76086		11
Q76089		11
Q76092		11
Q76095		11
Q76098		11
Q76101		11
Q76104		11
Q76107		11
Q76108	9	
Q76110		11
Q76113		11
Q76116		11
Q76119		11
Q76122		11
Q76125		11
Q76128		11
Q76131		11
Q76134		11
Q76137		11
Q76140		11
Q76143		11
Q76146		11
Q76149		11
Q76152		11
Q76155		11
Q76158		11
Q76164		11
Q76179	11	11
Q76185	11	11
Q76186	11	11
Q76188	11	11
Q76189	9	11
Q76191		11
Q76194		11
Q76197	11	11
Q76203		11
Q76206		11
Q76209		11
Q76212		11
Q76215	11	11
Q76221	11	11
Q76224	11	11
Q76230		11
Q76233		11
Q76236		11
Q76239		11
Q76245	11	11
Q76248	11	11
Q76266		11
Q76269		11
Q76272		11
Q76277	11	
Q76280	9	8
Q76284		11
Q76287		11
Q76290		11
Q76293		11
Q76296	11	11
Q76299		11
Q76302	11	11
Q76305		11
Q76308		11
Q76311		11
Q76314		11
Q76317		11
Q76323	11	11
Q76329		11
Q76332		11
Q76335		11
Q76338	11	11
Q76341		11
Q76344		11
Q76347		11
Q76350		11
Q76353		11
Q76356		11
Q76359		11
Q76362		11
Q76365		11
Q76368		11
Q76371		11
Q76374		11
Q76377		11
Q76380		11
Q76383		11
Q76386		11
Q76416	11	11
Q76422		11
Q76428		11
Q76431		11
Q76434	11	11
Q76437	11	11
Q76440		11
Q76443		9
Q76446		11
Q76449		11
Q76452		11
Q76455		11
Q76461		11
Q76464		11
Q76470		11
Q76473		11
Q76476		11
Q76479		11
Q76488		11
Q76503		11
Q76506		11
Q76508	11	9
Q76509		11
Q76511	11	
Q76512		11
Q76514	11	11
Q76515		11
Q76521		11
Q76524		11
Q76527	9	9
Q76530		11
Q76533	11	11
Q76536	11	11
Q76539	11	11
Q76542		11
Q76545	11	9
Q76548	11	11
Q76551	9	11
Q76554	9	11
Q76560	9	11
Q76563	11	11
Q76566	11	11
Q76569	9	11
Q76572		11
Q76578		11
Q76581	9	11
Q76593	11	11
Q76601		11
Q76607	9	
Q76610		11
Q76613		11
Q76616		11
Q76623		11
Q76626		11
Q76630		11
Q76631	9	9
Q76633		11
Q76636		11
Q76639		11
Q76640	8	
Q76642		11
Q76643	9	
Q76645		11
Q76648		11
Q76652		11
Q76655		11
Q76658		11
Q76661		11
Q76664		11
Q76667		11
Q76670		11
Q76673		11
Q76676		11
Q76688	11	11
Q76700		11
Q76703	11	11
Q76706	11	11
Q76709	11	11
Q76721		11
Q76724		11
Q76736	11	11
Q76741	11	11
Q76745		11
Q76748		11
Q76751		11
Q76754		11
Q76757		11
Q76760		11
Q76763		11
Q76766		11
Q76769	11	11
Q76772	11	11
Q76775		11
Q76790		11
Q76793		11
Q76799		11
Q76802		11
Q76805		11
Q76808		11
Q76811		11
Q76814		11
Q76817		11
Q76826		11
Q76832	11	11
Q76835	11	11
Q76838	9	11
Q76841	11	11
Q76844		11
Q76847	9	
Q76850	9	
Q76853	9	
Q76856	9	9
Q76862	11	11
Q76865	9	11
Q76868	9	
Q76871	9	
Q76874	11	11
Q76877	9	
Q76880		11
Q76883		11
Q76886		11
Q76889		11
Q76892		11
Q76919		11
Q76928		11
Q76931		11
Q76934		11
Q76937		11
Q76940		11
Q76943		11
Q76946		11
Q76949		11
Q76952	11	11
Q76955		11
Q76976		11
Q76979		11
Q76982		11
Q76985		11
Q76988		11
Q76990	11	11
Q76991		11
Q76997	11	11
Q77003		11
Q77015		11
Q77018		11
Q77021		11
Q77024		11
Q77027		11
Q77030		11
Q77032	11	11
Q77033		11
Q77036	9	9
Q77038	11	9
Q77042		11
Q77051	11	11
Q77063		11
Q77066		11
Q77072	9	11
Q77084		11
Q77087	9	9
Q77102		11
Q77105	9	
Q77108		11
Q77111		11
Q77113	9	9
Q77114		11
Q77117		11
Q77120		11
Q77123		11
Q77126		11
Q77129		11
Q77132		11
Q77135	11	11
Q77138		11
Q77141	11	9
Q77144	9	11
Q77147		11
Q77153		11
Q77156		11
Q77159		11
Q77162	9	9
Q77168		9
Q77177		11
Q77180		11
Q77183		11
Q77186		11
Q77189		11
Q77192		11
Q77195		11
Q77198		11
Q77201		11
Q77204		11
Q77207		11
Q77210		11
Q77213		11
Q77216		11
Q77219		11
Q77222		11
Q77225		11
Q77228		11
Q77231		11
Q77234		11
Q77237		11
Q77240		11
Q77243		11
Q77246		11
Q77264		11
Q77267		11
Q77269		9
Q77270		11
Q77273	11	11
Q77276		11
Q77279		11
Q77282		11
Q77285		11
Q77288		11
Q77291		11
Q77294	11	11
Q77297		11
Q77303		11
Q77306		11
Q77330		11
Q77336		11
Q77341	9	
Q77342	9	9
Q77344	9	11
Q77345		11
Q77348		11
Q77351		11
