qid	birth_precision	death_precision
Q146831	9	9
Q146832	9	
Q146833	9	10
Q146835	9	11
Q146836	9	11
Q146837	9	9
Q146839	9	11
Q146840	9	9
Q146841		9
Q146842		10
Q146843		9
Q146845	11	
Q146846		11
Q146850		11
Q146852	9	9
Q146853	9	11
Q146855	9	11
Q146856	11	9
Q146857	11	11
Q146858	9	11
Q146859	9	9
Q146860	9	9
Q146872	9	9
Q146889	9	9
Q146890	9	9
Q146891	9	
Q146892	9	11
Q146893	9	9
Q146894		9
Q146898	9	9
Q146899	9	9
Q146900	9	11
Q146901	9	
Q146903	9	9
Q146904	11	9
Q146905	9	11
Q146906	9	
Q146907		9
Q146915		11
Q146918	11	11
Q146919	9	11
Q146922	9	9
Q146923	9	
Q146924	9	
Q146925		9
Q146927	9	9
Q146928	9	9
Q146932	9	11
Q146933	9	11
Q146934	9	9
Q146936		11
Q146939	9	9
Q146941	9	
Q146942	9	11
Q146943	9	9
Q146944	9	9
Q146945	9	9
Q146960	9	11
Q146963	9	9
Q146965	9	9
Q146966	11	
Q146967	9	
Q146968	9	9
Q146969	9	11
Q146971	9	9
Q146976	9	11
Q146979		9
Q146980	9	9
Q146981	9	9
Q146985	9	9
Q146987	9	11
Q146988	9	11
Q146989		11
Q146991	9	9
Q146993		9
Q146995		9
Q146996		11
Q146998		11
Q146999	9	9
Q147001	9	
Q147002	11	11
Q147005		9
Q147006	9	9
Q147010	9	11
Q147011	11	11
Q147013	11	11
Q147014	11	11
Q147015	9	9
Q147017	11	11
Q147018	9	9
Q147021	9	
Q147022		11
Q147023	9	9
Q147024	9	
Q147025	9	
Q147026	9	9
Q147027	9	11
Q147033	9	
Q147034		9
Q147035	9	
Q147036	9	
Q147037		9
Q147039	9	
Q147040	9	9
Q147041	9	
Q147043	11	11
Q147045	9	11
Q147047	11	11
Q147049	9	9
Q147050	11	11
Q147051	9	11
Q147052	11	11
Q147055	9	
Q147058		11
Q147059		11
Q147060	9	11
Q147061	9	9
Q147062	11	11
Q147063	9	11
Q147064	11	11
Q147072	9	11
Q147075	9	
Q147076	9	
Q147078	11	11
Q147079	9	
Q147080	9	9
Q147081	11	11
Q147082	9	11
Q147083	9	
Q147086	11	11
Q147087	11	
Q147094	9	9
Q147095		9
Q147096	9	
Q147098	9	11
Q147100	11	11
Q147101	11	9
Q147102	9	11
Q147103	9	11
Q147104	9	
Q147106	9	
Q147107	9	9
Q147108	9	
Q147109	9	11
Q147110	9	11
Q147112	9	9
Q147113	11	11
Q147114	11	11
Q147115	9	11
Q147117	11	11
Q147124	11	11
Q147125	9	11
Q147126	9	9
Q147127	9	11
Q147129	9	
Q147130	11	11
Q147131	9	11
Q147132		9
Q147133		11
Q147134	11	11
Q147135	9	11
Q147136	11	11
Q147137	9	11
Q147138	9	9
Q147141	9	11
Q147146	11	9
Q147148	9	11
Q147150	11	11
Q147155	11	11
Q147156	9	9
Q147157	11	11
Q147158		11
Q147159	9	11
Q147161	9	9
Q147162	9	
Q147163	9	
Q147164	9	11
Q147165	9	9
Q147166	11	11
Q147167	9	
Q147168	11	11
Q147169	9	11
Q147170		11
Q147174	9	9
Q147175	9	11
Q147177	11	
Q147178	9	
Q147179		11
Q147180		11
Q147181	9	9
Q147184		9
Q147187	11	11
Q147189	9	
Q147190	9	9
Q147191	9	11
Q147192	11	9
Q147194	9	11
Q147196		11
Q147198		11
Q147202		11
Q147203		9
Q147205		11
Q147208	9	11
Q147209	9	11
Q147210		11
Q147214	9	
Q147215	9	11
Q147217	9	9
Q147225		9
Q147227	11	11
Q147228		11
Q147229		11
Q147230		11
Q147232		11
Q147233		9
Q147235		9
Q147237	11	
Q147238		9
Q147239		9
Q147240	11	11
Q147241	11	9
Q147242	9	
Q147243	9	9
Q147244	11	11
Q147247	9	9
Q147248		9
Q147250	9	11
Q147252		9
Q147253	11	11
Q147254	9	11
Q147258	9	11
Q147260	11	11
Q147262	9	11
Q147263	9	11
Q147264	11	11
Q147267	9	
Q147268		9
Q147269	9	
Q147270	9	
Q147272	9	
Q147276		9
Q147277	11	
Q147278	11	11
Q147280		9
Q147281	9	11
Q147282	9	9
Q147284	9	9
Q147285	9	9
Q147287		9
Q147288	9	
Q147289	9	9
Q147291	9	
Q147292	9	9
Q147293	9	9
Q147294	9	9
Q147302	9	
Q147305		9
Q147306	9	11
Q147308	11	11
Q147309	9	9
Q147310	9	
Q147312	9	
Q147313		11
Q147314	11	11
Q147315	11	11
Q147316	11	11
Q147317	11	11
Q147318	9	11
Q147319	11	11
Q147320	11	11
Q147322	11	11
Q147329		9
Q147340	9	9
Q147341	9	
Q147342		10
Q147345		10
Q147348	11	11
Q147349	9	9
Q147351	9	9
Q147352	11	11
Q147353	9	
Q147357	9	9
Q147358		11
Q147359		11
Q147364	11	11
Q147365	11	11
Q147366		10
Q147369	11	9
Q147370	9	9
Q147371	9	11
Q147372	9	9
Q147374		9
Q147375		9
Q147376	9	
Q147377		9
Q147378	11	11
Q147379		9
Q147382		9
Q147384	9	9
Q147385	9	
Q147386	9	11
Q147387		9
Q147388	9	11
Q147390	9	9
Q147391	9	9
Q147392	9	11
Q147394	9	
Q147396	9	9
Q147400	9	11
Q147401	9	11
Q147402		9
Q147403	9	11
Q147406		9
Q147407		9
Q147410		9
Q147411		9
Q147415	9	
Q147416	9	9
Q147417	9	11
Q147418	9	9
Q147421	9	9
Q147424	9	9
Q147426	11	11
Q147429	9	9
Q147434	9	11
Q147435	9	
Q147436		11
Q147437		9
Q147441	9	9
Q147442		11
Q147447	9	11
Q147448		11
Q147449	9	11
Q147450	11	11
Q147451	11	11
Q147453	11	11
Q147454	9	11
Q147455	11	11
Q147456	11	11
Q147457	11	11
Q147458	9	9
Q147459		11
Q147461		11
Q147463	9	11
Q147532	11	11
Q147536	9	9
Q147538	9	9
Q147540	9	9
Q147542		11
Q147548	9	11
Q147550	9	
Q147552	11	
Q147554	11	11
Q147556	9	9
Q147558	9	
Q147560	9	
Q147569	9	
Q147571	9	
Q147573	9	9
Q147575	9	9
Q147577	11	
Q147579	9	11
Q147581	11	11
Q147583	9	11
Q147585	9	
Q147587	9	9
Q147589	9	
Q147597	9	
Q147599	11	11
Q147601	9	
Q147603	9	
Q147605	9	9
Q147607		9
Q147612		11
Q147616	11	9
Q147618	9	
Q147620	9	11
Q147622	9	9
Q147624	9	
Q147638	9	9
Q147640	11	9
Q147642	9	11
Q147646	9	
Q147654		9
Q147662		11
Q147664	9	11
Q147666		9
Q147668		11
Q147672		9
Q147676		11
Q147678		9
Q147682	9	9
Q147689		11
Q147691	9	11
Q147693	9	11
Q147697	11	11
Q147699	9	11
Q147701	9	
Q147703	9	9
Q147705	9	11
Q147707	9	
Q147713	9	11
Q147719	9	9
Q147721		11
Q147725	9	9
Q147727		9
Q147729	11	
Q147731	11	11
Q147737	11	11
Q147739	9	9
Q147741	11	11
Q147743	9	
Q147745	11	9
Q147747		11
Q147749	11	9
Q147751		9
Q147757		9
Q147759		9
Q147761		9
Q147763		11
Q147765		9
Q147767		9
Q147771		9
Q147774	11	9
Q147776		9
Q147778		9
Q147784		9
Q147786		9
Q147788		11
Q147792	9	
Q147794	9	9
Q147796		11
Q147798	9	10
Q147800		9
Q147802		9
Q147804		9
Q147806		9
Q147808		11
Q147810		11
Q147814		9
Q147816		11
Q147820	11	
Q147824	9	11
Q147826	9	
Q147832	9	
Q147854	9	9
Q147859	9	9
Q147861	9	9
Q147863	9	9
Q147867	11	11
Q147869	9	9
Q147875	11	11
Q147881	11	11
Q147885	9	11
Q147887	9	11
Q147891		11
Q147893	11	9
Q147895	9	11
Q147897		9
Q147906	9	11
Q147908	9	11
Q147912	9	11
Q147916		11
Q147922	11	9
Q147924	9	11
Q147926	9	9
Q147928		9
Q147932	9	9
Q147936		9
Q147942		9
Q147944		9
Q147960	9	
Q147964	9	9
Q147970	9	11
Q147974		11
Q147976	9	11
Q147978	9	9
Q147982	9	11
Q147984	9	11
Q147986	9	11
Q147988	9	11
Q147990	9	
Q147992		9
Q147994	9	
Q148005	9	
Q148007	9	11
Q148008	9	11
Q148010	9	9
Q148011	9	11
Q148012	9	
Q148013	11	9
Q148016		11
Q148022	9	9
Q148023	11	11
Q148024	11	9
Q148025		9
Q148026	11	9
Q148030	9	9
Q148031	9	9
Q148032	9	9
Q148033	9	9
Q148034	11	11
Q148035	9	9
Q148036	9	9
Q148037	9	9
Q148038	9	11
Q148039	9	11
Q148040	11	11
Q148041	9	11
Q148042	9	9
Q148043	9	9
Q148044	9	9
Q148045	9	
Q148046	9	9
Q148047	9	9
Q148048	9	9
Q148049	9	9
Q148050	9	9
Q148053	9	9
Q148054	9	9
Q148055	9	9
Q148056		9
Q148059	9	9
Q148060	9	9
Q148063	9	9
Q148066	9	9
Q148067	9	
Q148070		9
Q148071	9	9
Q148075	9	9
Q148076	9	9
Q148077	9	9
Q148080	9	
Q148081	9	
Q148083	9	9
Q148084	9	9
Q148085	9	
Q148088	9	9
Q148089	9	
Q148090	9	9
Q148091	11	11
Q148092	11	11
Q148093	9	9
Q148096	9	
Q148098	11	11
Q148100	11	11
Q148102	11	11
Q148104	9	9
Q148107	9	9
Q148108	9	
Q148110	9	9
Q148111	9	9
Q148112	9	
Q148117	9	9
Q148118	9	9
Q148119	9	9
Q148121	9	11
Q148122	9	9
Q148123	9	9
Q148124	9	
Q148127	9	
Q148128	9	11
Q148129	9	
Q148132	11	11
Q148137	9	
Q148138	9	9
Q148139	9	11
Q148140	9	
Q148142	9	
Q148143	9	11
Q148144	9	
Q148145	9	9
Q148147	9	
Q148148	11	11
Q148149	11	11
Q148151	11	11
Q148152	9	
Q148154		9
Q148159	11	9
Q148161	9	9
Q148162	11	
Q148163	9	
Q148165	11	11
Q148166	11	11
Q148169	11	9
Q148173	11	9
Q148174	9	11
Q148175	9	
Q148176	9	
Q148177	9	
Q148179		9
Q148180	9	11
Q148181	9	9
Q148182	9	9
Q148184	11	11
Q148185	11	
Q148186	9	9
Q148188	9	
Q148189	9	
Q148192	11	11
Q148194	9	9
Q148196	11	11
Q148197	9	
Q148199	9	
Q148202	9	9
Q148203	9	11
Q148204	9	
Q148207	9	
Q148208	9	
Q148209	9	9
Q148210	9	9
Q148211	9	9
Q148212	9	
Q148213	9	9
Q148214	9	
Q148215	9	9
Q148220	9	
Q148222	9	9
Q148224	9	9
Q148226	9	9
Q148229	9	11
Q148233	9	
Q148234	9	
Q148235	9	11
Q148238		11
Q148239	11	11
Q148243	11	11
Q148245	9	9
Q148258		11
Q148263		11
Q148265	11	9
Q148266	11	11
Q148267		11
Q148269	11	11
Q148270	9	11
Q148271		9
Q148272		11
Q148273		11
Q148277	11	11
Q148278	9	11
Q148279		11
Q148281	11	11
Q148282		11
Q148284	11	11
Q148288		11
Q148289	11	11
Q148291		9
Q148292	9	9
Q148293		11
Q148299	9	11
Q148300	11	
Q148301	9	9
Q148303	9	
Q148304	9	9
Q148306	9	
Q148308	9	
Q148313	9	
Q148315	11	11
Q148316	9	11
Q148318	11	11
Q148322	9	11
Q148324	11	11
Q148325	9	11
Q148326	9	
Q148327	11	9
Q148328	11	11
Q148329	11	11
Q148330	9	9
Q148331	11	11
Q148333	9	
Q148334	9	
Q148336	11	11
Q148341	11	11
Q148342	9	
Q148343	9	
Q148344	9	
Q148345	9	
Q148347	11	9
Q148351	9	9
Q148353	9	
Q148354	9	
Q148355	9	
Q148356	9	11
Q148359	9	
Q148361	9	
Q148376	9	11
Q148377	9	
Q148380	9	
Q148381		11
Q148382		11
Q148388	11	11
Q148389	9	
Q148390	9	11
Q148404	9	
Q148406	11	11
Q148408		11
Q148409	9	11
Q148413		11
Q148418	11	11
Q148420	9	9
Q148421	9	11
Q148422	9	11
Q148423	9	
Q148425	9	11
Q148426		11
Q148427	9	9
Q148429	9	9
Q148430		9
Q148437		9
Q148438		11
Q148443		9
Q148446	9	
Q148451	9	
Q148453		9
Q148455	9	11
Q148456	9	
Q148458	9	11
Q148459		9
Q148466		9
Q148477	9	9
Q148479	9	9
Q148488	9	9
Q148489	9	
Q148498	9	9
Q148499	9	
Q148500	9	11
Q148501	9	11
Q148502		11
Q148503	9	11
Q148512		9
Q148513		11
Q148515	9	9
Q148538	9	
Q148649	9	
Q148650	9	
Q148696	9	9
Q148697	9	9
Q148699	9	
Q148701	9	9
Q148702	9	9
Q148704	11	11
Q148706	9	11
Q148707	9	
Q148708	9	9
Q148713	9	
Q148737	9	
Q148738	9	
Q148755	11	11
Q148759	11	9
Q148760		11
Q148783	9	9
Q148798		9
Q148799	9	9
Q148800	9	11
Q148802	9	
Q148803		11
Q148806	9	9
Q148808	9	
Q148810		9
Q148811		9
Q148813	9	11
Q148814	9	
Q148815	9	11
Q148817	11	
Q148821	11	11
Q148822		9
Q148834	9	
Q148851	9	9
Q148852	9	9
Q148853		11
Q148855	9	11
Q148856		9
Q148866	9	
Q148874	9	9
Q148886		9
Q148890	9	11
Q148891	9	
Q148893		9
Q148896	11	11
Q148897		11
Q148898		11
Q148899	9	11
Q148900	9	9
Q148901	9	11
Q148902		11
Q148905	9	
Q148910	11	11
Q148911	9	11
Q148912	9	
Q148913	9	9
Q148914	9	9
Q148915	11	9
Q148916	9	11
Q148923	11	11
Q148924		9
Q148925		9
Q148926	9	9
Q148927	9	
Q148929		11
Q148930		11
Q148932	9	11
Q148934	9	9
Q148935	11	11
Q148939	11	
Q148940	11	9
Q148941	11	11
Q148942	11	10
Q148943	11	11
Q148944	11	11
Q148945	9	11
Q148946	11	11
Q148947	9	11
Q148948	9	
Q148949	11	11
Q148950	11	11
Q148956		11
Q148958	11	11
Q148960	11	11
Q148961	11	11
Q148962	11	11
Q148963	11	11
Q148964	11	9
Q148965	9	11
Q148966	11	11
Q148967	9	11
Q148968	9	
Q148969	9	9
Q148970	11	11
Q148973	9	
Q148975	9	
Q148976	9	11
Q148978		9
Q148979	11	11
Q148980		11
Q148982	9	11
Q148983	9	9
Q148984	9	9
Q148986	9	
Q148987	9	9
Q148989	11	11
Q148990	11	11
Q148991	9	11
Q148992	9	
Q148993	11	9
Q148994	9	11
Q148996	9	9
Q148997	9	
Q148998		9
Q148999		9
Q149001	9	
Q149002	9	
Q149003		9
Q149005	9	
Q149006	9	11
Q149007	9	
Q149008		11
Q149013	9	9
Q149014		9
Q149016	11	11
Q149017	11	
Q149019	11	11
Q149021	11	11
Q149022	9	11
Q149023	11	9
Q149024	11	
Q149026	11	11
Q149031		11
Q149032		11
Q149033	9	9
Q149035	9	
Q149036	9	
Q149037	9	
Q149038	9	9
Q149043	9	9
Q149044	9	11
Q149045	9	9
Q149046		9
Q149047	9	
Q149048	9	
Q149049	9	
Q149050	11	11
Q149052	11	11
Q149053	9	
Q149055	11	11
Q149056	11	11
Q149057	9	11
Q149058	9	11
Q149059	9	11
Q149060	11	11
Q149061	9	11
Q149062		11
Q149086	9	9
Q149092	9	9
Q149093		9
Q149094	9	9
Q149095	11	9
Q149096	9	
Q149100	9	9
Q149101	9	9
Q149102	9	9
Q149103	9	9
Q149104	11	9
Q149107	9	9
Q149108	9	9
Q149109	9	9
Q149110	9	11
Q149113	11	11
Q149114	11	11
Q149115	11	9
Q149116	9	9
Q149118	11	11
Q149119		9
Q149120	11	11
Q149121	9	11
Q149122	9	
Q149123	9	9
Q149125	9	
Q149126		9
Q149127	9	9
Q149128	11	11
Q149129	9	11
Q149130	9	9
Q149132	9	11
Q149133	9	11
Q149135	9	11
Q149136	9	11
Q149137	11	11
Q149138	9	11
Q149139	9	11
Q149140		11
Q149142	11	11
Q149143	9	9
Q149145		10
Q149147		9
Q149148	9	
Q149149		11
Q149150		9
Q149151	9	9
Q149155	9	11
Q149156	9	9
Q149157	9	11
Q149159		9
Q149160	11	11
Q149161	11	
Q149162	9	
Q149163	9	9
Q149164		11
Q149165	11	11
Q149166		11
Q149169	9	9
Q149170	11	11
Q149172	9	11
Q149173	9	9
Q149174	9	9
Q149175	9	
Q149176	11	
Q149177	11	9
Q149178	9	11
Q149179	9	
Q149180	9	
Q149181	9	11
Q149183	11	11
Q149184	9	11
Q149185	11	11
Q149187	11	11
Q149188	9	9
Q149189	11	11
Q149190	9	
Q149191	9	9
Q149192	11	11
Q149194	11	11
Q149195	9	11
Q149197	9	9
Q149199	9	9
Q149201	9	9
Q149202		11
Q149203	9	9
Q149204	9	9
Q149205	9	
Q149206	9	
Q149210	11	11
Q149211	11	11
Q149212	11	11
Q149213	11	11
Q149214	11	9
Q149215	11	9
Q149216	11	11
Q149217	11	11
Q149218	11	11
Q149219	11	9
Q149221	11	11
Q149222		9
Q149223	9	11
Q149224	9	11
Q149225	11	11
Q149226	11	9
Q149228		9
Q149229		11
Q149230	11	11
Q149231	11	11
Q149232	11	10
Q149233	11	11
Q149234	11	11
Q149235	11	11
Q149236	11	11
Q149237	9	11
Q149238	9	11
Q149239	9	9
Q149240		9
Q149241	11	11
Q149242	9	11
Q149243		9
Q149244	9	9
Q149245	11	11
Q149248	9	
Q149249	9	9
Q149250	11	11
Q149251	9	11
Q149253	9	11
Q149254	9	
Q149259	9	11
Q149260	9	9
Q149261	9	11
Q149262	11	11
Q149263	9	11
Q149264	9	11
Q149266	9	
Q149267	9	
Q149268	9	11
Q149270	11	11
Q149271	9	
Q149280	9	9
Q149281	9	9
Q149282	9	
Q149283	11	10
Q149286	9	9
Q149290		11
Q149295	9	11
Q149296	9	9
Q149297	11	11
Q149298	9	11
Q149299	11	11
Q149300	9	11
Q149301	9	11
Q149302	9	9
Q149303	9	
Q149304	9	11
Q149307	9	
Q149310	9	9
Q149311	11	11
Q149312	11	
Q149313		11
Q149314	9	11
Q149315	11	11
Q149316	9	9
Q149317	9	9
Q149318	9	
Q149319	9	
Q149320	9	9
Q149321	9	
Q149322	11	9
Q149323	9	11
Q149324	9	11
Q149325		9
Q149326	9	9
Q149328	9	
Q149329	9	9
Q149330	11	
Q149331	11	9
Q149332	11	11
Q149333	11	11
Q149334	9	11
Q149335	9	11
Q149337	9	11
Q149338	9	9
Q149339	11	11
Q149340	11	11
Q149341	9	9
Q149342	9	11
Q149343	9	11
Q149344	11	11
Q149345	9	9
Q149348	9	11
Q149349		9
Q149350	9	11
Q149353	11	11
Q149355	9	11
Q149357	9	11
Q149359	11	11
Q149360	11	11
Q149361	11	11
Q149362	9	10
Q149363		11
Q149364	9	
Q149365	9	
Q149368	11	9
Q149369	9	11
Q149371	9	9
Q149373	9	
Q149374	9	
Q149376	9	11
Q149377	9	11
Q149383	9	11
Q149384	9	11
Q149387	11	11
Q149388	11	11
Q149389	11	11
Q149390	11	11
Q149391	9	11
Q149392	9	11
Q149394		9
Q149395	9	9
Q149397	9	9
Q149398	11	11
Q149399		11
Q149400	9	11
Q149401	11	11
Q149402	11	11
Q149403		9
Q149404	9	
Q149405	11	11
Q149406		11
Q149407	9	
Q149408	9	9
Q149409		9
Q149410	9	
Q149411	9	
Q149412	9	
Q149414	9	
Q149415		11
Q149416	9	
Q149418	11	11
Q149419	9	11
Q149420	9	11
Q149421	9	11
Q149424	9	
Q149427	9	11
Q149428	9	
Q149429	9	11
Q149430	9	9
Q149431		11
Q149432	9	11
Q149433		11
Q149434	9	
Q149435	9	
Q149436		9
Q149440		9
Q149441	9	
Q149442	9	11
Q149443	9	
Q149444	9	11
Q149445	9	11
Q149446	9	
Q149447	9	9
Q149448	9	10
Q149449	9	11
Q149458	9	
Q149460	11	
Q149461	9	9
Q149462	9	
Q149463		11
Q149464	9	9
Q149465	11	11
Q149466	9	
Q149468	11	11
Q149471	11	
Q149473	9	11
Q149474	9	
Q149478	11	11
Q149479	9	11
Q149480		9
Q149486	9	11
Q149487	9	9
Q149488		9
Q149490	9	9
Q149491	9	9
Q149493	9	9
Q149494	9	
Q149495	9	
Q149496	9	
Q149497	11	11
Q149498	9	11
Q149499		11
Q149500		10
Q149502	11	9
Q149504	11	11
Q149506	9	11
Q149507	9	9
Q149508	9	
Q149509	9	9
Q149510	9	
Q149511		9
Q149512	9	
Q149515	9	9
Q149516	9	
Q149519	11	10
Q149520	11	10
Q149521	11	11
Q149522	11	11
Q149523	9	11
Q149524	11	11
Q149525	11	11
Q149526	9	9
Q149528		9
Q149529	9	11
Q149531	9	11
Q149532	11	11
Q149533	9	11
Q149534	9	11
Q149535	9	11
Q149536	11	11
Q149539	9	11
Q149540	9	11
Q149550	9	9
Q149552	9	9
Q149556	9	
Q149560	9	9
Q149561	9	
Q149562		11
Q149565	9	
Q149566	9	9
Q149567	9	11
Q149568	9	9
Q149569	9	
Q149570	9	
Q149571	9	
Q149573	9	
Q149574	9	9
Q149575	9	9
Q149576	9	11
Q149577	9	9
Q149578	11	11
Q149580	9	
Q149581	11	9
Q149582	9	9
Q149583	11	11
Q149584	9	9
Q149585		11
Q149586	11	11
Q149587		11
Q149588	9	11
Q149589	11	11
Q149590		9
Q149591	11	11
Q149592	11	11
Q149594	11	
Q149596	9	
Q149597		11
Q149598	11	11
Q149599	11	11
Q149601	9	11
Q149604	9	
Q149606	11	11
Q149607	9	9
Q149608		9
Q149611	9	9
Q149614	9	9
Q149615	9	
Q149616	9	
Q149618	9	9
Q149621	9	11
Q149622	9	11
Q149623	9	11
Q149624	11	11
Q149626	9	
Q149627	9	
Q149628	9	11
Q149629	9	9
Q149630	9	9
Q149632	9	
Q149633	9	9
Q149634	9	
Q149635	9	
Q149636	9	
Q149645	9	9
Q149646		9
Q149647		9
Q149649		9
Q149650	9	11
Q149652	9	
Q149653	9	11
Q149654	9	
Q149656		11
Q149657	11	
Q149659	9	
Q149661	11	10
Q149662	9	11
Q149663	9	
Q149667	9	11
Q149670	9	
Q149671	9	9
Q149672	9	
Q149674	9	
Q149722	9	
Q149735	9	
Q149757		9
Q149762	9	9
Q149763	9	
Q149764	9	11
Q149779	9	
Q149802	9	9
Q149803		11
Q149806	9	
Q149811	9	
Q149812		9
Q149813	9	9
Q149814		9
Q149815	11	11
Q149817	9	9
Q149818	9	9
Q149819	9	11
Q149820	9	
Q149821	9	
Q149823	9	
Q149824	9	11
Q149826	11	11
Q149827	11	11
Q149828	9	11
Q149829	9	10
Q149830		11
Q149832	9	
Q149834	11	11
Q149835	11	9
Q149836	9	11
Q149837	9	9
Q149838	9	11
Q149839	9	9
Q149840		11
Q149841		11
Q149845	11	11
Q149850	11	11
Q149851	11	11
Q149852	9	11
Q149853	9	11
Q149856	11	11
Q149857	11	11
Q149858		9
Q149859	9	
Q149860	9	
Q149861	11	11
Q149863	9	11
Q149866	9	
Q149868	9	9
Q149869	9	11
Q149873	9	9
Q149874		11
Q149875		11
Q149877	9	9
Q149878	11	11
Q149881	10	11
Q149882	11	
Q149883	9	11
Q149884	11	10
Q149885	11	11
Q149886	9	9
Q149887	9	9
Q149888	9	9
Q149889	9	9
Q149890	9	9
Q149891	11	11
Q149892	11	9
Q149893	9	11
Q149894	9	9
Q149895	9	11
Q149896	9	11
Q149898	9	11
Q149899	9	11
Q149901	9	9
Q149902	9	9
Q149903		9
Q149904	9	11
Q149905	9	11
Q149906		11
Q149907	11	11
Q149908		11
Q149909	9	9
Q149912		11
Q149913	9	9
Q149914		9
Q149915		11
Q149916	11	11
Q149917		9
Q149918	9	11
Q149919	11	11
Q149920	11	11
Q149922	9	11
Q149923	11	10
Q149925	11	11
Q149928	9	9
Q149929	11	11
Q149930	9	
Q149932	9	
Q149933	9	9
Q149934	11	
Q149935	9	9
Q149936		11
Q149938	9	9
Q149939	9	
Q149940	9	11
Q149941	11	
Q149943		11
Q149944	11	11
Q149945	11	11
Q149946		11
Q149947	9	10
Q149948	9	11
Q149950	9	
Q149951	9	9
Q149953	9	9
Q149954	9	9
Q149956	9	
Q149957	9	
Q149959	9	9
Q149960	9	9
Q149962		9
Q149963		9
Q149967	9	
Q149968		11
Q149969	9	
Q149970	9	
Q149971	9	9
Q149972	9	9
Q149975	9	9
Q149977	9	11
Q149978	9	9
Q149979	11	11
Q149980	9	11
Q149981		9
Q149982	9	11
Q149983	11	11
Q149984		9
Q149986	11	
Q149988	9	9
Q149989		11
Q149990	9	11
Q149992	9	9
Q149993	9	9
Q149994	9	11
Q149995	9	11
Q150000	11	11
Q150001	9	9
Q150002	9	9
Q150003	9	9
Q150004	9	11
Q150060	9	9
Q150068	9	
Q150069	9	9
Q150090	9	9
Q150091	9	9
Q150094	9	
Q150095		9
Q150097	9	
Q150105	9	
Q150128	9	
Q150143	9	11
Q150144	11	11
Q150145	9	11
Q150146	9	9
Q150147	9	10
Q150199		9
Q150228	9	9
Q150259	9	
Q150261		11
Q150263	9	9
Q150265	9	
Q150267	9	9
Q150276	9	
Q150306	9	
Q150325	9	
Q150326	9	9
Q150327	9	
Q150328	9	11
Q150330	9	10
Q150331	9	11
Q150332		9
Q150333	9	11
Q150336	11	
Q150338	9	
Q150340	9	9
Q150341	9	
Q150342	9	9
Q150343	9	11
Q150344	9	11
Q150345	9	11
Q150348	9	
Q150368	9	
Q150376	9	9
Q150389		11
Q150391	9	9
Q150392	9	9
Q150393		9
Q150397	9	
Q150409	9	
Q150410	9	
Q150414	9	
Q150415	9	11
Q150432		11
Q150433		11
Q150434	11	9
Q150435	9	
Q150436	9	9
Q150437	9	
Q150445	9	
Q150448	9	11
Q150449	9	10
Q150450	9	11
Q150451	9	10
Q150452	9	9
Q150453	9	11
Q150455	9	
Q150456	9	
Q150457	9	11
Q150458	9	9
Q150467	9	11
Q150472	9	11
Q150488		11
Q150503	9	11
Q150504	9	9
Q150506	11	9
Q150507	9	
Q150508	9	
Q150509	9	9
Q150510	9	9
Q150516	9	
Q150517	9	
Q150519		9
Q150521	9	9
Q150523	11	11
Q150525		11
Q150526	11	11
Q150529	9	11
Q150530	9	11
Q150543	9	9
Q150546	9	
Q150557		9
Q150559		9
Q150560	9	9
Q150561	9	9
Q150562	9	9
Q150563	9	11
Q150565		11
Q150566	9	11
Q150573	9	9
Q150574	9	11
Q150575	9	
Q150576	11	11
Q150578	9	9
Q150582	11	11
Q150585	11	11
Q150586	9	
Q150587	9	11
Q150588	11	11
Q150589	9	11
Q150590	11	11
Q150591	11	11
Q150592	11	9
Q150594	9	9
Q150596	9	9
Q150597	9	11
Q150598	11	11
Q150599	9	11
Q150601	11	11
Q150603	11	
Q150604	11	11
Q150605	11	11
Q150606	9	11
Q150607	9	
Q150608		9
Q150609	9	
Q150610	9	11
Q150611	11	11
Q150612		9
Q150615	9	9
Q150626	9	11
Q150627	9	9
Q150628	11	11
Q150642	9	11
Q150643	9	
Q150648	9	9
Q150656	9	11
Q150669		11
Q150687	9	11
Q150688	9	11
Q150691	9	9
Q150705	9	11
Q150726	9	11
Q150751	9	9
Q150752	9	
Q150755	9	11
Q150759	11	
Q150767	9	
Q150768	9	9
Q150784	11	11
Q150790	9	11
Q150791	9	
Q150794		10
Q150806		9
Q150812	9	9
Q150813	9	9
Q150814	9	11
Q150815		9
Q150816	9	
Q150820	9	
Q150848	9	9
Q150885	11	11
Q150923		9
Q150976	9	11
Q151039	9	9
Q151118	9	
Q151226		9
Q151227	9	
Q151228	9	9
Q151229	9	
Q151232	11	11
Q151233	9	
Q151235	9	
Q151236	11	11
Q151241		11
Q151242		9
Q151243	9	11
Q151244		11
Q151245	11	11
Q151246	11	11
Q151247	9	11
Q151248	9	11
Q151249	9	11
Q151250	9	9
Q151251	9	11
Q151252	9	
Q151253	9	
Q151254	9	9
Q151255	9	
Q151257		11
Q151259	9	9
Q151261	9	11
Q151262		9
Q151264	9	9
Q151268	9	9
Q151269	9	9
Q151271	9	9
Q151276		11
Q151277	9	9
Q151278	11	11
Q151279	9	9
Q151280	11	11
Q151283	11	11
Q151289	9	9
Q151290	9	9
Q151293	9	9
Q151294	9	9
Q151296		9
Q151302	9	11
Q151303	11	9
Q151307	9	9
Q151309		9
Q151313	9	
